,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,sent1,sent2,ending0,ending1,ending2,label
777,1299,1299,1299,1299,"Jesse made an adorable gown and added it to their Etsy shop. Later, Jesse put it up for sale.",What will Jesse want to do next?,learn to sew,wait for a seller to sell it,sell the dress to a buyer,2
778,2250,2250,2250,2250,Cameron considered the issues between two disputing employees carefully.,What will Cameron want to do next?,Listen to both parties complaints,Ignore the complaints of both parties,stop the dispute,2
779,1675,1675,1675,1675,"Cameron was Kai's assistant for years, and Cameron served Kai faithfully.",What does Cameron need to do before this?,listen to Kai's demands,retire together,start a business together,0
780,1180,1180,1180,1180,Skylar decided to cook a meal and host a dinner party for friends.,How would Skylar feel afterwards?,very hungry,insecure about their cooking,anticipation for the party,2
781,3248,3248,3248,3248,Bailey asked their neighbor for help when the fire started in the kitchen.,What does Bailey need to do before this?,needed to have a good relationship with their neighbors,needed to be enemies with the neighbors,call the fire department,2
782,2359,2359,2359,2359,Quinn invited their family on the outing at the park.,How would Others feel as a result?,happy they got the chance to catch up with family,very cared for,overwhelmed by family drama,0
783,2363,2363,2363,2363,Jesse lost Kendall's life though they operated long into the night.,What will Kendall want to do next?,ask for a minute alone,research what went wrong,inform the next of kin,2
784,1805,1805,1805,1805,Tracy gave unto Casey her wedding ring which was a family heirloom.,How would Casey feel as a result?,emotional attachment to the ring,full of love,robbed of a modern style ring,0
785,2395,2395,2395,2395,Ash spent time with her friend at the bowling alley that night.,Why did Ash do this?,show hate,be miserable,be fun,2
786,405,405,405,405,"Ash is a fashion design student at her local university. Before her final fashion exam, Ash bought clothes at a store.",Why did Ash do this?,wanted to find a new outfit to wear to her graduation,wanted to buy clothes as a stress reliever from her upcoming final exam,wanted to study the clothes from the store to prepare for her final exam,2
787,2557,2557,2557,2557,Tracy accidentally got high because his brother was smoking weed in his bedroom.,How would you describe Tracy?,an old man,young,surprised about how well the weed works,2
788,4474,4474,4474,4474,Alex made Robin leave the play because they were mad at them.,What will happen to Robin?,go home,be happy,upset,2
789,1083,1083,1083,1083,Cameron's daughter won the junior Wimbledon tennis title. Cameron sang praises of joy.,Why did Cameron do this?,start playing tennis,support his daughter,express her happiness,1
790,4349,4349,4349,4349,Kai was stuck out of town due the the blizzard so Taylor opened Kai's own store for her.,What does Taylor need to do before this?,run it,get the security code to open the store,make sure things run smooth,1
791,903,903,903,903,Tracy paid Syndey's tax for her.,What will happen to Tracy?,sydney paids bill for tracy,tracy's bill paid sydney,be thought of as a good person,2
792,1571,1571,1571,1571,"Kendall had been stealing, so Robin brought Kendall to the attention of the authorities.",How would you describe Robin?,upset that they are now in trouble,law abiding,angry at Robin for turning them in,1
793,2744,2744,2744,2744,Bailey sent their homework to the schools because she was at home.,How would Others feel as a result?,quite worked,they were a good student,not happy,1
794,4716,4716,4716,4716,Sasha sent Alex a message about what time to meet her for lunch.,What does Sasha need to do before this?,buy a new outfit for the meeting,check her schedule,'s hungry and wanted to meet him for lunch,1
795,1525,1525,1525,1525,Cameron became worried and so he sent a quick and short message.,Why did Cameron do this?,couldn't decide on the right things to say in it,thought that a short message would be cool,was feeling calm and decided to take it easy,1
796,1409,1409,1409,1409,Bailey put her bag on the ground in the airport so she could order at the restaurant.,Why did Bailey do this?,take the weight off,Look for a restaurant,get her bag stolen,0
797,1481,1481,1481,1481,Quinn tried to kill Cameron after finding out they had cheated.,How would Cameron feel as a result?,scared,like running away,like fighting back,0
798,3128,3128,3128,3128,Robin had a lot of change at home.,What will Robin want to do next?,convert the change into paper money,have moved to a new apartment,have gotten a new roommate,0
799,367,367,367,367,Riley led Quinn astray and Quinn was lost in the giant and cold forest.,What will Riley want to do next?,stop trusting Riley,find a way home,run away,1
800,1676,1676,1676,1676,Kai acted in a different way in front of her friends and Quinn did not like it.,What will Quinn want to do next?,be amused next,stop hanging out next,congratulate her next,1
801,3431,3431,3431,3431,Lee got distracted by the tv program and forgot that they had a roast in the oven.,What does Lee need to do before this?,needed to forget to set a timer,turn off the oven,take out the roast,0
802,3165,3165,3165,3165,"While all the others slept and goofed off, Cameron stayed up practicing and Cameron finally beat the game.",How would Others feel as a result?,proud and skilled,ashamed and embarressed,productive and competitive,1
803,1127,1127,1127,1127,Kai came to visit his parents and brother. Kai played a prank on their parents.,Why did Kai do this?,make his brother angry,laugh,scare his parents,2
804,135,135,135,135,Sasha was Skylar's prom date for that night and they both looked great.,What does Sasha need to do before this?,needed to get ready,needed to be fit,start dancing,0
805,3508,3508,3508,3508,Alex told Remy want they wanted for Christmas this year.,How would you describe Alex?,excited,someone who celebrates Christmas,glad,1
806,3687,3687,3687,3687,Kai called Riley's husband to ask how Riley was feeling after surgery.,How would you describe Kai?,wanting Riley to be better,very loved by Kai,indifferent to Riley,0
807,4533,4533,4533,4533,Taylor was helping Sasha get ready for pictures. Taylor pushed Sasha's hair back out of her face.,Why did Taylor do this?,get the hair out of Sasha's face,grab the camera,set the exposure,0
808,4702,4702,4702,4702,Addison ate just about everything but tonight Addison ate tacos.,How would you describe Addison?,happy to have eaten tacos,a fan of various food,a fan of rotten food,1
809,548,548,548,548,Taylor and Austin were kissing in the driveway. Taylor bit Austin's lips in the process.,How would Austin feel as a result of this?,surprised by it,shy about it,playful and flirty,0
810,1870,1870,1870,1870,Jordan told Tracy to get the keys and bring them down to the garage.,What will happen to Jordan?,buy Tracy a new dress at the local mall,give Tracy driving lessons at the track,take Tracy back to college in the next state,2
811,4937,4937,4937,4937,according to the article Quinn brought me to the hospital.,How would you describe Quinn?,capable and reliable,helpful and caring,condensed alot,1
812,1592,1592,1592,1592,Alex tore Ash to pieces over her performance.,How would Ash feel as a result?,Belittled,Esteemed,Favorable,0
813,2683,2683,2683,2683,Addison felt much better after learning that they had not in fact missed the date to audition for a part in the play.,What does Addison need to do before this?,memorize the lines of the play's major characters,review the requirements for participation in the audition,purchase the costume of their desired character role,1
814,2977,2977,2977,2977,Kai separated the sheep from the goats easily and without exerting much effort.,How would you describe Kai?,unreliable,skilled,lazy,1
815,3994,3994,3994,3994,"Bailey had opened a new restaurant. Right after the grand opening, she saw a bug in the kitchen. She grabbed a menu and killed the bug.",How would Bailey feel afterwards?,hard working,great,felt like she needed to check the restaurant for any other bugs,2
816,13,13,13,13,"Their cat kept trying to escape out of the window, so Jan placed an obstacle in the way.",How would Jan feel afterwards?,scared of losing the cat,normal,relieved for fixing the problem,2
817,3142,3142,3142,3142,Cameron took their friend to Japan where they tried many types of sushi.,How would Cameron feel afterwards?,broke from tipping too much,joyful from starving,happy from fighting too much,0
818,1667,1667,1667,1667,Riley was watching a movie with Jordan. Riley sat by Jordan's side.,What will happen to Riley?,watch the movie,get a drink,listen to Jordan,0
819,1920,1920,1920,1920,"Ash borrowed the money from a loan shark, even though they had a violent reputation.",What does Ash need to do before this?,find a loan shark,be rich,was desperate,0
820,2703,2703,2703,2703,Taylor drove Austin's car to work and was happy to pick his up after.,What will Taylor want to do next?,have a running car,get his car fixed,thank Austin,2
821,1262,1262,1262,1262,Remy dropped their wallet in the fountain and didn't notice it was missing until they were back on the bus.,How would Remy feel afterwards?,upset about losing their wallet,like going back for their wallet,going to go look for their wallet,0
822,1135,1135,1135,1135,Taylor put a towel on Jan's shoulder after Jan fell in the pool.,What will Jan want to do next?,find a gas clothes dryer,dry her off,change into dry clothes,2
823,3356,3356,3356,3356,Jan was looking to hire a new maid. Jan answered every inquiry to the ad they posted.,What will Jan want to do next?,hire every inquiry as the potential new maid,interview with the potential new maids,hire a maid,1
824,828,828,828,828,"Jan is a track coach for Bailey, and they let Bailey run again.",How would Bailey feel as a result?,incompetent because they could not get it on the first try,proud,praised,1
825,2393,2393,2393,2393,Casey got their shirt out of the drier after they washed their clothes one afternoon.,What does Casey need to do before this?,iron the shirt,know how to use the drier,put their clothes in the fridge,1
826,1933,1933,1933,1933,Ash used wood to support the shelf and reached for the brackets to attach.,What will Ash want to do next?,take a nap next,put wood on the shelf,attach the brackets next,2
827,3896,3896,3896,3896,Addison went back to their room after they were done with dinner.,How would you describe Addison?,thankful to have had dinner,As someone in their room,satisfied after a good meal,2
828,4546,4546,4546,4546,"Taylor acted as Remy's agent, and it wasn't long before Remy became a movie star.",What will happen to Remy?,become poor and bitter,be offered more singing gigs,be offered more movie roles,2
829,4794,4794,4794,4794,Lee helped to solve Sasha's problem with the leak in her basement that morning.,What will happen to Lee?,get flooded,get thanked,she will appreciate lee,1
830,2820,2820,2820,2820,Robin went alone to the party despite warnings from friends. Robin was especially hard headed.,Why did Robin do this?,pretend everything was fine,enjoy themselves at a party,enjoy the warnings from friends,1
831,2052,2052,2052,2052,Jordan gave them Robin's support from her garagre full of tools.,How would Jordan feel afterwards?,vindicated,like a great person,sad about life,1
832,1899,1899,1899,1899,Sydney had a crush on a boy she met over the summer.,How would you describe Sydney?,giddy whenever she's around the boy,over,very lonely,0
833,2133,2133,2133,2133,Sasha worked two jobs and had to go home each night to a nice show to watch.,How would you describe Sasha?,feeling conflicted,at peace,feeling tired,2
834,4762,4762,4762,4762,Lee met Carson in person yesterday and had a great time talking about the weather.,How would Carson feel as a result?,conflicted,good,like they are friends,1
835,1305,1305,1305,1305,Carson played a football game and made the game winning touchdown in the game.,What will Carson want to do next?,go out to eat with friends,ignore his friends and go home,win the last homecoming game,0
836,4078,4078,4078,4078,Taylor was rushing to get to work on time and Taylor spilled coffee all over Ash's shirt.,What will Taylor want to do next?,rip Ash's shirt to pieces,Sick of her,cry over the spilled coffee,2
837,3078,3078,3078,3078,"Lee put on a Halloween mask to try to be funny, but his friends got scared and left the room.",How would Lee feel afterwards?,mischievous,Ashamed,playful,1
838,4683,4683,4683,4683,Kendall kissed Quinn's neck after they got back from a date.,How would Kendall feel afterwards?,the best,loving,affection towards Quinn,2
839,713,713,713,713,Remy did something he shouldn't have done. Remy needed to tell Austin the truth.,How would you describe Remy?,a bad person,awful,an honest person,2
840,311,311,311,311,Bailey had ran the marathon and just finished and got home Jordan settled Bailey on the settee and removed Bailey's shoes.,Why did Jordan do this?,help bailey recover,get everything ready for Bailey,ask Bailey how the marathon was,0
841,4051,4051,4051,4051,Tracy read the news online using her mobile phone while sitting on a subway train.,What does Tracy need to do before this?,catch the train,share news on social media,go to another site,0
842,2348,2348,2348,2348,Addison felt healthy after following the diet that their doctor suggested.,What does Addison need to do before this?,eat chips,eat fruits,eat candy,1
843,3765,3765,3765,3765,Tracy went to town with a friend to see a parade.,What does Tracy need to do before this?,pick up their friend,go home afterwards,have a ride to go to town,0
844,2164,2164,2164,2164,Ash went home the following week because of his cancer.,What will Ash want to do next?,die at his home,rest at his home before the cancer gets worse,seek an oncologist,1
845,1774,1774,1774,1774,"Quinn reduced the budget by 15 percent, which is something that previous managers failed to do.",How would you describe Quinn?,competent,incompetent,Bad,0
846,1414,1414,1414,1414,Lee put Cameron's blanked around Jordan without permission because Jordan was cold.,What will happen to Lee?,get yelled at my Cameron,be comfortable,be warm,0
847,1063,1063,1063,1063,Sasha thanked their mom for the party and got a big hug.,What will happen to Others?,be appreciated by her mom,loved,lazy,1
848,278,278,278,278,Bailey watched news all day and decided to do something more fun.,How would Bailey feel afterwards?,a fun person,a rebel,Like they should do something else,0
849,3009,3009,3009,3009,Lee made fun of Jan when Jan couldn't reach the top shelf in the kitchen and made Jan sad.,How would Lee feel afterwards?,ashamed of himself,glad to be a mean person,sad,0
850,112,112,112,112,"Skylar's boss demanded a new report immediately, so Skylar produced the paperwork in response.",What will Skylar want to do next?,take a break,be happy about her work,be a good employee,0
851,1315,1315,1315,1315,Bailey took her time to reach it because it was important for Bailey to do it right.,How would you describe Bailey?,responsible,accomplished,irresponsible,0
852,640,640,640,640,Aubrey asked the girl to move because they sat on Aubrey's chair.,What does Aubrey need to do before this?,complain about the girl,thank the girl for moving,sit on their own chair,0
853,3757,3757,3757,3757,Tracy was reading the book and got her attention. Tracy knew what might happen in the end.,What will Tracy want to do next?,skip through,Finish the book,keep reading,2
854,1182,1182,1182,1182,Cameron put the cat in the house because it was gone for two weeks.,How would you describe Cameron?,like a good owner,an animal lover,controlled by their cat,0
855,2958,2958,2958,2958,"kai wanted to eat a midnight snack, she made a mess of the bed.",What will happen to the bed?,be annoyed at themselves,need to clean it,throw it away,1
856,4860,4860,4860,4860,Remy brought Skylar together with him to the professional baseball game one afternoon.,What will Skylar want to do next?,Cheer for his team,thank Remy,Eat hotdogs and drink beer,1
857,569,569,569,569,Casey performed her duties with Jan and they did a very good job.,What will Casey want to do next?,take a break next,sing next,needed to be committed to work,0
858,803,803,803,803,alex was a outdoors person so he always walked home.,How would you describe Alex?,fit,out of shape,an indoors person,0
859,2433,2433,2433,2433,Jordan did not want to be hurt again. Jordan kept friends at a distant.,How would Others feel as a result?,like they are disrespected,like they are loved,like they are cared for,0
860,1211,1211,1211,1211,Skylar dyed their hair often. The color changed regularly every couple weeks. Skylar tried bold and unique colors.,How would you describe Skylar?,pretty,ing to try new colors,excited,1
861,2357,2357,2357,2357,"After fighting with their twin, Robin sat alone in their room to reflect on the argument.",How would Robin feel afterwards?,hungry and ready to eat,regret for the things they said,indifferent about their sibling's feelings,1
862,147,147,147,147,Jesse was driving their car for them since they were too drunk to drive.,What does Jesse need to do before this?,get in the car,make sure they didn't get pulled over,pick up friends,0
863,247,247,247,247,casey was in vietnam when quinn suddenly crossed his mind.,How would Quinn feel as a result?,as calm,as uptight,quinn's friend,2
864,3763,3763,3763,3763,Aubrey asked Tracy a question about the project because they weren't in class the day it was talked about.,Why did Aubrey do this?,learn more,double check to ensure it was correct,get a good grade on it,0
865,1416,1416,1416,1416,Kai was shopping one day when he was suddenly accosted by two men.,How would Kai feel afterwards?,would be rejuvenated,victimized,as normal,1
866,2210,2210,2210,2210,Jordan imagines what it would look like if he got the career of his dreams and become rich.,How would Jordan feel afterwards?,motivated to earn lots of money,excited,rich,0
867,1836,1836,1836,1836,Cameron was trying to get work done and he found a way.,What does Cameron need to do before this?,Finish his task,have an idea about how to finish the work,Plan for the next step,1
868,3631,3631,3631,3631,"The long wait in line for the roller coaster had been a nervous experience for Carson, but once on the ride, Carson had great fun.",What will Carson want to do next?,ride the coaster again,get over fear,go to the theme park,0
869,4997,4997,4997,4997,Sydney was relived and future endeavored at their job after a decision was made.,What's going to happen to the others?,was deserving of losing their job,sympathy towards Sydney for losing their job,be happy,2
870,1306,1306,1306,1306,"Every morning, Bailey made Sasha's coffee and breakfast.",What will Sasha want to do next?,call in sick,go to work,leave without saying anything,1
871,969,969,969,969,"Riley wanted to show her employees that she appreciated them, so she treated her employees to dinner.",What will happen to Riley?,good,be ashamed,fired employees,0
872,1217,1217,1217,1217,Bailey let things be when their mom told them they should of done their chores.,How would you describe Bailey?,As someone who thinks they shouldn't disrespect their mom,As someone who did their chores,lazy,0
873,4090,4090,4090,4090,Kendall gave her a headache about the show that Kendall liked and she didn't.,What will Kendall want to do next?,proud,bored,not watch the show again,2
874,2627,2627,2627,2627,Bailey asked her boyfriend to not shave his beard off his face.,What does Bailey need to do before this?,break up with boyfriend,like the beard,be alone,1
875,2362,2362,2362,2362,Cameron was on the bench watching the game while it happened live.,What would the others feel?,upset with Cameron for watching the game,want to support Cameron to start playing,mad about Cameron watching the game,1
876,298,298,298,298,Jesse change Asher's diaper wh he pooped in it.,Why did Jesse do this?,take out the garbage,Because it was stinky,wash their hands,1
877,2171,2171,2171,2171,Sasha got hit in their car while they were driving home one day.,How would Sasha feel afterwards?,very upset,going to the hospital,happy,0
878,4324,4324,4324,4324,Sasha was in the mood for some cookies. Sasha turned on the oven to start baking.,What will Sasha want to do after?,make the cake,turn the oven off,prepare the cookie sheet,2
879,1939,1939,1939,1939,Casey decided to go base jumping but had never been skydiving before. He was told by a professional he would fail if he tried without the proper training or experience. He decided not to go base jumping as a result.,How would Casey feel afterwards?,happy to go base jumping tomorrow,glad that he decided to go base jumping right away,Relieved to take the proper steps to prepare,2
880,434,434,434,434,"Kendall knew Sydney was depressed, so she prevented Sydney from jumping off the bridge.",Why did Kendall do stop Sydney from doing this?,talk to Sydney,give Sydney reasons to live,say goodbye before jumping,1
881,530,530,530,530,Casey gets dressed because they will go out to eat.,How would Casey feel afterwards?,expectant,likes going out,likes looking nice,0
882,2079,2079,2079,2079,Even though Kai yelled at Sydney in frustration when Kai failed the English final exam he had studied so hard for Sydney still felt deep love for him.,How would Kai feel as a result?,ashamed of himself for treating someone that loves him in such a bad way,a caring person,a loving person,0
883,1766,1766,1766,1766,Remy ran ahead of the babysitter to chase the hare and pretend to hunt with the hounds in the forest.,How would you describe Remy?,lazy,a game,playful,2
884,2655,2655,2655,2655,Ash was disgusted by how the novel had ended.,What will Ash want to do next?,see the movie based on the book,write an Amazon review,forget the book,1
885,225,225,225,225,Austin built Quinn's house and it turned out really nice.,Why did Austin do this?,do their best,build another house for Quinn,So Quinn would learn to build a house,2
886,4945,4945,4945,4945,Quinn finally confessed his true feelings of love for Cameron after school.,How would Cameron feel as a result?,sad and depressed,flattered about it,glad they let Cameron know how they felt,1
887,1335,1335,1335,1335,Quinn hired a lead company. They provided Quinn with new contacts.,How would you describe Quinn?,a people person,has a bad attitude,has Aspergers,0
888,2349,2349,2349,2349,Jesse finally met their friend at the park and had a nice chat about food.,How would you describe Jesse?,feeling passive,feeling proud,ice to be outdoors,2
889,1079,1079,1079,1079,Aubrey knew that Riley had betrayed her. She deliberately filled Riley's tank with pure oxygen instead of the usual nonlethal mixture.,What will happen to Aubrey?,be arrested and charged with premeditated murder,be arrested for accidentally mixing the scuba tank incorrectly,scuba dive with them to avoid seeing their fate,0
890,2890,2890,2890,2890,Aubrey had a fever and did not feel like doing much. Carson took care of Aubrey.,How would Carson feel afterwards?,lustful,important,salacious,1
891,4073,4073,4073,4073,Carson played soccer in the park everyday with other players and they love it.,How would you describe Carson?,Football player,Glutton,Arrogant,0
892,1962,1962,1962,1962,Austin left the hospital without the doctor's permission so he wouldn't miss the game.,How would you describe Austin?,a person who takes chances with his life,very sick,smarter than his doctors,0
893,1069,1069,1069,1069,skylar was on a magical island so she was taught to fly by a witch.,What will Skylar want to do next?,meet a witch,fly over the island,refuse to fly,1
894,194,194,194,194,"Cameron ran some tests on his patient, Kendall because she was very ill.",What will Kendall want to do next?,get medicine,get to the bottom of the illness,find out what was wrong,2
895,1859,1859,1859,1859,Quinn climbed back up after they fell down the wall.,Why did Quinn do this?,keep climbing,fall down,assess the height,0
896,1727,1727,1727,1727,Skylar talked to the man about getting a new job at the factory.,How would you describe Skylar?,feeling inspired,happy for Skylar to have a lead,jealous of Skylar getting their position,0
897,3886,3886,3886,3886,Austin was holding an auction at work to raise money for charity.  Everyone brought in items to sell and Austin carefully listed every item.,How would you describe Austin?,productive,good his co-workers brought in items to sell,unproductive,0
898,3087,3087,3087,3087,Robin made Cameron's ass move by shouting at Cameron while they were working out.,How would Cameron feel as a result?,that they want to train alone,appreciative of Robin's help,that Robin was rude to them,1
899,1896,1896,1896,1896,"Although he had much to do, Riley made dinner anyway. He always tried to keep his word.",How would Riley feel afterwards?,absurd,principled,untrustworthy,1
900,4520,4520,4520,4520,Quinn attended their business meeting even though it was held at 10:00 p.m.,What will Quinn want to do next?,part of Quinn's job,go home and relax for the night,go directly to another meeting,1
901,249,249,249,249,Jordan told their parents that Addison had been very rude to him and what she had said.,What will happen to Addison?,avoid Addison in the future,stop being around Addison,get punished,2
902,3079,3079,3079,3079,Austin wanted to learn how to swim.  Tracy gave Austin swimming lessons.,What will Austin want to do next?,thank Tracy for the lessons,be generous,hang out at the pool,0
903,3428,3428,3428,3428,Casey bought cookies from a friend to give out to others.,What will Others want to do next?,a good person,hand them out,get cookies,2
904,397,397,397,397,Ash went to the lake in the woods and fished for trout and bass.,What did Ash have to do before this?,needed to buy some books,get gis fishing rod,had to buy bait,2
905,88,88,88,88,Skylar made amends with his friend after the argument.,How would Skylar feel afterwards?,quite stubborn,very forgiving,willing to admit they're wrong,1
906,1361,1361,1361,1361,Casey told Jordan yes to going out with him for dinner on a date next week.,What will Casey do next?,casey will get dressed,casey will cancel,he will get excited,2
907,3371,3371,3371,3371,"Since he was a child, Kendall wanted to ride a horse. He finally got the chance at the beach but he found that it was uncomfortable and not enjoyable.",How would Kendall feel after riding a horse?,sore from hiding the horse,very simple,very agile,0
908,4645,4645,4645,4645,Taylor unlocked their car and found food all over the floor because of the friends they had loaned the car to for the weekend.,How would Taylor feel afterwards?,hurt by their friends,full from eating the food,friends they had loaned the car to for the weekend,0
909,2954,2954,2954,2954,"As manager of the team, Sasha determined who played and who did not.",What did others feel about Sasha?,Others accepted their lack of playing time,Others were romantically attracted to Sasha,Others thought Sasha was unfair,2
910,2261,2261,2261,2261,Skylar gave their son a video game for their birthday with the understanding that they'll have their playtime limited.,What will Skylar do after giving them the game?,let their son play games all day,monitor their son's daily and weekly playtime,purchase a video game,1
911,2943,2943,2943,2943,Aubrey worked even harder than everyone and she was still fired.,What will Aubrey want to do next?,look for a new job,kill her boss,go on strike,0
912,4918,4918,4918,4918,Addison visited the pet store as it was about to close in half an hour.,What will Addison want to do next?,hurry up browsing,get dressed to go out,leave their house,0
913,2502,2502,2502,2502,Jan played basketball with their friend.  They had such a great time.,What will Others want to do next?,consider inviting Jan again,have fun,kill time,0
914,4872,4872,4872,4872,"The food at the wedding was spectacular, with many complicated and delicious dishes, and all the guest agreed that Bailey was a good cook.",How would Others feel as a result?,like cooking,appreciated for her cooking skills,satisfied,2
915,3822,3822,3822,3822,Kai walked up to thomas in the bar and punched him in the face.,Why did Kai do this?,show thomas how much he cared about him,hurt thomas for not paying him his money,greet thomas in his own special way,1
916,89,89,89,89,Quinn had too much to drink the other night. They were starting to have a problem.,What will Quinn want to do next?,stop drinking,have fun,go out and party,0
917,4277,4277,4277,4277,Bailey stood in Remy's way when Remy tried to get to the outside.,What does Bailey need to do before this?,see Remy trying to escape,ignore Remy,tell Remy to stay inside,0
918,3845,3845,3845,3845,Bailey went to a concert and saw a band they liked live.,What will Bailey want to do next?,get tickets,drive to the arena,enjoy the concert,2
919,3077,3077,3077,3077,Sydney effected their escape by helping them hide.,What will Sydney want to do next?,make camoflage,go to work next,hide next,2
920,1586,1586,1586,1586,Jan bought eggs last week and painted pretty pictures on them.,Why did Jan do this?,purchase paint and supplies,amuse her children,waste some eggs,1
921,891,891,891,891,Austin was leaving for a week so Ash kissed Austin goodbye on the forehead.,How would Ash feel afterwards?,a person who loves Austin,happy that Austin left,hurt that Austin left,0
922,4839,4839,4839,4839,Taylor got all the ingredients together and layered the pasta together in the pan.,Why did Taylor do this?,bake the pasta,cook the pasta,eat dinner,0
923,1280,1280,1280,1280,Cameron gave the class their instructions despite their lack of focus.,What will Cameron want to do next?,remind them to study,don't remind them to study,skip the test,0
924,963,963,963,963,Bailey was the center of attention because he was the funniest person in the room.,What will Others want to do next?,avoid informing Bailey for future parties,humor others,continue talking to Bailey,2
925,861,861,861,861,Skylar kept tabs on her cousin after getting out of special rehab.,What will Skylar want to do next?,rehabilitate their cousin themselves,talk to acquaintances,guide their cousin,2
926,4725,4725,4725,4725,Riley finished digging a hole which was for the plants she wanted in her garden.,What will Riley want to do next?,take a break,get the plants ready,get the shovel ready for digging,1
927,1796,1796,1796,1796,"Addision, an eighth grader, wanted to stay the night at her best friend's house on Saturday who lives across the street from her own home.",What does Addison need to do before this?,check with her parents to get permission,pack an overnight bag,check to see if it will snow that night,0
928,3070,3070,3070,3070,Kai lost Austin's phone while they were on a hike together.,What will Kai want to do next?,avoid Austin,yell at Kai for losing Austin's phone,get Austin a new phone,2
929,790,790,790,790,Tracy wanted to hear the guilty verdict on the criminal who assaulted her.,How would Tracy feel afterwards?,someone who believes in the law,vindicated,mournful,1
930,1324,1324,1324,1324,Jesse went to get married and had a ceremony to celebrate this event.,What will Jesse want to do next?,great,have a ceremony to celebrate her wedding event,invite guests to attend the wedding ceremony and event,2
931,240,240,240,240,Taylor floated down the river with a group of friends on inter-tubes.,Why did Taylor do this?,Go down the rapids,have fun,Go back to shore,1
932,3386,3386,3386,3386,Austin swim at the beach for hours because he had nothing better to do.,How would Austin feel afterwards?,enjoys the beach and swimming,playful,a good swimmer who can swim for hours,0
933,2211,2211,2211,2211,Lee gave Kendall an opportunity for a job at the business they managed.,How would Lee feel afterwards?,Like they need an opportunity,Good for giving them an opportunity,Like they want more employees,1
934,997,997,997,997,Jan cooked for dinner and made a giant pot of soup with a cherry pie for dessert.,Why did Jan do this?,bored,serve a meal,full,1
935,2862,2862,2862,2862,Casey was applying to a job and she ended up nailing her interview.,What will Casey want to do next?,start going to work,go home and cry,decline the job,0
936,3272,3272,3272,3272,Taylor drove Tracy nuts with their constant bickering all the time.,How would Tracy feel as a result?,they were welcome,they were annoying,they were quiet,1
937,2978,2978,2978,2978,Bailey was invited to join the police force after passing the exam with flying colors.,How would Others feel as a result?,resentful,proud,Athletic,1
938,1289,1289,1289,1289,Lee was trying to win a race. Lee watched to make sure they did not run into anyone.,Why did Lee do this?,wanted to win,run faster than anyone,was afraid of the runners,0
939,2819,2819,2819,2819,"After promising to stay up late and help with the decorations, Sasha slept all night instead.",How would you describe Sasha?,Sad,Embarrassed,someone who can't be relied upon,2
940,1791,1791,1791,1791,Bailey joined forces with the team to solidify her position.,Why did Bailey do this?,sabotage herself,practice,be stronger,2
941,1271,1271,1271,1271,Aubrey had the floor and everyone's attention with it.,How would you describe Aubrey?,nervous about the attention,afraid of messing up,an effective speaker,2
942,4124,4124,4124,4124,Jesse stayed in Jan's room while their room was repainted and carpeted.,What will happen to Jan?,welcome Jesse,room was repainted and carpeted,stayed in Jan's room,1
943,456,456,456,456,Taylor put his hand in front of his face while digging for his glasses because the sun was very bright.,What will Taylor want to do next?,go buy sunglasses,put on his sunglasses,put a hat on,1
944,1650,1650,1650,1650,Kai asked his friend to help him out with the mowing of the lawn.,What does Kai need to do before this?,buy some gravy,mow the lawn,buy some eggs,1
945,3130,3130,3130,3130,Jordan also told their parents about the altercation with the men.,How would you describe Jordan?,Dishonest,A liar,telling,2
946,1572,1572,1572,1572,Kendall rode horses all the time and is very good at it.,What does Kendall need to do before this?,taught others how to ride horses,be trained,competed in horse riding competitions,1
947,1313,1313,1313,1313,Ash played the game with Skylar well because they had been practicing their tennis skills for a long time.,How would Ash feel afterwards?,that it was fun,a persistent person,that it was tiring,1
948,4950,4950,4950,4950,Casey called security after she was continued to be followed.,How would Casey feel afterwards?,relieved,being threatened,annoyed,0
949,4705,4705,4705,4705,taylor was a powerful wizard so she sucked up all the good in favor of evil.,What will Taylor want to do next?,find all the good wizards,know where to suck up all the good,use the evil to increase her power,2
950,1833,1833,1833,1833,"The town doubted that Kendall would win the race, but she proved every person wrong.",Why did Kendall do this?,achieve a goal,make others angry,keep going,0
951,1579,1579,1579,1579,Jordan was sitting on a pew at church. Jordan made room for Tracy.,What will Tracy want to do next?,stand up,clear a space,take a seat,2
952,3362,3362,3362,3362,Quinn sent gifts away for Christmas to family that year.,What will Quinn want to do next?,message family about the gifts,buy more gifts,ask if they got the gifts,2
953,3947,3947,3947,3947,"Cameron had believed Ash's eyes were hazel, but realized they are actually blue.",What does Cameron need to do before this?,correct themselves to Ash,look at Ash's eyes,apologize to Ash,1
954,4942,4942,4942,4942,Kendall prevented Sydney attempting to jump from the bridge after Sydney found out that her son died.,What will happen to Kendall?,abandon Sydney,find more help for Sydney,prevented Sydney attempting to jump,1
955,983,983,983,983,Tracy would not let Casey leave because he owed her rent.,What will Tracy do now?,Take Casey to court to recover the rent,kidnapped,Give Casey an extra six moths to pay,0
956,1309,1309,1309,1309,"Casey was always a hard person to please, she never gave Cameron credit for the good things he did.",What will happen to Cameron?,appreciated,be good friends with Casey,dislike Casey,2
