,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,sent1,sent2,ending0,ending1,ending2,label
442,4727,4727,4727,4727,Sasha lived their whole life in one place. That is rather sad to waste one's life that way.,How would you describe Sasha?,new school,Like it was their home,an introvert,2
443,3156,3156,3156,3156,Lee brought the trial to a conclusion after determining the defendant guilty.,What will Others want to do next?,praise Lee for his efforts,break the defendant out,leave the courtroom,2
444,2111,2111,2111,2111,Sydney got Sasha's picture taken secretly after silently stalking them throughout the town.,What does Sydney need to do before this?,needed to find Sasha,print it,needed to be invisible,0
445,4891,4891,4891,4891,Casey filled Sydney's heart when they got them a special gift.,What does Casey need to do before this?,think of a good gift,show their feelings for Sydney,special,0
446,1123,1123,1123,1123,Austin was remodeling his office and picked out a painting. He hung the painting on the wall for decoration.,What does Austin need to do before this?,needed to pick it out,admire his hard work,take a picture for social media,0
447,4968,4968,4968,4968,"Casey want to be friend's with Taylor, but Taylor doesn't like Casey. So Taylor left Casey alone.",How would Casey feel as a result?,felt happy that she was alone,didn't want Taylor to be with her anyway,felt lonely because she was left alone,2
448,2150,2150,2150,2150,Kai did not want the product anymore so Quinn gave her a refund.,What will Quinn want to do after?,lock Kai out of the store,ask Kai why she didn't want it,leave the store,1
449,4219,4219,4219,4219,Skylar met Kendall's boyfriend's parents and they had a long chat about the future.,How would you describe Skylar?,would be nervous,good about them meeting,feeling proud,0
450,4775,4775,4775,4775,Tracy came within sight of the group walking out of the woods.,What does Tracy need to do before this?,shout at the group of people,needed to find the group,wave to the group of people,1
451,2458,2458,2458,2458,Casey urged Bailey to go to the event to accept an award for their hard work.,How would you describe Casey?,aware of Bailey's needs,a caring friend,jealous of Bailey,1
452,563,563,563,563,Alex outlived their usefulness at his current job and decided to move on.,What will Alex want to do next?,find a new job,quit his job,get promoted,0
453,2428,2428,2428,2428,Skylar found the cat hiding under Remy's bed and told Remy that's why the bed smells bad.,What will Remy want to do next?,get the cat to come out,leave the cat under the bed,go into Remy's room,0
454,1768,1768,1768,1768,"At two years old, Austin was a messy eater, so Jan wiped Austin's mouth.",What will Jan want to do next?,eat more food,wet a towel,clean Austin's tray,2
455,290,290,290,290,"At the end of the church service, Taylor quickly drove home because of the lateness.",Why did Taylor do this?,be angry at himself for attending the church program,reprove the pastor for concluding the church program late,be home as soon as possible,2
456,1921,1921,1921,1921,"Bailey asked if Jesse was going to their wedding, but Jesse said no.",How would Bailey feel afterwards?,content,had felt depressed,disappointed,2
457,2853,2853,2853,2853,Addison the surgeon made the incision in Bailey's mouth.,What does Addison need to do before this?,cut randomly,the surgeon for Bailey's mouth,apply a numbing agent,2
458,4544,4544,4544,4544,Jesse spent their free time studying and learned a lot.,Why did Jesse do this?,get straight As,do poorly in school,move onto a new topic to learn about,0
459,4829,4829,4829,4829,"Once Cameron started working with Austin, Cameron would make fun of Austin all day.",What will Cameron want to do next?,Avoid Austin whenever possible,Invite Austin to make fun of him,Have others see what he's doing,1
460,923,923,923,923,Remy gave Skylar a present because it was Skylar's birthday and Remy was Skylar's friend.,How would Skylar feel as a result?,confused about the situation,like they do not want to be friends with Remy,grateful to Remy,2
461,1274,1274,1274,1274,Cameron provided snacks to children so that the others could relax and enjoy themselves.,What will Others want to do next?,repay cameron,buy the snacks,yell at cameron,0
462,2426,2426,2426,2426,Alex used his influence to prevent his friend from being fired from their job.,What does Alex need to do before this?,condemn alex,have a friend in need,punish alex,1
463,2549,2549,2549,2549,Austin decided to go to a fortune-teller. Jordan gave Austin a view of the future.,What will happen to Austin?,pay Jordan for their service,meet Jordan's family,hire Jordan on full-time,0
464,4890,4890,4890,4890,Carson was going into labor and was having many hard contractions.,Why did Carson do this?,call the doctor,go to the hospital,give birth,2
465,1140,1140,1140,1140,Carson had studied all week in preparation for the upcoming exam.,What will Carson want to do next?,miss the test next,get a good grade on the exam,do well on the exam next,1
466,3942,3942,3942,3942,"Austin just poured themselves a huge glass of orange juice, but after putting the jug back into the  fridge they knocked over the glass and spilled their drink all over the floor.",What will Austin want to do next?,clean up the spilled orange juice,help clean it up,want orange juice,0
467,3975,3975,3975,3975,Lee is a botanist.  They identified every plant when high school students asked them questions.,Why did Lee do this?,ask the students their knowledge about plants,see more plants,show their knowledge about plants,2
468,2551,2551,2551,2551,Kai visited friends and brought them souvenirs from where they live.,What will happen to Others?,give Kai gifts,hang with friends,talk with Kai,2
469,4443,4443,4443,4443,Jesse brought home a new cat after finding it at the local shelter.,What does Jesse need to do before this?,decide to adopt a cat before this,Buy it food,adopt a dog before this,0
470,344,344,344,344,Austin told their friends at the house party that they saw another ghost.,How would their friends feel as a result?,amused by Austin,angry at Austin,into supernatural stuff,0
471,2684,2684,2684,2684,jordan was a cautious person so he tested the waters before jumping in.,Why did Jordan do this?,survey the situation,bore himself,proceed cautiously,2
472,709,709,709,709,Sasha sent her daughter to college and then planned a visit to see her.,What will Sasha want to do next?,tell her daughter next,drive to college,stay home next,1
473,2935,2935,2935,2935,Skylar could be wrong about the answers on the test.,How would Skylar feel afterwards?,confident,satisfied with their answers,confused,2
474,4377,4377,4377,4377,"Lee told Kendall to keep a secret, but he was not sure he could trust her.",How would Lee feel afterwards?,happy about it,a paranoid person,like he shouldn't have told her,2
475,2546,2546,2546,2546,Sydney knocked on Carson's door after she smelled food and wanted some.,How would you describe Sydney?,'s a homeless person,like sharing food with Sydney,a Snoopy person,2
476,4466,4466,4466,4466,Sasha loved to watch Netflix her favorite shows were always dramas.,What will Sasha want to do next?,the best,"Watch Gossip Girl, dramas are the best",the best,1
477,3790,3790,3790,3790,Jesse was fasting so they could focus on God. They ran on empty.,How would you describe Jesse?,devout,hungry,drained,0
478,414,414,414,414,Bailey wasn't feeling good so Austin was kind to Bailey.,What will happen to Austin?,bailey will get better,bailey will get happy,appreciates what he does,2
479,458,458,458,458,Sydney always wore clothes that were too big for her. Riley made fun of Sydney ever day at recess.,How would Sydney feel as a result?,happy,bad,powerful from the experience,1
480,3740,3740,3740,3740,Remy and his friends left the beach that night.,What does Remy need to do before this?,sleep on the beach,go to bed,put out his bonfire,2
481,1704,1704,1704,1704,Sydney ordered anything on the menu and got a big plate of food.,Why did Sydney do this?,bored,order dinner,full,1
482,4488,4488,4488,4488,Jan had been away in another country studying so when Jan returned home at Christmas she went around and visited all her relatives.,How would Jan feel afterwards?,content at being home,saddened to see everyone,disappointed at being home,0
483,3603,3603,3603,3603,Alex always wanted a dog so he went ot the local shelter to see them.,What will Alex want to do next?,look at al the dogs,buy pet food,go home empty handed,0
484,556,556,556,556,Casey never followed anyone's advice about her work.,What will Casey want to do next?,get better,reject them more,let Casey make mistakes,0
485,4710,4710,4710,4710,Jordan found Jan's wallet in her home.,How would Jordan feel afterwards?,confused about it,do not want to get involve,happy for Jan,2
486,2801,2801,2801,2801,Ash took Jesse's father's medal to show at the tennis event and forgot it there.,What will Jesse want to do next?,call the soccer event,hope no one took it,yell at Ash,2
487,1745,1745,1745,1745,Skylar took his little brother fishing because he has always wanted to go.,How would Others feel as a result?,mad about it,so happy,a little sad,1
488,4069,4069,4069,4069,Kendall called Alex's name several times in a row.,What will Kendall want to do next?,ignore Alex when he tries to talk to her,kick Alex in the knee and yell at him,get Alex's attention and she will walk over to him a tap his shoulder,2
489,1527,1527,1527,1527,Alex was studying and called upon Ash to help him through.,How would Ash feel as a result?,tired from studying so hard,invigorated from studying all night,rested from sleeping through the study session,0
490,3096,3096,3096,3096,Bailey sold her motorcycle after she was told that the odds of dying in an accident were high with motorcycles.,What will Bailey want to do next?,ride a bicycle,continue to live her life without fear of dying in a motorcycle accident,cut her chances of dying on a motorcycle,1
491,4699,4699,4699,4699,Riley was in a rush to class. Riley pushed Casey's fingers in the door jam.,What will happen to Riley?,push Casey down and cry with Casey,guilty for hurting Casey,have to go to hospital,1
492,3345,3345,3345,3345,Sydney gave ash grief. Sydney was Ash's daughter and was making bad grades.,What will happen to Sydney?,Sydndey will be held back,fail a grade,work harder,0
493,948,948,948,948,Ash held back tears after hearing the news of her best friends passing.,How would you describe Ash?,sad,happy,thrilled,0
494,3609,3609,3609,3609,Quinn was devastated to hear the news and they cried for hours.,How would you describe Quinn?,in a happy situation,in a depressed state,feeling calm,1
495,1379,1379,1379,1379,Bailey didn't see anything out of place in the house but there was a burglar hiding there.,How would Bailey feel afterwards?,observant,smart,foolish,2
496,2411,2411,2411,2411,Sydney played games last night after a hard day at work with her two kids.,How would you describe Sydney?,someone who stays home,someone who loves playing games,happy to take a break,1
497,1631,1631,1631,1631,Austin dotted their ies and crossed  their tees when doing their work.,What does Austin need to do before this?,turn the work in to the instructor,want to do well,check online for their grade,1
498,1251,1251,1251,1251,Cameron was considering starting a new job although he had one currently.  He had three different job offers each with different issues ranging from pay to location to type of work.  Cameron considered these options separately.,What does Cameron need to do before this?,needed to discuss the change with his family,needed to quit his current job immediately,determine which job was best,2
499,3985,3985,3985,3985,Rem felt that they experienced everything when they went to the cinema to watch a 4D film.,How would Remy feel afterwards?,disappointed by the special effects,amazed with the special effects,unimpressed by the film,1
500,1539,1539,1539,1539,Addison gave Riley security when they stayed together.,How would Riley feel as a result?,safe,afraid,scared,0
501,1902,1902,1902,1902,Robin took a cooking class because people were complaining about her.,Why did Robin do this?,find out people are mad,improve her cooking,sign up for the cooking class,1
502,4263,4263,4263,4263,Skylar lost their mind as a result of spending too much time around the other people.,What will Others want to do next?,better,upset Skylar,enjoy solitude,1
503,49,49,49,49,Skylar applied their desires unto Sasha because she was demanding and bossy.,How would Sasha feel as a result?,demanding and bossy,quite submissive,capable and controlling,1
504,1760,1760,1760,1760,Austin Got a painting and Quinn wanted to know about it so they asked Austin to describe the painting.,What will Quinn want to do next?,buy the painting,hear about the painting,For Austin to sell them the painting,1
505,2418,2418,2418,2418,Bailey stopped the press. It had a paper jam.,How would you describe Bailey?,good at their job,sloppy with details,bad at their job,0
506,2858,2858,2858,2858,Casey got another luxury car. They loved to collect and show off.,What will Casey want to do next?,sell more cars,buy another car,add to her collection,2
507,4562,4562,4562,4562,Casey rendered every image after the government mayor quick downloading the movies.,Why did Casey do this?,was in trouble,had a TV,had a computer,2
508,2545,2545,2545,2545,Aubrey stroked Jan's hair and gave her comfort when she was upset.,What will happen to Jan?,get angry,calm down,have strands of Jan's hair in their hand,1
509,901,901,901,901,"Taylor asked another person to the dance, and yet another person said no.",What does Taylor need to do before this?,get up the courage to ask,ask another person to the dance,go to the dance with another person,0
510,887,887,887,887,Aubrey did the outfit justice when they paired it with jewelry.,How would Aubrey feel as a result?,confident,like wearing the outfit again,fashionable,2
511,3459,3459,3459,3459,Jordan found Jan's wallet back when Jan needed to make a payment at grocery store.,What will Jan want to do next?,take the wallet back,make a reward,ignore the incident,0
512,4173,4173,4173,4173,Remy carried out Addison's work when she was out sick and he was recognized for it.,What will happen to Remy at work?,get thanked,he will be complimented,be scolded and warned,0
513,4283,4283,4283,4283,Carson looked deeply and fixed their gaze upon Taylor after seeing them for the first time.,What will Taylor want to do next?,wanted to be Taylor's soul mate,know Carson,kiss Carson,2
514,1864,1864,1864,1864,Taylor made Kai attack the other team when they were playing soccer.,What will Taylor want to do next?,attack the other team,ignore Kai,play well,2
515,1594,1594,1594,1594,Quinn was sitting down and started thinking about Lee.,How would Lee feel afterwards?,loves them,cares about them,Thoughtful,2
516,2062,2062,2062,2062,Tracy went to an animal shelter and picked out an adorable kitten. Tracy brought the kitten home.,What will Tracy want to do next?,choose where to go pet shopping,buy some kitten food,sell the kitten's toys,1
517,1830,1830,1830,1830,Sydney was talking with Kendall at the park and as about her kid's ages.,What will Kendall do after?,observe Sydney's response,have a good conversation,proud of her kids,0
518,2713,2713,2713,2713,"Bailey is a kid, and just took swimming lessons.",What will Bailey want to do next?,take more swimming lessons to learn how to swim,stop swimming altogether,can swim in the deep end,0
519,4623,4623,4623,4623,Addison got on with their work after taking a break.,What will Addison want to do next?,make sure they didn't fall behind,do good work,stay vigilant and complete their tasks on time,2
520,3977,3977,3977,3977,Tracy was ahead of everybody and is going to win the race.,Why did Tracy do this?,compete,be the best,lose,1
521,3394,3394,3394,3394,Addison is going to go the dentist later in the day.,How would you describe Addison?,careless,happy to go out and do something,dutiful,2
522,1281,1281,1281,1281,Remy persuaded the times to change despite having no evidence of this.,What will Remy want to do next?,For things to work out for the best,help out,be useless,0
523,1990,1990,1990,1990,Skylar lost Kai's power drill and looked for it for hours.,What will happen to Skylar?,get praised by Kai,have to buy a new drill,bad about losing the drill,1
524,2004,2004,2004,2004,Madison looked for hours and hours but finally found that book on Amazon  on sale.,What will Addison want to do next?,Hide it herself,Go on computer,Sell it to them,1
525,489,489,489,489,Ash asked Casey anything on the subject of math to see if he really knew his stuff.,What will Ash want to do next?,prove how smart they are,test Casey,show Ash some math problems,1
526,1661,1661,1661,1661,Austin made Addison say the announcement. Addison wasn't happy about being the fall guy.,What will Addison want to do next?,have a talk with Austin,be free in his relationship,Just let it go,0
527,4529,4529,4529,4529,"Austin recently got married and wanted to surprise his wife, so he got a puppy to bring home.",How would Austin feel after this?,ecstatic in making his wife happy,ashamed of his choices in life,guilty about the messes to come,0
528,1977,1977,1977,1977,Bailey made Alex deposit every cash dollar he earned into his bank account instead of wasting it.,How would Bailey feel afterwards?,like an immoral brother,like a caring brother,like a wasteful spender,1
529,436,436,436,436,Jesse thanked the foundation for the grant she needed to apply to her environmental project.,What does Jesse need to do before this?,needed to know the grant,distribute the grant,start their environmental project,2
530,1872,1872,1872,1872,Riley is Jesse's best friend in the world.,What will Riley want to do next?,treat Jesse to dinner,rob Jesse,slander Jesse,0
531,482,482,482,482,"Alex called Quinn his father although Quinn was not Alex's biological father, but had adopted him.",Why did Alex do this?,be unkind to his real father,show Quinn he considers him his parent,show adopted kids have dads too,1
532,1808,1808,1808,1808,"Alex grew up with Jan, and got to know them really well.",What will Alex want to do next?,ask Jan on a date,hang out with Jan,have a close friendship,1
533,4789,4789,4789,4789,Casey urged Jan to take action and fight for her right to protest.,What will Jan want to do next?,run away,Help jake get the job done,continue protesting,2
534,599,599,599,599,Bailey pulled Tracy's pants up but did not ask Tracy if it was okay to do so.,What will happen to Bailey?,be thanked by Tracy for helping Tracy,be rewarded by Tracy for being kind,be shouted at by Tracy,2
535,1448,1448,1448,1448,Sydney found a way for Jesse to get a ride home when their car broke down.,Why did Sydney do this?,get a ride,help Jesse,make a few calls,1
536,2209,2209,2209,2209,Riley explained everything is simple language that everyone could understand easily.,Why did Riley do this?,make sure everyone knew what they were saying,needed to know how they learn,be a good listener,0
537,2136,2136,2136,2136,Quinn reduced the water by a factor of two because she wanted to save some water.,How would you describe Quinn?,concerned,pleased and practical,happy and content,0
538,3238,3238,3238,3238,Skylar decided to make a cake with ingredients.,How would Skylar feel afterwards?,reads instructions,hungry,productive,2
539,1064,1064,1064,1064,"Aubrey always thought of their friends, and was constantly getting little gifts for them.",What will happen to their friends?,getting little gifts for them,receive gifts for Aubrey,be shown lots of spite,1
540,2345,2345,2345,2345,Ash stood on Jordan's leg for a long time and broke it.,How would Jordan feel as a result?,was in pain,very bad,very wicked,0
541,1593,1593,1593,1593,Sylar saw they were short on cash and paid their fees.,How would you describe Skylar?,going to ask for the change,a well off individual,grateful,1
542,2026,2026,2026,2026,Jordan turned the car around because he forgot something at home.,What will happen to Jordan?,not make it on time,be late because of Jordan,decide to stay home,0
543,3422,3422,3422,3422,Addison worked their way through college and managed to get a good degree.,Why did Addison go to college?,find a good minimum wage job,learn new things in college,study hard,1
544,4809,4809,4809,4809,Taylor took the car away from her daughter as punishment for doing wrong.,How would her daughter feel as a result?,resentful towards Taylor,a good mother,a stern mother,0
545,673,673,673,673,Taylor got ready for the date and the others stayed home to babysit for him.,What will Others want to do next?,The others will wait for Taylor next,The others will go on a date next,Have dinner,0
546,2511,2511,2511,2511,Skylar looked horrible after the bad haircut she received today.,How would Skylar feel afterwards?,Excited to be seen by people,Disappointed by her experience at the salon,Smart for choosing the salon she visited,1
547,1528,1528,1528,1528,"Austin wanted to make a wedding dress for Cameron, so Austin took Cameron's measurements.",How would you describe Austin?,bad at sewing,glad to help Cameron,Cameron's tailor,1
548,3214,3214,3214,3214,Kai was tired of Riley being on the tablet all night so he limited her usage.,What will happen to Riley?,become agitated,become enthusiastic,become excited,0
549,4161,4161,4161,4161,"Carson ""went hard or go home"" because you needed to being risky or just not try.",How would Carson feel afterwards?,someone who puts in his all,lazy,lucky,0
550,324,324,324,324,Bailey used their wit to control the rest of the kids in her class.,How would Bailey feel afterwards?,smarter than everyone,Sneaky,stupid,0
551,2249,2249,2249,2249,Alex told Kai he did not want trouble when Kai was getting mad at him being around.,What will Kai want to do next?,tell Alex that they are happy with them,get in a fight with Alex,annoy Kai,1
552,2812,2812,2812,2812,Jesse drove for hours after the terrible fight he had at dinner.,Why did Jesse do this?,thank his guests,needed to have argued with someone,calm himself down,2
553,1078,1078,1078,1078,Jordan told Kendall to be quiet while they were entering into the room.,Why did Jordan do this?,meet up with Kendall,find out his parents in bed,check nobody was there,2
554,3913,3913,3913,3913,Remy used every idea she had when trying to figure out how to open the jar.,How would you describe Remy?,As someone that taught everything they new,quite effortful,open the jar,1
555,535,535,535,535,Addison carried Riley away when they passed out at the bar.,How would you describe Addison?,a helpful person,very exhausted,very annoyed with Riley,0
556,4182,4182,4182,4182,Ash called the dog often in order for the dog to learn its name.,How would Ash feel as a result?,playful,very accomplished,satisfied with her progress,2
557,1998,1998,1998,1998,"In order to sabotage her rival athlete, Jesse tied the shoes together.",How would Jesse feel afterwards?,diabolical after committing the act,curious after taking the shoes,surprised after doing the deed,0
558,664,664,664,664,Riley understood Sasha's wishes and did the catering for her wedding just as she wished.,What will Sasha want to do next?,fight Riley,come up with ideas,thank Riley,2
559,2244,2244,2244,2244,"When the dentist called their name, Addison turned quickly towards Alex, and said they were next.",What will happen to Alex?,walk to the dentist,get cavity filled,go brush her teeth,1
560,4490,4490,4490,4490,Skylar got Addison's attention back when Addison took conscience of her bad deeds and decided to change.,What will happen to Addison?,ignore everyone and continue doing bad deeds,become a better person,become a better friend,1
561,4453,4453,4453,4453,Skylar took Cameron to a shelter after she found her on the street.,What will happen to Cameron?,stay homeless,get a bed,go to a foster home,1
562,1467,1467,1467,1467,After looking through old photographs Riley realized that he missed Quinn so much.,What will Quinn want to do next?,find the old photographs,contact Riley,be indifferent towards Riley,1
563,400,400,400,400,Ash took Kai's medicine today to try and feel better.,What will Kai want to do next?,rest,better,be healthy,0
564,101,101,101,101,"Riley wanted to return a book he had borrowed, so he walked to the library.",What does Riley need to do before this?,check the library's hours,talk to a librarian,read the book,2
565,3992,3992,3992,3992,jordan took their toddler for a walk and everyone noticed the cute child.,How would Others feel as a result?,pleased by the attention,brightened by the child,annoyed to see the child,1
566,1469,1469,1469,1469,Remy waiting a while longer for their date to show up at the restaurant.,What does Remy need to do before this?,arrive at the restaurant,buy entry tickets,loved,0
567,226,226,226,226,Tracy gave Casey a gift for being a good friend.,What will Tracy want to do next?,show affection to Casey,go play with there gift,buy the gift,0
568,3962,3962,3962,3962,Taylor affected Carson's ability to think clearly because she made bad decisions.,How would Carson feel as a result?,like a saint,interferring with Carson's life,very irresponsible,2
569,4511,4511,4511,4511,Riley told Kendall that she would have trouble with getting to the soccer game.,Why did Riley do this?,be a good friend,apologize,be rude,1
570,2681,2681,2681,2681,Sasha caused Jordan reaction to the weird chemicals in class.,What will happen to Sasha?,she will be happy,Hard to understand,she will be ashamed,2
571,669,669,669,669,"After being asked for weeks, Lee finally taught Aubrey to play the piano.",What will happen to Lee?,be annoyed with Aubrey's mistakes,become better friends with Aubrey,Play on stage,1
572,449,449,449,449,Skylar took an offensive stance when her friends asked if she'd stolen the laptop.,How would you describe Skylar?,laid back and easy to talk to,someone who likes laptops,easily angered and hostile,2
573,282,282,282,282,Sasha said they would send information over but forgot to send it.,How would Sasha feel afterwards?,Hard to understand,very guilty,very clever,1
574,1392,1392,1392,1392,Sasha sold Kai into slavery because she hated all living thing.,How would you describe Sasha?,Is a cruel person,Loves all people,Cares about others,0
575,2813,2813,2813,2813,Carson saw Quinn's son shoplifting items from the store earlier today.,How would Quinn feel as a result?,piqued,ashamed,pleased,1
576,4030,4030,4030,4030,Bailey wasn't sure where the thief ran off to. Bailey went around the corner to see.,How would you describe Bailey as a person?,scared and angry,upset and mad,a concerned person,2
577,4739,4739,4739,4739,Jesse called Carson's friend to find out if they might like to go to the zoo with them.,What will happen to Carson's friend?,enthusiastic about the trip,go to the zoo with Carson´s friend,go to the zoo alone,0
578,4183,4183,4183,4183,bailey derived alex's benefit from all the work that alex did on the project.,How would Alex feel as a result?,proud of bailey,betrayed by bailey,conflicted about her feelings,1
579,1245,1245,1245,1245,Tracey played games with Kai's friend and Kai baked snacks.,What will Kai want to do next?,make sure Kat wasn't busy,eat the snacks with their friends,drive to visit Kai,1
580,4018,4018,4018,4018,"Robin was watching TV with the volume on very loud, so Kai asked Robin to turn it down.",What will happen to Robin?,turn down the volume,be relieved,kai will be satisfied,0
581,938,938,938,938,Kendall had a good idea for their project and Addison put Kendall's thoughts into action.,How would Addison feel afterwards?,Good for working with Kendall,open to suggestions,listens to Kendall's ideas,0
582,3831,3831,3831,3831,"Sasha published another paperback book about quilting, sewing and embroidery.",What will Sasha want to do next?,sing a poem as a song,go on a publisher's tour,start a blazing bonfire,1
583,2825,2825,2825,2825,Alex took the dog out on a very long walk in the park.,What will Alex want to do next?,Leave the dog there,Go home,Stay at the park forever,1
584,4639,4639,4639,4639,Taylor put the phrase another way and talked down to everyone so that they would feel stupid.,How would Others feel as a result?,condescended to,elated,not good with people,0
585,1718,1718,1718,1718,Bailey tore Remy's bandaid away and Remy was very thankful for Bailey's help.,What does Bailey need to do before this?,accept Bailey's gratitude,throw the bandage away,acknowledge they could help Remy,2
586,698,698,698,698,Kendall brought the war with Tracy to an end. With one glourious signing of the peace treaty.,What does Kendall need to do before this?,honor the peace treaty,fight the war with Tracy,celebrate peace with Tracy,1
587,3185,3185,3185,3185,Jesse avoided their ex-friend Addison after making contact at the store.,What will Addison want to do next?,get revenge on Jesse,understand why Jesse ignored them,forget the incident,2
588,2230,2230,2230,2230,Kai gave people hope although they looked hopeless.,What will Kai want to do next?,be selfish,be nice,follow through,2
589,4322,4322,4322,4322,Taylor spent most of the day playing video games with their friends online.,How would Taylor feel afterwards?,mad at others,upset with others,happy with others,2
590,2964,2964,2964,2964,"Alex expected an answer from Robin but didn't get one, at least not one that made sense.",How would Alex feel afterwards?,enlightened,disappointed,indebted,1
591,1999,1999,1999,1999,Sydney shielded their eyes from the sun because she was sensitive to the light.,Why did Sydney do this?,go outside,have a reason to go outside,avoid feeling pain,2
592,1473,1473,1473,1473,Sydney shot the ball and scored the winning point of the game.,What does Sydney need to do before this?,be on the team before this,win the game,quit school before this,0
593,4232,4232,4232,4232,Addison went to the party alone and felt very odd there until Taylor approached them.,What will Taylor want to do next?,have fun,ride a donkey,go to bed,0
594,4859,4859,4859,4859,Carson is trying to remove Quinn's tooth at home. Carson chips Quinn's tooth with a hammer.,What will Quinn want to do next?,hammer at the tooth,take out the tooth,stop the procedure,2
595,4273,4273,4273,4273,Sydney denied one's rights after meeting in the courtroom.,How would you describe Sydney?,a great person,a good judge,an awful person,2
596,2189,2189,2189,2189,Bailey was caught hitting another student during class.,How would Bailey feel afterwards?,upset that she got sent to the principal's office,happy that she gets to see the principal,violent,0
597,44,44,44,44,casey was in a rush to see what was in the envelope so he tore open the letter.,Why did Casey do this?,throw the letter away,see if it's the letter he's been waiting for,read the letter,2
598,3437,3437,3437,3437,Addison ate the tacos that were made for dinner.,Why did Addison do this?,go to dinner,eat food,take antacid,1
599,4674,4674,4674,4674,"Although reluctant, Casey understood clearly the things that needed to be done to protect the mob boss.",What will Casey want to do next?,know the mob boss,turn the mob boss in,kill the snitch,0
600,3355,3355,3355,3355,"Since Casey seemed to have sprained their ankle in the race, Austin carried Casey along.",What does Austin need to do before this?,make sure Casey couldn't walk,make sure Casey was not winning the race,go to the hospital,0
601,2633,2633,2633,2633,Taylor improved the patient's mood even though the situation didn't seem to be getting better.,What does Taylor need to do before this?,needed to be a doctor,seem to be getting better,needed to understand the problem,2
602,3173,3173,3173,3173,"Riley played many practical jokes involving whoopie cushions, shocking buzzers, and magic tissues.",How would you describe Riley?,playful,bored with Riley's jokes,tired of Riley's jokes,0
603,4151,4151,4151,4151,Kai realized the students had a wide gap in their knowledge and skills. Teaching them all the same thing would be nearly impossible.,What will Kai want to do next?,give only one lesson daily despite skill level,work with the different levels individually,wanted to help her students learn,1
604,2445,2445,2445,2445,according to the article Kendall sold Skylar's purse at the price of next to nothing.,What does Kendall need to do before this?,make money,talk to Skylar,get revenge,1
605,2023,2023,2023,2023,Ash and Jesse were wrestling in the match and Ash gave Jesse the eye while pinning him down.,How would Jesse feel as a result?,bad about the black cat,bad about the black eye,that it was fun,1
606,4431,4431,4431,4431,"After they got into a fight with their father, Bailey told them to pull over and then walked the rest of the way to school.",What does Bailey need to do before this?,kick their father out,figure out their route on foot,go to class,1
607,3051,3051,3051,3051,Ash borrowed the money. They needed to pay their rent.,How would Ash feel afterwards?,guilt free,like a success,like a failure,1
608,4371,4371,4371,4371,Ash brushed away a spider from his jacket and had to wash his hands.,How would you describe Ash?,relieved and relaxed,feeling shocked,clean and bug free,2
609,1201,1201,1201,1201,Casey asked Jordan to take a picture with them. Jordan gave Casey a picture.,Why did Jordan do this?,be popular,press a button,be nice,2
610,3256,3256,3256,3256,Addison took part in the struggle against the new leader that was ruining the company.,What does Addison need to do before this?,be happy,dislike the leader,be a leader,1
611,4976,4976,4976,4976,Jordan told Riley's boyfriend yes when he asked if Riley had cheated.,Why did Jordan do this?,ask friends,be a good friend to Riley,get rid of the boyfriend,2
612,1350,1350,1350,1350,Jan camped with friends.  They had a good time.,What will Others want to do next?,build a campfire,buy groceries so they would have food at the campground,be bored,0
613,1603,1603,1603,1603,Lee hired workers to help Carson with all of the work they had.,What will Lee want to do next?,make sure the work was done on time,For Carson to have an easier time,do some work,0
614,1062,1062,1062,1062,Addison bought a gym membership and started to exercise a few times a week.,What will Addison want to do next?,talk about exercising,keep exercising,be healthy,1
615,3501,3501,3501,3501,ash was bit by a bug so she complained to their mother.,What will Others want to do next?,ignore ash,give ash bug spray,rub cream on the bite,2
616,3364,3364,3364,3364,"While interviewing Tracy for a newspaper article they were writing, Aubrey asked Tracy questions regarding their parents.",What will Aubrey do after the interview?,place details in the article,be a good kid,ask Tracy to write the article,0
617,4577,4577,4577,4577,Jan offered cupcakes to the students after they all got good grades on their tests.,What does Jan need to do before this?,like the students,vote Jan the most popular teacher,study for the next test,0
618,4550,4550,4550,4550,Kai came quick and fast after Sasha allowed him to have sex with her.,How would you describe Kai?,empty of cum,an uncaring lover,a generous lover,1
619,1237,1237,1237,1237,Skylar ensured Kendall's success by not preparing her own presentation well enough.,What does Skylar need to do before this?,want Kendall to win next,Not take the presentation seriously,get second place,1
620,218,218,218,218,"Lee had a nasty divorce but met someone nice a year later, and was happily married shortly after.",Why did Lee do this?,stay alone,live in the past,find love again,2
621,1235,1235,1235,1235,Aubrey opened projects in the form of a puppy rescue.,What does Aubrey need to do before this?,bring in a bunch of cats,collect some kennels,have a huge home with lots of carpet,2
622,1436,1436,1436,1436,Quinn made a lot of assumptions about Riley that were outright false and untrue.,What will Riley want to do next?,celebrate their differences,apologize and ask for forgiveness from Riley,clarify the misconceptions,2
623,335,335,335,335,Remy asked Kendall out on a date to a movie together and she said yes.,What will happen to Remy?,go out on the date,happy,stay at home,0
624,4175,4175,4175,4175,"Cameron had accidentally broke the door, so they told their mom about it.",What will Cameron want to do next?,be at fault,help their mom fix the door,pay for a new door,1
