,Unnamed: 0,Unnamed: 0.1,sentence1,sentence2,hyp1,hyp2,label
1331,23917,23917,I woke up in the middle of the night to rain pounding the roof.,The rain had gone and left a beautiful blue sky.,In the morning the rain stopped.,In the morning the rain continued.,0
3121,51641,51641,I was at bat and had two strikes.,It turned into a home run and my team won the game.,Strike lost the game.,Home run won the game.,1
2474,21700,21700,"After work, Marie plopped on a chair to watch her shows.",Marie looked at her own kids and turned off the TV.,"She was at the mall, but it was time to make dinner.","She was exhausted, but it was time to make dinner.",1
4375,87638,87638,Jonas loves smoking cigarettes but he knows they are unhealthy.,Jonas is very proud that he has successfully quit smoking.,Jonas flunked out of the stop smoking program at the hospital.,"Jonas, joined a stop smoking program at the hospital.",1
2349,35525,35525,There was a very powerful women.,"The name was Ariel, after the mermaid.","She was magical, mystical, and hated by many.","She was magical, mystical, and loved by many.",1
3874,169123,169123,Nick and his friends were bored one summer day.,Nick and his friends went back home and played video games instead.,Nick and his friends went outside and started playing.,Nick and his friends went outside but it started raining.,1
3778,83344,83344,I hired a social media manager.,I decided to give my new social media manager a raise.,Opinion of our company rose 13%.,Opinion of our company went up 13%.,1
2926,168941,168941,Michael and his friend Carla met in Singapore for a two week vacation.,All of the people had to be evacuated until the animal was caught.,"They went to the zoo, and looked at the gorillas.","They went to the zoo, and a tiger escaped!.",1
45,165703,165703,Beth's Thanksgiving was going to be perfect.,Everyone was a good sport about eating a few hours later than planned.,Ben had an answer for everything.,She had a plan for everything.,1
1344,49534,49534,Kathy was taking a shower.,"Luckily, she and the baby were fine.",Kathy slipped and fell on the baby's head.,Kathy slipped and fell.,1
19,56333,56333,I approached the front of my school.,I was very angry at him for not picking me up earlier.,I did not wait for my brother to pick me up.,I was waiting for my brother to pick me up.,1
2753,6464,6464,Mike was always health conscious.,"After one week, Mike was fired.",Mike was leaving work late to go to the gym.,Mike was leaving work early to go to the gym.,1
1386,164213,164213,Zach was told by his parents to go out and find a job.,"After an hour, they wanted to hire him, Zach just got his first job.",Zach refused to apply at the bakery.,Zach volunteered at the bakery.,1
2506,88432,88432,Amy's coach was giving a pep talk before the game.,She wished she could take a picture to remember this moment.,Amy really enjoyed being on her single.,Amy really enjoyed being on her team.,1
225,88818,88818,Chad wanted to replace the granite on his island in the kitchen.,Chad decided he would purchase the reclaimed wood counter top.,Replacing it with new granite was cheap.,Replacing it with new granite was too expensive.,1
2901,20325,20325,I once went to a concert where Dan Bern was performing.,I got his autograph while waiting in line for the bathroom.,I really like him until now.,I really like him.,1
1231,20326,20326,I once went to a concert where Dan Bern was performing.,I got his autograph while waiting in line for the bathroom.,I really wanted Dan Bern's skin.,I really wanted Dan Bern's autograph.,1
4019,102616,102616,My sister in law's circuit breaker started clicking tonight.,Things worked fine after that.,My sister in law didn't change anything.,My sister in law changed one breaker.,1
3340,87666,87666,Ike's kindergarten class was playing a game.,"By time Ike heard it, it was about flying in space!",They had to keep the stories the same.,They had to change the stories.,1
2611,65926,65926,A bee was buzzing around my head.,I didn't bother to explain the situation.,My dad asked why.,My mom asked why.,1
2077,145867,145867,Daddy took us to the woods to camp.,We had a wonderful time camping.,We didn't catch any dinner and had no food.,We made s'mores and caught fish for dinner.,1
4972,144434,144434,We were heading home from the Zoo.,He wanted to treat us for being great customers.,We stopped for hot dogs from a new vendor.,We stopped for hot dogs from our favorite vendor.,1
667,113749,113749,Terry and his friend went to the movie theater.,"The movie wasn't their first choice, but it turned out to be good!",Terry and his friend were able to see their first choice movie since a different movie was sold out.,Terry and his friend had to see a different movie since the first choice was sold out.,1
871,63474,63474,My roommate's birthday was recently.,It was a great birthday.,We didn't have any fun.,We all had a lot of fun.,1
3803,92659,92659,I was sitting in my car after work.,It was fine and flew away.,A bird flew into my car when i heard its sound.,I heard a sound and it turns out a bird flew into my car.,1
1054,61418,61418,Jack got up in the morning.,That was how jack spent his day.,Jack picked a show to make fun of on TV.,Jack picked a show to binge watch on TV.,1
1338,116485,116485,I needed a new car.,I was able to buy a car with the loan shark's help!,I had good credit and easily got a bank loan.,I had bad credit and couldn't get a bank loan.,1
961,116484,116484,I needed a new car.,I was able to buy a car with the loan shark's help!,I had amazing credit and easily got a bank loan.,I had bad credit and couldn't get a bank loan.,1
3497,1640,1640,Josh found a used trampoline for sale online.,His kids love the trampoline!,John set the dog up at his house.,John set the trampoline up at his house.,1
1530,127081,127081,Rufus has always wanted to try to skateboard.,Rufus was so happy to finally be riding a skateboard.,Rufus bought a snowboard and went to the park.,Rufus bought a skateboard and went to the park.,1
9,127084,127084,Rufus has always wanted to try to skateboard.,Rufus was so happy to finally be riding a skateboard.,Rufus was taught mathematics.,Rufus was taught a friend.,1
2171,78967,78967,Paul loved tv dinners.,Paul felt sick later that night.,Paul decided to have carrots for dinner.,Paul decided to make an old tv dinner he saw in his freezer.,1
1934,90324,90324,Jenny was at a dinner party.,Jenny decided to leave the party early without telling anyone.,Jenny had a wonderful time and completely enjoyed herself.,Jenny had a bad time and didn't enjoy herself.,1
2526,74474,74474,Tommy heard his dog barking outside.,"No matter what they did, they couldn't get rid of the skunk smell!",The dog saw another dog.,Tommy's dog had been sprayed by a skunk.,1
3936,157418,157418,Deb loved to eat tuna salad.,When she returned she had eggs exploded all over her kitchen.,The anti-cackleberry for the tuna salad were let boiling when she went to answer the door.,The eggs for the tuna salad were let boiling when she went to answer the door.,1
1394,63025,63025,Yvonne had always been overweight.,Yvonne was proud of herself.,Yvonne went on a diet and exercised for months. She gained 50 pounds.,Yvonne went on a diet and exercised for months. She lost 50 pounds.,1
3341,162576,162576,"Theo loved cherries, but her mom could rarely afford them.",Theo was able to eat cherries all summer long!,Theo got a job and earned enough to buy her mom a house.,Theo got a job and earned enough to buy them.,1
4011,5139,5139,James had a flat tire on his truck.,James was thankful for the flat tire.,James looked up the road and saw that there was a big prize that he avoided.,James looked up the road and saw that there was a big wreck he avoided.,1
35,5141,5141,James had a flat tire on his truck.,James was thankful for the flat tire.,James met a hungry lion who came to him at his tire.,James met a pretty girl who came to help with his tire.,1
833,94081,94081,Billy played with his army men all the time.,His friend Bart stole them from him.,Bart really disliked his army men and gave them away.,bart really liked his army ment but didn't have any.,1
2232,113641,113641,Today my son and I built a snowman.,We decided to go buy one in the morning for our next snowman.,We didn't have room for his nose.,We didn't have any carrots for his nose.,1
3375,51167,51167,Gina's job was low paying.,She decided she would have to get a second job.,Gina had no need for money.,Gina needed more money.,1
3933,49008,49008,My sister in law is a hoarder.,We had to give it back.,She collect all kinds of trash in her sight.,She collects all kinds of prints in her sight.,1
3589,98987,98987,Jimmy decided to make breakfast for his family.,They ate every last syrupy bite.,Jimmy made insect carcasses for them.,Jimmy made pancakes for them.,1
1358,98991,98991,Jimmy decided to make breakfast for his family.,They ate every last syrupy bite.,Jimmy poured too much butter on the potatoes but everyone still liked it.,Jimmy poor too much syrup on the pancakes but everyone still liked it.,1
3485,45685,45685,There was a sport bar near my house that I loved to go to.,Now we'll have to find a new place to go to.,The sports bar extended their hours.,The sports bar closed down.,1
1821,111518,111518,Terrell was a terrible bowler.,Now Terrell was not as terrible as he was when he started.,Terrell never practiced or asked anyone for help.,Terrel learned from a teacher.,1
4910,36923,36923,It was very warm outside today.,"I had so much fun, I was exhausted!",Playing pool inside was best with friends.,I went swimming with my friends.,1
4657,136134,136134,Andrea wanted her son to experience his first carnival.,"As the ride began to spin, the boy looked at Andrea with terror.",Andrea put him on his first TV show.,Andrea put him on his first ride.,1
1213,136140,136140,Andrea wanted her son to experience his first carnival.,"As the ride began to spin, the boy looked at Andrea with terror.",Andrea bought tickets for their first taxi ride.,"Andrea, bought tickets for their first rollercoaster ride.",1
3518,126431,126431,It was recess and we all had to go outside.,He started crying and he never bullied anyone again that I'm aware of.,Susan tripped tim and he fell. He didn't cry. He got up and kicked her between the legs.,Timmy tripped Susan and she fell. She didn't cry. She got up and kicked him in between the legs.,1
3462,74086,74086,Jen got sent to her aunt's for the summer.,The room was full of shelves of books that appealed to girls.,hated to read.,Jen's aunt loved to read.,1
3724,6913,6913,Jane and Shawn were close friends.,Shawn missed Jane every day.,they hated each other.,Jane got in a bad car accident and died.,1
3301,169080,169080,I always play my mom in Tennis at least once a month.,She really played hard so I felt incredible when I won the final set.,Mom is a terrible tennis player.,Mom usually beats me at tennis.,1
4517,157856,157856,I went to my backyard to ride on the swings.,My mom decided to clean the sting with some alcohol.,When I was swinging I bit a bee.,When i was swinging a bee came and bit me.,1
1272,110628,110628,I met my first military veteran.,My perspective on life changed from our conversation.,We ignored each other.,We talked for awhile.,1
1752,101612,101612,Lana called me to hang out.,"Considering that we're good friend, I decided to ask her out.",I had a really big crush on Sarah.,I had a really big crush on Lana.,1
2721,23912,23912,Dal needed money to go to college.,Dal made a smart decision.,Dal got fired from a job.,Dal worked three jobs to save up money.,1
3229,157599,157599,Donald always had a problem with food.,He died in his early forties.,He eventually got rid of his ailments.,He could not swallow properly without vomiting.,1
1149,74304,74304,Terry was a ravenous consumer of meat.,"Soon enough, he adjusted to the vegetarian diet and loved it!",Terry decided to eat meat weekly.,Terry decided to become a vegetarian.,1
106,74305,74305,Terry was a ravenous consumer of meat.,"Soon enough, he adjusted to the vegetarian diet and loved it!",Terry loved to eat meat with his meals.,Terry realized that his diet was not very healthy.,1
4954,160176,160176,Jillian was using her computer.,"When she was done, she got a fun answer.",Jillian took a trivia answer.,Jillian took a trivia quiz.,1
2927,106337,106337,Timmy was a toddler.,"Timmy was so scared, his mom decided to get rid of the cat.",Timmy's mom bought a cake as a surprise.,Timmy's mom bought a cat as a surprise.,1
1232,106331,106331,Timmy was a toddler.,"Timmy was so scared, his mom decided to get rid of the cat.",Timmy was scared by the dog.,Timmy was scared by the cat.,1
4431,26491,26491,Julie had a pretty pink ball that she loved to bounce outside.,Next time she got a ball she was more careful with it.,She went outside and it bounced into the street where it avoided being run over by a car.,"She went outside and it bounced into the street, where it got run over by a car.",1
3147,67067,67067,Rick liked eating chocolate oatmeal.,The taste was worth the price.,Rick stole the ribeye steak.,Rich went to the whole food to purchase some oatmeal.,1
3899,38433,38433,Sara loved to write poems.,And people didn't laugh - they cheered and applauded!,"Sara always wanted to share them, but the teacher never let her.","Sara never wanted to share them, but the teacher called on her to read.",1
3642,24906,24906,Colby had a dream to build his own treehouse.,The treehouse became a great place to play.,Colby built the treehouse and invited all his friends.,Colby built the birdhouse and invited all his friends.,0
2404,24916,24916,Colby had a dream to build his own treehouse.,The treehouse became a great place to play.,He took great care to build a beautiful treehouse.,He took horrible care to build a broken treehouse.,0
3024,90911,90911,I was hungry while staying up late.,I returned to my movie with the snacks.,I rolled over and went to sleep.,I got up and raided the fridge.,1
1653,16599,16599,Joe went to class on Friday in a very good mood.,It turned out that Joe had forgotten about his test.,Joe suddenly felt bad when he realized he forgot to eat.,joe suddenly felt bad when he realized he forgot something.,1
12,162668,162668,All my cups broke.,I decided to return to the store next day.,I decided to keep them anyway.,I wanted to return the cups for new ones.,1
2445,63561,63561,Jimmy saw his dad drink coffee every morning.,It was the worse thing he had ever tasted!,His dad's coffee tried Jimmy.,Jimmy tried his dad's coffee.,1
10,63570,63570,Jimmy saw his dad drink coffee every morning.,It was the worse thing he had ever tasted!,One day Jimmy asked his dad for a dollar.,one day... jimmy asked his dad for a sip.,1
2273,154042,154042,The Smith family was going on vacation out of town for a week.,He was able to watch the dogs and they enjoyed their vacation.,The dogs left the Smith family with their neighbors.,The Smith family left their dogs with the neighbors.,1
1589,58398,58398,Edwin jumped for joy upon opening his short wave radio on Christmas.,He would use his growing knowledge for a career later in life.,Edwin got hooked ignoring radio transmissions.,Edwin got hooked on radio transmissions.,1
4747,165630,165630,"Last night, my son interrupted me while telling him his bedtime story.",I treasure these moments because they won't last forever.,My son started cursing.,My son started giggling.,1
2762,144685,144685,My family went to the beach for vacation.,I was angry when a seagull stole my unfinished ice cream cone.,My family got ice cream near the mountain.,My family got ice cream near the ocean.,1
828,90356,90356,Andrew was happy to get a job offer.,He decided to take the offer instead of waiting.,"He wanted a better meal, but he thought about it.",he wanted a better option and pay but he thought about it.,1
2414,14784,14784,My mom was cleaning up the table.,"When she told me, I was irritated.",My mom decided to do the dishes.,My mom told me to do the dishes.,1
4750,166437,166437,Akira spent last weekend hanging out with her friends.,In the end she had a good time with her friends anyways.,Akira started to hate home.,Akira started to miss home.,1
593,20515,20515,Steve was out with his wife for dinner on his birthday.,His wife admitted that she had told them about his birthday.,Steve's friends never showed up to dinner.,Steve's friends showed up to dinner.,1
1100,68107,68107,Three men rolled a giant ball up a steep hill.,All the men cheered and ran after the ball to do it again.,The three men pushed the ball down the hill.,Only one of the men pushed the ball down the hill.,0
3440,21995,21995,Everyone knew Sam was forgetful.,"When the play began the next day, nobody could find Sam.",Sam hit his head and remembered his address.,Sam hit his head and forgot his address.,1
633,21999,21999,Everyone knew Sam was forgetful.,"When the play began the next day, nobody could find Sam.",Sam was given the lead role in the play.,Sam was given a small role in the play.,1
1902,151835,151835,Rick was really making me angry.,Rick hasn't been around to brag to us lately.,I decided to give in to Rick.,I decided to beat Rick up.,1
4351,120801,120801,I was sitting in my math class.,I told my parents what happened and they scolded the teacher.,The teacher awarded me.,The teacher slapped me.,1
2260,114817,114817,Sam was camping in the woods.,Sam cleaned and ate his trout back at camp.,Sam went swimming to catch some sun.,Sam went fishing to catch something for dinner.,1
756,6245,6245,Sara was in a good mood so she sang her favorite song.,Sara posted this song on her facebook to show her friends.,Sarah wanted to show her friends her pond.,sarah wanted to show her friends her skills.,1
97,76494,76494,Lisa saw a new kid at school.,They weren't friends yet but at the very least friendly.,Lisa yelled before class and ignored them.,Lisa smiled before class and introduced herself.,1
1506,65020,65020,Alexis found out he was pregnant and started to cry.,As Alexis looked down at the beautiful face of her daughter she cried.,Alexis did not prepare for the baby.,Alexis spent the next 9 months preparing for her baby.,1
1140,58713,58713,Alex was out for a drive.,"Luckily, the hail did not do much damage.",Alex felt light summer wind rocking his car.,Alex felt strong summer wind and hail bouncing off car.,1
2041,153457,153457,I wanted to sell my car so I began to clean it as much as possible.,The insurance money was enough to buy a brand new car.,"However, I ended up selling the car.","However, I ended up wrecking the car.",1
2945,87184,87184,Leo wanted a midnight snack.,Leo happily munched on his improvised trail mix!,Leo threw a bunch of different raw meat into a bowl.,Leo threw a bunch of difference cereals into a bowl.,1
1088,167449,167449,Dominic loved Adele's music.,He will remember that night forever.,Dominic went to a flea market.,Dominic went to a concert.,1
260,21660,21660,Ryan was insecure about his intelligence.,"And eventually, he had no motivation to attempt any of his goals.",Ryan's father told him he would amount to something.,Ryan's father told him he would amount to nothing.,1
2804,125121,125121,Tami needed her husband to fix the plumbing immediately.,"Faced with an ultimatum, Tami's husband got to work immediately.",Tammi will live with her mother if it's not done.,Tammi will tell her mother if it's not done.,0
131,530,530,Henry was standing near the pool side.,All of his belongings became soaked.,henry was drounding.,Henry slipped in the pool.,1
4929,111878,111878,Yesterday I went on my first coaster.,I was terrified.,"I really enjoyed the 20 foot drop, I was so calm.",There was a 20 foot drop and it went upside down.,1
1818,95441,95441,Eli and his friends were watching an action movie.,He decided to go watch a love movie by himself.,Eli enjoyed being with friends while watching it.,"Eli didn't like the movie, but his friends did.",1
2229,166847,166847,I found my friend sad in school.,She was happy that I at least tried.,I teased her about it.,I told her a joke to make her feel better.,1
3354,95575,95575,It was almost time for Briana to start school.,Briana learned how to write her name in time to enter Kindergarten.,Briana already knew how to write her name well.,Briana didn't know how to write her name.,1
4571,40037,40037,Gina and her sister were watching music videos.,She stayed where she was and continued watching videos.,Gina got up to get a drink.,Her sister got up to get a drink.,1
4879,84773,84773,Sam loved to eat apples.,Sam was not as pleased by eating the banana with his lunch.,The cafeteria only had apples.,The cafeteria only had bananas.,1
1939,15981,15981,I decided to go on a bike ride with my brother.,I felt very badly for my brother.,My brother crashed on soft grass and wasn't hurt.,My brother crashed and hurt his leg really bad.,1
783,59918,59918,Terrance was doing poorly in math.,He was very proud of himself when he got a B+ on the exam.,He started getting tutored by a classmate with no progress.,He started getting tutored by a classmate.,1
2181,152380,152380,Dayna was an ungrateful lady.,Dayna failed to see that it was always respect to measure.,Dayna wondered why she had no friends.,Danya had plenty of friends.,0
2186,78294,78294,I was watching the news.,I joined the military so I could fight ISIS.,I wanted to join ISIS.,I was horrified by ISIS.,1
4743,27400,27400,Jimmy loves pizza.,He is very satisfied with his pizza.,Jimmy got a large pasta order.,Jimmy got a large pepperoni pizza.,1
3550,27403,27403,Jimmy loves pizza.,He is very satisfied with his pizza.,Jimmy got old gross pizza.,Jimmy got cheese pizza.,1
1877,27212,27212,Larry was out to eat.,He got an extra fee on top of it.,He removed the cheese and guac from his taco salad.,He added cheese and guac to his taco salad.,1
4958,81071,81071,Alice wished that her boyfriend would take her to the beach.,She is now enjoying a romantic stroll for the whole evening.,Alice took a walk on the moon.,Alice took a walk on the beach.,1
4251,89181,89181,I always wanted a pet.,I decided to buy the kitten!,I never got one though.,I went to a pet store to find a pet.,1
2949,14941,14941,Jane loved to go horseback riding.,"After she recovered, Jane got right back to riding.",Jane threw a prized horse while out riding.,jane was thrown off a prized horse while out riding.,1
735,116545,116545,Johnny left his new job early.,"Although the plant couldn't talk, Johnny was convinced to quit.",Johnny asked for advice from his friend.,Johnny asked for advice from his plant.,1
688,81925,81925,Johnson has always wanted to drive from San Francisco to Los Angeles.,"Arriving in Los Angeles, Johnson is very happy that he took the trip.",He refused to make the long drive.,Johnson finally made a plan and took off happily.,1
3882,104861,104861,Jane took his boyfriend to a carnival.,"On Jane's first attempt, she knocked out the bottle.",They played a game of darts & balloons.,They played a game of knock out the bottle.,1
1713,156677,156677,Rick was working on his new project.,"After the car started, he turned it off and relaxed.",Rick wasn't trying to build a model car.,Rick was trying to rebuild an old model sports car.,1
471,156674,156674,Rick was working on his new project.,"After the car started, he turned it off and relaxed.",Rick was trying to rebuild an old model airplane.,Rick was trying to rebuild an old model sports car.,1
3475,45236,45236,This afternoon I played catch with my dogs.,They were good pets.,My pets are great at sleeping.,My pets are great at fetch.,1
1965,132254,132254,I had to change my car oil.,I was glad to spend quality time with my son!,My son offered me no help.,My son offered to help me.,1
3822,39971,39971,I was jogging up a hill at a leisurely pace.,"On my way back down, he looked at me and shrugged.",I saw a man smile at me when I ran down the hill.,I saw a man smile at me when I ran up the hill.,1
2419,4311,4311,Patricia's favorite toy was her set of interlocking blocks.,Patricia would later become a mechanical engineer.,Patricia played with her friends every day that she could.,Patricia played with them every day she could.,1
2084,122456,122456,"As a boy, I picked up a centipede, thinking it was a caterpillar.","Even now, as an adult, I fear centipedes.",The centipede stopped squirming in my hands.,The centipede started squirming in my hands.,1
4097,125738,125738,Molly was on a bike ride with her family.,Then her dad realized that her break was jammed.,She could not stop smiling.,She could not stop however.,1
2943,32474,32474,Jan was horrified to find a pimple the day before prom.,Jan left prom before any pictures were taken.,The pimple disappeared during the dance.,The pim exploded during the dance.,1
2899,32466,32466,Jan was horrified to find a pimple the day before prom.,Jan left prom before any pictures were taken.,Jan used medicine to get rid of it.,The pim exploded during the dance.,1
849,124240,124240,The best friends always take a girls trips.,They always have a great time catching up.,The best friends separated. from each other.,The best friends went on a trip together.,1
2827,34604,34604,Greg like to throw anything he could get his hands on.,Greg told his neighbor it was him.,Greg throws a fit and broke his ego.,Greg throw a rock and broke a window.,1
3035,106597,106597,Becca just got done making muffins.,Her tongue was numb for several hours.,Becca ate a muffing after letting it cool.,Becca ate a muffin without letting it cool.,1
3244,160944,160944,Amy was at her mother's house for the weekend.,They were upset when she told them to put the bikes up and go inside.,Her friend Lisa came over for a hay ride.,Her friend Lisa came over for a bike ride.,1
4655,47132,47132,Juanita has never owned a smartphone.,Juanita decided it was time to buy a smartphone.,"However, technology was leaving her penniless.","However, technology was leaving her behind.",1
793,76151,76151,Faith and Hope drove to a nearby town to pick up concert tickets.,The doctor gave Faith an allergy shot and said she would be fine.,Hope visited a hospital after a random illness.,Faith visited a hospital after a random illness.,1
23,152599,152599,Ali was seated on her school bus.,Ali was so exhausted from the day she fell asleep on the bus.,Ali was excited to go home.,Ali had had a hard day at school.,1
3702,20336,20336,Chuck and Andy had plans to see a movie together.,Andy was upset and told Chuck he had to pay him back for the ticket.,Andy pulled out at the last minute.,Chuck pulled out at the last minute.,1
2103,129064,129064,At the local bank they had an elevator.,It made it a good workout for all the customers.,I decided to leave instead.,I decided to take the stairs instead.,1
4581,135013,135013,Tim and his wife were about to host their first new years party.,"Once the clock struck midnight, the couple had a new year's kiss.",Everyone left as midnight approached.,Everyone got together as midnight approached.,1
1523,158846,158846,"Alex loved to write short, fictional stories.",His story was purchased and Alex got published!,Alex worked really lazily on one story.,Alex worked really hard on one story.,1
392,146809,146809,Jenna had just bought a new bottle of foundation.,Jenna had to clean it up with cleaning spray.,Jenna accidentally spilled it on her face.,Jenna accidentally spilled it on the carpet.,1
3726,27750,27750,Mark loved to prank his teacher Mrs Davison.,After Mark was hit in the eye he decided he would never prank again.,"Mrs. Davidson was always onto him, and he never surprised her.",The teacher got so scared that she accidentally punched Mark in the eye.,1
480,17220,17220,Someone came into my restaurant around night time.,"While being confused, I gave him some directions.","The man's accent was very beautiful, and I could understand it easily.","The man's accent was very thick, and I could barely understand.",1
4809,80976,80976,Tom had anger problems.,"In time though, he got much better.",Tom ignored his problems.,Tom went to counseling.,1
4477,77880,77880,Nadia loved to watch ice skating on tv.,She now has aspirations of being an Olympic skater one day.,Nadia saw a skater that looked just like himself.,Nadia saw a skater that looked just like herself.,1
2351,62583,62583,David notices that many birds gather outside his window.,David decides to feed the birds every morning.,David hates the birds outside.,David likes the birds outside.,1
2763,44226,44226,Karen was at summer camp.,"Finally, a counselor helped her find it under the dresser.",Karen lost her car.,Karen lost her keys.,1
1093,44222,44222,Karen was at summer camp.,"Finally, a counselor helped her find it under the dresser.",Karen stole and hid a bracelet.,Karen lost an object and told the counselor.,1
4730,153661,153661,"Needing money, Joan got a job as a waitress.",Joan decided it was time to start competing like the other girls.,"Joan saved her hair clippings, then realized she was falling behind.","Joan saved her tips, then realized she was falling behind.",1
4364,169220,169220,Danny got down on one knee.,"To be kind, she told him she needed some time to think.",Danny proposed to his girlfriend's jacket.,Danny proposed to his girlfriend.,1
3828,116894,116894,Patricia was excited for her cousin's baby shower.,She had her appendix removed and was grateful for the doctors.,patrica's friend collapsed at the baby shower.,patrica collapsed at the baby shower.,1
1445,164804,164804,Pat loved classic cars.,It didn't matter thought Pat got his truck.,Pat found a car on sale that was brand new.,Pat found a car on sale that was not classic.,1
749,58311,58311,Anna was in a hurry to get to her job in a big city.,Anna was late to work but at least she got his autograph.,Anna tripped into a celebrity and asked for a bandaid.,Anna ran into a celebrity and asked for his autograph.,1
2338,94236,94236,Frank bought a vintage bicycle at a neighbor's yard sale.,"After a few days, Frank was finished and the bike was like new.",Frank didn't know what he was doing.,Frank figured he could refurbish the bike and resell it.,1
4102,16066,16066,Ariel saw a violin concerto on television.,She found that playing violin was much harder than she'd thought.,Ariel thought she would enjoy taking up the piano herself.,Ariel thought she would enjoy taking up the violin herself.,1
4261,115967,115967,Eddie was known as a violent man.,"After going to jail, Eddie was not allowed to return home.",Eddie abided by the law.,Eddie committed another crime.,1
3014,115979,115979,Eddie was known as a violent man.,"After going to jail, Eddie was not allowed to return home.",He was gentle with his family.,He was very violent with his family one night.,1
2872,156988,156988,"Becky made a lot of money working at a bank, but she hated her job.","After a hospital stay, Becky went back to work at the bank.",The love for her job caused a lot of happiness.,The hatred for her job caused a lot of stress.,1
650,156489,156489,"Sam was afraid of his mean, old neighbor, Mrs June.",It turned out she wasn't so scary after all!,Sam then talked to his electrician.,Sam then talked to his neighbor.,1
888,12804,12804,Sam was riding the bus one day.,She got off the bus as quickly as possible.,sam saw a million dollars on a seat.,Sam saw a man with a gun.,1
1976,32331,32331,Joan kept waking up from her roommate playing music.,Joan was thankful that her roommate was so caring.,Joan was still up at certain hours.,She discussed it with her respectfully and her roommate agreed to keep certain hours to help Joan.,1
3573,78863,78863,Domingo was the dictator of a tropical island.,But neither negotiator was funny.,Negotiators from other countries tried to win favor by bringing gifts.,Negotiators from other countries tried to win favor by joking.,1
4437,10312,10312,A man desired to be smarter.,He eventually felt mentally quicker and smarter.,The man began to read books everyday.,The man did not read books.,0
668,10308,10308,A man desired to be smarter.,He eventually felt mentally quicker and smarter.,The man began to read books everyday.,The man began to read tabloid newspapers everyday.,0
3423,56981,56981,Bobby loved going to the zoo.,He spent the most time looking at them.,Bobby was fond of the garden.,Bobby was fond of the Zebras.,1
24,74218,74218,"One day, a car dealer was running low on inventory.",He did not report the mistake and sold all 69 cars for extra money.,The car dealer ordered too many trucks.,The car dealer ordered too many cars.,1
3977,166705,166705,Tom and Cindy were eating marshmallows.,Tom enjoyed the roasted marshmallows.,Tome burned his marshmallow and Cindy gave him hers.,Tom roasted his marshmallow much more evenly than Cindy.,1
2021,32940,32940,Jessica loves to eat sushi.,They all loved the sushi Jessica made.,Jessica loves it so much she became a sushi chef.,Jessica loves it so much she became an italian chef.,0
3637,22840,22840,Judith was making spaghetti.,Judith quickly wiped the sauce up but it was all ruined.,Judith dropped the pot of brownies on the ground.,Judith dropped the pot of spaghetti on the ground.,1
1319,106773,106773,A nice man was at the park one day.,The smile on the kid's face as he flew the kite was beautiful.,The blind man heard a kid flying a kite.,The man saw a kid flying a kite.,1
154,66419,66419,We moved from our condo in 2013.,"We had trouble lifting them on moving day, but we managed.",We packed a lot of empty boxes.,We packed a lot of heavy boxes.,1
4034,83165,83165,Pam's house was where the party was.,Pam was a good hostess.,Pam's house was not where the party was.,Pam's party was great.,1
4036,157780,157780,My baby was born not long ago.,Parenting can be hard.,Now I'm always feeling energetic.,now i'm always feeling exhasted.,1
972,109130,109130,The kids pulled the chairs up to the table.,They felt a sense of accomplishment finishing sixty pieces of sky.,The kids were doing the puzzle.,The kids were playing a board game.,0
322,93242,93242,Jordan decides he must find something to occupy his time.,He is happy that he found something to take up a little time.,He walked around all day staring at the sky.,"He visited his local library and found books, DVDs, music.",1
4206,51563,51563,Todd went to the night club by himself.,"He bought her a drink, and took her home for a fun night.",Todd saw a cute girl but got too nervous.,Todd saw a cute her and went up to her.,1
2444,84081,84081,Sam's car was dirty.,Sam had to wash his car again when it stopped raining.,Sam was washing his bike when it began to rain.,sam was washing is car it began to rain.,1
359,4720,4720,I tried using my phone yesterday.,I decided to simply let it go and get a new one.,It worked with everything I tried.,It wouldn't work no matter what I tried.,1
140,142898,142898,Bath and Body Works was full on Black Friday.,After cleaning the store smelled so strong it gave Amy a headache.,The shift was pleasant and went by quickly.,A customer dropped a perfume on the floor and the bottle broke in pieces.,1
4950,93636,93636,Tj heard about the water crisis in Michigan.,Tj was relieved to see that his water was clean.,TJ checked his garage.,Tj checked his water.,1
556,73423,73423,Betsy was about to celebrate her sixteenth birthday.,Betsy felt really bad for the rest of the night.,Betsy invited all her friends into her birthday party.,Betsy snuck some alcohol into her birthday party.,1
1045,95439,95439,It was a very hot summer day.,He felt much better!,Tom got a glass of coffee.,Tom got a glass of water.,1
3373,48147,48147,Joan was really hungry.,She was so full and happy!,She raided the fridge and could not found any food.,She raided the fridge and ate everything she touched.,1
3054,169019,169019,One night I was driving home by myself.,An older man put on my spare tire.,The drive home was incredibly pleasant.,I got a flat tire.,1
1010,70662,70662,Colby always wanted to play Basketball for his school.,He went to his first game and scored twenty points.,Colby dressed fancy to impress the school coach.,Colby trained hard to impress the school coach.,1
3239,38895,38895,Gina was on a road trip with her family.,She was mortified to find she had only been asleep an hour.,Gina thought stopping for a break would make it go by faster.,Gina thought sleeping would make it go by faster.,1
2173,38894,38894,Gina was on a road trip with her family.,She was mortified to find she had only been asleep an hour.,Gina said she was wide awake to her mom.,Gina said she was tired to her mom.,1
