,Unnamed: 0,Unnamed: 0.1,sentence1,sentence2,hyp1,hyp2,label
4132,28901,28901,Bethany loved her yo-yo.,She got to be better than her older brother!,Bethany never practiced.,Bethany practiced all the time.,1
1162,84141,84141,Kathy desired to be a Physical Therapist since she was in high school.,"Now, Kathy is a Physical Therapist and teaches kids how to walk again.",Kelly went to college for her Masters in Phyiscal Therapy.,Kelly went to college for her Masters in Phyiscal Science.,0
2079,47991,47991,Ben and his wife hate their kitchen.,The kitchen turned out better than they ever hoped.,The did not want to redo it.,They decided they wanted to redo it.,1
1066,165382,165382,Ivy was in a long distance relationship.,She knocked on her boyfriends door and was greeted by another woman.,Ivy decided to drive up to see him one weekend.,He decided to drive up one weekend to see Ivy.,0
4408,147866,147866,Cody had outgrown his sneakers.,It was a relief to have shoes that fit properly again!,Cody went to the store to get a smaller size.,Cody went to the store to get a larger size.,1
111,28402,28402,Gina had brought a stray dog home from the park.,Her mother refused to allow her to keep the dog.,It had lots of fleas.,It had no fleas.,0
2986,113050,113050,Moe flew a kite on a windy day.,He had to climb the tree to get it down.,The kite got stuck in a tree.,The kite got stuck in a three foot tree.,0
3202,42641,42641,Andy only had rolled oats to eat at his house.,"But by then, the weather was cool enough to eat oatmeal.",Andy went out to the grocery store to buy food.,Andy went out to the grocery store to buy dog food.,0
4686,31678,31678,Adam tripped and fell into a stagnant ditch.,Adam dried off and was clean and nice smelling.,He ran home to eat again.,He ran home to shower again.,1
2734,34139,34139,Tim dropped his juice.,He placed them on the juice and let it absorb.,He went and grabbed sponge to wipe clean.,he went and grabbed towels.,1
2838,157150,157150,Tony has been feeling really tired and dizzy lately.,Tony never drank too much water but now drinks a gallon a day.,Tony went to his mom who said he was tired.,Tony went to the doctor who said he was dehydrated.,1
734,156856,156856,Billy was walking home from school.,"Billy ankle is healing fine, now.","On the way home, Billy sprained his ankle.","On the way home, Billy sprained his elbow.",0
4558,100235,100235,Edward was really hungry.,The pizza came 15 minutes later to his house.,Edward went to sleep instead.,Edward ordered pizza instead of cooking.,1
3238,149598,149598,He saw the blast wave long before he felt it.,"When it finally reached him, he too was turned to dust.",it dissipated quickly.,He realized could not avoid it in time.,1
618,129356,129356,Joseph was at the library.,He closed his eyes and picked one.,Joseph has having trouble picking out a car.,Joseph was having trouble picking a book.,1
208,28678,28678,Charles learned to be creative from his grandmother.,Then she carved a basket out of a watermelon and put the chunks in.,Charles helped his grandmother open a watermelon.,Charles helped his grandmother open a pumpkin.,0
4610,55853,55853,Riley loved to dance.,She got to spend hours dancing and teaching others to dance.,Riley got a job at a dance studio.,Riley lost a job at a dance club.,0
856,32105,32105,Sam was pouring things down the drain.,Sam never wasted food again.,The drain got clogged from wasted food.,The drain got clogged from wasted foxes.,0
4403,156478,156478,Gilly thought she was old enough to make her own breakfast.,She got it out with no problem using some little wooden tongs.,Gilly's toast got stuck in her throat.,Gilly's toast got stuck in the toaster.,1
2939,63540,63540,Timmy was competing in the 3 point competition at his school.,Timmy went to the driving range the day of competition.,Timmy was really excited because he knew he would win.,He decided the competition wasn't worth it and wanted to do something he didn't have to compete in.,1
2255,150937,150937,Chris needed some extra cash for clothes and CDs.,Chris was very pleased with how much she'd earned!,Chris decided to clean houses for extra money.,Chris decided to clean houses for free.,0
576,11806,11806,Reed set his tool box on the bench.,He secured the piece into the hole using glue.,Reed was fixing a piece of the bench.,Reed was fixing a piece of the non-stall.,0
3896,97061,97061,Yasmine was going into labor.,"As soon as possible, she called a cab and made it to the hospital.",She needed to get to the hospital.,She didn't have to get to the hospital.,0
466,168669,168669,Julie decided to go for a hike.,She had to hurry to make it back before sunset.,julie had track of time.,Julie lost track of time.,1
2696,125551,125551,The principal announced there would be a school dance that Friday.,He blamed her for stealing his bike.,The dance was canceled because a bike was stolen.,The dance was canceled because a dog was stolen.,0
3386,23182,23182,Jim always walked to school.,"Luckily, the owner caught the dog in time.",One day a nice dog started licking him and panting fiercely.,One day a mean dog started chasing him and barking fiercly.,1
1811,107429,107429,Tom has to do a essay for school.,He got an A.,He spent a lot of time and effort to make sure it was good and failed.,He spent a lot of time and effort to make sure it was good.,1
2450,165512,165512,Alice admired the bobblehead Maria kept on her desk.,Alice screamed that she was being accused of theft.,Maria never lost her bobblehead.,"Maria lost the bobblehead, and began accusing everyone of theft.",1
275,9198,9198,I needed a new job.,It turns out they wanted someone with more experience.,I was fresh out of jail.,I was fresh out of college.,1
1004,129770,129770,Gina had spent 4 hours enrolling in a new high school.,Her joy turned sour when she realized she had no friends at lunch.,she was starting the day off good.,Gina was starting the work day off good.,0
3149,62085,62085,Derek wanted to be a doctor.,Now he is a doctor.,Derek decided to attend medical school.,Derek decided to attend clown school.,0
2451,20386,20386,Ann was competing in the Math League contest.,Ann was disappointed with her prize.,ann did not try her best and got 9th place.,Ann tried her best and got 2nd place.,1
2777,5080,5080,Charly signaled to her companion to be silent.,"They breathed a sigh of relief, and resumed their morning jog.",There was a bear but it ran the other way.,There was a turtle but it ran the other way.,0
3010,12287,12287,Tyler played football with a team.,Everyone cheered him on.,Tyler's group played a song for a packed stadium.,Tyler's team played a game for a packed stadium.,1
387,38122,38122,I wanted a Pet Hedgehog.,Pepper has been a great addition to our family.,I named the hedgehog Pepper.,I named the dog Pepper.,0
4402,117436,117436,Rene was thrilled to be going wedding dress shopping today.,She decided to take it and was very thrilled with her purchase.,She saw a dress she fell in love with.,She saw a dress she hated.,0
945,61466,61466,Scott wanted a new car.,Scott bought the car and was very happy.,Scott had trouble saving up for the car.,Scott saved up for the car.,1
4311,132638,132638,My prepaid phone ran out of minutes.,I went ahead and bought more minutes for my old phone.,I want to make more calls.,I want to make more hotdogs.,0
3396,88333,88333,Sarah wanted to spend time outside.,She wished they had spend more time in the woods.,Sarah went hiking in the woods with her husband.,Sarah's husband went hiking in the woods without her.,0
2792,110659,110659,Lucy and her grandma were at church on a Sunday.,"Lucy decided she would go home to change, then visit the new friend.",Lucy's new friend asked Lucy to hang out afterwards.,Lucy's new enemy didn't ask Lucy to hang out ever.,0
3124,12761,12761,Sally thought she would be more confident with more hair.,Sally realized she bought a wig that was far too big.,She went out and bought a wig to wear.,Sally let her hair grow out.,0
3891,92799,92799,Trevor went ding dong ditching with his friends.,"It went right through the window, Trevor is doing yard work to fix it.",He wouldn't throw anything.,He then threw a rock.,1
2012,144007,144007,Alister needed a date for the school dance.,They went to the dance and had a good time.,Alister asked his best girl friend.,Alister asked his worst girl friend.,0
3680,121431,121431,Bill was preparing for the SAT test.,Bill thanked his tutor for the help.,Bill hired a tutor and got got a high enough score to get into college.,Bill hired a massage therapist and got got a high enough score to get into college.,0
885,56724,56724,Jim had been working at a hotel for three years.,"Luckily, within a few weeks he had integrated well into the group.",Jim spent most of his time with his dog.,Jim spent most of his time with his co group.,1
3567,73513,73513,Georgia is the mother of my friend Phil.,I'm not sure who she thought she had called.,she called me talking very clearly.,she called me talking really fast.,1
4358,96132,96132,Quentin rode on his Hyundai motorcycle to the motocross show.,"Then he rode off, knowing he was the envy of everyone there.",He polished it and showed off how cool it looked.,Quentin crashed it and showed off how wrecked it looked.,0
3263,92039,92039,Mary was dog sitting for a friend who was on vacation.,Simon was able to catch her when she stopped to sniff a fire hydrant.,The dog ran away and she asked Simon for help.,The dog was well behaved and listened to Mary the whole time.,0
3777,27268,27268,"Christmas was only two weeks away, but Jenny still needed a few gifts.","When it was done, she had nine fragrant jars - the perfect gift!",Jenny decided to make a few gifts of her own and remembered the craft store.,Jenny decided to buy a few gifts for herself and remembered the craft store.,0
2222,54456,54456,My dog Linus is a cute beagle.,My husband took him home and he is now our best friend!,My husband found a stray at work.,My husband doesn't like dogs.,0
4078,41778,41778,Tim had dreams of becoming a great bodybuilder.,Tim had little determination.,Tim didn't give up on his dream.,Tim gave up on it after a short time.,1
3108,39011,39011,Joe always planted a garden.,Joe then shared his crops with his neighbors.,Joe has a community garden.,Joe has a private garden.,0
2459,4975,4975,Henry bent down to pick up a piece of paper on the floor.,Hannah aggressively laughed.,Henry pulled up his pants.,Henry's pants fell down.,1
2678,15787,15787,I've always wanted to be able to dunk a basketball.,Now I can dunk a basketball easily every time!,but I was too short. Then I grew several inches and could reach the rim much better.,but I was too tall. Then I grew several inches and couldn't reach the rim.,0
4220,10658,10658,I was walking by the river.,I have had him for 6 months now.,I found a scared puppy.,I found a dead rat.,0
1574,62883,62883,I wanted to do something fun.,I drove to the beach.,"I hate swimming, especially at the beach.",I find swimming enjoyable.,1
3799,15351,15351,Kate was doing her laundry.,The colors had bled and blended.,Kate messed up her favorite shirt.,Kate messed up her room.,0
3565,117624,117624,My wife and I were in bed.,Eventually she gave in and got up.,My wife wanted to sleep on the floor.,My wife wanted to sleep more.,1
2436,161825,161825,Anne was heading home from the bar one night.,"She spent the night there, unhappy.",Anne took a detour and went to a friend's house who stayed up all night yelling.,Anne took a detour and went to a friend's house who stayed up all night lauging.,0
3279,55555,55555,I was hungry and I wanted some oranges.,I paid for the oranges and went home.,I went to the store to sell some oranges.,I went to the store to buy some oranges.,1
4204,43536,43536,Amy's high school had 2 building connected on the 2nd floor.,When she got inside she slipped and fell because her shoes were wet.,Amy walked around a puddle.,Amy walked into a puddle.,1
444,57044,57044,Martha got up for work one morning.,"The flooding destroyed a lot of property, but Martha was safe.",Martha realized there had been a flood.,Martha realized there had been a tornado.,0
1655,82357,82357,I was afraid of bugs all my life.,Now I am not so afraid of bugs.,A spider bit me and now I'm absolutely terrified of them.,I learned that bugs are not scary.,1
445,50209,50209,Bob and Marla have been having marriage troubles for a while.,It was then they realized they would work to make things better.,They had a conversation about what to do.,They had a conversation about what to eat.,0
2617,163138,163138,Olivia had never tried sushi before.,She was surprised to find that it did indeed taste delicious.,"At her boyfriend’s suggestion, Olivia finally tried sushi.","At her boyfriend's suggestion, Olivia didnt try the sushi.",0
1256,129687,129687,John met Susan at a yoga class.,John packed a basket of food and they had a great date.,Susan asked John out on a date.,Susan never asked John out on a date.,0
2662,17316,17316,Sparkle was getting too many rejections from OCMP 75 hits on mturk.,Sparkles decided to quit talking and watch tv instead.,"Sparkle tried to warn everyone to boycott OCMP 75, but nobody did.",Sparkle would never boycott OCMP 75.,0
2118,12824,12824,My mailbox was getting loose.,I went back inside and felt good.,I kicked it over anxiously.,I nailed it on there securely.,1
617,152616,152616,Carly was sick the day of her concert.,She promised her fans another one once she felt better.,Carly had to cancel her concert for tonight.,Carly decided to play anyway.,0
2784,158703,158703,Terry was an artist.,He created paper mache works of art.,Terry used paper mache as his medium.,Terry used paper mache as his different.,0
614,126706,126706,Linda and her boyfriend were hungry.,Linda and her boyfriend ended up getting both.,Linda and her boyfriend debated about politics.,Linda and her boyfriend debated about different foods.,1
2639,63236,63236,Terri needed a new pair of speakers.,Terri went home to install her new speakers.,Terri went to the store and brought her first pair of speakers for her car.,Terri went to the store and didn't find any speakers to purchase.,0
3761,63652,63652,I was using an extension for Chrome called Turk Assist.,I no longer use such a shoddy piece of software.,The program gave my computer a speed.,The program gave my computer a virus.,1
2128,121639,121639,June's husband noticed that she vacuumed every day.,"When her husband was at work, June short-circuited the robot.",So June bought her husband a robot to help him vacuum.,So June's husband bought a robot to help her vacuum.,1
551,159648,159648,Frieda set out to buy herself a car.,"Frieda did her own research online, and made an informed purchase.",Frieda had no choice to make.,Frieda had to make a choice.,1
3066,23539,23539,I was raking the leaves in my front lawn with an old rake.,I took out tape and was able to fix the rake to finish the job.,I slipped and the handle of the rake snapped.,I slipped and the release of the rake snapped.,0
3106,88354,88354,Emily was tired of the poor quality of apples at her local store.,Emily picked her first apple of the tree and enjoyed the sweet taste.,Emily decided to stop eating apples.,Emily decided to try fresh apples.,1
3556,102038,102038,"I was thirsty, so I walked up to a soda machine.",I looked down and two sodas were in the machine's hole.,after putting in the coin to dispence.,after putting salt water in the coin to dispence.,0
3835,98066,98066,Sam wanted a puppy.,Sam now lives happily ever after with Rowlf.,sam adopted rowlf from the dog pound.,Sam adopted Rowlf from the shelter.,1
2870,45979,45979,Anna wanted a banana milkshake.,Anna thought her own milkshake tasted just as delicious.,Anna found a recipe and made her own.,Anna found a recipe and made a lasagna.,0
1819,118317,118317,John and his pals made fun of the cafeteria ladies.,John was aghast when his mom showed her cafeteria lady uniform.,John heard his mom calling to him.,John heard his grandson calling to him.,0
135,40747,40747,Kimmi was fifteen and needed a bra.,"There, Kimmi selected a few pretty bra and panty sets.",Her mother took her bra shopping.,Her mother took her bra shopping and forgot Kimmi.,0
2790,21757,21757,Gina had taken her crying brothers ice cream.,Gina got in trouble.,Gina laughed at her brother.,Gina laughed with her brother.,0
1371,120860,120860,Ben's car was stuck in his icy driveway.,It gave him the traction he needed to start the car moving.,Ben shoveled the snow around his car.,Ben shoveled the mud around his car.,0
966,126052,126052,Bella was new in town.,She married Edward after graduation.,Bella met a bad looking man named Edward.,Bella met a good looking man named Edward.,1
4685,59562,59562,Today is my FB friend's birthday.,I wished Birdy a heart happy birthday on Facebook today.,I wanted to do something expensive for it.,I wanted to do something nice for it.,1
3911,75558,75558,Daphne was offered a cookie at her best friend's house.,"Daphne, choking down the cookie, pretended to like it anyway.",Daphne loved the cookie.,She did not think she would like it.,1
4244,32401,32401,I once entered a music contest at school.,I left with a prize of $100 and a sense of accomplishment.,I played my heart out and didn't miss a single note!.,"I played my best, but didn't hit all the notes.",0
2114,6021,6021,Dennis went to the grocery store.,Dennis had left the milk in the car and it had soured!,Dennis had to buy some water while in the store.,Dennis had to buy some milk while in the store.,1
4307,123556,123556,I work at a transit authority.,"I did not hang my certificate up, as the class was terrible.",I had to take a mandatory class to get a certificate.,I didn't take the mandatory class to get a certificate.,0
3790,32958,32958,Sandy was watching a video on shadow figures.,Sandy was eventually able to make various shadow figures.,Sandy decided to learn how to make them herself.,Sandy didn't learn how to make them herself.,0
381,45058,45058,Gina needed a better paying job.,She was certain the interview would go well.,Gina applied for her a horrible job at a firm and was scheduled for an interview.,She applied for her dream job at a law firm and got a call back for an interview.,1
3812,6196,6196,Bill was walking up the steps and texting at the same time.,The next day Bill bought a new phone.,Bill fell and broke his hip.,Bill fell and broke his phone.,1
1999,39979,39979,Matt wanted to sell his house and build a new one.,They finally sold it to a nice young couple that loved it.,Matt talked to various potential buyers about the car.,Matt talked to various potential buyers.,1
3395,104240,104240,Riley had always heard that Argentina had delicious food and wine.,"Despite his sickness, Riley considered this the trip of his life.",Riley got ill from eating and drinking too much.,Riley got well from eating and drinking too much.,0
2754,74089,74089,Bob had a job interview.,Bob was confident going into the interview.,Bob prepared for his interview.,Bob forgot to prepare for his interview.,0
2416,136658,136658,Marcy was the kind of person who liked order and predictability.,She was delighted to find she liked it even more than her usual!,She wanted to try a new drink one day in spite of that.,She wanted to try a old drink one in spite of that.,0
391,105219,105219,Mark opened the back door of the restaurant and walked outside.,He felt bad for the birds.,Mark saw a dog trapped inside.,Mark saw a bird trapped inside.,1
2355,134017,134017,Dirk decided to enter his dog Monster into a dog show.,"In the end, Monster won the dog show in a landslide vote.",His purebred mastiff was actually a Monster.,Monster was actually a purebred mastiff.,1
4994,59354,59354,We camped down by the river and had a great time.,We never camped down by the river again.,A bear ate my friend.,we made so many great memories.,0
463,94739,94739,My granddaughter's day care is celebrating Chinese New Year.,My two year old granddaughter refused to try it on!,The daycare instructor gave my grandson a dress to wear.,the daycare instructor gave my granddaughter a dress to wear.,1
2805,71509,71509,Greg stood on the deck of a wooden ship.,The Captain ordered everyone to reel the whale in.,Greg noticed their net had caught a small whale.,Greg noticed their net had caught a small shark.,0
1310,76650,76650,My dog kept getting sick.,She was even sicker than before.,My dog just died at thirteen years old.,My dog just turned thirteen years old.,1
1938,46059,46059,The shot clock ran out of time.,"As a result, he received a technical foul.",The player fell down on the ground.,The player fell into another player.,1
794,7751,7751,Adrian was so hungry she could have eaten a cow.,"At the exit, loss prevention stopped her and handcuffed her.",Adrian ate food.,Adrian stole food.,1
2549,133898,133898,Bill had just moved to a big city for work.,Bill was upset at his coworkers.,Bill's new coworkers welcomed him all day.,Bill's new coworkers ignored him all day.,1
4237,140947,140947,Ben was playing basketball against his school's rivals.,Ben was so proud of himself!,he played hard and won the game.,He played lazily and lost the game.,0
2950,38316,38316,Morgan's bike had been stolen.,Morgan's search was fruitless.,Morgan looked everywhere but nothing came up.,Morgan looked everywhere and found her bike.,0
55,60276,60276,The Deet's decided to buy a dog.,They gave him to the pound.,the dog ended up tearing up their entire house.,The dog ended down tearing down their entire house.,0
81,52467,52467,Mary fell while playing volleyball.,Soon Mary's hand was as good as new!,mary had to get her hand amputated.,Mary had to get a sling.,1
1527,133693,133693,Jimmy went to a bar by the beach.,Jimmy sat alone on the beach.,Jimmy invited friends but no one came.,Jimmy invited friends and they all came.,0
3294,74708,74708,Yesterday I went on a trip to animal kingdom.,When I left I couldn't wait to go back.,I had a small accident.,I had a great time.,1
4003,67330,67330,Lorraine wanted to be helpful to her mama.,Her mama thanked her for being so helpful after she was finished.,Lorraine decided to do go out.,Lorraine decided to do her chores.,1
1787,56905,56905,Amy's grandmother took her to Sally's Beauty Supply.,Her grandmother wouldn't pay that much so she chose a cheaper one.,Amy found an expensive toy train.,Amy found an expensive hair color.,1
4416,59478,59478,Austin needed artwork for his apartment.,Austin painted several pictures similar to what he had seen.,Austin went to the local car museum to get ideas.,Austin went to the local art museum to get ideas.,1
3093,66531,66531,Nikki wanted to make pizza at home.,She is very happy with her mixer.,Nikki also wanted to make another pizza.,Nikki also wanted to make a smoothie.,1
3853,2606,2606,The two friends hated their job.,He knew he must request a transfer.,The job seemed to be getting worse every day.,The job seemed to be getting smaller every day.,0
345,10143,10143,Kerri was about to go blonde for the first time.,"To her surprise, she liked her hair.",Kerri thought the stylist made a mistake.,Kerri thought the stylist made a milkshake.,0
557,87116,87116,Tonya loved to play outdoors.,She learned not to play with Toads so close to her face.,Tonya played next to the pond with the birds.,Tonya played next to the pond.,1
3237,161175,161175,Sally had work later tonight.,Joe came 5 minutes later and was able to give Sarah a ride to work.,She was supposed to take Sarah but she forgot.,She took Sarah with her.,0
3966,129433,129433,Liz had a pet lizard.,Liz never saw her little lizard again.,Liz's pet lizard escaped.,Liz's pet lizard escaped but came back.,0
4511,112300,112300,A little girl wanted a puppy.,They went to the animal shelter and picked out a cute puppy.,Her mom agreed she was responsible enough for one.,Her mom agreed she was responsible enough for a cat.,0
270,137649,137649,Tim was walking home.,He never danced in the rain again.,"He started dancing, but someone posted a video and made fun of him.","He stopped dancing, but someone posted a video and made fun of him.",0
3682,13147,13147,My car was old.,I bought a honda civic.,I went to the phone dealership.,I went to the car dealership.,1
1909,9451,9451,John took a big drink and swallowed an ice cube.,John was very upset that the ice melted.,He wanted more but the ice was melted.,He wanted more but the ice was frozen.,0
811,48506,48506,Tim and his dad went to the park to fly his new kite.,His dad was very proud of him when the kite took to the air.,Tim held onto the kite tightly and ran.,His dad held onto the kite tightly and ran.,0
4905,38206,38206,Buck bragged he was the best swimmer on the team.,Even the slowest team member could swim faster than him now.,Buck did bother practicing because he wasn't self confident.,Buck didn't bother practicing because he was so self confident.,1
4824,91233,91233,Melanie wanted to grow fruit for her family.,Melanie had grown hundreds of grapes for her family!,Melanie planted the seeds from grapes she ate.,Melanie lived in an apartment with no yard.,0
1182,66924,66924,Lucy was lost in the basement of her grandmother's church.,"A kind usher gave her a sucker, and took her back to Sunday school.","Luckily, Lucy got some help.","Luckily, Lucy found a map.",0
2458,168128,168128,Fariah made a mistake in her writing.,It took her several minutes to rewrite everything.,Fariah realized she would have to start all over so just gave up.,Fariah realized she would have to start all over.,1
830,408,408,Mabel was telling her children a fable.,They all hit their heads on the bottom of the table.,The children got scared and hid under the table.,The children got very happy and hide under the table.,0
3456,167380,167380,Molly woke up one morning.,"Finally, she went inside and learned that a snow day had been issued.",Molly got ready and went outside to find her path full of snow and ice.,Molly wasn't ready to go outside.,0
1899,82495,82495,Ron works at a local fast food supply chain.,Ron was exhausted after handling the promotional lunch special.,Ron ran a promotional lunch special at work.,He decided not to work the promotional lunch special.,0
2833,57436,57436,Poor Billy girlfriend broke up with him today.,Billy is now happy and grateful for such great friends.,Billy's friends came over to support him.,Billy came over to support his friends.,0
2719,126498,126498,Rod made a speech at a wedding.,Rod wished he hadn't told the joke.,Rob made a joke but it didn't get received well.,Rob's joke he made was received really well.,0
3512,128826,128826,Eva needed glasses.,And her friends said she was even cuter now!,Eva got a brand new pair of contacts.,Eva got a brand new pair of glasses.,1
1165,90767,90767,Lorrain has always loved the way that she looks in a fur coat.,Lorraine will always choose fur over friends.,Lorrain didn't care what it meant to wear fur.,Lorraine didn't care what she looked like wearing fur.,0
4127,3016,3016,Lulu loved sneakers.,Lulu was frustrated.,Lulu didn't know which of her many sneakers to wear.,Lulu didn't know which of her shoes to wear.,0
4283,155024,155024,Megan saw a poster for an upcoming play.,The director gave her the part right on the spot.,Megan wanted to try out for the play but didn't.,Megan wanted to try out for the play and did.,1
2441,30482,30482,John was on a camping trip.,"To his amazement, the flower slowly followed the light.",John saw a flower and stared at it.,John saw a tree and stared at it.,0
3523,49152,49152,Ryan was at a park.,Ryan then found the girl and gave her the balloon she lost.,A little girl was playing with a shiny red balloon. She dropped the string and it disappeared.,A little boy was playing with a  ball.,0
2604,52072,52072,Riley was not very popular at school.,Riley looked much better and was well received.,Riley decided to take a shower everyday.,Riley decided to take a shower only rarely.,0
175,22315,22315,Sam got a new skateboard for Christmas.,Sam eventually was able to grind a rail after practicing for a week.,Sam practiced absolutely no tricks and skateboarding techniques.,Sam practiced various tricks and skateboarding techniques.,1
3141,40587,40587,Jane went to a carnival.,"On her first throw, she won a goldfish.",Jane had never tried a ring-toss game before.,Jane refused to try the ring-toss game.,0
2136,33986,33986,Bev was startled by a spider on her monitor.,Bev vigorously scrubbed her screen until it was clean.,Bev smashed the spider with her slipper.,Bev picked it up on her slipper and moved it.,0
4051,31480,31480,Leslie went to the mall to look for a purse to match her new dress.,"She took it to the counter and paid right away, and went home happy.",Leslie found one that was half price.,Leslie found one that was perfect.,1
4623,106410,106410,Jerry joined the new frat at his college.,He happily joined.,Jerry enjoyed the members of the frat.,Jerry hated the members of the frat.,0
1320,152264,152264,My father has always pressured me to go to graduate school.,I am very relieved now that I have a plan.,I decided to backpack around the world.,I went to graduate school.,1
2323,97017,97017,Fred was on the farm milking the cows.,Fred went back home to his farm to sleep for another day.,Fred was wired when he was done.,Fred was tired when he was done.,1
1954,2672,2672,Ned had always been shy.,Ned is now more shy than ever before.,Ned was confident in front of a group of people.,Ned was embarrassed in front of a group of people.,1
2277,16798,16798,Pamela purchased an antique urn at a garage sale.,Pamela received a full refund and a free urn for her troubles.,When she had it appraised she found out it was genuine and rare.,When she had it appraised she found out it wasn't antique after all.,1
1654,133528,133528,Kay built himself a raft.,Kay used the raft for firewood.,Kay's raft worked well.,Kay's raft didn't float.,1
3043,154503,154503,Annie and Greg were going to see fireworks for the 4th of July.,They grabbed the spot and had a great view for the show.,Annie and Greg were not able to find a spot.,Annie and Greg found a free spot.,1
1325,148090,148090,Kim hated the pencil sharpeners at her school.,"When her pencil needed to be sharpened, she was close to tears.",Kim was writing with all new lead stubs.,Kim was writing with lead stubs.,1
494,4712,4712,We went whale watching on a stormy day in August.,Then the skies cleared as we made it to the channel and it was calm.,It started storming and the water got rough.,It started storming and the pavement got choppy.,0
2684,146115,146115,"She sat by his bed, as she did every day.","Hopeful, she stood up, left and walked out of the room.",He didn't seem better today.,He seemed better today.,1
3472,106642,106642,Lily and Steve were a couple.,Lily and Steve broke up.,Lily and Steve fought a lot.,Lily and Steve kissed a lot.,0
1118,72477,72477,Adrian badly needed money.,They said he was grown and not to call them for money.,Adrian never asked his parents for any help.,Adrian called his parents and asked them to help.,1
1647,65066,65066,Erin has always wanted to try running a marathon.,A year later Erin is in great shape and runs the race with confidence!,Erin needed to gain weight in order to run.,Erin needed to lose weight in order to run.,1
121,18496,18496,Merle was 85 years old and in a retirement home.,They brought him back to the home and put a gps tracker on him.,Merle wandered away and scared his friends and family.,Merle stayed put and scared his friends and family.,0
3319,15794,15794,Sheila thought about something that made her laugh.,Sheila laughed out loud in class at that thought.,Sheila started thinking more of the thing that made her laugh.,Sheila started thinking more of the thing that made her cry.,0
2408,36571,36571,I lost my job.,I discovered Amazon Mechanical Turk.,I searched online for another job.,I searched my hometown for another job.,0
1359,20678,20678,Brad wanted eggs for breakfast.,Brad had delicious Eggs Benedict.,Brad spilled his eggs on the counter and didn't have any more.,Brad looked up a new recipe and cooked it.,1
1876,88145,88145,Squinty was the name of a boy his friends gave him,It wasn't an inside joke anymore so everyone called him Squinty.,Everyone heard his friends call him Squinty.,His friends heard everyone call him Squinty.,0
4312,59642,59642,Brian wanted to attend a jazz performance.,"Brian organized his own, more swinging jazz event.",Brian couldn't find any jazz events in non-seat.,Brian couldn't find any jazz events in town.,1
328,19922,19922,"Laura has always loves swimming, but she has never tried backstroke.","From then on, she swims the backstroke constantly.",Laura realized how hard the backstroke is.,Laura realized how easy the backstroke is.,1
2236,17712,17712,I was using excel.,I used a pivot table and it worked great!,I learned a lot about excel.,I learned nothing about excel.,0
4967,41509,41509,Sally hated high school.,Sally was livid!,Sally dropped out the next day.,Sally had to go back the next day.,1
3992,7869,7869,Janice decided to change jobs.,Janice loves her new job as a teacher's aide.,She was sick of working with children all day.,She was sick of working with adults all day.,1
2799,105248,105248,Sydney needed to do the laundry.,She continued to do this until the laundry was done.,Sydney watched TV while she washed laundry.,Sydney watched TV while she ate dinner.,0
3057,26526,26526,Bob was a professor.,The sound made the students be quiet.,Bob scratched the chalk board.,The students scratched the chalk board.,0
3172,628,628,Sheila and her husband were expecting their fourth child.,The doctor surprisingly told her she was expecting three babies!,She had an ultrasound.,She wasn't able to go to her ultrasound.,0
3506,81752,81752,Peter never liked intense rides.,Peter never wanted to ride a roller coaster again.,Peter threw up while riding the roller coaster.,Peter wanted to throw up while on the roller coaster.,0
2424,8743,8743,Bri was at home with her 9 month old daughter.,Her daughter was hiding in the laundry basket.,Bri and her daughter started playing dominoes.,Bri and her daughter started playing hide n seek.,1
4359,132397,132397,Amanda was watching a squirrel collect acorns.,Amanda enjoys learning about nature.,She was very bored so she watched it run up a tree.,She saw it run up a tree.,1
4329,116741,116741,Matt wanted to study with Jamie.,He is crushed.,jamie told him he did not want to study with him.,Jamie told him he did want to study with him.,0
1040,115783,115783,Sarah bought a dozen donuts.,They thanked Sarah for the food.,Sarah ate all of the donuts in front of the homeless people.,Sarah gave the donuts to the homeless people.,1
521,163224,163224,Today I built a fort with my Dad.,"We sat in there hiding out all day, I loved it.",All girls were allowed in the fort.,no girls were allowed in the fort.,1
3197,37757,37757,Harry had just moved into a new apartment.,"In the morning, his neck felt extremely sore.",he had to go home.,He had to sleep on the floor because his bed had not arrived.,1
973,104080,104080,Dave sold windows from door to door.,The commission he earned on that deal payed for his new hot tub.,Dave say a new building coming up and sold a lot of windows to the owner.,Dave says there's an old building for sale with lots of windows.,0
2795,136896,136896,Jenny had never been ice skating before.,After about an hour she was able to make it around without falling.,Jenny practiced once a year to get better.,Jenny practiced everyday to get better.,1
1014,80224,80224,Karen was a softball player.,Karen felt unmotivated after hearing the speech.,Karen listened to a speech about the soccer team.,Karen listened to a great speech about the baseball team.,0
3968,93103,93103,Ida was pregnant.,"Instead, she wanted a plain, ordinary cheeseburger and fries!",Ira thought she would have crazy pregnancy cravings.,Ida ate pizza every day because she hated burgers and fries.,0
1103,93126,93126,Gina's sister cut her ankle on broken glass.,Gina's sister went to the doctor.,It didn't really look too bad.,It looked really bad.,1
3671,129609,129609,Will wanted a tattoo badly.,Will accepted the offer and regretted it for the rest of his life.,He found a paint artist who gave him 25% off his watercolors.,He found a tattoo artist who gave him 25% off.,1
