,Unnamed: 0,Unnamed: 0.1,sentence1,sentence2,hyp1,hyp2,label
1197,43672,43672,Amy and her friend Kim were supposed to become vegetarians.,"She decided she would rather lose a friend, than lose bacon.","However, Amy loved broccoli too much to give it up.","However, Amy loved meat too much to give it up.",1
3349,78023,78023,Sally began a new job at the local sandwich shop.,They eventually became best friends.,Gloria was trained by Sally on her first day.,"Sally , was trained by Gloria on her first day.",1
3474,92415,92415,Samantha's sister was very pretty.,She would have dated anyone who talked to her!,Samantha was even prettier.,Samantha was not very pretty.,1
3637,22840,22840,Judith was making spaghetti.,Judith quickly wiped the sauce up but it was all ruined.,Judith dropped the pot of brownies on the ground.,Judith dropped the pot of spaghetti on the ground.,1
1443,159381,159381,Mark was a pro wrestler.,Mark became famous and made a lot of money.,Mark had a very bad record.,Mark had an unbeatable record.,1
4318,3387,3387,Ed went on a hiking trip.,Ed decided to head back before he became lost.,Ed never tried walking off the trail.,Ed tried walking off the trail.,1
905,83657,83657,David was going through a rough time.,"The police prevent him from killing himself, saving his life.",David was standing on the little bridge contemplating jumping off.,David was standing on the tall bridge contemplating jumping off.,1
2974,8615,8615,Jon made a three pointer and we were 20 points ahead of the other team.,"He made a layup, giving the other team the lead.",John's pointer found three pheasants.,Jon kept doing as best he could.,1
186,169455,169455,Sarah was babysitting her neighbor's kids.,The kids were able to calm down and watch the movie.,Sarah promised a bad movie if the kids stopped roughhousing.,Sarah promised a movie if the kids stopped roughhousing.,1
75,22755,22755,One of my favorite pizzas is from whole foods.,I picked some up yesterday.,Its tastes gross everytime!.,Its tastes amazing everytime!.,1
3313,14524,14524,Sally and Sam decided to go to the beach.,Sam and Sally swam in the ocean all day.,Sally and Sam found the water boiling and uncrowded.,Sally and Sam found the water very pleasant and uncrowded.,1
3262,10983,10983,Sue is unable to drive a car.,Sue decided to carpool with her friend to work moving forward.,The bus is too relaxing to take every day.,The bus is to unreliable to take every day.,1
2999,127441,127441,I needed a shed to contain my yard tools.,"After the week was over, I had a very nice shed.",i decided to buy a shed.,I decided to build a shed instead of buying one.,1
1549,104821,104821,Jessica was a very big fan of country music.,Jessica called the station and won two free tickets!,Jessica refused to enter into a contest.,Jessica entered in a contest.,1
3497,1640,1640,Josh found a used trampoline for sale online.,His kids love the trampoline!,John set the dog up at his house.,John set the trampoline up at his house.,1
2664,44755,44755,"While many of her friends divorced, Rose had a happy marriage.",Rose quickly put the pictures back and decided to say nothing.,Rose never found anything bad about her husband.,rose found nasty pictures of her husband.,1
4825,145115,145115,Sarah needed to go grocery shopping.,Sarah decided to take a nap since she was done grocery shopping.,She made a list full of food.,She bought a freezer full of food.,1
1860,133967,133967,Sara wanted her kids to have a great Christmas.,All of the presents were wrapped and stored for the holidays.,Sara bought them all the presents they requested from the Easter Bunny.,Sara bought them all the presents they requested from Santa.,1
2376,116334,116334,Our neighbors down the hall had a very noisy party.,The guest left before the police came.,The swat team was too busy to help.,We called the police.,1
2187,88777,88777,Tina got tickets to see Kanye west in concert.,It was the best day of Tina's life.,Tina had a horrible time at the concert.,Tina had a ton of fun at the concert.,1
2781,122735,122735,Travis was an avid skateboarder.,The hospital bill was over forty thousand dollars.,Travis fell and went to the store for band-aids.,Travis fell and went to the hospital for surgery.,1
2989,159780,159780,I went to the playground when I was young.,I had to get a bright green cast.,I didnt try to do the monkey bars by myself.,I tried to do the monkey bars by myself.,1
131,530,530,Henry was standing near the pool side.,All of his belongings became soaked.,henry was drounding.,Henry slipped in the pool.,1
3440,21995,21995,Everyone knew Sam was forgetful.,"When the play began the next day, nobody could find Sam.",Sam hit his head and remembered his address.,Sam hit his head and forgot his address.,1
3670,43329,43329,Tyler wanted to have a balloon party with tons of balloons.,It had been a very fun day.,Tyler hired a clown to come and make balloon animals. None of Tyler's friends came to the party.,Tyler hired a clown to come and make balloon animals. All of Tyler's friends came to the party.,1
2827,34604,34604,Greg like to throw anything he could get his hands on.,Greg told his neighbor it was him.,Greg throws a fit and broke his ego.,Greg throw a rock and broke a window.,1
3312,36970,36970,Omar was reading a calculus book.,"When Omar took his calculus test, he had no idea what to do.",Omar was excited to be reading.,Omar was bored and stopped reading.,1
1044,127696,127696,Jon lived in Norway.,The sun shined bright and Jon was happy.,Jon sat outside for fried food.,Jon sat outside for lunch.,1
3874,169123,169123,Nick and his friends were bored one summer day.,Nick and his friends went back home and played video games instead.,Nick and his friends went outside and started playing.,Nick and his friends went outside but it started raining.,1
4711,143994,143994,I always try to go to bed on time.,The television show had hooked me in.,I stayed up to read a book.,I stayed up late watching television.,1
1758,92504,92504,Matt was scared.,"But to his surprise, his opponent never even showed up!",He was going to face a tough opponent in a match.,"He was going to face a tough opponent in a match, and he lost.",0
4575,63928,63928,Jon bought steaks to grill.,His steaks were burned on one side.,Jon forgot to light the grill.,Jon left them on the grill for too long.,1
1477,78602,78602,Monica had just made a pot of rice.,"Luckily, she was able to clean the burned spot up.","She left it alone and burned the house."".",She left it alone and burned the pan.,1
338,98918,98918,Alan's brother ask if he could move in with Alan and his wife.,Now Alan's brother has his own space and so does Alan.,Alan and his wife said he could stay in their room.,They built a guest house out back.,1
4734,49095,49095,Tom's house is very messy.,"At the end of the day, Tom's house is clean.","Tom decided enough is enough, and spent an entire Saturday cleaning his house.","Tom decided enough is enough, and spent an entire Saturday avoiding his house.",0
4531,76056,76056,Sara has been training for her city's marathon for months.,And she never got to run in the marathon.,Sara ran and trained her ankle.,sara fell and sprung her ankle.,1
1651,145633,145633,Gina went to Target to buy a new hat.,So she left the store with nothing and went home.,The selection there was minimal and unappealing.,The selection there was large and stylish.,0
159,109116,109116,"In the jazz club, the trumpet player walked on stage.",The whole club went silent and listened to the man play.,The trumpet player meditated every day for this moment.,The trumpet player practiced every day for this moment.,1
2109,147323,147323,Colin wanted eggs for breakfast.,Colin enjoyed his breakfast when he got home.,Colin bought eggs at the market.,Colin couldn't find eggs at the market.,0
429,8601,8601,Annie sat at her desk ready to work on her novel.,"As soon as a new soon started, she started typing.",She got distracted for a moment by her favorite song.,She got distracted for a moment by a horrible song.,0
3855,55804,55804,Joe was installing ceramic tiles in a house.,And the project went over time.,Joe was almost finished but was told he had to tear out the tile in the house.,Joe was almost finished but was told he had to finish both kitchens in the house.,1
3391,111182,111182,Gina's mom hadn't picked her up from her grandma's,"But her grandmother insisted she get ready, and go to sleep.",Gina was going to be late.,Ginas mother was going to be late.,1
1751,130800,130800,Amy hated having a dirty car.,She was upset but figured the inside was detailed at least.,Her car was very clean on the outside.,Her car was very dirty on the outside.,1
2914,17925,17925,My friend and I wanted to see a new movie in the theatres.,We were told to leave the theatre and the beer was confiscated.,We brought our own soda.,We brought our own beer.,1
4135,98092,98092,Kale and Kim wanted the last soda.,They both thought the other got more.,Kale and Kim decided to split the soda by pouring it into glasses.,They ended up finding another one.,0
791,130142,130142,I once got a job as a taste tester.,I ended up getting fired because i was unqualified for this work.,I did not perform well.,I did not perform incomplete.,0
1685,59415,59415,Arnold was scared of the color yellow.,Arnold ended up fainting.,A red object was getting really close to Arnold's face.,a yellow object was getting really close to Arnold's face.,1
1117,92233,92233,Dan painted a string of swastikas on the curb in front of his house.,Dan quickly painted over the symbols with a coat of yellow paint.,Dan's neighbors threatened to sell his house.,"Dan ,neighbors threaten to picket his house.",1
1405,109301,109301,My eye doctor recommend these pair of glasses for only $50 dollars.,My doctor ended up looking for a better alternative.,$50 was too cheap for me.,$50 was too expensive for me.,1
66,74840,74840,Roger grew up in a factory town.,Roger found success when his film saga of his town made him millions.,Roger loved movies and wanted to make that his career.,Roger loved books and wanted to make that his career.,0
336,27909,27909,My dad and I went to ride jet skis one day.,We put the jetskis back onto the truck and left.,it started to rain.,It started to snow.,0
305,34925,34925,The aliens converged on Cleveland.,"Then they left, not to come back until the conference next year.",Tried beach games today.,"Cleveland, being centrally located, was a convenient place for almost all of them to hold their conference.",1
4404,6162,6162,Nicole's birthday was soon.,But she regret cleaning after everyone left.,Everyone came under to celebrate.,Everyone came over to celebrate.,1
3319,15794,15794,Sheila thought about something that made her laugh.,Sheila laughed out loud in class at that thought.,Sheila started thinking more of the thing that made her laugh.,Sheila started thinking more of the thing that made her cry.,0
1316,6817,6817,Juanita had been single ever since her husband died.,Juanita decided she would be single for the rest of her life.,Juanita struggled to find true love again.,Juanita was able to find true love again.,0
3707,134087,134087,Tom needed a new pair of socks.,He bought one hundred pairs of socks in one day.,He went to the store and saw them on sale.,He went to the few and saw them on sale.,0
2777,5080,5080,Charly signaled to her companion to be silent.,"They breathed a sigh of relief, and resumed their morning jog.",There was a bear but it ran the other way.,There was a turtle but it ran the other way.,0
2524,82026,82026,When we moved I realized I had a ton of CDs.,It was fun to listen to all this old music.,I hadn't listened to many of them in years.,I hadn't cleaned for many years.,0
3909,145839,145839,I love my car.,Her name is Betsy.,I did not want to name my car.,I named my car.,1
4589,79238,79238,Farmer Joe was not going to let his neighbor beat him this year.,His pumpkins easily won at the fair that year!,Farmer Joe tended to his giant pumpkins several times a day.,Farmer Joe tended to his giant corn several times a day.,0
953,125461,125461,Gina's parents had purchased new beds for everyone.,Gina was thrilled with her new bed.,Gina tried it out one night.,Gina stayed in the living room one night.,0
1636,94616,94616,My wife and I had dinner with former coworkers a month ago.,Nobody at the table was satisfied with Shelly's response.,Shelly was asked why so many people were hired.,Shelly was asked why so many people were laid off.,1
2188,119636,119636,Neil was exploring Amish countryside.,Neil thought their culture sounded quaint and beautiful!,Neil spent some time there.,Neil spent some time avoiding the location.,0
1179,123075,123075,Neil was visiting the city of Luxor.,Neil was not interested in Egyptian history.,Neil went on tour and had a simply amazingly fun time.,Neil went on a tour and it was extremely boring.,1
673,43220,43220,Kelly and Ethan had been together awhile now.,Kelly kissed him and said yes.,Ethan asked Kelly to marry him.,Ethan asked Kelly to break up with him.,0
3560,85677,85677,Becky has a cousin named Ashley.,Becky is proud of Ashley.,Ashley graduated from college.,Ashley flunked from college.,0
3914,115206,115206,Ed took Ana to dinner.,"Crying happily, she nodded yes.",Ed asked Ana to marry him.,Ed asked Ana to leave town.,0
848,37946,37946,Jimmy got a new computer for Christmas.,Now Jimmy has to share a computer with his sister.,Jimmy's sister's computer was perfect.,Jimmy's sister's computer broke.,1
1004,129770,129770,Gina had spent 4 hours enrolling in a new high school.,Her joy turned sour when she realized she had no friends at lunch.,she was starting the day off good.,Gina was starting the work day off good.,0
2596,84641,84641,Ana decided to take her toddler daughter to the grocery store.,Ana resolved never to take her child to the store again.,Ana did not get what she wanted so she laid down in the aisle and threw a fit.,Ana's daughter did not get what she wanted so laid down in the aisle and threw a fit.,1
2462,160638,160638,It was mother's day!,Samantha's mom was elated to eat breakfast in bed.,Samantha made breakfast for her mom.,Samantha made dessert for her mom.,0
3975,91569,91569,Ned wanted to learn to play basketball.,Ned's skills improved as he practiced.,Ned worked poorly.,Ned worked hard to get better.,1
2771,11645,11645,Joe woke up to a phone call.,"Afterwards, Joe hung up the phone.",It turned out to be annoying telemarketers.,It turned out to be her mother asking for help.,0
3456,167380,167380,Molly woke up one morning.,"Finally, she went inside and learned that a snow day had been issued.",Molly got ready and went outside to find her path full of snow and ice.,Molly wasn't ready to go outside.,0
1446,14767,14767,George decided to surprise his father as a birthday present.,"When they reached the stadium, George's father was so excited!",George bought baseball game tickets.,George bought concert tickets.,0
2555,32130,32130,Lucy placed a pan of food into the oven.,Lucy realized the meal was burned.,She forgot to set a timer until she smelled smoke.,She remember to set a timer before she smelled smoke.,0
3182,136744,136744,Will made a video of himself singing like Elvis Presley.,Will won the competition!,Will submitted his video to a private agency.,Will submitted his video to a local talent competition.,1
1301,73865,73865,Dan was going to be in trouble if his parent saw his report card.,Dan ran all the way home hoping to get there before his parents.,Dan could not intervene to stop the pizza delivery.,Dan decided to intervene and stop the mail delivery.,1
3862,125232,125232,April hated going to her internship because she hated her coworkers.,April decided her internship wasn't so bad because of the guy she met.,April didn't like anyone at her internship.,April didn't like meeting new people.,1
370,147858,147858,Cody had outgrown his sneakers.,It was a relief to have shoes that fit properly again!,Cody put on smaller shoes he accidentally bought years ago.,Cody put on large shoes he accidentally bought years ago.,1
671,43170,43170,Rase was at the planetarium.,Rase demanded a fair trial.,Rase bought a telescope.,Rase was caught stealing a telescope.,1
3964,151725,151725,Lucy loved writing poems.,The poem made Lucy's mom feel better.,Lucy wrote a poem and dedicated it to her mom.,Lucy wrote a poem about spiders.,0
3811,67908,67908,Andre hated living in a group home.,The police caught him a week later living with an aunt.,"He was frozen in fear, the police caught him in the bushes.",Andre escaped and ran off.,1
2071,93910,93910,Sam loved his old belt.,Sam went on a diet.,Sam tried it on and it fit.,He tried it on and it didn't fit.,1
653,97941,97941,Berry was cooking a pie.,"By the time Betty was done with the call, the pie was burned.",Betty refused a phone call and kept track of time.,Betty got a phone call and lost track of time.,1
1288,134287,134287,The wind started blowing so hard that Adam could hear it inside.,He ran back inside where he was safe.,Adam went outside and realized it was storming were badly.,Adam loved sitting outside in the wind.,0
3305,109793,109793,The teacher took her students on a field trip.,Their parents were mad.,She taught them so much.,They did not get home on time.,1
1437,15038,15038,Miranda was bathing her toddler.,She helped him rinse his eyes and he felt better.,Miranda's toddler got soap in his eyes.,Miranda got soap in her eyes.,0
3280,121218,121218,My youngest nephew came to stay with us for a weekend.,I was elated to see his parents come and pick him up.,My nephew is very annoying.,My nephew is very fun.,0
1861,52593,52593,Mitch had to start his new teaching job today.,Now the little kid calls him LeBron James instead of Mr Francis.,Mitch threw a crumpled paper into the trash and missed.,Mitch threw a crumpled paper into the trash.,1
264,12665,12665,It was a gorgeous sunny morning.,Tara had to walk all the way back home due to the pain.,Tara went out for a run but sprained her ankle.,Tara went out for a run but stained her ankle with dirt.,0
4080,93339,93339,Tia was trying to make a change in her life.,Tia was able to get in much better shape and lose weight as a result.,she plan to reduce her weight with her diet.,she plan to increase her weight with her diet.,0
3651,26565,26565,Mike went to a used book store to find a book to read.,He used the money to buy the book.,Mike had worked extra hard to save up money.,Mike had worked extra hard to save up the food.,0
3310,9303,9303,I went to the local record store one day.,I brought the records home and listened to them whole.,I found some vintage records for sale.,I found some vintage records for free.,0
1224,169379,169379,Timmy was picked last.,And everyone on the team noticed.,He destroyed that ball because he hated it.,He picked that ball because he liked it.,1
2436,161825,161825,Anne was heading home from the bar one night.,"She spent the night there, unhappy.",Anne took a detour and went to a friend's house who stayed up all night yelling.,Anne took a detour and went to a friend's house who stayed up all night lauging.,0
1346,111195,111195,Beth decided to work out on a treadmill at the gym.,When she reached to turn it down she fell and slid off the treadmill.,The speed got too fast.,The speed got too slow.,0
1800,124583,124583,I wanted to get out of town this past weekend.,It didn't take long for me to arrive and see my friends.,I left work to get out sooner.,I stayed at work to get out later.,0
4641,131859,131859,James bought a new book online.,James cleared a new space for his new book.,James regretted his new purchase.,James was proud of his new purchase.,1
1083,3265,3265,Bob wanted to build a mill at his house.,Bob quit his job and became a miller like he had always dreamed!,His job was everything to him.,However his job got in the way of that.,1
4124,127041,127041,I threw out my Crane humidifier today.,Tonight I figured that some day would never come.,I wanted to buy a new one.,I hated to buy a new one.,0
2025,39213,39213,Louisa wanted to go on a scavenger hunt.,When they were done they won a prize.,Louisa was really good at hunting.,Louisa was really good with honey.,0
4415,19335,19335,Kevin was a shy boy.,Eventually he came out of his shell and got sophomore pregnant.,Kevin knew about safe sex.,Kevin didn't know safe sex.,1
1659,34296,34296,Alana had her fantasy novel published by a major publisher.,Alana was so touched and happy other people liked her story.,Alana quickly started getting fan mail.,Alana began getting hate mail and death threats.,0
641,136255,136255,Mary was pregnant.,"To their surprise, the technician told them they were having twins.",Mary and her husband wanted to know the babies due date.,Mary and her husband wanted to know the babies sex.,1
81,52467,52467,Mary fell while playing volleyball.,Soon Mary's hand was as good as new!,mary had to get her hand amputated.,Mary had to get a sling.,1
1352,95644,95644,Fred wanted to propose to his girlfriend.,She then broke up with him.,Fred took his girlfriend to dinner.,Fred forgot his girlfriend to dinner.,0
2595,26339,26339,Amy's friend Ella was the twin of her crush Ray.,Amy realized Ella was uncomfortable and changed the topic.,Amy told Ella that she liked Ray.,Amy told Ella that she loathed Ray.,0
1198,30247,30247,Alec's daughter wanted more blocks to play with.,Alec was happy to see his daughter developing her verbal ability.,Alec's daughter got the blocks.,Alec did not want to abandon her.,1
3164,110768,110768,Jim was waiting at the airport.,Jim saw his wife after an hour.,Jim's wife was coming in on a boat.,Jim's wife was coming in on a flight.,1
4129,166501,166501,Twenty men sat in a sauna.,Jim just shook his head and walked out.,Some men complained loudly about the quality of the tuna.,Some men complained loudly about the quality of the sauna.,1
3367,18298,18298,Lynn and her friends needed to get out of the basement.,Her plan was to pretend they went down stairs for the game.,They found a way to sneak out.,They found a way to sneak in.,0
537,94417,94417,Henry's teacher loved to teach.,Henry presented her with the class gift and flowers in recommendation.,Henry and his class wanted to show their disdain for their awful teacher.,Henry and his class wanted to show their appreciation for their great teacher.,1
165,80335,80335,There use to be a white cat that greets me every day at my porch.,I checked the attic and sure enough there was the cat.,I didn't see it this morning.,"I fed it this morning."".",0
2114,6021,6021,Dennis went to the grocery store.,Dennis had left the milk in the car and it had soured!,Dennis had to buy some water while in the store.,Dennis had to buy some milk while in the store.,1
4819,37724,37724,Mark was very political.,It wasn't that big but he is still proud of the support.,Mark got no support from local people.,Mark got some support from local people.,1
4402,117436,117436,Rene was thrilled to be going wedding dress shopping today.,She decided to take it and was very thrilled with her purchase.,She saw a dress she fell in love with.,She saw a dress she hated.,0
220,72723,72723,Meghan and Scott wanted to see their favorite band play in a concert.,They were disappointed.,They went the day off to get tickets and it was sold out.,They went the day off to get tickets and got the last couple.,0
88,108382,108382,One of my favorite games as a kid was Animal Crossing.,I will never forget that game.,so i bought the game to play with my friends.,I tweaked the game as a kid.,0
4248,14968,14968,Lindsay was very interested in guitar lessons.,Her skills are becoming better and better.,Lindsey couldn't afford a guitar.,Lindsey purchased a guitar.,1
2259,82954,82954,Jeff needed to consume more protein in his daily diet.,He hard boiled a dozen and now eats them on the go.,so he came up with a new diet.,so he came up with a new job.,0
1562,66032,66032,Jen was very excited for Christmas.,Poor Jen had to stay home all alone on Christmas.,Jen's car broke down.,Jen's car went a record.,0
2667,129988,129988,Kim was a CIA agent who felt sorry for a guy she had to spy on.,Now Kim watches him easier.,Kim found out he was a bad guy.,Kim found out he was a bald guy.,0
2405,156484,156484,Gilly thought she was old enough to make her own breakfast.,She got it out with no problem using some little wooden tongs.,she didn't realize metal spoons would explode the microwave.,she didn't realize eggs would explode in a microwave/.,1
3223,94538,94538,Dan has worn the same pair of boots for almost 20 Years.,He hopes that his new boots also last 20 Years.,The boots are brand new and need replacing.,The boots are worn out and need replacing.,1
3498,25590,25590,Tim was very skinny.,"Finally after three months, he had muscles.",Tim never worked out.,Tim decided to start working out.,1
563,78172,78172,Kevin wanted to cut do on his grocery bill.,He saved half on his grocery bill.,Kevin printed several coupons.,Kevin printed books.,0
1014,80224,80224,Karen was a softball player.,Karen felt unmotivated after hearing the speech.,Karen listened to a speech about the soccer team.,Karen listened to a great speech about the baseball team.,0
141,71847,71847,My friend challenged me to golf.,He lost since he ended up with a bogey.,We both did pretty well throughout the game.,He did pretty well throughout the game.,0
2383,39929,39929,Mim and Mark worked at a pizzeria together.,Mark and Kim eventually got married and had two children.,"Mim and Mark fell in love with each other, but Mark died.",Mim and Mark fell in love with each other.,1
1000,145349,145349,Raymond woke up excited because it was Easter morning.,He knew that this was going to be an amazing Easter.,Raymond looked outside and saw a sunny day.,Raymond looked outside and saw how rainy it was.,0
14,31949,31949,Joe was playing rough with Jay.,He never played rough again.,Joe flipped Jay and Jay laughed loudly.,Joe flipped Jay and Jay's leg broke.,1
3851,131922,131922,Megan had had a job interview.,They offered Megan a great job with a high salary!,Megan had a fun conversation with the employer.,Megan had a terrible conversation with the employer.,0
1587,46870,46870,John was minding his own business driving to work this morning.,"As the car moved back, crashing in John a angry grin took hold of him.",Another car wasn't looking and started moving forward.,Another car wasnt looking and started reversing.,1
1672,41296,41296,Nate was working on a batch of low paying tasks.,"Then, the CAPTCHA disappeared and was solved!",Nate had a CAPTCHA appear for him to fill.,Nate had an attention check appear for him to fill.,0
4777,72608,72608,It's hard to find a mechanic you can trust.,"Ken told Charles to pick up his car but he couldn't, so he lost it.",Charles' cat was towed by a man named  Ken.,Charles' car was towed by a man named Ken.,1
2705,63626,63626,The writer stared at the blank page.,"By morning's end, he had crafted five exquisite sentences.",The writer called a friend for inspiration.,The writer called a friend to see if they wanted to meet up for coffee and brunch.,0
1279,41373,41373,Lola was chubby and wanted to lose weight.,"In fact, she enjoyed fruit smoothies even more than ice cream shakes!","Lola decided to try a fruit smoothie, and liked it.",Lola decided to try a diet pepsi and liked it.,0
3020,122063,122063,Amy was running late for her flight.,She boarded her flight just in time.,Amy skipped one last errand in order to make her flight.,Amy added one last errand in order to make her flight.,0
1497,137301,137301,Jim came back from the grocery store with many bags.,From that point on he bought small loads of groceries.,Jim was too small to carry them.,Jim was the right size to carry them.,0
4196,65943,65943,Pat always wanted to see the world.,"Her parents were so proud, they flew over for a tour!",Pat sold a house in Thailand after visiting.,Pat bought a house in Thailand after visiting.,1
4148,82541,82541,Pablo was made fun of at school.,Pablo's performance made him popular and no one bothered him again.,Pablo was a star in the basketball game.,Pablo was an embarrassment in the basketball game.,0
3888,142728,142728,My sister in law is trying to save money.,She bought more cable boxes.,"Instead, she invested her money.","Instead, she upgraded her cable package.",1
3715,78063,78063,Little Jimmy wore a costume of Cardboard and Foil.,"However, the mailman just slid the mail into Jimmy's mouth hole.",Jimmy looked like a mailman.,Jimmy looked like a mailbox.,1
4339,3915,3915,"John got up in the morning, all ready for his first class.","When he ran in the room, the professor gave him a dirty look.","The bus was early, so he arrived on campus early for class.","The bus was late, so he arrived on campus late for class.",1
4572,32198,32198,There was a computer manufacturer called Asus.,But Asus was able to win and buy out the other company.,Asus had one true competitor so Asus closed.,Asus had only one true competitor.,1
2440,106704,106704,John smacked his lips as he finished off the tiny barrel of brandy.,John was sad to find the barrel empty.,John looked through the barrel to see if any remained.,John looked through the bottle to see if any remained.,1
139,109834,109834,Amaya wanted a high school yearbook.,"Amaya was so happy, she nearly cried.",Amaya got her yearbook.,Amaya got a math book.,0
763,122034,122034,Dan stayed up late playing video games.,Dan's teacher slammed books on his desk and Dan jumped up.,Dan fell asleep in class the next day.,Dan fell asleep in Turkish baths the next day.,0
733,8869,8869,Ben was a college student with no money.,Ben took a job as a waiter.,didn't apply for jobs all around the campus.,applied for jobs all around the campus.,1
3477,3571,3571,Megan was at a sleepover with friends.,Megan couldn't wait until dawn so she could leave.,She tore her pants and luckily had another pair.,She tore her pants and did not have another pair.,1
4843,109906,109906,Anita thought Pastor Troy was crooked.,Anita asked the congregation was anyone else offended by the pastor?,Anita hated to dig deeper.,Anita wanted to dig deeper.,1
2031,57945,57945,Blake wanted to marry his girlfriend.,She was very impressed with his hard work and preparing.,Blake planned an elaborate prank inviting her family to watch.,Blake planned an elaborate proposal inviting her family to watch.,1
719,74685,74685,Isabel had always wanted her own clubhouse.,Isabel remembered his loving effort for the rest of her life.,Isabel's husband built a clubhouse.,Isabel's husband built a coffin.,0
52,154070,154070,Anna was making Thanksgiving dinner.,Anna's turkey came out nice and juicy!,Anna found a great turkey recipe.,Anna found a great ham recipe.,0
1041,156237,156237,Joni rode in a helicopter today.,Joni had never seen such a beautiful view before.,Joni was not sure what to expect from her ride.,Joni knew exactly what to expect from her ride.,0
2326,109048,109048,My daughter went to the mall.,She pushed the trigger and pierced her ears in a few seconds.,She reluctant got her ears pierced.,She reluctant got her ears tested.,0
637,81014,81014,Briana was at the park with her sister.,She used the coins to buy ice cream.,The gave spare change to others.,They asked people if they had any spare change while they were there.,1
4482,121888,121888,Leo felt stabbing pain in his mouth.,The dentist pulled the problematic tooth and ended his pain.,Leo went to the podiatrist for help.,Leo went to the dentist for help.,1
1641,103995,103995,Julie always wanted to learn how to cook so she signed up for a class.,He couldn't believe how good it tasted.,After her class she cooked a meal for her boyfriend.,After he class she ordered a meal for her boyfriend.,0
3263,92039,92039,Mary was dog sitting for a friend who was on vacation.,Simon was able to catch her when she stopped to sniff a fire hydrant.,The dog ran away and she asked Simon for help.,The dog was well behaved and listened to Mary the whole time.,0
1429,90380,90380,Bob gets ready to leave.,Bob is relieved when the officer tells him his wallet had been found.,Bob was able to buy breakfast after finding his wallet.,Bob is not able to buy breakfast because he cannot find his wallet.,1
3443,111645,111645,Aunt Maude shouted at us that September wouldn't work.,We planned our wedding for the first of October.,My favorite relative was Aunt Maude who would not be able to attend our wedding if we held it in October.,My favorite relative was Aunt Maude who would not be able to attend our wedding if we held it in September.,1
4233,77997,77997,Kate and Bailey wanted a puppy.,Kate and Bailey took the little pup home with them.,Kate and Bailey couldn't find one at the shelter.,Kate and Bailey went to the shelter.,1
1652,69549,69549,Adele really wanted some candy.,She still craves that candy to this very day.,She bought some garden.,She bought some gummies.,1
3583,117924,117924,Tabitha had ordered a lot of stuff for Christmas.,"When everything arrived, she opened her gifts.",Tabitha wrapped and shipped her christmas stuff to her niece.,Tabitha wrapped and shipped her non-Yuletide stuff to her niece.,0
2393,144163,144163,I play the lottery a lot and I always lose.,I now play twice as much.,I spent all my money on tickets and am now penniless.,"But when I bought a ticket today, I won $100,000.",1
1474,55256,55256,Addison had wanted to get a duck for the farm.,"After building a coop, Addison has made the ducks a happy home.",The ducks needed a place to live.,The dogs needed a place to live.,0
4908,66385,66385,Sandra was exhausted from working all day.,This became a daily ritual and helped lighten her load significantly.,Sandra went for a walk after work.,Sandra went for to a ritual after work.,0
4546,133135,133135,Amanda got a job writing for the school paper.,The editor read her article and loved it.,She wrote an article on freshman teacher.,She wrote an article on freshman students.,1
4465,119195,119195,Polly had just gotten out of the pool.,She hoped it would come back for more later.,She saw a butterfly fluttering away from her.,She saw a butterfly fluttering right at her.,0
1854,133102,133102,Amy was going to buy coffee to beat her coffee crash.,Amy decided to buy water.,Amy remembered that too much water hurt her stomach.,Amy remembered that too much caffeine hurt her stomach.,1
4397,10583,10583,Ed had an extra class slot in his senior schedule.,Ed was so glad he had chosen chemistry!,Ed decided to take pottery class.,Ed decided to take Chemistry.,1
475,11319,11319,A man wanted to be an adept typist.,His practice made perfect and he became a fast typist.,He went to a spinning class and exercised constantly.,He went to a class and practiced constantly.,1
934,27484,27484,Stew collected every pen cap he could find at school.,He later regretted that decision.,Stew gave all the caps away.,Steve kept all his caps to himself.,0
762,72445,72445,My wife was working downstairs late one night.,Then five deer bolted across the lawn into the woods.,She saw some movement in the living room.,She saw some movement in the backyard.,1
4275,153323,153323,Mark wanted to find someplace new to move to.,Mark enjoyed his new life as a Florida resident.,Mark moved from Wisconsin to Wyoming.,Mark moved from Wisconsin to Florida.,1
4113,166792,166792,Brad decided to make some fresh bread.,"After it finished baking, Brad had a delicious piping hot loaf!",He began to make some from his mother's favorite recipe.,He began to make some from his poor memory.,0
2597,25418,25418,Ike's girlfriend went through his phone.,His girlfriend broke up with him for cheating.,She saw text messages of Ike telling other girls he already had a girlfriend.,She saw text messages of him flirting with another girl.,1
476,161206,161206,Tim was a conductor for the local orchestra.,He had forgotten to put on pants!,He conducted the concert masterfully.,He had a dream about his up coming concert.,1
4805,135510,135510,George decided to buy a TV.,Things had turned out just as he'd hoped.,the TV had a cracked screen.,"He took it home, unpacked it and placed it where he wanted it.",1
708,78265,78265,Samantha's dad took her to the park.,Her dad comforted her and then they tried again.,Samantha fell off her bicycle when her dad tried to teach her how to ride.,Samantha rode her bicycle perfectly when her dad tried to teach her how to ride.,0
3193,31060,31060,Tony grew up in Italy.,His skill is know around the country as well as his delicious pizza.,Tony was real bad at making pizza's.,Tony was good at making pizza's.,1
