,Unnamed: 0,annotator_labels,captionID,gold_label,pairID,sentence1,sentence1_binary_parse,sentence1_parse,sentence2,sentence2_binary_parse,sentence2_parse
1739,1739,['neutral'],24815360.jpg#3,neutral,24815360.jpg#3r1n,"A guy stands with a green bowling ball in his hand, and looks down the bowling lane.","( ( A guy ) ( ( ( ( ( stands ( with ( ( a ( green ( bowling ball ) ) ) ( in ( his hand ) ) ) ) ) , ) and ) ( ( looks down ) ( the ( bowling lane ) ) ) ) . ) )","(ROOT (S (NP (DT A) (NN guy)) (VP (VP (VBZ stands) (PP (IN with) (NP (NP (DT a) (JJ green) (NN bowling) (NN ball)) (PP (IN in) (NP (PRP$ his) (NN hand)))))) (, ,) (CC and) (VP (VBZ looks) (PRT (RP down)) (NP (DT the) (NN bowling) (NN lane)))) (. .)))",A man is throwing a green ball.,( ( A man ) ( ( is ( throwing ( a ( green ball ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN man)) (VP (VBZ is) (VP (VBG throwing) (NP (DT a) (JJ green) (NN ball)))) (. .)))
4617,4617,['contradiction'],4819772422.jpg#0,contradiction,4819772422.jpg#0r1c,A swimmer in his suit stretches before a swim competition while holding his goggles.,( ( ( A swimmer ) ( in ( his suit ) ) ) ( ( ( stretches ( before ( a ( swim competition ) ) ) ) ( while ( holding ( his goggles ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN swimmer)) (PP (IN in) (NP (PRP$ his) (NN suit)))) (VP (VBZ stretches) (PP (IN before) (NP (DT a) (JJ swim) (NN competition))) (SBAR (IN while) (S (VP (VBG holding) (NP (PRP$ his) (NNS goggles)))))) (. .))),A swimmer in the middle of a swimming race.,( ( ( A swimmer ) ( in ( ( the middle ) ( of ( a ( swimming race ) ) ) ) ) ) . ),(ROOT (NP (NP (DT A) (NN swimmer)) (PP (IN in) (NP (NP (DT the) (NN middle)) (PP (IN of) (NP (DT a) (VBG swimming) (NN race))))) (. .)))
4890,4890,['contradiction'],4794525917.jpg#4,contradiction,4794525917.jpg#4r1c,A barefoot woman reads a book along the water.,( ( A ( barefoot woman ) ) ( ( reads ( ( a book ) ( along ( the water ) ) ) ) . ) ),(ROOT (S (NP (DT A) (JJ barefoot) (NN woman)) (VP (VBZ reads) (NP (NP (DT a) (NN book)) (PP (IN along) (NP (DT the) (NN water))))) (. .))),A woman just finished lacing up her shoes.,( ( A woman ) ( just ( ( finished ( ( lacing up ) ( her shoes ) ) ) . ) ) ),(ROOT (S (NP (DT A) (NN woman)) (ADVP (RB just)) (VP (VBD finished) (S (VP (VBG lacing) (PRT (RP up)) (NP (PRP$ her) (NNS shoes))))) (. .)))
3055,3055,['neutral'],2525455265.jpg#1,neutral,2525455265.jpg#1r1n,A girl in a black shirt is looking to the side while sitting on a wooden bench.,( ( ( A girl ) ( in ( a ( black shirt ) ) ) ) ( ( is ( ( looking ( to ( the ( side while ) ) ) ) ( sitting ( on ( a ( wooden bench ) ) ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN girl)) (PP (IN in) (NP (DT a) (JJ black) (NN shirt)))) (VP (VBZ is) (VP (VBG looking) (PP (TO to) (NP (DT the) (NN side) (NN while))) (S (VP (VBG sitting) (PP (IN on) (NP (DT a) (JJ wooden) (NN bench))))))) (. .))),A girl in a black shirt and blue jeans is sitting on a wooden bench.,( ( ( A girl ) ( in ( ( ( a ( black shirt ) ) and ) ( blue jeans ) ) ) ) ( ( is ( sitting ( on ( a ( wooden bench ) ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN girl)) (PP (IN in) (NP (NP (DT a) (JJ black) (NN shirt)) (CC and) (NP (JJ blue) (NNS jeans))))) (VP (VBZ is) (VP (VBG sitting) (PP (IN on) (NP (DT a) (JJ wooden) (NN bench))))) (. .)))
4289,4289,['neutral'],4563177695.jpg#3,neutral,4563177695.jpg#3r1n,Two guards are sitting near an entrance.,( ( Two guards ) ( ( are ( sitting ( near ( an entrance ) ) ) ) . ) ),(ROOT (S (NP (CD Two) (NNS guards)) (VP (VBP are) (VP (VBG sitting) (PP (IN near) (NP (DT an) (NN entrance))))) (. .))),Two guards are standing watch.,( ( Two guards ) ( ( are ( standing watch ) ) . ) ),(ROOT (S (NP (CD Two) (NNS guards)) (VP (VBP are) (VP (VBG standing) (NP (NN watch)))) (. .)))
2075,2075,['contradiction'],1873655403.jpg#1,contradiction,1873655403.jpg#1r5c,"Three male construction workers are examining something in a field, two of them are holding shovels.","( ( ( Three ( male ( construction workers ) ) ) ( are ( ( examining something ) ( in ( a field ) ) ) ) ) ( , ( ( two ( of them ) ) ( ( are ( holding shovels ) ) . ) ) ) )","(ROOT (S (S (NP (CD Three) (JJ male) (NN construction) (NNS workers)) (VP (VBP are) (VP (VBG examining) (NP (NN something)) (PP (IN in) (NP (DT a) (NN field)))))) (, ,) (NP (NP (CD two)) (PP (IN of) (NP (PRP them)))) (VP (VBP are) (VP (VBG holding) (NP (NNS shovels)))) (. .)))",One worker holding a shovel examines something in a field with two colleagues.,( ( ( One worker ) ( holding ( a shovel ) ) ) ( ( ( examines something ) ( in ( ( a field ) ( with ( two colleagues ) ) ) ) ) . ) ),(ROOT (S (NP (NP (CD One) (NN worker)) (VP (VBG holding) (NP (DT a) (NN shovel)))) (VP (VBZ examines) (NP (NN something)) (PP (IN in) (NP (NP (DT a) (NN field)) (PP (IN with) (NP (CD two) (NNS colleagues)))))) (. .)))
991,991,['neutral'],19245206.jpg#0,neutral,19245206.jpg#0r1n,A man on a street in a bright t-shirt holds some sort of tablet towards a woman in a pink t-shirt and shades.,( ( ( A man ) ( on ( ( a street ) ( in ( a ( bright t-shirt ) ) ) ) ) ) ( ( ( holds ( ( some sort ) ( of tablet ) ) ) ( towards ( ( a woman ) ( in ( ( ( a ( pink t-shirt ) ) and ) shades ) ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN man)) (PP (IN on) (NP (NP (DT a) (NN street)) (PP (IN in) (NP (DT a) (JJ bright) (NN t-shirt)))))) (VP (VBZ holds) (NP (NP (DT some) (NN sort)) (PP (IN of) (NP (NN tablet)))) (PP (IN towards) (NP (NP (DT a) (NN woman)) (PP (IN in) (NP (NP (DT a) (JJ pink) (NN t-shirt)) (CC and) (NP (NNS shades))))))) (. .))),A man having cell phone in his hand,( A ( man ( having ( ( cell phone ) ( in ( his hand ) ) ) ) ) ),(ROOT (FRAG (NP (DT A) (NN man) (S (VP (VBG having) (NP (NP (NN cell) (NN phone)) (PP (IN in) (NP (PRP$ his) (NN hand)))))))))
2236,2236,['contradiction'],3615239961.jpg#2,contradiction,3615239961.jpg#2r1c,Someone in a yellow hat is sitting next to two fishing poles.,( ( Someone ( in ( a ( yellow hat ) ) ) ) ( ( is ( ( sitting next ) ( to ( two ( fishing poles ) ) ) ) ) . ) ),(ROOT (S (NP (NP (NN Someone)) (PP (IN in) (NP (DT a) (JJ yellow) (NN hat)))) (VP (VBZ is) (VP (VBG sitting) (ADVP (JJ next)) (PP (TO to) (NP (CD two) (NN fishing) (NNS poles))))) (. .))),The person is sitting next to one fishing pole.,( ( The person ) ( ( is ( ( sitting next ) ( to ( one ( fishing pole ) ) ) ) ) . ) ),(ROOT (S (NP (DT The) (NN person)) (VP (VBZ is) (VP (VBG sitting) (ADVP (JJ next)) (PP (TO to) (NP (CD one) (NN fishing) (NN pole))))) (. .)))
4766,4766,['entailment'],6044840724.jpg#4,entailment,6044840724.jpg#4r1e,People are in a laundry mat washing clothes.,( People ( ( are ( in ( ( a ( laundry mat ) ) ( washing clothes ) ) ) ) . ) ),(ROOT (S (NP (NNS People)) (VP (VBP are) (PP (IN in) (NP (NP (DT a) (NN laundry) (NN mat)) (VP (VBG washing) (NP (NNS clothes)))))) (. .))),People are getting their clothes cleaned at the laundromat.,( People ( ( are ( getting ( ( their clothes ) ( cleaned ( at ( the laundromat ) ) ) ) ) ) . ) ),(ROOT (S (NP (NNS People)) (VP (VBP are) (VP (VBG getting) (NP (NP (PRP$ their) (NNS clothes)) (VP (VBN cleaned) (PP (IN at) (NP (DT the) (NN laundromat))))))) (. .)))
3432,3432,['neutral'],3178442303.jpg#1,neutral,3178442303.jpg#1r1n,A blond headed toddler walking with a red piece of paper in hand.,( ( A blond ) ( ( ( ( headed ( toddler walking ) ) ( with ( ( a ( red piece ) ) ( of paper ) ) ) ) ( in hand ) ) . ) ),(ROOT (S (NP (DT A) (NN blond)) (VP (VBD headed) (NP (NN toddler) (NN walking)) (PP (IN with) (NP (NP (DT a) (JJ red) (NN piece)) (PP (IN of) (NP (NN paper))))) (PP (IN in) (NP (NN hand)))) (. .))),A toddler girl is walking with a red piece of paper.,( ( A ( toddler girl ) ) ( ( is ( walking ( with ( ( a ( red piece ) ) ( of paper ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN toddler) (NN girl)) (VP (VBZ is) (VP (VBG walking) (PP (IN with) (NP (NP (DT a) (JJ red) (NN piece)) (PP (IN of) (NP (NN paper))))))) (. .)))
3039,3039,['neutral'],3281764360.jpg#3,neutral,3281764360.jpg#3r1n,A man photographs out off of the frozen land.,( ( A man ) ( ( ( photographs out ) ( off ( of ( the ( frozen land ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN man)) (VP (VBZ photographs) (PRT (RP out)) (PP (RP off) (PP (IN of) (NP (DT the) (JJ frozen) (NN land))))) (. .))),The man is wearing a coat.,( ( The man ) ( ( is ( wearing ( a coat ) ) ) . ) ),(ROOT (S (NP (DT The) (NN man)) (VP (VBZ is) (VP (VBG wearing) (NP (DT a) (NN coat)))) (. .)))
1254,1254,['neutral'],3317073508.jpg#1,neutral,3317073508.jpg#1r1n,The red team knocked the ball toward the goal and the black team tried to block it.,( ( The ( red team ) ) ( ( knocked ( ( ( the ball ) ( toward ( ( ( the goal ) and ) ( the ( black team ) ) ) ) ) ( tried ( to ( block it ) ) ) ) ) . ) ),(ROOT (S (NP (DT The) (JJ red) (NN team)) (VP (VBD knocked) (SBAR (S (NP (NP (DT the) (NN ball)) (PP (IN toward) (NP (NP (DT the) (NN goal)) (CC and) (NP (DT the) (JJ black) (NN team))))) (VP (VBD tried) (S (VP (TO to) (VP (VB block) (NP (PRP it))))))))) (. .))),The teams are playing soccer.,( ( The teams ) ( ( are ( playing soccer ) ) . ) ),(ROOT (S (NP (DT The) (NNS teams)) (VP (VBP are) (VP (VBG playing) (NP (NN soccer)))) (. .)))
4301,4301,['neutral'],2045443590.jpg#2,neutral,2045443590.jpg#2r1n,A man in a hooded sweatshirt sitting on a toolbox.,( ( ( ( A man ) ( in ( a ( hooded sweatshirt ) ) ) ) ( sitting ( on ( a toolbox ) ) ) ) . ),(ROOT (NP (NP (NP (DT A) (NN man)) (PP (IN in) (NP (DT a) (JJ hooded) (NN sweatshirt)))) (VP (VBG sitting) (PP (IN on) (NP (DT a) (NN toolbox)))) (. .))),A workman eats lunch.,( ( A workman ) ( ( eats lunch ) . ) ),(ROOT (S (NP (DT A) (NN workman)) (VP (VBZ eats) (NP (NN lunch))) (. .)))
4878,4878,['neutral'],6749663099.jpg#3,neutral,6749663099.jpg#3r1n,"There is a man asleep, at the door of a barber shop.","( There ( ( ( ( is ( ( a man ) asleep ) ) , ) ( at ( ( the door ) ( of ( a ( barber shop ) ) ) ) ) ) . ) )","(ROOT (S (NP (EX There)) (VP (VBZ is) (NP (NP (DT a) (NN man)) (ADJP (RB asleep))) (, ,) (PP (IN at) (NP (NP (DT the) (NN door)) (PP (IN of) (NP (DT a) (NN barber) (NN shop)))))) (. .)))",There is a man asleep in the barber's door.,( There ( ( is ( ( ( a man ) asleep ) ( in ( ( the ( barber 's ) ) door ) ) ) ) . ) ),(ROOT (S (NP (EX There)) (VP (VBZ is) (NP (NP (DT a) (NN man)) (ADJP (RB asleep)) (PP (IN in) (NP (NP (DT the) (NN barber) (POS 's)) (NN door))))) (. .)))
573,573,['neutral'],2096485764.jpg#4,neutral,2096485764.jpg#4r1n,A barber waiting for customers.,( ( ( A barber ) ( waiting ( for customers ) ) ) . ),(ROOT (NP (NP (DT A) (NN barber)) (VP (VBG waiting) (PP (IN for) (NP (NNS customers)))) (. .))),A barber is inside his shop standing in the front.,( ( A barber ) ( ( is ( inside ( ( his shop ) ( standing ( in ( the front ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN barber)) (VP (VBZ is) (PP (IN inside) (NP (NP (PRP$ his) (NN shop)) (VP (VBG standing) (PP (IN in) (NP (DT the) (NN front))))))) (. .)))
942,942,['neutral'],2425148763.jpg#1,neutral,2425148763.jpg#1r5n,A woman talks to two other women and a man with notepads in an office building with large windows.,( ( A woman ) ( ( ( talks ( to ( ( ( two ( other women ) ) and ) ( a man ) ) ) ) ( with ( notepads ( in ( ( an ( office building ) ) ( with ( large windows ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN woman)) (VP (VBZ talks) (PP (TO to) (NP (NP (CD two) (JJ other) (NNS women)) (CC and) (NP (DT a) (NN man)))) (PP (IN with) (NP (NP (NNS notepads)) (PP (IN in) (NP (NP (DT an) (NN office) (NN building)) (PP (IN with) (NP (JJ large) (NNS windows)))))))) (. .))),the woman is white,( ( the woman ) ( is white ) ),(ROOT (S (NP (DT the) (NN woman)) (VP (VBZ is) (ADJP (JJ white)))))
2576,2576,['neutral'],252802010.jpg#2,neutral,252802010.jpg#2r4n,Two small dogs run across the green grass.,( ( Two ( small dogs ) ) ( ( run ( across ( the ( green grass ) ) ) ) . ) ),(ROOT (S (NP (CD Two) (JJ small) (NNS dogs)) (VP (VBP run) (PP (IN across) (NP (DT the) (JJ green) (NN grass)))) (. .))),A pair of dogs are playing together.,( ( ( A pair ) ( of dogs ) ) ( ( are ( playing together ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN pair)) (PP (IN of) (NP (NNS dogs)))) (VP (VBP are) (VP (VBG playing) (ADVP (RB together)))) (. .)))
3721,3721,"['contradiction', 'contradiction', 'neutral', 'entailment', 'contradiction']",4782294624.jpg#1,contradiction,4782294624.jpg#1r1c,Some girls are dressed in zombie makeup.,( ( Some girls ) ( ( are ( dressed ( in ( zombie makeup ) ) ) ) . ) ),(ROOT (S (NP (DT Some) (NNS girls)) (VP (VBP are) (VP (VBN dressed) (PP (IN in) (NP (NN zombie) (NN makeup))))) (. .))),These are zombies.,( These ( ( are zombies ) . ) ),(ROOT (S (NP (DT These)) (VP (VBP are) (NP (NNS zombies))) (. .)))
3143,3143,['entailment'],3776091206.jpg#2,entailment,3776091206.jpg#2r1e,A man in denim shorts and green shoes is sitting and relaxing in a lawn chair.,( ( ( A man ) ( in ( ( ( denim shorts ) and ) ( green shoes ) ) ) ) ( ( is ( ( ( sitting and ) relaxing ) ( in ( a ( lawn chair ) ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN man)) (PP (IN in) (NP (NP (NN denim) (NNS shorts)) (CC and) (NP (JJ green) (NNS shoes))))) (VP (VBZ is) (VP (VBG sitting) (CC and) (VBG relaxing) (PP (IN in) (NP (DT a) (NN lawn) (NN chair))))) (. .))),A man wears jean shorts.,( ( A man ) ( ( wears ( jean shorts ) ) . ) ),(ROOT (S (NP (DT A) (NN man)) (VP (VBZ wears) (NP (NN jean) (NNS shorts))) (. .)))
2781,2781,['contradiction'],4973604926.jpg#0,contradiction,4973604926.jpg#0r1c,A woman in a black jacket is talking to a man who's wearing white sneakers next to a yellow building.,( ( ( A woman ) ( in ( a ( black jacket ) ) ) ) ( ( is ( talking ( to ( ( a man ) ( who ( 's ( ( wearing ( white sneakers ) ) ( next ( to ( a ( yellow building ) ) ) ) ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN woman)) (PP (IN in) (NP (DT a) (JJ black) (NN jacket)))) (VP (VBZ is) (VP (VBG talking) (PP (TO to) (NP (NP (DT a) (NN man)) (SBAR (WHNP (WP who)) (S (VP (VBZ 's) (VP (VBG wearing) (NP (JJ white) (NNS sneakers)) (ADVP (JJ next) (PP (TO to) (NP (DT a) (JJ yellow) (NN building)))))))))))) (. .))),The woman is talking to another woman.,( ( The woman ) ( ( is ( talking ( to ( another woman ) ) ) ) . ) ),(ROOT (S (NP (DT The) (NN woman)) (VP (VBZ is) (VP (VBG talking) (PP (TO to) (NP (DT another) (NN woman))))) (. .)))
2128,2128,['neutral'],2717373229.jpg#0,neutral,2717373229.jpg#0r1n,"Two people, with buildings behind them, are standing near a blue car with two doors open.","( ( ( ( ( Two people ) , ) ( with ( buildings ( behind them ) ) ) ) , ) ( ( are ( ( standing ( near ( ( a ( blue car ) ) ( with ( two doors ) ) ) ) ) open ) ) . ) )","(ROOT (S (NP (NP (CD Two) (NNS people)) (, ,) (PP (IN with) (NP (NP (NNS buildings)) (PP (IN behind) (NP (PRP them))))) (, ,)) (VP (VBP are) (VP (VBG standing) (PP (IN near) (NP (NP (DT a) (JJ blue) (NN car)) (PP (IN with) (NP (CD two) (NNS doors))))) (ADVP (RB open)))) (. .)))",They are looking at the blue car.,( They ( ( are ( looking ( at ( the ( blue car ) ) ) ) ) . ) ),(ROOT (S (NP (PRP They)) (VP (VBP are) (VP (VBG looking) (PP (IN at) (NP (DT the) (JJ blue) (NN car))))) (. .)))
4356,4356,['contradiction'],6177260197.jpg#2,contradiction,6177260197.jpg#2r1c,A man wearing a bathing cap and goggles is swimming in a river.,( ( ( A man ) ( wearing ( ( ( a ( bathing cap ) ) and ) goggles ) ) ) ( ( is ( swimming ( in ( a river ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN man)) (VP (VBG wearing) (NP (NP (DT a) (VBG bathing) (NN cap)) (CC and) (NP (NNS goggles))))) (VP (VBZ is) (VP (VBG swimming) (PP (IN in) (NP (DT a) (NN river))))) (. .))),A man is swimming in a pool.,( ( A man ) ( ( is ( swimming ( in ( a pool ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN man)) (VP (VBZ is) (VP (VBG swimming) (PP (IN in) (NP (DT a) (NN pool))))) (. .)))
4238,4238,['neutral'],3329224794.jpg#3,neutral,3329224794.jpg#3r1n,A man in a white shirt is on a rooftop lifting a board.,( ( ( A man ) ( in ( a ( white shirt ) ) ) ) ( ( is ( on ( ( a rooftop ) ( lifting ( a board ) ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN man)) (PP (IN in) (NP (DT a) (JJ white) (NN shirt)))) (VP (VBZ is) (PP (IN on) (NP (NP (DT a) (NN rooftop)) (VP (VBG lifting) (NP (DT a) (NN board)))))) (. .))),The man is black.,( ( The man ) ( ( is black ) . ) ),(ROOT (S (NP (DT The) (NN man)) (VP (VBZ is) (ADJP (JJ black))) (. .)))
2899,2899,['contradiction'],2210059361.jpg#4,contradiction,2210059361.jpg#4r1c,Four people with hats are relaxing at the coast.,( ( ( Four people ) ( with hats ) ) ( ( are ( relaxing ( at ( the coast ) ) ) ) . ) ),(ROOT (S (NP (NP (CD Four) (NNS people)) (PP (IN with) (NP (NNS hats)))) (VP (VBP are) (VP (VBG relaxing) (PP (IN at) (NP (DT the) (NN coast))))) (. .))),Some people are having a large party on the coast.,( ( Some people ) ( ( are ( having ( ( a ( large party ) ) ( on ( the coast ) ) ) ) ) . ) ),(ROOT (S (NP (DT Some) (NNS people)) (VP (VBP are) (VP (VBG having) (NP (NP (DT a) (JJ large) (NN party)) (PP (IN on) (NP (DT the) (NN coast)))))) (. .)))
3260,3260,['entailment'],2214132302.jpg#3,entailment,2214132302.jpg#3r1e,A woman in orange sunglasses jogs.,( ( ( A woman ) ( in ( orange sunglasses ) ) ) ( jogs . ) ),(ROOT (S (NP (NP (DT A) (NN woman)) (PP (IN in) (NP (JJ orange) (NNS sunglasses)))) (VP (VBZ jogs)) (. .))),A person is jogging.,( ( A person ) ( ( is jogging ) . ) ),(ROOT (S (NP (DT A) (NN person)) (VP (VBZ is) (NP (NN jogging))) (. .)))
4882,4882,['entailment'],4652704643.jpg#3,entailment,4652704643.jpg#3r1e,The woman is fixing her shoes while the man looks at his cellphone.,( ( The woman ) ( ( is ( ( fixing ( her shoes ) ) ( while ( ( the man ) ( looks ( at ( his cellphone ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT The) (NN woman)) (VP (VBZ is) (VP (VBG fixing) (NP (PRP$ her) (NNS shoes)) (SBAR (IN while) (S (NP (DT the) (NN man)) (VP (VBZ looks) (PP (IN at) (NP (PRP$ his) (NN cellphone)))))))) (. .))),A woman stops to tie her show and her husband is checking his phone.,( ( ( ( ( A woman ) ( stops ( to ( tie ( her show ) ) ) ) ) and ) ( ( her husband ) ( is ( checking ( his phone ) ) ) ) ) . ),(ROOT (S (S (NP (DT A) (NN woman)) (VP (VBZ stops) (S (VP (TO to) (VP (VB tie) (NP (PRP$ her) (NN show))))))) (CC and) (S (NP (PRP$ her) (NN husband)) (VP (VBZ is) (VP (VBG checking) (NP (PRP$ his) (NN phone))))) (. .)))
501,501,['entailment'],4476454760.jpg#0,entailment,4476454760.jpg#0r1e,A doctor in blue scrubs is performing an operation assisted by two men and a woman.,( ( ( A doctor ) ( in ( blue scrubs ) ) ) ( ( is ( performing ( ( an operation ) ( assisted ( by ( ( ( two men ) and ) ( a woman ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN doctor)) (PP (IN in) (NP (JJ blue) (NNS scrubs)))) (VP (VBZ is) (VP (VBG performing) (NP (NP (DT an) (NN operation)) (VP (VBN assisted) (PP (IN by) (NP (NP (CD two) (NNS men)) (CC and) (NP (DT a) (NN woman)))))))) (. .))),a old man was talking,( ( a ( old man ) ) ( was talking ) ),(ROOT (S (NP (DT a) (JJ old) (NN man)) (VP (VBD was) (VP (VBG talking)))))
927,927,['neutral'],15085612.jpg#3,neutral,15085612.jpg#3r1n,A man being airlifted to safety after being in danger.,( ( ( A man ) ( being ( ( airlifted ( to safety ) ) ( after ( being ( in danger ) ) ) ) ) ) . ),(ROOT (NP (NP (DT A) (NN man)) (VP (VBG being) (VP (VBN airlifted) (PP (TO to) (NP (NN safety))) (PP (IN after) (S (VP (VBG being) (PP (IN in) (NP (NN danger)))))))) (. .))),The helicopter is moving people in danger.,( ( The helicopter ) ( ( is ( moving ( people ( in danger ) ) ) ) . ) ),(ROOT (S (NP (DT The) (NN helicopter)) (VP (VBZ is) (VP (VBG moving) (NP (NP (NNS people)) (PP (IN in) (NP (NN danger)))))) (. .)))
2947,2947,['neutral'],3963654975.jpg#1,neutral,3963654975.jpg#1r1n,"Barefooted, someone appears to be looking in a bathroom mirror.","( Barefooted ( , ( someone ( ( appears ( to ( be ( looking ( in ( a ( bathroom mirror ) ) ) ) ) ) ) . ) ) ) )","(ROOT (S (ADVP (RB Barefooted)) (, ,) (NP (NN someone)) (VP (VBZ appears) (S (VP (TO to) (VP (VB be) (VP (VBG looking) (PP (IN in) (NP (DT a) (NN bathroom) (NN mirror)))))))) (. .)))",A person in a black shirt is looking in a mirror.,( ( ( A person ) ( in ( a ( black shirt ) ) ) ) ( ( is ( looking ( in ( a mirror ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN person)) (PP (IN in) (NP (DT a) (JJ black) (NN shirt)))) (VP (VBZ is) (VP (VBG looking) (PP (IN in) (NP (DT a) (NN mirror))))) (. .)))
170,170,['neutral'],1148238960.jpg#2,neutral,1148238960.jpg#2r5n,Bicyclists waiting at an intersection.,( ( Bicyclists ( waiting ( at ( an intersection ) ) ) ) . ),(ROOT (NP (NP (NNPS Bicyclists)) (VP (VBG waiting) (PP (IN at) (NP (DT an) (NN intersection)))) (. .))),Bicyclists waiting for a car to pass.,( ( Bicyclists ( ( waiting ( for ( a car ) ) ) ( to pass ) ) ) . ),(ROOT (NP (NP (NNPS Bicyclists)) (VP (VBG waiting) (PP (IN for) (NP (DT a) (NN car))) (S (VP (TO to) (VP (VB pass))))) (. .)))
4898,4898,['neutral'],4448895750.jpg#0,neutral,4448895750.jpg#0r1n,the shadows of what appears to be two men grabbing another man from atop a large building,( ( the shadows ) ( of ( what ( appears ( to ( be ( ( two men ) ( ( grabbing ( another man ) ) ( from ( atop ( a ( large building ) ) ) ) ) ) ) ) ) ) ) ),(ROOT (NP (NP (DT the) (NNS shadows)) (PP (IN of) (SBAR (WHNP (WP what)) (S (VP (VBZ appears) (S (VP (TO to) (VP (VB be) (NP (NP (CD two) (NNS men)) (VP (VBG grabbing) (NP (DT another) (NN man)) (PP (IN from) (PP (IN atop) (NP (DT a) (JJ large) (NN building))))))))))))))),Shadows of people fighting can be seen.,( ( Shadows ( of ( people fighting ) ) ) ( ( can ( be seen ) ) . ) ),(ROOT (S (NP (NP (NNS Shadows)) (PP (IN of) (NP (NP (NNS people)) (VP (VBG fighting))))) (VP (MD can) (VP (VB be) (VP (VBN seen)))) (. .)))
2119,2119,['neutral'],3564738125.jpg#2,neutral,3564738125.jpg#2r1n,Two people walk along the side of a snowy mountain.,( ( Two people ) ( ( walk ( along ( ( the side ) ( of ( a ( snowy mountain ) ) ) ) ) ) . ) ),(ROOT (S (NP (CD Two) (NNS people)) (VP (VBP walk) (PP (IN along) (NP (NP (DT the) (NN side)) (PP (IN of) (NP (DT a) (JJ snowy) (NN mountain)))))) (. .))),People are strolling on a mountain.,( People ( ( are ( strolling ( on ( a mountain ) ) ) ) . ) ),(ROOT (S (NP (NNS People)) (VP (VBP are) (VP (VBG strolling) (PP (IN on) (NP (DT a) (NN mountain))))) (. .)))
3116,3116,['contradiction'],3776091206.jpg#4,contradiction,3776091206.jpg#4r1c,A man wearing green shoes lounges outdoors.,( ( ( A man ) ( wearing ( green shoes ) ) ) ( ( lounges outdoors ) . ) ),(ROOT (S (NP (NP (DT A) (NN man)) (VP (VBG wearing) (NP (JJ green) (NNS shoes)))) (VP (VBZ lounges) (ADVP (RB outdoors))) (. .))),A man sits indoors.,( ( A man ) ( ( sits indoors ) . ) ),(ROOT (S (NP (DT A) (NN man)) (VP (VBZ sits) (ADVP (RB indoors))) (. .)))
4997,4997,['neutral'],3079073247.jpg#3,neutral,3079073247.jpg#3r1n,Motorcycle daredevil on reared motorcycle.,( Motorcycle ( ( daredevil ( on ( reared motorcycle ) ) ) . ) ),(ROOT (S (NP (NNP Motorcycle)) (VP (VBP daredevil) (PP (IN on) (NP (JJ reared) (NN motorcycle)))) (. .))),Motorcycle rider jumps a few cars.,( ( Motorcycle rider ) ( ( jumps ( a ( few cars ) ) ) . ) ),(ROOT (S (NP (NNP Motorcycle) (NN rider)) (VP (VBZ jumps) (NP (DT a) (JJ few) (NNS cars))) (. .)))
4654,4654,['contradiction'],4850734257.jpg#1,contradiction,4850734257.jpg#1r1c,A young child in a red shirt is holding a wooden paddle behind a net.,( ( ( A ( young child ) ) ( in ( a ( red shirt ) ) ) ) ( ( is ( ( holding ( a ( wooden paddle ) ) ) ( behind ( a net ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (JJ young) (NN child)) (PP (IN in) (NP (DT a) (JJ red) (NN shirt)))) (VP (VBZ is) (VP (VBG holding) (NP (DT a) (JJ wooden) (NN paddle)) (PP (IN behind) (NP (DT a) (NN net))))) (. .))),The young child is about to be confirmed at this church.,( ( The ( young child ) ) ( ( is ( about ( to ( be ( confirmed ( at ( this church ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT The) (JJ young) (NN child)) (VP (VBZ is) (VP (IN about) (S (VP (TO to) (VP (VB be) (VP (VBN confirmed) (PP (IN at) (NP (DT this) (NN church))))))))) (. .)))
