,Unnamed: 0,Unnamed: 0.1,annotator_labels,captionID,gold_label,pairID,sentence1,sentence1_binary_parse,sentence1_parse,sentence2,sentence2_binary_parse,sentence2_parse
1541,230,230,['contradiction'],4850814517.jpg#3,contradiction,4850814517.jpg#3r1c,A boy is drinking out of a water fountain shaped like a woman.,( ( A boy ) ( ( is ( ( drinking out ) ( of ( ( a ( water fountain ) ) ( shaped ( like ( a woman ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN boy)) (VP (VBZ is) (VP (VBG drinking) (PRT (RP out)) (PP (IN of) (NP (NP (DT a) (NN water) (NN fountain)) (VP (VBN shaped) (PP (IN like) (NP (DT a) (NN woman)))))))) (. .))),A man is drinking lemonade from a glass.,( ( A man ) ( ( is ( ( drinking lemonade ) ( from ( a glass ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN man)) (VP (VBZ is) (VP (VBG drinking) (NP (NN lemonade)) (PP (IN from) (NP (DT a) (NN glass))))) (. .)))
1542,224,224,['entailment'],3490789179.jpg#0,entailment,3490789179.jpg#0r5e,A man with a red shirt is watching another man who is standing on top of a attached cart filled to the top.,( ( ( A man ) ( with ( a ( red shirt ) ) ) ) ( ( is ( watching ( ( another man ) ( who ( is ( standing ( on ( top ( of ( ( a ( attached cart ) ) ( filled ( to ( the top ) ) ) ) ) ) ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN man)) (PP (IN with) (NP (DT a) (JJ red) (NN shirt)))) (VP (VBZ is) (VP (VBG watching) (NP (NP (DT another) (NN man)) (SBAR (WHNP (WP who)) (S (VP (VBZ is) (VP (VBG standing) (PP (IN on) (NP (NP (NN top)) (PP (IN of) (NP (NP (DT a) (JJ attached) (NN cart)) (VP (VBN filled) (PP (TO to) (NP (DT the) (NN top))))))))))))))) (. .))),The cart is filled to the top.,( ( The cart ) ( ( is ( filled ( to ( the top ) ) ) ) . ) ),(ROOT (S (NP (DT The) (NN cart)) (VP (VBZ is) (VP (VBN filled) (PP (TO to) (NP (DT the) (NN top))))) (. .)))
1543,2433,2433,['neutral'],4103009351.jpg#1,neutral,4103009351.jpg#1r1n,"In the background, there are 3 people on the shore among several canoes, and the young man in the foreground is paddling through the water, while wearing a life jacket and smiling.","( ( In ( the background ) ) ( , ( ( ( ( ( there ( are ( ( 3 people ) ( on ( ( the shore ) ( among ( several canoes ) ) ) ) ) ) ) , ) and ) ( ( ( the ( young man ) ) ( in ( the foreground ) ) ) ( is ( ( ( ( paddling ( through ( the water ) ) ) ( , ( while ( wearing ( a ( life jacket ) ) ) ) ) ) and ) smiling ) ) ) ) . ) ) )","(ROOT (S (PP (IN In) (NP (DT the) (NN background))) (, ,) (S (NP (EX there)) (VP (VBP are) (NP (NP (CD 3) (NNS people)) (PP (IN on) (NP (NP (DT the) (NN shore)) (PP (IN among) (NP (JJ several) (NNS canoes)))))))) (, ,) (CC and) (S (NP (NP (DT the) (JJ young) (NN man)) (PP (IN in) (NP (DT the) (NN foreground)))) (VP (VBZ is) (VP (VP (VBG paddling) (PP (IN through) (NP (DT the) (NN water)))) (PRN (, ,) (IN while) (S (VP (VBG wearing) (NP (DT a) (NN life) (NN jacket))))) (CC and) (VP (VBG smiling))))) (. .)))",The people are on a family canoe trip.,( ( The people ) ( ( are ( on ( a ( family ( canoe trip ) ) ) ) ) . ) ),(ROOT (S (NP (DT The) (NNS people)) (VP (VBP are) (PP (IN on) (NP (DT a) (NN family) (NN canoe) (NN trip)))) (. .)))
1544,2366,2366,['contradiction'],3197997864.jpg#0,contradiction,3197997864.jpg#0r1c,A small child in blue shirt and blue jeans is running through a wooded path over dry leaves.,( ( ( A ( small child ) ) ( in ( ( ( blue shirt ) and ) ( blue jeans ) ) ) ) ( ( is ( running ( through ( ( a ( wooded path ) ) ( over ( dry leaves ) ) ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (JJ small) (NN child)) (PP (IN in) (NP (NP (JJ blue) (NN shirt)) (CC and) (NP (JJ blue) (NNS jeans))))) (VP (VBZ is) (VP (VBG running) (PP (IN through) (NP (NP (DT a) (JJ wooded) (NN path)) (PP (IN over) (NP (JJ dry) (NNS leaves))))))) (. .))),An old man is running over leaves.,( ( An ( old man ) ) ( ( is ( running ( over leaves ) ) ) . ) ),(ROOT (S (NP (DT An) (JJ old) (NN man)) (VP (VBZ is) (VP (VBG running) (PP (IN over) (NP (NNS leaves))))) (. .)))
1545,1019,1019,['entailment'],2644916196.jpg#4,entailment,2644916196.jpg#4r3e,Toddler with milk around his mouth.,( ( ( Toddler ( with milk ) ) ( around ( his mouth ) ) ) . ),(ROOT (S (VP (VB Toddler) (PP (IN with) (NP (NN milk))) (PP (IN around) (NP (PRP$ his) (NN mouth)))) (. .))),A child.,( A ( child . ) ),(ROOT (NP (DT A) (NN child) (. .)))
1546,3640,3640,['entailment'],2432634169.jpg#1,entailment,2432634169.jpg#1r1e,A woman of Asian looking descent in a black outfit standing in the airport baggage area.,( ( ( ( A woman ) ( of Asian ) ) ( ( looking descent ) ( in ( ( a ( black outfit ) ) ( standing ( in ( the ( airport ( baggage area ) ) ) ) ) ) ) ) ) . ),(ROOT (NP (NP (NP (DT A) (NN woman)) (PP (IN of) (NP (NNP Asian)))) (VP (VBG looking) (NP (NN descent)) (PP (IN in) (NP (NP (DT a) (JJ black) (NN outfit)) (VP (VBG standing) (PP (IN in) (NP (DT the) (NN airport) (NN baggage) (NN area))))))) (. .))),A woman waiting at the airport baggage claim,( ( ( A woman ) ( waiting ( at ( the ( airport baggage ) ) ) ) ) claim ),(ROOT (S (NP (NP (DT A) (NN woman)) (VP (VBG waiting) (PP (IN at) (NP (DT the) (NN airport) (NN baggage))))) (VP (VBP claim))))
1547,4757,4757,['contradiction'],6917718093.jpg#2,contradiction,6917718093.jpg#2r1c,There are tables full of people with paperwork who are discussing things.,( There ( ( are ( ( tables ( full ( of ( people ( with paperwork ) ) ) ) ) ( who ( are ( discussing things ) ) ) ) ) . ) ),(ROOT (S (NP (EX There)) (VP (VBP are) (NP (NP (NNS tables)) (PP (JJ full) (IN of) (NP (NP (NNS people)) (PP (IN with) (NP (NN paperwork))))) (SBAR (WHNP (WP who)) (S (VP (VBP are) (VP (VBG discussing) (NP (NNS things)))))))) (. .))),A group of people sit at a picnic table and eat lunch,( ( ( A group ) ( of people ) ) ( ( ( sit ( at ( a ( picnic table ) ) ) ) and ) ( eat lunch ) ) ),(ROOT (S (NP (NP (DT A) (NN group)) (PP (IN of) (NP (NNS people)))) (VP (VP (VBP sit) (PP (IN at) (NP (DT a) (NN picnic) (NN table)))) (CC and) (VP (VBP eat) (NP (NN lunch))))))
1548,564,564,['entailment'],4530524963.jpg#2,entailment,4530524963.jpg#2r1e,A busy city that looks like New York City.,( ( ( A ( busy city ) ) ( that ( looks ( like ( New ( York City ) ) ) ) ) ) . ),(ROOT (NP (NP (DT A) (JJ busy) (NN city)) (SBAR (WHNP (WDT that)) (S (VP (VBZ looks) (PP (IN like) (NP (NNP New) (NNP York) (NNP City)))))) (. .))),The city has a lot of people in it.,( ( The city ) ( ( has ( ( a lot ) ( of ( people ( in it ) ) ) ) ) . ) ),(ROOT (S (NP (DT The) (NN city)) (VP (VBZ has) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (NP (NNS people)) (PP (IN in) (NP (PRP it))))))) (. .)))
1549,1437,1437,['entailment'],3146232740.jpg#1,entailment,3146232740.jpg#1r1e,A black and white dog with a stick in its mouth is swimming.,( ( ( A ( ( ( black and ) white ) dog ) ) ( with ( ( a stick ) ( in ( its mouth ) ) ) ) ) ( ( is swimming ) . ) ),(ROOT (S (NP (NP (DT A) (ADJP (JJ black) (CC and) (JJ white)) (NN dog)) (PP (IN with) (NP (NP (DT a) (NN stick)) (PP (IN in) (NP (PRP$ its) (NN mouth)))))) (VP (VBZ is) (VP (VBG swimming))) (. .))),A dog with an object in it's mouth is in the water.,( ( ( A dog ) ( with ( ( an object ) ( in ( ( it 's ) mouth ) ) ) ) ) ( ( is ( in ( the water ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN dog)) (PP (IN with) (NP (NP (DT an) (NN object)) (PP (IN in) (NP (NP (PRP it) (POS 's)) (NN mouth)))))) (VP (VBZ is) (PP (IN in) (NP (DT the) (NN water)))) (. .)))
1550,4858,4858,['entailment'],2288315705.jpg#0,entailment,2288315705.jpg#0r1e,Fluffy white dog running on pebbles along the shore.,( ( ( Fluffy ( white dog ) ) ( running ( on ( pebbles ( along ( the shore ) ) ) ) ) ) . ),(ROOT (NP (NP (JJ Fluffy) (JJ white) (NN dog)) (VP (VBG running) (PP (IN on) (NP (NP (NNS pebbles)) (PP (IN along) (NP (DT the) (NN shore)))))) (. .))),A canine is alongside a body of water.,( ( A canine ) ( ( is ( alongside ( ( a body ) ( of water ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN canine)) (VP (VBZ is) (PP (IN alongside) (NP (NP (DT a) (NN body)) (PP (IN of) (NP (NN water)))))) (. .)))
1551,2836,2836,['entailment'],2562347802.jpg#4,entailment,2562347802.jpg#4r2e,Two dogs playing outside.,( ( ( Two dogs ) ( playing outside ) ) . ),(ROOT (NP (NP (CD Two) (NNS dogs)) (VP (VBG playing) (ADVP (RB outside))) (. .))),There are canines in the yard.,( There ( ( are ( canines ( in ( the yard ) ) ) ) . ) ),(ROOT (S (NP (EX There)) (VP (VBP are) (ADJP (JJ canines) (PP (IN in) (NP (DT the) (NN yard))))) (. .)))
1552,2456,2456,['contradiction'],316032526.jpg#1,contradiction,316032526.jpg#1r1c,A little girl with a backpack sitting down looking at a book.,( ( ( ( A ( little girl ) ) ( with ( a backpack ) ) ) ( ( sitting down ) ( looking ( at ( a book ) ) ) ) ) . ),(ROOT (NP (NP (NP (DT A) (JJ little) (NN girl)) (PP (IN with) (NP (DT a) (NN backpack)))) (VP (VBG sitting) (PRT (RP down)) (S (VP (VBG looking) (PP (IN at) (NP (DT a) (NN book)))))) (. .))),the dog eats rats,( ( the dog ) ( eats rats ) ),(ROOT (S (NP (DT the) (NN dog)) (VP (VBZ eats) (NP (NNS rats)))))
1553,2642,2642,['contradiction'],2325436092.jpg#0,contradiction,2325436092.jpg#0r1c,"The woman, in the beret, is in the process of writing information in regard to what she sees in the microscope.","( ( ( ( ( The woman ) , ) ( in ( the beret ) ) ) , ) ( ( is ( in ( ( the process ) ( of ( ( writing ( information ( in regard ) ) ) ( to ( what ( she ( sees ( in ( the microscope ) ) ) ) ) ) ) ) ) ) ) . ) )","(ROOT (S (NP (NP (DT The) (NN woman)) (, ,) (PP (IN in) (NP (DT the) (NN beret))) (, ,)) (VP (VBZ is) (PP (IN in) (NP (NP (DT the) (NN process)) (PP (IN of) (S (VP (VBG writing) (NP (NP (NN information)) (PP (IN in) (NP (NN regard)))) (PP (TO to) (SBAR (WHNP (WP what)) (S (NP (PRP she)) (VP (VBZ sees) (PP (IN in) (NP (DT the) (NN microscope))))))))))))) (. .)))",there is a child playing,( there ( is ( a ( child playing ) ) ) ),(ROOT (S (NP (EX there)) (VP (VBZ is) (NP (DT a) (NN child) (NN playing)))))
1554,2093,2093,['contradiction'],1873655403.jpg#2,contradiction,1873655403.jpg#2r5c,Three male workers in bright jackets are working in a field with shovels.,( ( ( Three ( male workers ) ) ( in ( bright jackets ) ) ) ( ( are ( working ( in ( ( a field ) ( with shovels ) ) ) ) ) . ) ),(ROOT (S (NP (NP (CD Three) (JJ male) (NNS workers)) (PP (IN in) (NP (JJ bright) (NNS jackets)))) (VP (VBP are) (VP (VBG working) (PP (IN in) (NP (NP (DT a) (NN field)) (PP (IN with) (NP (NNS shovels))))))) (. .))),The three workers are not working at all.,( ( The ( three workers ) ) ( ( ( are not ) ( working ( at all ) ) ) . ) ),(ROOT (S (NP (DT The) (CD three) (NNS workers)) (VP (VBP are) (RB not) (VP (VBG working) (ADVP (IN at) (DT all)))) (. .)))
1555,4599,4599,['contradiction'],3724759125.jpg#1,contradiction,3724759125.jpg#1r2c,A young fair-skinned boy rides a play horse at a playground.,( ( A ( young ( fair-skinned boy ) ) ) ( ( ( rides ( a ( play horse ) ) ) ( at ( a playground ) ) ) . ) ),(ROOT (S (NP (DT A) (JJ young) (JJ fair-skinned) (NN boy)) (VP (VBD rides) (NP (DT a) (NN play) (NN horse)) (PP (IN at) (NP (DT a) (NN playground)))) (. .))),The cow is riding the boy.,( ( The cow ) ( ( is ( riding ( the boy ) ) ) . ) ),(ROOT (S (NP (DT The) (NN cow)) (VP (VBZ is) (VP (VBG riding) (NP (DT the) (NN boy)))) (. .)))
1556,3831,3831,['contradiction'],3143032614.jpg#1,contradiction,3143032614.jpg#1r1c,A group of people looking around in a dirt or stone shaded area.,( ( ( A group ) ( of ( people ( ( looking around ) ( in ( a ( ( dirt or ) stone ) ) ) ) ) ) ) ( ( shaded area ) . ) ),(ROOT (S (NP (NP (DT A) (NN group)) (PP (IN of) (NP (NP (NNS people)) (VP (VBG looking) (ADVP (RB around)) (PP (IN in) (NP (DT a) (NN dirt) (CC or) (NN stone))))))) (VP (VBD shaded) (NP (NN area))) (. .))),A girl is building a sandcastle.,( ( A girl ) ( ( is ( building ( a sandcastle ) ) ) . ) ),(ROOT (S (NP (DT A) (NN girl)) (VP (VBZ is) (VP (VBG building) (NP (DT a) (NN sandcastle)))) (. .)))
1557,1886,1886,['entailment'],1145810912.jpg#4,entailment,1145810912.jpg#4r1e,A child using a woodworking tool,( A ( child ( using ( a ( woodworking tool ) ) ) ) ),(ROOT (FRAG (NP (DT A) (NN child) (S (VP (VBG using) (NP (DT a) (VBG woodworking) (NN tool))))))),the child is working with wood.,( ( the child ) ( ( is ( working ( with wood ) ) ) . ) ),(ROOT (S (NP (DT the) (NN child)) (VP (VBZ is) (VP (VBG working) (PP (IN with) (NP (NN wood))))) (. .)))
1558,2984,2984,['entailment'],1680409989.jpg#4,entailment,1680409989.jpg#4r1e,A lady painting on a public wall!,( ( ( A lady ) ( painting ( on ( a ( public wall ) ) ) ) ) ! ),(ROOT (NP (NP (DT A) (NN lady)) (VP (VBG painting) (PP (IN on) (NP (DT a) (JJ public) (NN wall)))) (. !))),The woman was painting.,( ( The woman ) ( ( was painting ) . ) ),(ROOT (S (NP (DT The) (NN woman)) (VP (VBD was) (VP (VBG painting))) (. .)))
1559,3292,3292,['entailment'],5984974054.jpg#0,entailment,5984974054.jpg#0r1e,"A small white car is stuck on the track, while the train car that hit it at a slow speed, sits still, as a rescue worker helps the driver.","( ( A ( small ( white car ) ) ) ( ( is ( ( ( stuck ( on ( the track ) ) ) , ) ( while ( ( ( the ( train car ) ) ( that ( ( hit it ) ( at ( a ( slow speed ) ) ) ) ) ) ( , ( ( ( sits still ) , ) ( as ( ( a ( rescue worker ) ) ( helps ( the driver ) ) ) ) ) ) ) ) ) ) . ) )","(ROOT (S (NP (DT A) (JJ small) (JJ white) (NN car)) (VP (VBZ is) (VP (VBN stuck) (PP (IN on) (NP (DT the) (NN track))) (, ,) (SBAR (IN while) (S (NP (NP (DT the) (NN train) (NN car)) (SBAR (WHNP (WDT that)) (S (VP (VBD hit) (NP (PRP it)) (PP (IN at) (NP (DT a) (JJ slow) (NN speed))))))) (, ,) (VP (VBZ sits) (ADVP (RB still)) (, ,) (SBAR (IN as) (S (NP (DT a) (NN rescue) (NN worker)) (VP (VBZ helps) (NP (DT the) (NN driver)))))))))) (. .)))",The car is near a train.,( ( The car ) ( ( is ( near ( a train ) ) ) . ) ),(ROOT (S (NP (DT The) (NN car)) (VP (VBZ is) (PP (IN near) (NP (DT a) (NN train)))) (. .)))
1560,4512,4512,['entailment'],5775029982.jpg#3,entailment,5775029982.jpg#3r1e,A man with a red scarf is throwing a long stick.,( ( ( A man ) ( with ( a ( red scarf ) ) ) ) ( ( is ( throwing ( a ( long stick ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN man)) (PP (IN with) (NP (DT a) (JJ red) (NN scarf)))) (VP (VBZ is) (VP (VBG throwing) (NP (DT a) (JJ long) (NN stick)))) (. .))),A man in a scark throws a stick.,( ( ( A man ) ( in ( a scark ) ) ) ( ( throws ( a stick ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN man)) (PP (IN in) (NP (DT a) (NN scark)))) (VP (VBZ throws) (NP (DT a) (NN stick))) (. .)))
1561,4842,4842,['entailment'],3051529200.jpg#2,entailment,3051529200.jpg#2r1e,A woman walks in front of a wall plastered with advertisements.,( ( A woman ) ( ( walks ( in ( front ( of ( ( a wall ) ( plastered ( with advertisements ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN woman)) (VP (VBZ walks) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (NP (DT a) (NN wall)) (VP (VBN plastered) (PP (IN with) (NP (NNS advertisements))))))))) (. .))),A woman walks in front a wall covered in papers.,( ( A woman ) ( ( ( walks ( in front ) ) ( ( a wall ) ( covered ( in papers ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN woman)) (VP (VBZ walks) (PP (IN in) (NP (NN front))) (NP (NP (DT a) (NN wall)) (VP (VBN covered) (PP (IN in) (NP (NNS papers)))))) (. .)))
1562,3297,3297,['contradiction'],2341902084.jpg#1,contradiction,2341902084.jpg#1r1c,A young man and an older man sit on a plaid loveseat.,( ( ( ( A ( young man ) ) and ) ( an ( older man ) ) ) ( ( sit ( on ( a ( plaid loveseat ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (JJ young) (NN man)) (CC and) (NP (DT an) (JJR older) (NN man))) (VP (VBP sit) (PP (IN on) (NP (DT a) (JJ plaid) (NN loveseat)))) (. .))),A young man and an older man play street hockey.,( ( ( ( A ( young man ) ) and ) ( an ( older man ) ) ) ( ( play ( street hockey ) ) . ) ),(ROOT (S (NP (NP (DT A) (JJ young) (NN man)) (CC and) (NP (DT an) (JJR older) (NN man))) (VP (VBP play) (NP (NN street) (NN hockey))) (. .)))
1563,2064,2064,['entailment'],1873655403.jpg#0,entailment,1873655403.jpg#0r1e,3 safety jacket clad Construction workers appear to be poking something interesting with their shovels.,( ( ( 3 ( safety jacket ) ) ( clad ( Construction workers ) ) ) ( ( appear ( to ( be ( poking ( something ( interesting ( with ( their shovels ) ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (NP (CD 3) (NN safety) (NN jacket)) (VP (VBN clad) (NP (NN Construction) (NNS workers)))) (VP (VBP appear) (S (VP (TO to) (VP (VB be) (VP (VBG poking) (NP (NP (NN something)) (ADJP (JJ interesting) (PP (IN with) (NP (PRP$ their) (NNS shovels)))))))))) (. .))),Some construction workers found something intriguing.,( ( Some ( construction workers ) ) ( ( found ( something intriguing ) ) . ) ),(ROOT (S (NP (DT Some) (NN construction) (NNS workers)) (VP (VBD found) (S (NP (NN something)) (ADJP (JJ intriguing)))) (. .)))
1564,1151,1151,['contradiction'],169490297.jpg#0,contradiction,169490297.jpg#0r3c,"A boy in a blue, yellow, and orange shirt holding his arms out from his sides.","( ( ( A boy ) ( in ( ( a ( ( blue ( , ( yellow ( , ( and orange ) ) ) ) ) shirt ) ) ( ( ( holding ( his arms ) ) out ) ( from ( his sides ) ) ) ) ) ) . )","(ROOT (NP (NP (DT A) (NN boy)) (PP (IN in) (NP (NP (DT a) (ADJP (JJ blue) (, ,) (JJ yellow) (, ,) (CC and) (JJ orange)) (NN shirt)) (VP (VBG holding) (NP (PRP$ his) (NNS arms)) (PRT (RP out)) (PP (IN from) (NP (PRP$ his) (NNS sides)))))) (. .)))",A girl dressed in bikinis walk graciously past a group of gentlemen at the beach,( ( ( A girl ) ( dressed ( in bikinis ) ) ) ( ( walk graciously ) ( past ( ( a group ) ( of ( gentlemen ( at ( the beach ) ) ) ) ) ) ) ),(ROOT (S (NP (NP (DT A) (NN girl)) (VP (VBN dressed) (PP (IN in) (NP (NNS bikinis))))) (VP (VBP walk) (ADVP (RB graciously)) (PP (IN past) (NP (NP (DT a) (NN group)) (PP (IN of) (NP (NP (NNS gentlemen)) (PP (IN at) (NP (DT the) (NN beach))))))))))
1565,3088,3088,['entailment'],5859913309.jpg#3,entailment,5859913309.jpg#3r1e,Monks in red robes sell vegetables at a market.,( ( Monks ( in ( red robes ) ) ) ( ( ( sell vegetables ) ( at ( a market ) ) ) . ) ),(ROOT (S (NP (NP (NNS Monks)) (PP (IN in) (NP (JJ red) (NNS robes)))) (VP (VBP sell) (NP (NNS vegetables)) (PP (IN at) (NP (DT a) (NN market)))) (. .))),monks selling vegetables in the market,( monks ( ( selling vegetables ) ( in ( the market ) ) ) ),(ROOT (NP (NP (NNS monks)) (NP (NP (NN selling) (NNS vegetables)) (PP (IN in) (NP (DT the) (NN market))))))
1566,3106,3106,['neutral'],4954753241.jpg#3,neutral,4954753241.jpg#3r1n,2 people walking up a set of stairs in the city.,( ( ( 2 people ) ( ( walking up ) ( ( a set ) ( of ( stairs ( in ( the city ) ) ) ) ) ) ) . ),(ROOT (NP (NP (CD 2) (NNS people)) (VP (VBG walking) (PRT (RP up)) (NP (NP (DT a) (NN set)) (PP (IN of) (NP (NP (NNS stairs)) (PP (IN in) (NP (DT the) (NN city))))))) (. .))),People walking up stairs on their way home.,( ( People ( ( walking up ) ( stairs ( on ( their ( way home ) ) ) ) ) ) . ),(ROOT (NP (NP (NNS People)) (VP (VBG walking) (PRT (RP up)) (NP (NP (NNS stairs)) (PP (IN on) (NP (PRP$ their) (NN way) (NN home))))) (. .)))
1567,3600,3600,['contradiction'],3593556797.jpg#2,contradiction,3593556797.jpg#2r1c,A woman walking parallel to a yellow line against traffic.,( ( A ( woman walking ) ) ( ( parallel ( to ( ( a ( yellow line ) ) ( against traffic ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN woman) (NN walking)) (VP (VBP parallel) (PP (TO to) (NP (NP (DT a) (JJ yellow) (NN line)) (PP (IN against) (NP (NN traffic)))))) (. .))),A woman is flying through the sky.,( ( A woman ) ( ( is ( flying ( through ( the sky ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN woman)) (VP (VBZ is) (VP (VBG flying) (PP (IN through) (NP (DT the) (NN sky))))) (. .)))
1568,2019,2019,['entailment'],1597557856.jpg#0,entailment,1597557856.jpg#0r4e,A golden retriever is excitedly greeting a woman as a little dog walks towards the camera.,( ( A ( golden retriever ) ) ( ( ( is excitedly ) ( ( greeting ( a woman ) ) ( as ( ( a ( little dog ) ) ( walks ( towards ( the camera ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (JJ golden) (NN retriever)) (VP (VBZ is) (ADVP (RB excitedly)) (VP (VBG greeting) (NP (DT a) (NN woman)) (SBAR (IN as) (S (NP (DT a) (JJ little) (NN dog)) (VP (VBZ walks) (PP (IN towards) (NP (DT the) (NN camera)))))))) (. .))),There are at least two dogs present.,( There ( ( are ( ( ( ( at least ) two ) dogs ) present ) ) . ) ),(ROOT (S (NP (EX There)) (VP (VBP are) (ADJP (NP (QP (IN at) (JJS least) (CD two)) (NNS dogs)) (JJ present))) (. .)))
1569,3939,3939,['entailment'],6545713889.jpg#4,entailment,6545713889.jpg#4r1e,Two young adults are enjoying time in the snow.,( ( Two ( young adults ) ) ( ( are ( ( enjoying time ) ( in ( the snow ) ) ) ) . ) ),(ROOT (S (NP (CD Two) (JJ young) (NNS adults)) (VP (VBP are) (VP (VBG enjoying) (NP (NN time)) (PP (IN in) (NP (DT the) (NN snow))))) (. .))),Two adults are in the snow.,( ( Two adults ) ( ( are ( in ( the snow ) ) ) . ) ),(ROOT (S (NP (CD Two) (NNS adults)) (VP (VBP are) (PP (IN in) (NP (DT the) (NN snow)))) (. .)))
1570,3017,3017,['neutral'],4681944456.jpg#2,neutral,4681944456.jpg#2r3n,Little girl wearing a colorful hat while propped up on a cushion.,( ( ( Little girl ) ( wearing ( a ( colorful ( hat while ) ) ) ) ) ( ( ( propped up ) ( on ( a cushion ) ) ) . ) ),(ROOT (S (NP (NP (JJ Little) (NN girl)) (VP (VBG wearing) (NP (DT a) (JJ colorful) (NN hat) (NN while)))) (VP (VBD propped) (PRT (RP up)) (PP (IN on) (NP (DT a) (NN cushion)))) (. .))),A girl is posing for a family portrait.,( ( A girl ) ( ( is ( posing ( for ( a ( family portrait ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN girl)) (VP (VBZ is) (VP (VBG posing) (PP (IN for) (NP (DT a) (NN family) (NN portrait))))) (. .)))
1571,3981,3981,['entailment'],3626642428.jpg#1,entailment,3626642428.jpg#1r1e,A group of dogs standing in a river.,( ( ( ( A group ) ( of dogs ) ) ( standing ( in ( a river ) ) ) ) . ),(ROOT (NP (NP (NP (DT A) (NN group)) (PP (IN of) (NP (NNS dogs)))) (VP (VBG standing) (PP (IN in) (NP (DT a) (NN river)))) (. .))),The dogs are in the water.,( ( The dogs ) ( ( are ( in ( the water ) ) ) . ) ),(ROOT (S (NP (DT The) (NNS dogs)) (VP (VBP are) (PP (IN in) (NP (DT the) (NN water)))) (. .)))
1572,3925,3925,['neutral'],1487016591.jpg#1,neutral,1487016591.jpg#1r5n,Band playing in front of a small crowd outside.,( ( Band ( ( playing ( in ( front ( of ( a ( small crowd ) ) ) ) ) ) outside ) ) . ),(ROOT (NP (NP (NNP Band)) (VP (VBG playing) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (DT a) (JJ small) (NN crowd))))) (ADVP (RB outside))) (. .))),A concert is for charity.,( ( A concert ) ( ( is ( for charity ) ) . ) ),(ROOT (S (NP (DT A) (NN concert)) (VP (VBZ is) (PP (IN for) (NP (NN charity)))) (. .)))
1573,1431,1431,['contradiction'],2341904462.jpg#2,contradiction,2341904462.jpg#2r1c,"Two women, each with a child, look at each other.","( ( ( ( ( Two women ) , ) ( each ( with ( a child ) ) ) ) , ) ( ( look ( at ( each other ) ) ) . ) )","(ROOT (S (NP (NP (CD Two) (NNS women)) (, ,) (NP (NP (DT each)) (PP (IN with) (NP (DT a) (NN child)))) (, ,)) (VP (VBP look) (PP (IN at) (NP (DT each) (JJ other)))) (. .)))",The women have no kids,( ( The women ) ( have ( no kids ) ) ),(ROOT (S (NP (DT The) (NNS women)) (VP (VBP have) (NP (DT no) (NNS kids)))))
1574,3769,3769,"['entailment', 'entailment', 'entailment', 'entailment', 'entailment']",528726853.jpg#3,entailment,528726853.jpg#3r1e,A woman in sunglasses taking a photograph,( ( A woman ) ( in ( sunglasses ( taking ( a photograph ) ) ) ) ),(ROOT (NP (NP (DT A) (NN woman)) (PP (IN in) (NP (NP (NNS sunglasses)) (VP (VBG taking) (NP (DT a) (NN photograph))))))),The woman is taking a photograph.,( ( The woman ) ( ( is ( taking ( a photograph ) ) ) . ) ),(ROOT (S (NP (DT The) (NN woman)) (VP (VBZ is) (VP (VBG taking) (NP (DT a) (NN photograph)))) (. .)))
1575,3720,3720,['entailment'],4782294624.jpg#1,entailment,4782294624.jpg#1r1e,Some girls are dressed in zombie makeup.,( ( Some girls ) ( ( are ( dressed ( in ( zombie makeup ) ) ) ) . ) ),(ROOT (S (NP (DT Some) (NNS girls)) (VP (VBP are) (VP (VBN dressed) (PP (IN in) (NP (NN zombie) (NN makeup))))) (. .))),Girls wearing zombie makeup.,( ( Girls ( wearing ( zombie makeup ) ) ) . ),(ROOT (NP (NP (NNS Girls)) (VP (VBG wearing) (NP (NN zombie) (NN makeup))) (. .)))
