,Unnamed: 0,label,sent1,sent2,ending0,ending1,ending2,ending3,ending4
2271,2271,0,What is the most likely feature of a cat that you can see in the dark?,cat,A. eyes,B. litter of kittens,C. four legs,D. nose,E. flippers
4647,4647,2,Why might others think a person is crazy?,person,A. catch cold,B. yell,C. talk to themselves,D. open doors,E. study greek
1905,1905,0,"If you wanted to put a lamp in the room where you sleep, where should it go?",lamp,A. bedroom,B. desktop,C. table building,D. corner,E. office
3177,3177,1,Playing piano and other creative activities need what?,playing piano,A. make music,B. inspiration,C. musical sounds,D. making music,E. dancing
553,553,3,Sally was a senior in the House.  What might she be a member of?,senior,A. assisted living facility,B. old people's home,C. high school or college,D. republican party,E. organization
431,431,4,"A large container was a dime a dozen, there were hundreds of rows of them in the giant what?",large container,A. factory,B. garden,C. supermarket,D. garage,E. warehouse
2773,2773,0,"If you are in your house, where is the sunshine likely to come through?",sunshine,A. windowsill,B. sea,C. disneyland,D. curtain,E. street
3158,3158,4,"You shouldn't consume toothpaste, despite that it goes in your what??",toothpaste,A. bathroom,B. sink,C. traveling case,D. suitcase,E. mouth
2429,2429,4,"If I am near a river with flowing water, which planet am I likely on?",river,A. mars,B. wisconsin,C. waterfall,D. mountainous area,E. planet earth
3748,3748,2,"There's tickets, rides, and games but the real money made where is in the food sales?",food,A. mall,B. kitchen,C. fairgrounds,D. neighbor's house,E. military base
2759,2759,2,Where can you get chicken without leaving your car?,chicken,A. eaten,B. bbq,C. fast food restaurant,D. plate,E. pizza
353,353,0,What might someone want to be if he or she is thick?,thick,A. slender,B. free flowing,C. sparse,D. unacquainted,E. diet
2676,2676,2,"He didn't know what he believed, just that after all his studying it made since there was a what than man's brain?",studying,A. culture,B. inspiration,C. higher intelligence,D. increasing knowledge,E. better grades
3907,3907,0,What do people make with crab?,crab,A. delicious meal,B. chinese market,C. fish market,D. aquarium,E. tidal flats
2363,2363,0,What divider is found in a house that has couches and chairs in it?,divider,A. living room,B. street,C. binder,D. notebook,E. office suite
4210,4210,3,Who is it important to pay attention to when attending school?,attending school,A. falling down,B. time,C. stupidity,D. teachers,E. patience
4224,4224,4,"If an apple tree were in the North, where would it be?",apple tree,A. alaska,B. farm yard,C. park,D. flowers,E. new jersey
1163,1163,0,"There was an attendant at the door to keep light from coming in during the show, it was a big premiere night at the what?",door,A. theater,B. building,C. office,D. neighbor's house,E. funeral
1271,1271,2,If a person is supported by those closest to them what do they have?,person,A. support group,B. get enough sleep,C. nice family,D. strong bones,E. compliments
59,59,0,What is a grumpy person likely to have?,person,A. headache,B. understand themselves,C. compliments,D. own house,E. happiness
878,878,1,"A person is putting on makeup, what is their likely goal?",person,A. feel pleasure,B. look attractive,C. compliments,D. interesting experiences,E. joy
4586,4586,0,Where is a dinner sometimes sold as a plate?,plate,A. restaurant,B. kitchen cupboard,C. table,D. banquet,E. cabinet
4711,4711,1,"By playing with educational materials, what were the children doing?",playing,A. fighting,B. learning,C. getting tired,D. injuries,E. having fun
1950,1950,0,"I as a person like to enjoy expensive things, why do I do that?",person,A. experience pleasure,B. cross street,C. value life,D. go into debt,E. to be sad
641,641,0,Where is a notebook often purchased?,notebook,A. bookstore,B. backpack,C. abraham lincoln's grave,D. desktop,E. classroom
304,304,1,A shop will give you what for your purchases?,shop,A. downtown area,B. container,C. ocean floor,D. the lost city of atlantis,E. high school
696,696,2,Where can someone purchase a contraceptive device without a prescription?,contraceptive device,A. pharmacy,B. person,C. drugstore,D. bedroom,E. mcdonalds
1259,1259,3,What do you need to do with a friend before going to play?,going to play,A. happy,B. sit,C. compete,D. meet,E. being entertained
828,828,0,"I was shopping at a car dealership, what did a salesman do?",car,A. appear suddenly,B. bottom out,C. go downtown,D. scream,E. roll over
494,494,0,What does a master carpenter use to put holes in objects?,master,A. drill,B. learn,C. require obedience,D. understand,E. spoon
1089,1089,2,"He retired from his command after twenty years, he was proud that he chose to what but was ready to retire?",command,A. obey,B. comply,C. serve,D. follow,E. ask
1645,1645,4,Where would a snake hide before ambushing prey?,snake,A. burlap sack,B. closet,C. pet shops,D. hot country,E. deep grass
1729,1729,2,"The car was out in the sun all day, what happened to the interior?",car,A. set off,B. melted,C. heat up,D. back up,E. red
345,345,3,"If you are fiddling through a music book when you should be playing, you probably dont have?",fiddling,A. practice,B. dexterity,C. idle time,D. knowledge of music,E. conductor
3710,3710,4,A lack of belongings means you aren't what material items?,lack,A. sufficient,B. plethora,C. lackbrain,D. enough,E. possessing
4715,4715,1,"Where would there be few or no people, regarless of whether there is rain?",rain,A. seattle,B. forest,C. weather,D. arctic,E. disneyland
4863,4863,2,"Josh is someone who usually stays up late. He's very much a night person.   Now he's applying to for a nine to five job, but he's worried that he might get what?",applying for job,A. employment,B. laid offf,C. less sleep,D. rejection,E. income
40,40,3,Where is a bald eagle safe?,bald eagle,A. pine tree,B. open country,C. in washington,D. wildlife refuge,E. sky
2799,2799,4,"A monkey ran through La Defense with classified documents, who was chasing it?",monkey,A. monkey,B. rain forest,C. captivity,D. madagascar,E. french government
2262,2262,3,Dave felt that punishing John for making a mistake would be wrong.  It would not be just. It would only be what?,punishing,A. hatred,B. feel sorry for,C. feel guilty,D. retribution,E. funny
252,252,3,"While laid up in the hospital she tried remembering good times, like that massage on vacation that brought great what?",remembering,A. dream,B. knowing,C. depression,D. pleasure,E. nostalgia
717,717,4,What happens to people when they do not have enough food?,people,A. eat fish,B. they steal,C. talk to each other,D. write stories,E. die of starvation
4554,4554,1,Where would you likely find a spa alongside similar services?,spa,A. sweden,B. health centre,C. backyard,D. house,E. country club
4817,4817,3,Knitting for a long time can lead to what condition?,knitting,A. bleeding,B. have fun,C. relaxation,D. carpal tunnel syndrome,E. sore hands
2351,2351,4,Colorado became one of the first to legalize recreational marijuana in the what?,colorado,A. mexico,B. america,C. texas,D. arizona,E. united states
382,382,4,Where can you store you tent and keep it on your person?,tent,A. sleep in while camping,B. camp ground,C. woods,D. bag,E. backpack
1552,1552,1,What do people who are construction workers do?,people,A. make music,B. build houses,C. talk to each other,D. make gingerbread houses,E. complete sentences
698,698,2,Where can you buy socks and jeans?,jeans,A. washing machine,B. laundromat,C. clothing store,D. closet,E. shopping mall
166,166,4,The game was on sale.  I got it then because it was usually what?,sale,A. buying,B. purchase,C. overpriced,D. way to much,E. expensive
1879,1879,3,Thousands of companies and a rosebush call what place home?,rosebush,A. lawn,B. rose parade,C. backyard,D. delaware,E. planting
106,106,3,Where would you find a bee gathering pollen?,bee,A. united states,B. sky,C. court,D. field of flowers,E. orchard
1483,1483,0,Where would a kitchen towel be found?,towel,A. cupboard,B. at hotel,C. linen closet,D. under a rock,E. locker room
2650,2650,3,What force keeps objects on the surface of the earth?,earth,A. tectonic plates,B. the sun,C. one moon,D. gravity,E. four seasons
2220,2220,4,What is a teacher trying to impart to their class?,teacher,A. group students,B. state facts,C. time test,D. suffering,E. better knowledge
4452,4452,0,Where can you find people trying to alleviate suffering?,people,A. hospital,B. hockey game,C. apartment,D. kitchen,E. water cooler
2952,2952,3,What will someone do in the house in the evening because of being hungry?,being hungry,A. make bread,B. have lunch,C. eat in restaurant,D. cook dinner,E. school
2639,2639,1,Given people's opinion of congress what place might they give the mascot of a weasel to?,weasel,A. state,B. washington dc,C. henhouse,D. public office,E. out of doors
4648,4648,0,"When he saw begrudgingly the plain landscape of his new home, what type of geography did he miss?",plain,A. mountain,B. hatred,C. gorge,D. fantastic,E. cliff
4953,4953,1,The largest train stations are in what areas?,train station,A. in a ocean,B. big city,C. bums,D. europe,E. downtown area
3151,3151,4,If you're hearing sounds what product the uses a laser are you using?,laser,A. physics lab,B. laboratory,C. bomb,D. hospital,E. cd players
1824,1824,1,He fantasied about getting a what while driving to work and the pros and cons of the extra responsibilities and benefits?,driving to work,A. new car,B. promotion,C. boredom,D. impatience,E. pressure
478,478,3,Where in your entrance hall can you keep you head wear?,entrance hall,A. school,B. large home,C. house,D. hat rack,E. closet
1154,1154,2,"The animals were not thirsty, so what did they do when they were by the river?",animals,A. feel pain,B. fly,C. pass water,D. die of cancer,E. feel pleasure
2456,2456,3,Where is a pack horse likely to work?,horse,A. women's literature,B. race track,C. belmont park,D. dude ranch,E. a movie
505,505,4,"After the guilty verdict in the killing the judge gave a speech, he told the murderer he was pure what?",killing,A. wrong,B. death of,C. bad,D. negative,E. evil
4580,4580,2,"If I am in an auditorium watching an amateur play, where am I likely?",auditorium,A. crowd,B. street performance,C. high school,D. city,E. lights
1572,1572,3,What burning  feeling is eating hamburger in large amunts likely to cause?,eating hamburger,A. gas,B. being full,C. death,D. heartburn,E. food poisoning
2713,2713,2,"The christian Sunday school teacher gave out a punishment, this happened when the students did what to her orders?",christian,A. stumble,B. rebel,C. disobey,D. go astray,E. commit sin
636,636,2,Water is an important ingredient in what sugary beverage?,water,A. mountain dew,B. glass,C. soft drink,D. whirlpool bath,E. coffee cup
2433,2433,4,Where  might someone find lots of homes with a balcony railing?,balcony railing,A. theater,B. hotel,C. new orleans,D. theatre,E. apartment complex
4710,4710,1,which half of the earth do marmots live in?,marmot,A. south,B. northern hemisphere,C. north america,D. vancouver island,E. jungle
2998,2998,0,Where can someone level up?,level,A. video game,B. garage,C. food court,D. carpenter's shop,E. building
616,616,0,What do only some types of police do?,police,A. direct traffic,B. board vessels,C. arm themselves,D. help people,E. find drugs
3849,3849,0,How do the bosses share knowledge in person at work?,knowledge,A. meeting,B. dinner,C. encyclopedia,D. class,E. university
1242,1242,0,What does one do at an office?,office,A. work,B. school building,C. workplace,D. skyscraper,E. public building
3911,3911,4,What do you use to catch a mouse?,mouse,A. disneyland,B. cupboard,C. sewer,D. a large bottle of valium,E. trap
4865,4865,0,"My idea of entertainment is gambling, where should I go?",entertainment,A. casino,B. show,C. fairgrounds,D. buy lottery,E. friend's house
3913,3913,0,"Washing hands after certain activities is highly recommended, keeping up this habit can keep you in good what?",washing hands,A. health,B. skin irritation,C. park,D. become wet,E. dry skin
2104,2104,3,Joe was driven by curiosity to take up a career doing what?,curiosity,A. use television,B. see exhibits,C. read book,D. design software,E. taking a walk
1321,1321,3,"Some kids are shy in school, so taking a shower where can be intimidating?",shower,A. bath room,B. motel room,C. pool,D. locker room,E. at hotel
3893,3893,3,"When two people who love each other are alone, they will probably try to contact each other and get what?",alone,A. with others,B. with people,C. crowded,D. together,E. contact
3831,3831,1,What is a psychological benefit of having fun?,having fun,A. glee,B. stress relief,C. smiling,D. twinkle,E. may laugh
4769,4769,4,"The apple tree was located outside the car factory, it was one of many where?",apple tree,A. maine,B. india,C. oregon,D. washington state,E. detroit
2762,2762,4,"The person looked lustfully into his girlfriend's eyes, what did he want to do?",person,A. fight,B. thank god,C. sun himself,D. race against time,E. express love
2316,2316,4,"A flask is a container can, it is made to hold what?",container can,A. fire,B. store,C. contain food,D. garage,E. liquid
855,855,2,Rumors of roving bands of monsters killing people could lead to what?,killing people,A. panic,B. getting in trouble,C. mass hysteria,D. go to prison,E. murder
1329,1329,1,Where might a child go who has no home?,child,A. school,B. orphanage,C. most homes,D. recreational,E. pen
2487,2487,4,"Joe rented a loft, which is a type of what?",loft,A. hunting lodge,B. soho,C. frame house,D. room and board,E. city apartment
1114,1114,3,"The child couldn't lift the box of lead, it was what?",lead,A. toxic,B. light,C. isolated from sulphide pbs,D. very heavy,E. very dense
1569,1569,0,What does a server need to be to serve customers well?,serve customers,A. polite,B. commercial,C. make money,D. drivers license,E. smile
1338,1338,4,"He never took for granted living in the land of the free, for he was once a what abroad?",free,A. caged in,B. see work,C. slavery,D. topfree,E. prisoner
187,187,1,What would happen to a person if his or her money is stolen?,person,A. complete sentence,B. feel angry,C. drink tea,D. cross street,E. park
3355,3355,4,"When you're expressing yourself in simple terms, what sort of reaction would be expected?",expressing yourself,A. creation of art,B. being slapped,C. laughter,D. embarrassment,E. people will understand
119,119,1,Sam went to Paris where he ordered a blowfish at a sushi place.  Where was Sam?,blowfish,A. books,B. france,C. fish market,D. atlantic ocean,E. cuba
3570,3570,2,"The husband never worked a day, but after getting divorced received alimony, what did he become as a result?",getting divorce,A. emotional distress,B. bad feelings,C. richer,D. depression,E. guilty
367,367,2,What happens when someone is playing too aggressively?,playing,A. get hungry,B. laughter,C. injury,D. having fun,E. feeling happy
2102,2102,0,What does a person use to fight off disease?,person,A. immune system,B. name,C. one head,D. grip,E. fingernails
3149,3149,3,"She filled the thing with water and went to plug it in, she had finally finished her garden with what centerpiece?",water,A. stream,B. perfume,C. sink,D. fountain,E. swamp
1183,1183,0,"A human is hitch hiking near Hoboken, where is he?",human,A. new jersey,B. homes,C. department store,D. near italy,E. new orleans
1401,1401,1,When someone isn't ridiculous at all they are what?,ridiculous,A. straightforward,B. serious,C. sad,D. somber,E. solemn
1054,1054,2,Where might an army captain be found?,captain,A. airplane cabin,B. basketball team,C. military,D. battleship,E. fleet
3434,3434,0,"Jim is normal.  He are bad sushi, and he made a terrible mistake.  He hit a car because he mistook forward for what?",normal,A. reverse,B. unconventional,C. drive,D. ill,E. tangential
91,91,0,What is someone who gets angry after getting drunk likely to participate in?,getting drunk,A. violence,B. falling down,C. vomiting,D. vomiting,E. lower standards
4308,4308,1,What bad habit do adults have that can cause lung cancer?,adults,A. count,B. smoke cigarettes,C. drive vehicle,D. drink beer,E. dress themselves
3136,3136,2,The comedian made a dull joke about a bald eagle and it ending up that way because of what treatment?,bald eagle,A. new york,B. canada,C. chemotherapy,D. rocky mountains,E. british columbia
3506,3506,3,What divider is often between two buildings that cars drive on?,divider,A. fork in road,B. sidewalk,C. living room,D. street,E. binder
4266,4266,0,What does too much lead do to a person?,lead,A. toxic,B. very heavy,C. very dense,D. very resistant to corrosion,E. follow
4477,4477,3,"The elephant swam the river with its trunk above the water, what could it do?",elephants,A. experience sadness,B. choke,C. remember everything,D. breathe,E. forget nothing
3481,3481,0,"Boredom led him to go out to the bar, there were many characters there and he what?",boredom,A. meet interesting people,B. play games,C. field,D. skateboard,E. listen to music
4802,4802,1,Where would you find a horse in the desert?,horse,A. canada,B. american southwest,C. state fair,D. central park,E. texas
2674,2674,2,"The human had lustful needs to fulfill, where did he go as a result?",human,A. space shuttle,B. anywhere on earth,C. strip club,D. church,E. international space station
1934,1934,0,"The teacher said she doesn't want to hear anybody talk, she wanted complete what?",talk,A. silence,B. stop eating think first,C. think first,D. shut up,E. being quiet
1727,1727,3,What does a performer stand on?,performer,A. dance,B. opera,C. see saw,D. stage,E. party
3299,3299,2,Lying can cause what when trying to find accurate information?,lying,A. distrust,B. hurt feelings,C. confusion,D. good things,E. unhappiness
3744,3744,0,"The fumes weren't being well ventilated, the worker kept getting what?",getting,A. headaches,B. sidetracked,C. then have,D. disappointment,E. being happy
2383,2383,4,"A person is traveling to find fine carpeting, where might they go?",carpeting,A. roon,B. home or office,C. rood,D. cub,E. istanbul
4115,4115,1,He could never remember the last line of the what he was set to perform?,line,A. transportation system,B. stanza,C. park,D. add information on spreadsheet,E. electromagnetic spectrum
2048,2048,4,Before computers or cellphones a dictionary was an important tool for teachers and students in the what?,dictionary,A. manual,B. shelf,C. explain meaning of words,D. table,E. classroom
3647,3647,1,How can you see an extreme closeup of a potato?,potato,A. grocery store,B. optical device,C. pantry,D. garden patch,E. vegetable stew
2776,2776,4,James is driving to work.  He's late and he's going very quickly.  What is he at risk of getting?,driving to work,A. boredom,B. use gas,C. get to work,D. diabetes,E. speeding ticket
4925,4925,2,"She usually didn't like Adam Sandler, so she found it surprising that she found his latest movie what?",surprising,A. startled,B. important,C. funny,D. shocked,E. laughter
4251,4251,0,What could have a title on it which takes up a large percentage of the space?,title,A. magazine article,B. safe deposit box,C. indicating accomplishment,D. indicating identity,E. library
2032,2032,2,"The exhausted man needed to have rest, he soon fell to what?",have rest,A. relax,B. sit down,C. sleep,D. his death,E. closing eyes
3265,3265,1,What is a kind of literature?,literature,A. newspaper,B. books and magazines,C. own home,D. public library,E. good homes
103,103,0,You can hear testimony of how spirituality changes lives when you do what?,hear testimony,A. go to church,B. appear in court,C. watch soap operas,D. paying attention,E. go into court
3775,3775,2,"The two teams were competing all the time, what likely developed between them?",competing,A. accomplishment,B. enemies,C. rivalry,D. friendship,E. bad blood
1707,1707,2,With enough helium a balloon can rise and rise high into the what?,helium,A. aeroplane,B. moon,C. atmosphere,D. laboratory,E. chemistry lab
3292,3292,3,"The paper sign had notice of a civic meeting, where should it be posted?",paper sign,A. hallway,B. store window,C. pole,D. public place,E. shop window
4629,4629,2,Where is all compost found?,compost,A. wonderful,B. forest,C. surface of earth,D. recycle bin,E. garden
1340,1340,3,Nations agreeing with each other will lead to what?,agreeing with,A. taco tuesday,B. like,C. problem,D. peace,E. contract
2038,2038,4,"He enjoyed the factory work, he liked the idea that he did what for sale?",work,A. earn money,B. introduction,C. create,D. workhour,E. produce goods
1405,1405,3,"If you have an empty glass and are thirsty, where would you put the glass?",glass,A. refrigerator,B. table,C. dishwasher,D. water cooler,E. dining room
4353,4353,3,"There was shattered glass, blood and a gun, so the detective told another cop to tape off the perimeter of the what?",gun,A. army base,B. police station,C. police car,D. crime scene,E. military base
2268,2268,4,Care not to burn you hand on the handle of what small high-walled vessel?,handle,A. brush,B. carry object,C. walking stick,D. umbrella,E. saucepan
3058,3058,4,"The drama had quite an affect on the humans, the highs and lows had them all what?",humans,A. give up,B. bald,C. very adaptable,D. male or female,E. emotional
2240,2240,3,People of faith believe what is a vessel for the soul?,vessel,A. ocean,B. head,C. port,D. human body,E. streets
3152,3152,2,"The music was very dear to him, he had done what with it during an important time in his life?",music,A. night club,B. dreamt,C. composed,D. written on paper,E. stolen
4030,4030,1,Dan's job was talking phone calls.  That was his only job.  He didn't get to do what?,taking phone call,A. car accident,B. decisions,C. draw pictures,D. irritation,E. regret
379,379,3,What do humans do when in a race?,humans,A. lay eggs,B. eat fruit,C. wrestle,D. compete with each other,E. draw pictures
3878,3878,4,What is the easiest place for a human or another animal to live?,human,A. workplace,B. gravesite,C. shelter,D. interesting place,E. temperate climate
4166,4166,2,What is the first thing a spouse might do when they get up early?,get up early,A. go to bed early,B. go sleep early,C. ask spouse to wake,D. get to bed early,E. wake up
3255,3255,4,What kind of call are you on if you're hearing several people over speakers?,speakers,A. desktop,B. headphones,C. connect,D. concert,E. conference
2111,2111,3,What is the best thing teens can do right after school?,teens,A. smoke,B. hang out,C. volunteer,D. homework,E. go to a movie
5,5,3,What home entertainment equipment requires cable?,cable,A. radio shack,B. substation,C. cabinet,D. television,E. desk
2264,2264,0,Where could there be a floating cottage?,cottage,A. fairy story,B. desert,C. village,D. rural area,E. mountains
2007,2007,0,"If a person is at a crossroads decision point, what might is affect for them?",crossroads,A. life,B. journey,C. traffic lights,D. train tracks,E. countryside
4912,4912,1,"A person is being judged, what is he entitled to?",person,A. source of income,B. fair trial,C. headache,D. white teeth,E. freedom
3422,3422,2,Exercising by lifting weights will give you large what?,exercising,A. breaths,B. shortness of breath,C. muscles,D. effort,E. discipline
4781,4781,2,If more than one person is talking to another what are they having?,talking,A. sore throat,B. gossip,C. conversation,D. communication,E. dry mouth
1953,1953,3,"The shark followed the fish down into the dark water, where did the shark go?",shark,A. the desert,B. sea world,C. great outdoors,D. deep ocean,E. maritime museum
901,901,3,You can buy a pen here.,pen,A. briefcase,B. pocket,C. friend's house,D. office supply store,E. classroom
86,86,1,How does getting paid feel?,getting paid,A. income tax,B. satisfaction,C. sorrow,D. ocean,E. bill collectors to happy
4157,4157,3,"What should a person feel when doing responsible action with their pet, such as walking a dog?",walking dog,A. sore feet,B. happy,C. tiredness,D. pride,E. excerise
4832,4832,3,Where are you when an employee brings you cooked potatoes?,potatoes,A. bathroom,B. cellar,C. countryside,D. restaurant,E. plate
2423,2423,0,"The view was sharp in front of the flashlight after changing batteries, what was it like before?",sharp,A. dim,B. inaccurate,C. above board,D. blunt,E. flat
3680,3680,2,Where would you kick a ball that has grass?,ball,A. toy store,B. pool table,C. soccer field,D. golf course,E. street
902,902,4,What should the bean bag chair sit on?,bean bag chair,A. house,B. den,C. family room,D. wood,E. floor
4999,4999,0,"If I work in public transportation and find a door with a lock, where am I likely?",door with lock,A. bus terminal,B. train,C. automobile,D. file cabinet,E. house
2475,2475,1,What would a paper be if the typing on the paper was made using foreign characters?,typing,A. communication,B. indeterminate,C. carpal tunnel syndrome,D. communicating,E. japanese
805,805,2,Where you have finished a conversation with a person what do you say?,person,A. open letter,B. thank god,C. say goodbye,D. bless you,E. listen to radio
4106,4106,4,"John wanted to meet interesting people, but he always drove them away.  He felt that he needed to be more what?",meet interesting people,A. understand themselves,B. socialize,C. take class,D. explore,E. friendly
1178,1178,0,Where can you can enjoy music in public ?,music,A. theatre,B. elevator,C. opera,D. cassettes,E. store
2991,2991,3,There are usually four strings on what popular instrument?,string,A. trumpet,B. kite,C. quark,D. guitar,E. bird's nest
3206,3206,4,Lance spotted a wet beaver in the river.  Where might have lance been?,beaver,A. dictionary,B. books,C. australia,D. seaside,E. countryside
3376,3376,4,"They burned the record, they were trying to do what to history?",record,A. compact disc,B. tape,C. rewrite,D. play music,E. erase
1323,1323,4,Where would you get an action figure if you do not have one?,action figure,A. eat cake,B. little boy's toy box,C. theater,D. bathtub,E. toy store
2004,2004,2,What is something that people could walk on and that could have a steel cable attached to it?,steel cable,A. rowboat,B. ground,C. suspension bridge,D. ship,E. building
4854,4854,3,Where would a highlighter be used in a legal case?,highlighter,A. office supply store,B. office drawer,C. desk drawer,D. case,E. school
578,578,0,Where can you store a small notepad on your person?,notepad,A. back pocket,B. meeting,C. drug store,D. home,E. school
4824,4824,0,The country didn't want to join the union. They felt that doing so would reduce them to the status of a what?,union,A. province,B. plebian,C. workplace,D. detroit,E. construction business
4551,4551,4,"A man wanted to catch his favorite show, what is he most likely to do?",see favorite show,A. clap,B. feel happy,C. relax,D. record,E. watch television
2628,2628,4,"The teen wanted to impress his girlfriend by doing housework, what impresses the girl?",doing housework,A. boredom,B. chores,C. allergies,D. pain and suffering,E. cleanliness
4873,4873,4,"If someone wants a changing society, what do they need from their government?",changing society,A. happiness for,B. give up,C. acceptance,D. cultural revolution,E. new laws
3717,3717,3,"The farmer wanted to grow cotton near Florida, where should he plant his cotton?",cotton,A. orlando,B. fabric,C. north carolina,D. georgia,E. medicine cabinet
1624,1624,2,What do you want to do when you go to performance that is interactive?,go to performance,A. know where,B. leave,C. experience,D. applaud,E. admiration
2288,2288,4,"Following a killing, what are the police likely to begin?",killing,A. man hunt,B. punishment,C. going to jail,D. retribution,E. investigation
3815,3815,0,What do you physically do to someone that you love?,love,A. kiss,B. kill,C. forgive,D. paint,E. please parents
1454,1454,1,What happens to most people after playing tennis all day?,playing tennis,A. championship,B. becoming tired,C. tennis elbow,D. victory,E. friends
2680,2680,1,"A person regrets their actions, what are they likely to have?",person,A. deception,B. bad feelings,C. live in poverty,D. indigestion,E. schizophrenia
3928,3928,1,If song were to touch your heart it would do it through what?,touch,A. smelling,B. hearing,C. seeing,D. sight,E. sniff
1507,1507,4,"If there are people watching a priest, what is he doing?",priest,A. on trial,B. drink coffee,C. believe in god,D. baptise,E. say mass
2163,2163,3,Where will you commonly get a potato with your order?,potato,A. ireland,B. cooking pot,C. the atlantic ocean,D. steak house,E. beef stew
4175,4175,0,Where can I get a drink?,human,A. bar,B. china,C. a brothel,D. theater,E. space shuttle
1388,1388,1,In the Roman Empire a person who was not of noble birth was called a what?,noble,A. inferior,B. plebeian,C. priest,D. common,E. ignoble
3598,3598,1,Where would sunshine be likely to fall on a plant that a person owns?,sunshine,A. street,B. windowsill,C. disneyland,D. grow lights,E. summer
4891,4891,1,What happens while chatting with friends about current events?,chatting with friends,A. laughter,B. exchanging information,C. hope,D. feel close to,E. social approval
2821,2821,3,From where can you learn the anatomy of a blowfish?,blowfish,A. atlantic ocean,B. france,C. fish market,D. books,E. sushi restaurant
2139,2139,3,If you hear about terrible injustices while reading a newspaper what can happen?,reading newspaper,A. learning about world,B. grief,C. education,D. get angry,E. insight
2539,2539,4,"A bad person places little value on being honest, acting without pretense or being what?",bad,A. excellent,B. upright,C. premium,D. competent,E. sincere
3467,3467,4,Where is the lawnmower I hear from across the street?,lawn mower,A. shed,B. garage,C. cutting grass,D. lawn,E. neighbor's house
4755,4755,2,Eating midday leads people to get what?,eating,A. defecating,B. feces,C. get tired,D. gaining weight,E. slacking
1395,1395,3,It seemed weird to have a dental office located next to a candy store and fast food location at the what?,dental office,A. medical building,B. hospital,C. school,D. strip mall,E. urban area
2929,2929,1,"The man loved to fish bass, to be happy all he needed was a boat, his equipment, and a what?",bass,A. river,B. freshwater lake,C. sunshine,D. music store,E. live in ponds
112,112,0,WHat leads to someone's death when they are very depressed?,death,A. suicide,B. overdosing,C. sadness,D. murder,E. cyanide
3359,3359,2,What does a confident person do?,person,A. feel important,B. own house,C. trust himself,D. know what time,E. cry
3953,3953,2,"Two friends lived in different countries, how did they frequently communicate?",friends,A. wedding,B. fraternity house,C. internet cafe,D. smoke signals,E. movie
2168,2168,0,There are many dance clubs and higher rates of obesity where?,dance club,A. united states,B. ohio,C. toun,D. michigan,E. fast food restaurants
653,653,4,Where can you find a place to eat and places to buy items of many different kinds?,place to eat,A. city,B. downtown,C. own house,D. bar,E. shopping center
1808,1808,0,Where would you get a baseball if you do not have one?,baseball,A. sporting goods store,B. america,C. park,D. sandbox,E. break window
3388,3388,2,What is food that is able to be eaten?,food,A. spoiled,B. necessary to live,C. edible,D. supermarket,E. unhealthy
4239,4239,2,The double edged razor was used to cut tape.  It was found in what box?,double edged razor,A. drug store,B. medicine cabinet,C. first aid kit,D. shaving kit,E. shower
66,66,3,"Though she made the cut years ago, its figurative scars would never what?",cut,A. joining,B. put together,C. stitch,D. heal,E. paste
2369,2369,1,"While moving the antique a wooden rod fell out, but since it was just part of the chimes what was still functional?",wooden rod,A. hardware store,B. old clock,C. broom closet,D. puzzle,E. old houses
752,752,0,Where can I find a steakhouse with a view of corn fields?,steak house,A. nebraska,B. new york,C. mexico,D. home,E. utah
287,287,3,What would a document be if it is not obtuse?,obtuse,A. pointed,B. bright,C. easy,D. clear,E. acute angled
3323,3323,1,"He had a very expensive writing instrument in his office and didn't want to lose it, where did he put it?",writing instrument,A. writer's hand,B. desk drawer,C. pawn shop,D. pocket,E. classroom
3604,3604,1,If you contemn someone they most certainly will not have your what?,contemn,A. like,B. respect,C. revere,D. venerate,E. honor
4389,4389,3,"Press people were waiting for the embarrassed politician to give his resignation speech, what were they expecting to hear?",people,A. national park,B. opera,C. yodel,D. confession,E. vehicles
4875,4875,4,The snake was found in a cave north of Texas.  Where might it have been found?,snake,A. tropical forest,B. ball stopped,C. bedroom,D. basement,E. oklahoma
3520,3520,3,Why would a person go to school?,person,A. party,B. own house,C. more leisure time,D. successful in life,E. not feel pain
2416,2416,0,Where are you if a cow you've raised gets an award?,cow,A. county fair,B. stable,C. barnyard,D. sheepfold,E. farmyard
689,689,1,"The man didn't like getting out of bed and stepping on the cold tile, so where did he put carpeting?",carpeting,A. houses,B. bedroom,C. istanbul,D. open tress,E. gym
2302,2302,0,Where is a master control likely to be in a technology company?,master control,A. main office,B. center,C. beach,D. manufacturing plant,E. basement
3373,3373,4,"If you're chopping fuel for a fire, when you see a marmot, where would you put it?",marmot,A. north america,B. petting zoo,C. mountainous area,D. animal,E. wood pile
1425,1425,3,There was no food in Danny place.  He had to go across the road and ask for some. Where might he have asked for food?,food,A. kitchen,B. military base,C. shelf,D. neighbor's house,E. restroom
2166,2166,0,What is a computer terminal?,terminal,A. electrical device,B. battery,C. electronics,D. transportation system,E. initial
3674,3674,1,How are machines put together?,machine,A. street,B. assembly line,C. big building,D. laundromat,E. laboratory
2442,2442,2,Where would you find a computer near very young people learning?,computer,A. apartment,B. house,C. classroom,D. hallway,E. demonstration
