,Unnamed: 0,label,sent1,sent2,ending0,ending1,ending2,ending3,ending4
4748,4748,4,"In a war, the killing ends when every person does what?",killing,A. going to jail,B. punishment,C. recognizes their true oppressors,D. death of,E. dies
3667,3667,2,"So as not to disrupt instruction, there were always spare pencils in the what?",pencils,A. on teachers desk,B. cabinet,C. classroom,D. backpack,E. store
4172,4172,0,What can I find that is about 4.5% alcohol?,alcohol,A. beer,B. wine,C. pub,D. uncle joe,E. fraternity house
1745,1745,4,"They were very careful transporting the holy artifact, the last thing they wanted to do was deliver it what?",holy,A. profane,B. common,C. halibut,D. broken,E. damaged
371,371,2,A person with brown skin may share that skin with whom?,skin,A. finger,B. good health,C. own family,D. friends,E. people
2251,2251,2,It was directed towards women but it was mostly couples who what?,couples,A. date,B. have sex,C. enjoy movie,D. row with each other,E. enjoy sex
4221,4221,4,"The hot dogs were selling fast at intermission, where were they being sold?",hot dogs,A. park,B. disneyland,C. apartment,D. cows,E. sporting event
3561,3561,2,"The students helped build the backdrop, it was just one of the parts of putting on their little what?",backdrop,A. theater,B. theatre,C. stage show,D. photography studio,E. mini project
3043,3043,3,Beer is usually expensive when you attend what public event?,beer,A. refrigerator,B. drink,C. fridge,D. sporting event,E. bowling alley
4303,4303,3,"The organization was giving assistance to families, what were the families dealing with?",giving assistance,A. risk taking,B. doom,C. helping others,D. hardship,E. helpfulness
2435,2435,4,What happens when a person goes the wrong way?,person,A. schizophrenia,B. ridiculous,C. unpleasant things,D. shameful,E. make mistakes
3165,3165,3,The mountain was very massive.  It did what to the nearby hills?,massive,A. lame,B. insubstantial,C. inconsequential,D. dwarf,E. massless
3153,3153,3,Dancing or walking too much will lead to what on your feet?,dancing,A. humiliation,B. fatigue,C. skin,D. blisters,E. exhaustion
4920,4920,1,Where are people likely to leave a car in a parking lot for an extended time?,parking lot,A. shopping center,B. airport,C. business district,D. city,E. swimming pool
1986,1986,3,If you're drinking what body part does most of the work?,drinking,A. glass,B. swallowing,C. throat,D. mouth,E. use glass
4305,4305,0,What always happens to someone after he or she finishes getting divorce?,getting divorce,A. no spouse,B. lot of grief,C. freedom,D. children suffer,E. party time
4494,4494,2,What do many people believe happens after you die?,die,A. stop moving,B. nothing,C. go to heaven,D. stop living,E. stop breathing
1866,1866,4,"David was lost but he couldn't remember where he put the map.  He knew that he had it the last time he stopped.  He remembered getting out his toothbrush and brushing, then putting everything up. Where might the map be?",map,A. atlas,B. rest area,C. posession,D. heaven,E. suitcase
2286,2286,2,What do we feel when we run out of energy?,energy,A. fatigue,B. matter,C. weakness,D. deprived,E. mass
1500,1500,0,If someone is free from guilt what are they likely to achieve?,person,A. peaceful sleep,B. freedom from want,C. medal,D. headache,E. new computer
20,20,4,What does playing soccer for a long time lead to?,playing soccer,A. excitement,B. fatigue,C. anger,D. hurting,E. getting tired
4411,4411,3,Billy turned off the water by using the diaphragm.  A diaphragm is a type is what?,diaphragm,A. drugstore,B. human,C. bivalve,D. valve,E. gas pump
1848,1848,0,Where does someone get a rubber for sex?,rubber,A. drug store,B. wallet,C. bedside table,D. house,E. classroom
908,908,4,Collections of atoms called molecules make up everything you can hold in your what?,molecule,A. atom,B. anything,C. air,D. feet,E. hands
2497,2497,4,What is a corrupt government likely to lead to?,government,A. civilization,B. money,C. city,D. control,E. trouble
221,221,1,When would you be able to see your reflection in a piece of wood?,wood,A. burned,B. polished,C. carved,D. composted,E. nailed
4888,4888,3,A wooden rod was used to wind up his freestanding what?,wooden rod,A. broom closet,B. old houses,C. carpentry shop,D. old clock,E. put a bar
943,943,4,"The wood became fossilized, what did the paleontologists call it when they found ti?",wood,A. sanded,B. composted,C. warp,D. hardened,E. petrify
814,814,1,Where could you find a laundry room that is only used by staff?,laundry room,A. house,B. hotel,C. green house,D. college,E. dorm
71,71,1,"He made another call, he did this all day hoping people would what well to his offer?",call,A. hang up,B. respond,C. contact,D. answer,E. attracting ducks
4310,4310,3,What would happen if a salesman didn't do his job right?,salesman,A. promotion,B. service account,C. sell products,D. get fired,E. work potential customer
554,554,1,Where are a lot of offices in New York?,office,A. school building,B. skyscraper,C. business,D. grocery store.,E. work
1048,1048,2,What might someone get from learning about science?,learning about science,A. headache,B. see things differently,C. increased knowledge,D. accidents,E. appreciation of nature
4633,4633,4,Why might a house be going to market?,going to market,A. meeting new people,B. buying items,C. spending money,D. tedium,E. bankruptcy
1264,1264,3,The teacher has activity planned the students probably won't enjoy--- what was it?,teacher,A. work in school,B. school children,C. teach pupils,D. time test,E. demonstrate
1923,1923,2,Justin couldn't dance long because he experienced what?,dancing,A. meeting people,B. having fun,C. fatigue,D. manual,E. become tired
4877,4877,2,"If I am playing a xylophone with a large, amateur ensemble of young people, what am I a member of?",xylophone,A. chef,B. abc book,C. high school band,D. orchestra,E. museum
4703,4703,3,"The morbidly obese man with unkempt facial hair got his dream job, he was eating hamburger for a show every week which brought him total what?",eating hamburger,A. french fries,B. enjoy,C. nausea,D. satisfaction,E. gas
4924,4924,2,He kept a container can for draining oil in what location of the house?,container can,A. liquid,B. store,C. garage,D. pantry,E. gutter
4374,4374,0,"Getting drunk and using stairs can be dangerous, one might find themselves what?",getting drunk,A. falling down,B. tripping,C. death,D. lower standards,E. slurred speech
4822,4822,0,"A person who is hungry and eating breakfast, what is their goal?",eating breakfast,A. being satisfied,B. heartburn,C. weight gain,D. overeating,E. gain energy
1754,1754,3,What do criminals do when they are caught?,criminals,A. they feel happy,B. realise error of ways,C. take money,D. serving time,E. arm themselves
2780,2780,3,"The children had been using television all Saturday morning, their parents made them go outside and play before they all suffered what?",using television,A. entertained,B. visual,C. boredom,D. eye strain,E. laziness boredom
675,675,1,"The kids had been having fun all day, there was now a what?",having fun,A. wild ride,B. need for rest,C. a massive bear,D. playing marbles,E. constructing
1324,1324,0,"He was studying anatomy, he knew that the main artery in his neck provided blood to his what?",main artery,A. own brain,B. busy city,C. thruway,D. hand,E. neck
2590,2590,3,John had a gun but he set it aside.  It wasn't helpful.  He needed to build a fire.  Why did he need a fire?,fire,A. murder,B. warm hands,C. harm,D. warm up,E. park
100,100,2,"The accountant used a calculator regularly, he kept one at home and one at the what?",calculator,A. desk drawer,B. desktop,C. office,D. wristwatch,E. city hall
2701,2701,2,Where might someone in  a waiting room for lost luggage be?,waiting room,A. clinic,B. hospitals,C. airport,D. mailroom,E. doctor's office
1887,1887,2,Everyone is ordinary but we are often told we are what?,ordinary,A. unbelievable,B. strange,C. special,D. ugly,E. exceptional
1532,1532,4,What does someone gain from getting divorce?,getting divorce,A. poorer,B. sadness,C. depression,D. tears,E. freedom
2015,2015,2,What is a negative consequence of learning about the world?,learning about world,A. sadness,B. hopelessness,C. loss of innocence,D. confusion,E. anger
1408,1408,0,Graphite is referred to as lead in what writing implement?,lead,A. lead pencil,B. black,C. very heavy,D. news article,E. card game
1788,1788,4,Where might birds be on a statute?,birds,A. air,B. countryside,C. city hall,D. sky,E. park
2001,2001,0,"The shuttle was inverted onto the launch platform, who was operating it?",launch platform,A. nasa,B. rocket scientist,C. kennedy space center,D. trapeze,E. battleship
1537,1537,2,What is a good way to get food hot?,food,A. fridge,B. field,C. oven,D. table,E. cupboard
790,790,3,Three quarters of what are covered by the ocean?,ocean,A. waterfalls,B. underwater,C. beach,D. surface of earth,E. river
3850,3850,1,A member of the audience was struck in the head by a ball. What sort of building is the audience most likely in?,audience,A. movie theater,B. stadium,C. church,D. show,E. arena
4317,4317,3,What is a place with tens of millions of people living in it where you could find an excavation?,excavation,A. under ground,B. city,C. desert,D. egypt,E. construction site
2855,2855,4,"If you're late getting to work, what is something you experience?",going to work,A. promotions,B. malaise,C. bad mood,D. upset,E. stress
1302,1302,2,"His hotel had a view of a famous mountain, he sampled chocolates, and did more during his visit where?",mountain,A. himalayas,B. pennsylvania,C. switzerland,D. picture,E. canada
3013,3013,3,The drunk man was hitting bottle figuratively and literally when he slammed it down on the what?,hitting bottle,A. buying beer,B. ticket,C. aim,D. table,E. breaking
4301,4301,1,A school is necessary for every one of these. What are they?,school,A. every city,B. community,C. playground,D. residential neighborhood,E. town
1233,1233,3,The upright piano helped what get a better sound?,upright piano,A. music show,B. music room,C. house,D. band,E. college
792,792,1,"She had a knack for entertaining, everybody told he she had a what?",entertaining,A. fun,B. talent,C. learn about,D. intelligence,E. recognize
2724,2724,1,The fat man wanted to make a change in his life and make sure it stayed what?,change,A. concretely,B. permanent,C. remain stable,D. stagnant,E. constant
25,25,3,"The drug kingpin told his man to run errands, this was code to go to all the dealers to do what they had?",run errands,A. park,B. make time for,C. receive instructions,D. take money,E. leave work
410,410,1,"A gentleman is very wealthy and flaunts it, where does he likely live?",gentleman,A. europe,B. big house,C. tuxedo,D. palace,E. men's room
3428,3428,0,Where characteristically has a heart?,heart,A. all mammals,B. person,C. dogs,D. hospital,E. artichoke
2483,2483,3,"The cows were enjoying the sunshine and solitude by the barn, where were they?",cows,A. fairgrounds,B. countryside,C. on the moon,D. farmyard,E. give birth to dogs
3398,3398,4,"James had almost religious reverence for Bill, but Bill didn't return the feelings.  How did Bill treat James.",reverence,A. profanity,B. content,C. irreverence,D. blasphemy,E. contempt
2476,2476,3,"The ladies at the salon had plenty of curiosity, anytime someone came in they wanted to what?",curiosity,A. examine thing,B. go to market,C. attend school,D. hear news,E. bad news
1983,1983,4,"She wanted to try out her brand new hair dryer, but her hair practically dried on it's own before she got it out of the well packaged what?",hair dryer,A. bathroom,B. trash,C. drug store,D. beauty salon,E. box
433,433,2,What would you put furniture on top of?,furniture,A. roof,B. room,C. floor,D. apartment,E. neighbor's house
242,242,2,"The person was looking up airline and hotel prices, what was he looking to do?",person,A. control computer,B. separate things,C. go on vacation,D. cross street,E. go out
3348,3348,1,Where could you find a cow that is not real?,cow,A. nebraska,B. fairy tale,C. advertisement,D. moon,E. slaughter house
4882,4882,4,A builder looking for wood to build a new home is likely to visit what location?,wood,A. own home,B. grocery store,C. boat,D. carpet,E. lumberyard
3636,3636,1,"A ficus can get quite large, but a smaller one can be kept inside in a what?",ficus,A. plant kingdom,B. flowerpot,C. plant pot,D. science class,E. pots
923,923,2,"A student wants to hear what the professor is saying, what does he do?",student,A. gain experience,B. taking notes,C. listen carefully,D. complete test,E. focus
1196,1196,1,What is the purpose of a box in a supermarket?,box,A. hold stuff,B. store food,C. organize,D. hold things,E. store clothes
921,921,1,"She was bad at dancing, so what basic skill did the instructor teach her?",dancing,A. euphoria,B. rhythmic movement,C. music,D. moving body,E. having fun
224,224,3,When you plant a garden you can harvest what to eat?,plant,A. flower,B. animal,C. flower petals,D. vegetable,E. alive
2129,2129,2,"I was watching a film with explicit eroticism, what do I want to do?",watching film,A. fear,B. like,C. masturbation,D. enlighten,E. erection
2096,2096,0,"If I am forgiving, what might people think I have?",forgiving,A. good heart,B. make up,C. new freedom,D. good karma,E. bad man
3141,3141,1,He worked hard to have great success at his chosen what?,success,A. new job,B. vocation,C. awards ceremony,D. schedule,E. michigan
648,648,0,If someone is outgoing what are they likely to seek?,person,A. new experiences,B. playfulness,C. own house,D. good looking,E. beautiful
2896,2896,3,"Curiosity drove the archaeologist, more that the objects themselves he was always looking to what?",curiosity,A. make money,B. go somewhere,C. design software,D. find truth,E. use television
3889,3889,4,When I gentleman needs to use the facilities while out for dinner he goes to the what?,gentleman,A. tuxedo,B. exercise room,C. restaurant,D. big house,E. men's room
1693,1693,2,She could watch people coming and going to all the different shops while at the beauty salon because it was located where?,beauty salon,A. picking clothes,B. clerk,C. strip mall,D. beautifying hair,E. neighborhood
4058,4058,4,"What room, that doesn't normally have a side chair, helps you work from home?",side chair,A. bedroom,B. bathroom,C. building,D. table,E. office
3650,3650,0,What could happen to a person if no one is around him or her?,person,A. feel lonely,B. graduate from high school,C. enter college,D. cross street,E. be alone
550,550,4,"One might find theirs open, with the letters that had been delivered stolen.",letters,A. front door,B. newspaper,C. post office,D. package,E. mail box
1078,1078,4,Where can the children leave their bicycles?,bicycle,A. street,B. netherlands,C. behind,D. university,E. schoolyard
3697,3697,2,What type of corn structure would contain many passageways?,passageway,A. jungle,B. house,C. maze,D. labyrinth,E. hotel
4146,4146,3,Where would you find bleachers inside?,bleachers,A. soccer,B. sporting event,C. pharmacy,D. gymnasium,E. seat with view
2132,2132,3,Having food all the time can lead to what?,having food,A. digesting,B. not hungry,C. swelling,D. weight gain,E. gas
2498,2498,4,What do birds using tools say about them?,birds,A. small,B. very colorful,C. singing,D. caring,E. pretty smart
1705,1705,3,Where would you put a washcloth to clean it?,washcloth,A. bed bath store,B. linen closet,C. walmart,D. bathroom sink,E. closet
893,893,4,The janitor got his pail out of where?,pail,A. wishing well,B. kitchen,C. hardware store,D. garage,E. utility room
1762,1762,0,What is something that isn't the main focus of a video?,main,A. peripheral,B. secondary,C. maintopmast,D. characters,E. minor
4532,4532,0,Where would you find many products for sale?,product,A. market,B. cost one dollar,C. shelf,D. salon,E. demonstration
1783,1783,1,"The man wanted a new cereal bowl, where should he buy one?",cereal bowl,A. contain cereal,B. china shop,C. kitchen cabinet,D. cupboard,E. cereal box
1979,1979,2,What is someone likely to do when trying to memorize something?,memorize,A. store data,B. repeat,C. concentrate,D. store data,E. awake
4158,4158,3,Jane thought that the show was entertaining. Watching it brought her  what emotion?,entertaining,A. laughter,B. embarrassment,C. fatigue,D. fulfillment,E. steel
162,162,4,What do you get for not moving your car during the required time?,moving car,A. towed,B. accidents,C. driving,D. getting tired,E. ticket
2578,2578,1,What is likely the result of a small episode of falling?,falling,A. broken bones,B. pain,C. injury,D. getting hurt contact with,E. going down
3410,3410,2,What floral area is a monument usually placed in?,monument,A. public growth areas,B. state park,C. public gardens,D. municipal park,E. cemetary
544,544,4,"We were having a canned food drive and I needed to pick up some contributions, where did I go?",canned food,A. shelf,B. cellar,C. refrigerator,D. cupboard,E. grocery store
1761,1761,0,A small dog lived with a a woman who loved him. Where might he have lived?,small dog,A. person's house,B. dog house,C. canada,D. illinois,E. basket
4509,4509,1,What could happen to your shoes if you are going for run?,going for run,A. lose your laces,B. getting hot,C. feeling tired,D. working out,E. lack of energy
2321,2321,0,What does a Christian do when they get what they needed?,person,A. thank god,B. cross street,C. give thanks,D. promise to do,E. catch cold
2547,2547,3,What geological feature is made mostly of rock?,rock,A. countryside,B. ground,C. street,D. mountain range,E. bridge
1488,1488,3,After checking in at the ticket office the couple entered their prom in the school's what?,ticket office,A. movie theaters,B. end of line,C. football field,D. auditorium,E. opera house
3556,3556,3,"Horses are big animals that get a lot of exercise.  Because he this, they need to do what?",horse,A. run quickly,B. pull wagon,C. go away,D. drink water,E. eat carrots
1202,1202,4,James put a blanket on the floor to cover the burn marks.  Where might he have gotten the blanket from?,floor,A. synagogue,B. table,C. carpet,D. general store,E. bed
2527,2527,4,"It was t he biggest concert in town, there wasn't an empty seat in the what?",seat,A. theatre,B. building,C. show,D. airplane,E. auditorium
1072,1072,1,What kind of class uses a triangle?,triangle,A. mathematics,B. geometry,C. math class,D. math book,E. university
2304,2304,2,In a court what group passes a sentence?,pass sentence,A. sure,B. arrive at conviction,C. on jury,D. judgemental,E. mom
1951,1951,2,"If you've ended your visit with someone, what happens next?",person,A. thank god,B. turn around,C. walk away,D. work hard,E. explode
3702,3702,3,What might cause boredom?,boredom,A. funny,B. learn new,C. see new,D. play chess,E. surf net
358,358,0,"When he was a small child he called the giraffe mascot a cow, it was a fond memory of the now defunct what?",cow,A. toy store,B. story book,C. great outdoors,D. countryside,E. wildlife refuge
4207,4207,3,Why would a band be performing in front of a large number of people?,band,A. blaring,B. record album,C. alarm,D. play music,E. include drummer
3314,3314,1,"A man wanted to find the United States on a visual, where should he look?",united states,A. history book,B. atlas,C. tv channels,D. northern hemisphere,E. map
1861,1861,1,"Other than water, sugar is the main ingredient in what?",sugar,A. candy bar,B. soda pop,C. coffee,D. tea,E. cupboard
2752,2752,4,What are people more likely to do when they drink alcohol at a bar?,alcohol,A. dance,B. become inebriated,C. urinate,D. sleep at night,E. socialize
2667,2667,3,"The car hit the curb at high speed, what happened as a result?",car,A. go downtown,B. roll over,C. appear suddenly,D. bottom out,E. dissappeared
265,265,4,"The dog ran to the front window and barked, this is because of a presence at the what?",window,A. building,B. friend's house,C. classroom,D. window,E. front door
2803,2803,0,Why would someone think about getting wet in the summer?,getting wet,A. cool off,B. to have fun,C. shrinkage,D. shrinking,E. get cold
1103,1103,1,The video game featured an anger bar that you charged up to more easily do what?,anger,A. illustrate point,B. destroy enemy,C. cool off,D. write letter,E. get drunk
4260,4260,3,Where can you see a mountain in your own home?,mountain,A. park,B. switzerland,C. pennsylvania,D. picture,E. canada
3423,3423,2,What happens when glass has been hit?,glass,A. melted,B. break easily,C. shattering,D. hold water,E. many different colors
3992,3992,0,What happens to the person that is well known for frequent farting?,farting,A. social ostracism,B. evil,C. loud noise,D. bad smell,E. stinking
1415,1415,2,What causes meeting people to be preceded by meditation?,meeting people,A. being bored,B. panic attack,C. anxiety,D. making new friends,E. love
2860,2860,1,From what country is the fox?,fox,A. rural area,B. england,C. mountains,D. hen house,E. united states
2401,2401,4,Cats always tickle me with their?,cats,A. purring,B. four paws,C. four legs,D. two eyes,E. whiskers
2114,2114,1,Why is a person likely to stop eating hamburger and save the rest for later?,eating hamburger,A. sadness,B. being full,C. heartburn,D. food poisoning,E. death
697,697,1,Where would you find a desk normally occupied by a young person?,desk,A. office building,B. schoolroom,C. library,D. bedroom,E. gym
2903,2903,2,Where can someone enjoy ice cream in the dark?,ice cream,A. party,B. bedroom,C. movie,D. freezer,E. disneyland
1642,1642,4,Where could you find thousands or millions of office?,office,A. zoo,B. work,C. school building,D. public building,E. city
1881,1881,0,Billy bought some silk clothing for his wife.  What might he have gotten?,silk,A. nightgown,B. expensive clothing,C. chinatown,D. garments,E. sexy
3942,3942,1,What kind of store has jewelry and clothing?,jewelry,A. suitcase,B. department store,C. safe deposit box,D. ring box,E. vault
346,346,1,"In the movie a fragile man is causing accidents, his hope is to find a person opposite of him who is what?",fragile,A. undestroyable,B. unbreakable,C. indestructible,D. durable,E. invisible
4860,4860,4,"The IMAX screen was even bigger than he imagined, it was so big he felt outdoors rather than in a what?",screen,A. drive in movie,B. monitor,C. movies,D. home,E. theatre
723,723,1,"james loved the stars.  In the wilderness, they lit up what?",stars,A. outer space,B. night sky,C. universe,D. orbit,E. the ground
4783,4783,2,"If you're running twenty six miles you need to be careful, you should make sure you do what throughout the run?",running twenty six miles,A. collapse,B. sweat,C. drink water,D. rest,E. pace yourself
3260,3260,1,"On a rainy day, Bill likes to do creative things.  He loves to taste things.  He tries his hand on a rainy day. What might he do?",rainy day,A. enjoy film,B. make bread,C. go to the gym,D. stay in bed,E. write
3187,3187,2,Where in a house would a table be most likely placed?,table,A. living room,B. kitchen,C. dining room,D. conference,E. demonstration
2944,2944,3,Why do people participate in exercising?,exercising,A. tiredness,B. exhaustion,C. get sick,D. become stronger,E. use energy
4784,4784,0,"The monkey realized he was surrounded by water, where was the monkey?",monkey,A. madagascar,B. rain forest,C. captivity,D. on a tree,E. french government
4810,4810,3,When a pillowcase is on a pillow where will it be?,pillowcase,A. linen cupboard,B. allen key,C. linen closet,D. bedroom,E. coverning pillow
4677,4677,1,What meal usually has carrots and mostly leafy vegetables?,carrots,A. cellar,B. salad,C. store,D. refrigerator,E. soup
1994,1994,0,Where is a mouse likely to enter a house?,mouse,A. garage,B. cupboard,C. kitchen,D. sewer,E. attic
2656,2656,3,What place could you go to and find an apple tree there?,apple tree,A. washington state,B. paradise,C. farm,D. south africa,E. dirt
3345,3345,0,What happens when someone trips when going for run?,going for run,A. falling down,B. sweating,C. get tired,D. flying,E. working out
2623,2623,3,Expressing yourself in public without wearing pants will likely result in what?,expressing yourself,A. happiness,B. blank stares,C. communication,D. getting arrested,E. stage fright
349,349,0,"Mary wasn't familiar with James, so she wasn't comfortable speaking with him. How might she come off?",familiar,A. cold,B. unfamiliar,C. unknown,D. unacquainted,E. shy
661,661,2,Where would you see a performer at a gathering of you friends?,performer,A. cinema,B. opera,C. party,D. stage,E. dance
4940,4940,0,Where is bacteria likely to be found naturally?,bacteria,A. ground,B. petri dish,C. water,D. lake,E. toilet bowl
539,539,3,"The shelf was showing signs of instability, what should the carpenter fix to avoid any issues?",shelf,A. roof,B. corner,C. school building,D. wall,E. cupboard
2365,2365,3,"Rather than fly out for his vacation he decided to take bus, this was a great way of what?",take bus,A. sitting down,B. making soup,C. live near bus stop,D. saving money,E. sit down
4496,4496,4,"The jury deliberated for hours, the choice of passing sentence required them to make a what?",passing sentence,A. court house,B. go to jail,C. death,D. appeals,E. judgement
440,440,2,James lived in the top of a tall tower.  He could see clouds when he looked out his window.  Where might he live?,tower,A. in books,B. radio station,C. city,D. tower,E. medieval castle
2170,2170,1,If your opponents in a marathon is very fast it is easy to fall what?,fast,A. lightly,B. behind,C. train,D. slowly,E. sitfast
1207,1207,4,How does a meteor travel around galactic objects?,meteor,A. sky,B. outerspace,C. universe,D. in a vacuum,E. orbit
386,386,1,Lindy was a senior.  He lived with his children because he didn't want to go where?,senior,A. republican party,B. old people's home,C. office,D. park,E. high school or college
1075,1075,3,The product was not meant to be sold.  What was it for?,product,A. shelf,B. cost one dollar,C. breaking,D. demonstration,E. store
405,405,2,"If I have a vintage, decorative light source in my possession, what is it likely to be?",light source,A. sun,B. sky,C. candle,D. house,E. lamp
2490,2490,4,"Sterotypically, people read the newspaper with their family early in the morning.  What is something else that people also do with their family when they first wake up?",reading newspaper,A. aggravation,B. go  for a walk,C. zip cup of tea,D. drink coffee,E. eat breakfast
804,804,2,What kind of people will someone who is in charge of project look for?,in charge of project,A. greedy,B. worry,C. have knowledge,D. take charge,E. boss
4484,4484,3,"The ranch house was built outside of Butte, where was it located?",ranch house,A. countryside,B. neighborhood,C. desert,D. montana,E. subdivision
2050,2050,4,Joe hated taking phone calls during lunch.  He found anything that interrupted his meal to be a what?,taking phone call,A. decisions,B. delight,C. communication,D. regret,E. irritation
4933,4933,2,What benefit can you get from watch tv?,watch tv,A. have tv,B. distraction,C. learn,D. fall asleep,E. sitting
2959,2959,3,John refused to sleep because of Freddy.   Nothing can hurt you as long as you do what?,sleep,A. vacuuming,B. being awake,C. wakefulness,D. stay awake,E. entertainment
1474,1474,0,Where can I drink beer or any other alcoholic beverage?,beer,A. bar,B. vending machine,C. bottle,D. refrigerator,E. hockey game
3490,3490,4,What would someone be if he or she killed the biggest amount of people?,biggest,A. effusive,B. enabled,C. accidental,D. asomatous,E. detestable
1456,1456,0,The animals all knew the importants of fluids.  They also knew what was safe to do what?,animals,A. drink,B. feel pain,C. bite,D. fly,E. gay
4380,4380,0,"To avoid problems when going somewhere, whats a crucial step you should take?",go somewhere,A. plan ahead,B. find out where,C. highway,D. know where to go,E. get going
409,409,1,"He was good at traditional science but excelled at social science, his favorite subject was what?",science,A. geography,B. history studies,C. math,D. religion,E. dancing
3994,3994,4,"He was learning about the use of color and all their tints, and even how to use what technique?",color,A. black white,B. old timey,C. white black,D. dark,E. monochromatic
3172,3172,3,The trim made a good line between the floor and the what?,floor,A. obesity,B. desk,C. sky,D. wall,E. ceiling
3458,3458,2,"They weren't quite south of the border but close enough, after seeing some Navy ships they had dinner at an authentic mexican restaurant where?",mexican restaurant,A. burrito,B. mexico,C. san diego,D. atmosphere,E. city
3799,3799,0,What is an important part of living that people often forget to do?,living,A. trying to stay happy,B. fall in love,C. doing sport,D. die,E. seeing
1460,1460,2,What might someone do too much  of if they are experiencing stress?,stress,A. clean house,B. use drugs,C. drink alcohol,D. hang out at bar,E. dream
4093,4093,0,John looked for shade but couldn't find any. Where might be be?,shade,A. sunny place,B. summer,C. direct sunlight,D. bright sunshine,E. full sunlight
3193,3193,4,"Several other people were standing around James.  They were jumping up and down, screaming loudly, and banging their heads.  Where might James have been?",other people,A. water,B. in class,C. meeting,D. mall,E. concert
4845,4845,2,"John's router kept going to sleep.  This made his internet searches much slower, because it increased this. What is this?",going to sleep,A. response time,B. miss work,C. latency,D. not awake,E. loss of consciousness
419,419,3,"The sample needed to be pure, but the lab assistant got it what?",pure,A. corrupt,B. applied,C. dirty,D. contaminated,E. fresh
3899,3899,1,What does a projectile pass through?,projectile,A. battle field,B. air,C. gun,D. weapon,E. baseball
617,617,3,"The child really wanted to teach his grandpa to read, he thought it was wrong that he had spent his whole life what?",read,A. ignore,B. write,C. learn new things,D. illiterate,E. having fun
4516,4516,0,"He was very formal when talking to others, he always maintained an effort to what?",talking to,A. make eye contact,B. language,C. listening,D. compliment,E. smile
662,662,4,Where is a road known as a motorway?,motorway,A. scotland,B. europe,C. race track,D. new jersey,E. england
4800,4800,3,Where could there be a cloud?,cloud,A. air,B. night or day,C. weather report,D. atmosphere,E. above rain
1723,1723,0,What negative thing might someone experience if they spend time learning about a subject that is very complex and difficult?,learning about subject,A. headache,B. gain knowledge,C. elation,D. advance,E. aids
583,583,2,"The lady was doing a one man show of her tell story, when the show began she did what?",tell story,A. persuade,B. slept,C. take center stage,D. challenge,E. speak clearly
4758,4758,0,Jane is contemplating  taking a break. She hurts and she is tired.  What does she need?,contemplating,A. relaxation,B. adventure,C. headache,D. deciding,E. revelations
2794,2794,3,What do you receive a new credit card in?,credit card,A. wallet,B. resturant,C. wallet,D. envelope,E. purse
3734,3734,2,"James enjoyed playing games, but he didn't like games that lacked safety.  He was afraid of potential what?",playing games,A. enjoyment,B. excitement,C. loss of life,D. have fun,E. happiness
2919,2919,3,What will you do if you do not turn and you do not move either?,turn,A. twist,B. going straight,C. twist,D. stand still,E. go straight
425,425,4,What often happens after a long day of traveling?,traveling,A. sickness,B. motion sickness,C. relocation,D. jet lag,E. fatigue
2118,2118,1,"Even if not all events are enjoyable, what is a person traveling to many different places likely to have?",person,A. lots of tickets,B. interesting experiences,C. compliments,D. feel pleasure,E. look attractive
2978,2978,4,Where could you find passengers that are planning to travel to another continent?,passengers,A. car,B. bus depot,C. bus stop,D. library,E. airport
2174,2174,4,"He was a great man, because of this he had to keep the hair of his what trimmed?",hair,A. dog,B. barber shop,C. mammals,D. person's head,E. moustache
416,416,1,"The gambler had been winning a lot, he wisely decided to what?",winning,A. matchwinning,B. cash in,C. compete,D. return,E. celebrate
1443,1443,3,Where can you take your kids to buy things for them to play with?,kids,A. disneyland,B. jungle,C. swimming pool,D. toy store,E. home
4053,4053,1,Greed will cause a real estate agent to do what in order to sell a house?,greed,A. succeed,B. lie,C. cause business profits,D. buy food,E. get
3343,3343,1,Why is it difficult to tell what the weather might do sometimes?,weather,A. clear,B. unpredictable,C. important to farmers,D. hot or cold,E. mild
3967,3967,0,Where does a potato enlarge?,potato,A. garden patch,B. ireland,C. vegetable stew,D. grocery store,E. optical device
3787,3787,3,What is a student encouraged to do as they mature?,student,A. wait in line,B. do extra credit,C. cross road,D. think for himself,E. study book
627,627,4,When we are thankful for getting something what do we do?,getting,A. say thank,B. smile,C. looking for,D. get more,E. show appreciation
1353,1353,0,James owned a historic deli.  It had some protections that helped him keep it open.  It was an important landmark where?,deli,A. new york city,B. indianapolis,C. office building,D. shopping center,E. strip mall
1697,1697,2,"When you love someone, what will that person most likely do?",love,A. give money,B. cost nothing,C. bring joy,D. last forever,E. hurt
3591,3591,0,"The mammoth has often been considered for cloning, if this happened it would would make it no longer just what?",mammoth,A. ancient history,B. recent,C. stone age,D. storybook,E. ancient times
3564,3564,3,"At reception desk John asked  to see a person who was helping him make a sale.  Lilly came out immediately and took him back to her space, and talked to him about his needs.  He said that he was willing to lower the price to 80,000 if it would sale faster.  Where might John be?",reception desk,A. large office,B. at hotel,C. building,D. real estate office,E. store room
3,3,3,Google Maps and other highway and street GPS services have replaced what?,highway,A. united states,B. mexico,C. countryside,D. atlas,E. oceans
