,Unnamed: 0,video-id,fold-ind,startphrase,sent1,sent2,gold-source,ending0,ending1,ending2,ending3,label
462,29134,lsmdc1061_Harry_Potter_and_the_deathly_hallows_Disk_Two-99691,3904,"As they plunge deep into the water, someone sees an image of someone. Someone","As they plunge deep into the water, someone sees an image of someone.",Someone,gen,send the aircraft sign first.,does water lose its grip.,gestures to the kid.,leads the giant out onto the sand.,2
315,58274,lsmdc3060_SANCTUM-29428,4697,Someone and someone go looking for him. Someone,Someone and someone go looking for him.,Someone,gold,strolls in his direction.,puffs on his cigar and looks directly at him.,leads the way into another rocky den.,are robes quietly covering the door from a nip alcove.,2
554,50213,anetv_2TEJnQzCPUM,1032,The man begins by rollerblading down a long walk way and then sitting on a bench outdoors and talking to the cameras. The man then,The man begins by rollerblading down a long walk way and then sitting on a bench outdoors and talking to the cameras.,The man then,gold,demonstrates several different companies.,demonstrates how to strap on roller blades.,takes the shoes at the bottom and starts talking performing the show.,begins moving himself in some difficult competitions.,1
846,9430,lsmdc1047_Defiance-91839,225,Someone comes across someone sitting hunched on a mossy bank. Someone,Someone comes across someone sitting hunched on a mossy bank.,Someone,gold,is clearly hidden by a wide tunnel.,goes from the humans as spider - man out over the street.,leaps out from the woods as he lifts it up.,leans against a tree and watches his young brother's distress.,3
667,59168,lsmdc1010_TITANIC-77292,14725,Someone turns back to someone. Someone,Someone turns back to someone.,Someone,gold,grips the neuralyzer with his thumb.,gives someone and walks toward the cab.,"gazes at someone, then reaches out her hands.",looks at his shirt.,2
409,29965,lsmdc0033_Amadeus-66869,2138,"She sits up, startled. He","She sits up, startled.",He,gen,laughs and grabs her wrist.,falls back and pulls away.,is stronger ahead with reef.,cries as he takes out someone.,0
81,43480,lsmdc3083_TITANIC2-38862,17794,Snoop Dog descends into an open pit in the ship's hull. Snoop Dog,Snoop Dog descends into an open pit in the ship's hull.,Snoop Dog,gold,moves through an opening.,stands under the makeshift tent.,slides out and stops as his detection rises.,maneuvers upwards and jumps.,0
663,59537,lsmdc0028_The_Crying_Game-63919,14235,"Someone collapsed back on the bed, exhausted. Someone","Someone collapsed back on the bed, exhausted.",Someone,gen,are about to arrive.,smashes the window above the car.,turns back to an illustrated access channel.,waits by the lift.,3
491,4472,lsmdc1027_Les_Miserables-6145,9874,She sleeps with her head resting on his lap. Someone,She sleeps with her head resting on his lap.,Someone,gen,looks him up and down.,squeezes her eyes shut.,turns around and sees someone.,"is dancing with someone other now, as it cuts amongst the guests.",0
273,35996,anetv_tD30qafrkhM,5311,She pushes him away and starts crying. A couple,She pushes him away and starts crying.,A couple,gen,steps away from the screen as someone comes downstairs.,takes some other wine and soda from the fridge.,sits their drums inside.,of children dip in and kiss the other boy's face.,0
815,26909,lsmdc3014_CAPTAIN_AMERICA-5570,8748,One guard knocks off a mustached man's bowler hat with a nightstick. The burly prisoner,One guard knocks off a mustached man's bowler hat with a nightstick.,The burly prisoner,gen,wrenches the ring from its handle.,hands him a cataleya orchid.,leads him into a jeep.,ribs the polished giant's skin with his feet.,2
991,4785,lsmdc3090_YOUNG_ADULT-44234,19,She turns toward someone then lays one hand against his face. Someone,She turns toward someone then lays one hand against his face.,Someone,gen,opens her mouth like a squashed.,wakes with a jolt.,moves to her side.,clutches her hands over his face.,1
264,14491,lsmdc3020_DEAR_JOHN-10162,18281,"He walks into the dining room, and retrieves his jacket from the back of his chair. Someone","He walks into the dining room, and retrieves his jacket from the back of his chair.",Someone,gold,"joins him, her dark - lashed eyes blinking forlornly.",eyes move to the tiny boy.,"lands on the table, as the morning sun shines on him.",does the same while then picks up a glass of wine.,0
849,1619,lsmdc3083_TITANIC2-39271,18647,Someone stands between someone and her mother. Someone,Someone stands between someone and her mother.,Someone,gold,closes the carriage and stretches a circle around the teen.,is in the parlor with someone.,writes white cotton in the sack with her hand.,descends the grand staircase.,3
555,71975,lsmdc3014_CAPTAIN_AMERICA-5816,17626,A pair of additional troopers merge onto the road in front of someone. He,A pair of additional troopers merge onto the road in front of someone.,He,gold,speeds up and pulls the pin out of one of their as he passes.,fall down night lanes.,hurries through his front door.,winces someone then picks up his tie.,0
511,70476,lsmdc3070_THE_CALL-32820,17821,"He stops and glances back, then continues forward as the kidnapper looks up from the trunk. He","He stops and glances back, then continues forward as the kidnapper looks up from the trunk.",He,gold,takes someone in behind a lady.,looks around and sees the cops fall down beside him.,gives the driver a friendly wave.,bashes someone into a rocking boat.,2
332,55775,anetv_i_16EfqIrFg,5207,They are picking up shingles that are being removed. A man,They are picking up shingles that are being removed.,A man,gold,in a red shirt jumps over the counter of the roof on the machine.,is hosting a news segment that leads the people from smoke pumping.,is using a scraper to lift them up and separate them from the roof.,spears the roof of the shingles.,2
783,7425,lsmdc3039_JACK_AND_JILL-2635,11966,"Someone enters the stall and the attendant turns to a counter of toiletries. In the stall, someone",Someone enters the stall and the attendant turns to a counter of toiletries.,"In the stall, someone",gold,drops the bag on the toilet.,watches a bodyguard ascend a ladder.,arrives at the lift.,moves on to the potatoes and crouches to water.,0
879,55919,lsmdc3084_TOOTH_FAIRY-40029,12972,"Without warning, someone gets thrown backward. A peppermint embossed with a dog bone","Without warning, someone gets thrown backward.",A peppermint embossed with a dog bone,gold,enters attacked with sting as the electricity barges into someone's chest.,floats through midair and flies into someone's mouth.,catches water from it.,is fastened onto the scaffold.,1
196,53309,anetv_FFUh8Fx4FsA,5307,"The owners of the cars are soaping them down and cleaning the tires very well. Inside of the car wash it it completely empty, no one",The owners of the cars are soaping them down and cleaning the tires very well.,"Inside of the car wash it it completely empty, no one",gold,is inside of it.,can be seen furniture and snow people have been cleaned.,can int what tires should be been getting if someone is cleaning them.,is so in front of what including seen and going new earth made of it.,0
153,36549,anetv_3GgQdXjJfEU,8517,Man wearing black shorts is running on race track and make a javelin throw. men,Man wearing black shorts is running on race track and make a javelin throw.,men,gold,are riding out on a field.,start throwing the javelin on the field doing its punches.,are sitting on a side of the race track.,are on the arena watching the crowd.,2
647,14519,anetv_dexjr5WGeqQ,2507,The woman sets in the square carpet pieces in place to cover the floor. The woman,The woman sets in the square carpet pieces in place to cover the floor.,The woman,gold,measures the wallpaper to cover the floor.,adds an earring into a metal shingle.,nails canes the tiles on a wooden wall.,shows the finished floor off.,3
673,2336,lsmdc1010_TITANIC-77950,6460,"Knee - deep in water, he steps onto the bridge. Someone","Knee - deep in water, he steps onto the bridge.",Someone,gen,squeezes the other shut as he expresses sections.,turns to set up the gangplank.,leads the way across a bridge where a man talks on a crescent horn.,"hops along, the railing.",1
16,36674,anetv_WXST-TXQjoU,4561,A barber is combing and shaving the hair of a man in a seat. They,A barber is combing and shaving the hair of a man in a seat.,They,gold,stop shaving a hair set.,man is sitting at the head of the chair and the rest of his hair is all loose.,is his hair stylist.,"are talking as he works, moving his head side to side.",3
247,53714,anetv_Dk3DiAp2yAU,16852,He bends down and uses the rag all over a window. He,He bends down and uses the rag all over a window.,He,gold,continues to ski with the dog while others watch on the side.,wipes off several paint cans.,continues cleaning off the window while speaking to the camera.,moves from the mans seat to help.,2
742,62272,lsmdc3017_CHRONICLE-7242,10918,"Later, he juggles four balls. He pauses, and they","Later, he juggles four balls.","He pauses, and they",gen,gaze at each other for a moment.,see bright sunlight inside.,play with player sponsor.,slam him up and down.,0
887,5737,lsmdc3035_INSIDE_MAN-2005,11912,She buttons her designer business coat and follows him. They,She buttons her designer business coat and follows him.,They,gold,stand on the trunk next to someone.,stop in front of a we will never forget poster.,stare at each other.,draw the way to the turret of a road.,1
248,30624,anetv_BSsXKG9dFHI,6278,The intro is orange and has the words Orlando Crosstrainer. An exercise machine is shown and different women,The intro is orange and has the words Orlando Crosstrainer.,An exercise machine is shown and different women,gen,begin to rub it with their hands.,are competing playing and they are varied.,are playing the elliptical.,are playing around the bikes.,0
546,22863,lsmdc3004_500_DAYS_OF_SUMMER-1522,7018,Someone's little sister runs of to join her football team on the pitch. Someone,Someone's little sister runs of to join her football team on the pitch.,Someone,gen,turns to the camera and writes a photo.,signals to her teammates.,scowls at her cat.,"duck the inside of a car, which super blows with it.",1
548,63207,lsmdc1053_Harry_Potter_and_the_philosophers_stone-95726,13196,Someone winks and raises his golden goblet in salute. A wonderful banquet,Someone winks and raises his golden goblet in salute.,A wonderful banquet,gold,offers a bold burst of flame.,prepares oats in her dressing center.,stands on the floor of the living quarters of a circular tent.,appears magically on the long tables.,3
312,59268,anetv_9hR1MHvXGv8,17984,The man gets in the car and drives down the street. We,The man gets in the car and drives down the street.,We,gen,see a skateboarder riding the mower passing a treadmill in the driveway.,see the cop in his car.,see a woman moving outside in a blue van.,see a team up on the road.,1
610,41869,lsmdc0010_Frau_Ohne_Gewissen-50967,14260,The twelfth floor is dark. Some light,The twelfth floor is dark.,Some light,gold,come on with light the shadows of the passage.,shines up from the eleventh floor.,hang from the walls.,blazes on the side of the ship.,1
234,35915,anetv_FGAlwzRvAHg,2077,He begins melting the wax with the heated iron and drops it on the board. He,He begins melting the wax with the heated iron and drops it on the board.,He,gold,drops the melted wax all over the board.,"waves, but is achieved in slow motion.",folds it and strokes the handle again.,stretches out the iron to tug of the shirt on the canvas and sits on the table.,0
51,38509,anetv_KzK4sf7RmRM,17556,They bake them in the oven. They,They bake them in the oven.,They,gold,take their bite off the oven and go to the oven.,take it off the oven and the oven top.,pour some jewelry into the dough and put it on a cabinet.,put them on a plate and start to ice them.,3
737,63221,anetv_8RMrbKCQheM,4183,A small boy walks with a paint roller in his hand. the boy,A small boy walks with a paint roller in his hand.,the boy,gold,"put the substance on a slack line, and then use it again to heft the wall and glue it around the floor.",flips the stone over the ground.,dips the paint roller in a paint holder.,lays a flat plastic on the wall frame.,2
839,41123,anetv_5JlwYD_GChY,8236,Scenes of different teams playing in a beach soccer tournament. Clips of the tourists in the beach town and spectators,Scenes of different teams playing in a beach soccer tournament.,Clips of the tourists in the beach town and spectators,gold,watch the cricket game.,lining the beach sideline.,talk about the event.,get on and start pulling a massive ball.,1
910,45200,lsmdc1014_2012-79432,5453,Someone watches the screen on board his ark. Someone,Someone watches the screen on board his ark.,Someone,gold,spreads a box next to the statue.,shakes his head at someone.,"turns to a sailor, carrying a gurney from a motor boat.",frowns then turns to someone.,1
495,3818,lsmdc3058_RUBY_SPARKS-28627,3440,Someone stares at the young woman. She,Someone stares at the young woman.,She,gold,nuzzles his chin and drapes her arms around his shoulders.,looks exactly like someone.,"nods, then heads back toward them.",pushes down the last inch and smashes her face in the water.,1
718,60446,lsmdc0007_DIE_NACHT_DES_JAEGERS-49598,7185,Someone shouts into the cafe. Someone,Someone shouts into the cafe.,Someone,gold,picks up singer's cigarette.,turns to the street mob.,"is at the coffee counter, eating chewing.",bends in to interest someone.,1
172,8214,anetv_9_wuEvN2OnQ,16463,"She is walking around the court, looking around. She","She is walking around the court, looking around.",She,gen,"comes out of a stage at a top, determined to spike a score.",tries to get back into the truck.,picks up a ball and throws it.,looks down on the floor as they dance.,2
769,3397,lsmdc1009_Spider-Man3-76256,18176,"In the devastate office, someone helps another mortal up. The office floor","In the devastate office, someone helps another mortal up.",The office floor,gen,is filled with travel and sights.,is smeared with weapons.,is orderly with monitors.,is laid out into chairs.,1
691,56934,lsmdc1003_How_to_Lose_Friends_and_Alienate_People-73340,1191,Someone sits at the table. She,Someone sits at the table.,She,gold,"takes a sip vodka, hard, as he holds the paper at his head.",holds a cigarette under her eyes and takes a gulp.,"looks at the bacon, sausage, egg, tomatoes, beans, and toast.",studies them as his father closes second book.,2
404,28418,anetv_fnPX_0Rs4eE,19925,"Suddenly, a woman pass running to the right and jump and flip. People","Suddenly, a woman pass running to the right and jump and flip.",People,gen,", the people with the gym on top men are playing hopscotch for the group watching.","are in the room cheering a little, waiting in the ring.",", she stands on the bar and gets to her feet and raises her hands.",look on and see the field slope again from behind bleachers.,1
58,24074,lsmdc3007_A_THOUSAND_WORDS-3763,12956,Someone smiles as he sits with them. Young someone,Someone smiles as he sits with them.,Young someone,gold,shakes food of his fork.,sits in the shrouded rain - up rain cap.,puts down her dress and goes for him.,moves up a mirror then briefly brings a boy hard.,0
171,28138,anetv_98YZQ0gNjpQ,7514,Two people are seen sitting on dirt bike followed by a shot of a sign and them riding on a trail. The men,Two people are seen sitting on dirt bike followed by a shot of a sign and them riding on a trail.,The men,gold,continue speaking to one another while riding the horse down the hill.,ride on the dirt bikes all along the trail moving back and fourth.,ride around on cars with one man on one side of the road and other waves smiling suddenly to the camera.,then continue playing on the beach with the camera pans around their movements.,1
556,7522,anetv_fJCkM6secVM,13300,A woman is feeding a child she is holding. A woman begins adding ingredients to a bowl on a counter and she,A woman is feeding a child she is holding.,A woman begins adding ingredients to a bowl on a counter and she,gen,picks it up and stirs it.,lifts the large pan on the bar with other things but is slicing the in half.,tries to eat them and puts them into her swimming noodles.,attempts to wash it.,0
237,52913,anetv_45ymM0irIIY,9269,A comedian is seen speaking to the camera and leads into a bull running into a pit and various clips of men fighting bulls. A close up of the bull fighting,A comedian is seen speaking to the camera and leads into a bull running into a pit and various clips of men fighting bulls.,A close up of the bull fighting,gold,stops and the bulls had gone.,is shown as well as women fighting in the end.,is shown and pans back to the comedian speaking to the camera.,is shown as well as people fighting over the bull and walking in the woods.,2
597,46370,lsmdc3019_COLOMBIANA-8317,11564,"Toting a suitcase, his wife ushers someone into the next room. Moving past them, someone","Toting a suitcase, his wife ushers someone into the next room.","Moving past them, someone",gen,turns his face toward sarah.,drapes the blanket over her shoulders.,"stands, turns to the tv.",notices the footprints on the floor.,2
532,73224,anetv_TNFoUBRsngY,17905,The leader of the team slips but recovers her footing. The team of girls,The leader of the team slips but recovers her footing.,The team of girls,gold,"hurtle on the ice, their turns spinning.",run from as they run along the court.,are dimly a football.,gets pulled forward until the match is called.,3
966,72340,anetv_JYRVSy54UUY,17911,A woman is seen speaking to the camera while holding onto an accordion. She,A woman is seen speaking to the camera while holding onto an accordion.,She,gold,continues playing and ends by ending and walking around.,holds the flute up as they speak to the camera and begins belly dance.,holds a contact with both hands before going off.,begins moving the instrument slowly while looking to the camera.,3
155,21894,lsmdc3057_ROBIN_HOOD-27891,17489,"As his mounted friends look on a few yards off, someone climbs astride his horse. He","As his mounted friends look on a few yards off, someone climbs astride his horse.",He,gold,gazes down at the noble woman who smiles at him serenely.,"kicks him with a climbing web, then dashes back to the firing beam, clinging to his helmet.",leaps from the car and crashes along a dirt road.,"notices his knife as he moves his left hand off, then runs it along the forest path.",0
892,62963,lsmdc0023_THE_BUTTERFLY_EFFECT-59415,1983,Someone looks back at the model airplane. People,Someone looks back at the model airplane.,People,gen,are sitting on the platform next to the bushes with trim.,talk on the phone.,looks in fighters over.,view the densely packed hydra.,1
915,5020,anetv_Mk9n7isIyBs,8588,She turns her entire body around as she twirls the batons. She,She turns her entire body around as she twirls the batons.,She,gold,finally bows down and holds the baton straight in her hand.,puts down her flute and takes another pen.,pulls back up onto the bar.,pins the ball up her palm.,0
608,59336,lsmdc1046_Australia-91051,13165,The refugees pick their way through the ruins of the Mission's wooden jetty. The Japanese,The refugees pick their way through the ruins of the Mission's wooden jetty.,The Japanese,gold,has gathered two people by their warriors on their backs.,gazes down at the distant rail.,are searching the buildings on the beach.,looks over someone's shoulder.,2
41,10563,anetv_E0DbrJVJUho,4412,Another white screen appears and a content list appears and there 1 - 5. On the next white screen a cardboard box is shown and then it,Another white screen appears and a content list appears and there 1 - 5.,On the next white screen a cardboard box is shown and then it,gold,starts eating a cake in a bar.,"begins to show the many different contents that come in the box, along with the names of them next to it.",includes the end information that a woman is standing for.,is a formal sac of america's painted.,1
361,70724,lsmdc1048_Gran_Torino-92196,6677,"Someone marches back to his house. Someone, her mother and someone",Someone marches back to his house.,"Someone, her mother and someone",gold,lie in bed beside the mobster.,lie on their bed near his bed.,get back to theirs.,pass behind all for the theater entrance.,2
774,58351,lsmdc1024_Identity_Thief-82141,5203,He looks at his phone. Someone,He looks at his phone.,Someone,gold,watches the man leave.,stares blankly into the blank container then replaces his mask.,enters the store and knocks on a front door.,clutches the side of her hair.,0
197,17071,lsmdc1003_How_to_Lose_Friends_and_Alienate_People-73461,9353,"Signs read Hollywood, Beverly Hills. The limo","Signs read Hollywood, Beverly Hills.",The limo,gen,pulls up outside the brightly lit restaurant.,arrives at the curb.,are parked in the outer driveway.,arrives outside an upscale theme park.,3
151,2238,lsmdc0032_The_Princess_Bride-65994,4627,"He straps a harness to him, then lifts people in the harness. Finally, he himself","He straps a harness to him, then lifts people in the harness.","Finally, he himself",gold,breaks the weight on his hand while a young cool boy applauds.,"hurries into the air, raises their hand to the pump and the spiked mask snaps over him.",in a frown as he waves in the air.,gets in the harness.,3
776,12177,lsmdc3057_ROBIN_HOOD-27459,14545,"Someone, someone and someone subtly head off. King someone","Someone, someone and someone subtly head off.",King someone,gold,turns his back.,leans closer and kisses someone.,removes one of his rings and holds it up.,"blinks, then retreats in his distraught face.",2
826,4146,anetv_pMmlJGSucss,15993,A group of men are standing inside a building. A man,A group of men are standing inside a building.,A man,gen,walks to the center of the court and begins to play jump jumps.,is shaving his hands in the air.,is standing next to a soccer ball.,is sitting down on a large ring.,2
992,29359,lsmdc3037_IRON_MAN2-16632,7395,"Downstairs, someone puts on a silver Iron Man suit. At the party, another blond woman","Downstairs, someone puts on a silver Iron Man suit.","At the party, another blond woman",gold,lifts a watermelon overhead.,tosses her card over her shoulder and smiles.,pretends to practice a sport ahead of one.,wears a match on a chart with a handsome dark reception.,0
305,8585,lsmdc3034_IDES_OF_MARCH-3204,10839,The crowd of excited supporters wave American flags and hold signs. Someone,The crowd of excited supporters wave American flags and hold signs.,Someone,gold,stares at his projection.,sits facing the man.,stands motionless toward the back.,winds around the awarded ducking and conversing are ecstatic.,2
631,63992,lsmdc1031_Quantum_of_Solace-84392,16091,She looks out of a side window as rocks and crags skim past. Daylight,She looks out of a side window as rocks and crags skim past.,Daylight,gold,lie on someone as someone comes in and close the door.,are sitting on benches against the mantelpiece.,falls through holes punched in the fuselage by another burst from the fighter.,hits someone hard against the fence and runs.,2
42,50907,lsmdc3016_CHASING_MAVERICKS-6412,14080,"Later at Pleasure Pizza, someone exits the back door with his bike. He","Later at Pleasure Pizza, someone exits the back door with his bike.",He,gold,"rides through a corvette in khaki grounds, yacht passing by bustling traffic.",sees blond across the parking lot exchanging a small plastic bag for money with a scowling bully.,puts out a spray bottle.,"pushes it open and takes off his bag, putting his feet in the appliance.",1
678,4049,anetv_WVM8itzRVjs,1889,"Finally, the fourth man introduces himself. The first man","Finally, the fourth man introduces himself.",The first man,gen,talks to the camera while going to the cups.,fun the squat little while rotating and kicking a ball.,tries and then the man speaks to the camera.,resumes talking to a camera.,3
166,13063,lsmdc3083_TITANIC2-39387,4117,Fleet rings the lookout bell three times. Officer someone,Fleet rings the lookout bell three times.,Officer someone,gold,steps onto the bridge and answers the phone.,faces a weight etched over a window.,shoots one of the soldiers into his armor.,takes someone's necklace.,0
770,3650,lsmdc3059_SALT-29118,9525,"Later, someone passes someone and his men in a corridor. As someone gets led past, she","Later, someone passes someone and his men in a corridor.","As someone gets led past, she",gold,leaves the gambling room.,runs to the motel room building.,jerks her chin up at someone.,"opens a letter, revealing an's portfolio.",2
979,24899,lsmdc0017_Pianist-56213,14788,Someone returns to his bunk. Someone,Someone returns to his bunk.,Someone,gold,looks down at a box of notes as it reaches several times.,blocks someone's shadowy strength.,"has unloaded the sacks of potatoes into the corner and is kneeling, about to untie the string on the smallest sack.",kisses his wife's forehead and tenderly kisses someone's neck.,2
287,62729,anetv_13hdhdieZuc,9211,She begins by wearing a headband to keep her hair out of her face. Then she,She begins by wearing a headband to keep her hair out of her face.,Then she,gold,"starts braiding up, flips and the swinging.",starts applying some foundation all over her face and blends it in.,uses the lotion to style her hair before removing it curls from her hand.,unscrews a comb and blow them into the back of a ponytail.,1
78,11866,lsmdc1061_Harry_Potter_and_the_deathly_hallows_Disk_Two-99927,11127,"Someone stares at someone, who is guarding the entrance up ahead. In the Chamber of Secrets, someone","Someone stares at someone, who is guarding the entrance up ahead.","In the Chamber of Secrets, someone",gold,approaches the skeleton of the basilisk.,turns and narrows his eyes.,watches someone blaster a grenade.,looks at the factory casket.,0
705,1339,lsmdc3064_SPARKLE_2012-4186,17391,"Someone watches someone beckon him suggestively. Off stage, someone",Someone watches someone beckon him suggestively.,"Off stage, someone",gold,stands alone in the restaurant.,marches toward the quidditch player.,marches down the ladder to someone.,touches a cut on his forehead.,3
48,60731,anetv_rV9RzL8o7tk,13912,"Then, the girl walks and takes off the coat, then she takes a cue stick and bend on front two men. After, the girl","Then, the girl walks and takes off the coat, then she takes a cue stick and bend on front two men.","After, the girl",gold,grabs another rock and how to make a drink.,"turns and grabs the boy shirt while making a sexy gesture, then she turns to play again.",takes a plate towards the basket.,puts the teddy round to her left and then she shows off to the camera.,1
90,28827,lsmdc1001_Flight-71690,18333,"A man walks in wearing an ntsb jacket, followed by a few law officers, a nurse and a doctor. The ntsb officer","A man walks in wearing an ntsb jacket, followed by a few law officers, a nurse and a doctor.",The ntsb officer,gold,places a recorder on someone's bed.,"opens her door, turned by the lights, and gets out of view.",opens the door and smiles to his camera.,gives up.,0
895,51872,lsmdc3019_COLOMBIANA-9012,13074,Her computer runs the photo through a database. Someone,Her computer runs the photo through a database.,Someone,gen,'s coat is moored.,grabs a yellow ring.,sits down beside someone.,ultimately scenes of film events indoors.,2
832,2313,lsmdc1010_TITANIC-77950,6503,"Someone's eyes widen as the huge funnel tips over. Swimming in the water with several others, someone",Someone's eyes widen as the huge funnel tips over.,"Swimming in the water with several others, someone",gold,scoops someone's butt up.,looks up as the giant funnel falls onto him.,climbs onto the boat's deck.,grabs it by the current.,1
65,35165,lsmdc1028_No_Reservations-83334,5587,"Wearing a white dressing gown and with damp hair, someone strides down the hallway. Someone","Wearing a white dressing gown and with damp hair, someone strides down the hallway.",Someone,gen,turns to someone and sighs.,greets someone with her duck.,"shuts her door and looks over, studying her reflection in a mirror.","reaches over and kisses her, then slides to a railing.",2
92,31257,anetv_PDjtB578yRk,15541,A large group of people are gathered outdoors on a cemented area and some of the adults that are standing are playing on instruments and singing. The children standing are dressed in white and only some of them,A large group of people are gathered outdoors on a cemented area and some of the adults that are standing are playing on instruments and singing.,The children standing are dressed in white and only some of them,gen,manage many tricks as they cheer on the end.,are still play polo.,and red chefs are standing behind the fence and playing drums to stop the girls when they are done playing.,they started to walk on the side of the river.,0
710,71002,anetv__Af_9cK5x4E,1254,The video then shows multiple men on dirt bikes jumping in various different places and shows the action from a variety of angles. The men,The video then shows multiple men on dirt bikes jumping in various different places and shows the action from a variety of angles.,The men,gold,continue performing their stuns in various other landscapes.,are standing across the finish line and walking up together.,take turns doing martial arts and performing tricks in a field.,begin to complete multiple basketball polo moves with giant ball.,0
613,38968,lsmdc0004_Charade-47898,8689,"Someone is looking up, having heard the footsteps on the stage over his head - - and hearing them now. He","Someone is looking up, having heard the footsteps on the stage over his head - - and hearing them now.",He,gen,stops for a moment staring at a broomstick.,glances up at his floating cell.,"looks around, then grins.","stares up thoughtfully at his disguise, then pulls back up.",2
331,6280,lsmdc3032_HOW_DO_YOU_KNOW-2181,9337,"Pressing her lips together, she closes her eyes. She","Pressing her lips together, she closes her eyes.",She,gen,"turns to them, then stares stoically.",watches him talk as someone drives with this man across the inside.,feels the top of her head then turns to the bar.,takes a drink and a sip.,0
59,32938,lsmdc3062_SORCERERS_APPRENTICE-30863,11888,"His gaze lands on the Incantus. Later, the book",His gaze lands on the Incantus.,"Later, the book",gold,sits neatly on his back and rubs his head.,lies open under his finger.,shows a company report at someone's computer.,falls into the valley.,1
662,61906,lsmdc3089_XMEN_FIRST_CLASS-43018,5690,A soldier fires a rocket launcher. Flames,A soldier fires a rocket launcher.,Flames,gold,"pelt its sparks, squeezing through her waist.","engulf the villain, then shrink into his hands as he absorbs the energy.",push off the gun.,sets down dead running.,1
481,72803,lsmdc3081_THOR-38000,11212,"Nearby, someone crouches behind a parked car as the Destroyer continues to advance. Someone","Nearby, someone crouches behind a parked car as the Destroyer continues to advance.",Someone,gold,keeps his gun ready and drives his papers at her.,hides in the back of the diner while someone dashes to someone.,"shrugs, then follows into the middle.",watches as he drives out.,1
309,71309,anetv_6UqWORrn3KI,2766,Then she adds the mixture to the pitcher. Then the man,Then she adds the mixture to the pitcher.,Then the man,gen,add salt and flour to a saucepan.,puts on cut pieces.,pours the mix into the mixing bowl.,places her toothbrush on a mini mug.,2
605,69518,lsmdc1024_Identity_Thief-82363,17757,She spanks someone as he rapidly knocks his knees. Someone,She spanks someone as he rapidly knocks his knees.,Someone,gen,collapses in his headstone and exhaustion.,looks on in awe.,watches him walk away.,studies someone's profile.,1
274,8173,lsmdc0010_Frau_Ohne_Gewissen-51315,18604,The train is just coming to a stop. The passengers,The train is just coming to a stop.,The passengers,gold,move forward to the tracks.,hurry out of someone's ghostly room.,stat walking while chasing.,"plummet down the road, rising to the sides, holding movement and smashing through clouds of military buildings as the car speeds off.",0
980,18523,lsmdc0014_Ist_das_Leben_nicht_schoen-54247,14258,Someone turns a bottle around from which someone has taken the powder for the capsules. Someone,Someone turns a bottle around from which someone has taken the powder for the capsules.,Someone,gen,turns to the children.,then walks in the direction of the actual snake and pauses.,"gazes at the ground, then lowers it to the beat - up mirror.",turns on a cement surface and shuts the door.,0
200,66366,lsmdc0013_Halloween-53739,1064,The station wagon pulls forward and follows her. Someone,The station wagon pulls forward and follows her.,Someone,gold,stops three houses down the street and pulls into a garage.,tugs at his neck and stares off sadly.,reaches the wall and looks back at her.,helps send the boys suitcases.,0
70,25839,lsmdc3047_LIFE_OF_PI-22387,10666,"Trembling, someone grabs his grappling tool and sticks it in the large fish. He","Trembling, someone grabs his grappling tool and sticks it in the large fish.",He,gold,catches someone by a monument.,turns it through the chamber.,blows smoke on and glares at the man.,heaves it onto the canvas.,3
139,43408,anetv_FrV8r4l5ZUM,2878,More girls join them and jump rope on the court. People,More girls join them and jump rope on the court.,People,gen,pull into a pavilion and halt as they continue to walk across the grass.,perform another long jump and their names are shown on the screen.,are stacking around the top of the table.,watch as many more frog skate through the auditorium.,1
862,64509,lsmdc1024_Identity_Thief-82593,1899,Someone finishes off a large bottle of champagne. As someone,Someone finishes off a large bottle of champagne.,As someone,gen,gazes through his pants.,crosses a blue bureau over her shoulders the teacup remains at her feet.,"hangs his head, the light submerges someone.","eyes her, someone approaches.",3
540,39354,anetv_V--Xz2FtJXA,8880,She holds the braids up that the woman cut off. She,She holds the braids up that the woman cut off.,She,gold,gives the woman a hug.,continues with her hair in the end.,lifts the pin and put it down.,finishes up and puts the baton down.,0
323,72264,lsmdc0003_CASABLANCA-46950,5971,Just then the door opens and it's someone. Someone,Just then the door opens and it's someone.,Someone,gen,puts the image in a pocket.,puts four more agents outside on the roof.,peers out the window.,"eyes someone, who grabs a condom from his mouth.",2
579,54673,lsmdc0041_The_Sixth_Sense-67965,5564,The room is thick with mourners. Most,The room is thick with mourners.,Most,gold,", thin, hooded and hooded, stands awake in bed.","at black, the gray - haired boy runs inside.","are gathered around the girl's mother, a young woman in her late twenties.",of someone's sailboats is accompanied by plastic tape.,2
707,52011,anetv_pSWcVR96xlc,1473,People are standing in a swimming pool. They,People are standing in a swimming pool.,They,gold,throw a ball into a net.,begin playing volleyball on board.,is holding a cup.,are engaged in a game of volleyball.,0
181,22165,anetv_K2Pws9z20Do,7711,The group then begins to dance in unison. some of the group,The group then begins to dance in unison.,some of the group,gen,members holds the performance for the performance.,are standing up holding their selfie.,are seen jumping off the stage and end by jumping.,is listening to the music.,2
