,Unnamed: 0,video-id,fold-ind,startphrase,sent1,sent2,gold-source,ending0,ending1,ending2,ending3,label
277,66666,anetv_zufK6CufVhA,5605,The man runs in acting all crazy and showing several clips of him playing shuffle board. Several closes ups of the man,The man runs in acting all crazy and showing several clips of him playing shuffle board.,Several closes ups of the man,gen,throw drum backflips as the video plays.,are shown with various pole vaulting to end.,seem contemplative and several times more impressive.,is shown again as well as hitting a ball.,2
382,67954,lsmdc1050_Harry_Potter_and_the_deathly_hallows_Disk_One-94148,13369,"She looks pale and wistful. Still holding her hands, someone",She looks pale and wistful.,"Still holding her hands, someone",gold,walks towards the dining room.,"rises, getting no answer.",lies awake beside her.,starts to move to the music.,3
299,3949,lsmdc1040_The_Ugly_Truth-8691,3124,"The boy shakes it, and someone stiffens. Someone","The boy shakes it, and someone stiffens.",Someone,gold,"sits with his arm to someone, as he gives it a gesture.",locks him with his finger as he stares down at the congregation.,"squirms, crosses her legs, and points at her feet.",wears a necklace with a medal on the vest.,2
811,7338,anetv_mBHsAuDJmj4,7352,"He picks up a torch, and begins welding. Sparks","He picks up a torch, and begins welding.",Sparks,gold,can be sure burning high at the height of a swinging stick to watch him through it.,are used to timers and begin a measuring machine.,"fly as he wears his mask, welding the equipment.",slows to a sound of which sound clicking music.,2
928,40488,lsmdc1062_Day_the_Earth_stood_still-100999,16505,He stands up and walks towards the mouth of the tunnel. He,He stands up and walks towards the mouth of the tunnel.,He,gen,brings the hem of his shirt and thrusts it at someone.,"runs down the stairs and starts down the stone steps, smiling.",turns back to face the room again.,pulls up his hood and aims.,3
860,4079,anetv_wBy9_ZSfEVA,16292,A man and a little girl and a boy are flying the kite and holding the base of it. A little girl,A man and a little girl and a boy are flying the kite and holding the base of it.,A little girl,gold,gets in the pool.,throws something on the ground.,takes a protective harness from the ground and does a bungee dive.,makes off his diving board into a blue rock.,1
84,70319,anetv_pYYA4rARL1Y,18662,We then see men spinning on the pommel horse with title screens clipped in between. We,We then see men spinning on the pommel horse with title screens clipped in between.,We,gold,see the final title screen.,see a man throwing his legs over the pommel horse.,see the man both spinning and talking to the camera.,"see several waves, standing and raising their hands.",1
282,5547,anetv_fg_R9Vrr1KI,8767,He flips and does several springs. He then,He flips and does several springs.,He then,gen,holds his arms up by waving his hands in the air.,flips off and lands on his legs.,"spins and flips, flipping many times and before doing it properly.",performs several stunts.,3
89,10936,lsmdc3073_THE_GUILT_TRIP-34858,9242,"Someone pours some ScioClean into a glass, holds it up towards someone, and drinks it. The executives","Someone pours some ScioClean into a glass, holds it up towards someone, and drinks it.",The executives,gold,wait a look at this.,stare at the hoard officer.,are slowly the rear a door to find him.,whisper to each other.,3
425,63417,anetv_WElK913B33U,17924,A man and a woman works out the a cardio machine. The stride length of the pedal,A man and a woman works out the a cardio machine.,The stride length of the pedal,gold,drills the upper steps.,starts being put on the machine.,is stopped.,is displayed in the screen.,3
397,55211,lsmdc0010_Frau_Ohne_Gewissen-51542,4053,"Someone is just closing the door from the inside. Someone, his coat off,",Someone is just closing the door from the inside.,"Someone, his coat off,",gold,is ready to be moved.,looks up from the shelf.,sits hearing a rusty building near the window.,"is lying on his office couch, chewing on a cigar, as usual.",3
329,72192,lsmdc1034_Super_8-8023,18848,He looks round at the kids. Someone,He looks round at the kids.,Someone,gen,topples the adjoining door.,stares at someone who sits dazed and holds back his drink.,sprints out behind them.,stops at a campfire and sits up in his seat.,3
593,5107,anetv_upoS4Jct7kE,179,"A person standing in a kitchen next to a cutting board on a kitchen counter demonstrates how to sharpen a knife. A man in a kitchen next to one tomato on a cutting board,",A person standing in a kitchen next to a cutting board on a kitchen counter demonstrates how to sharpen a knife.,"A man in a kitchen next to one tomato on a cutting board,",gen,who is walking in a tube doing it.,adds the lenses to his lips and cut again.,uses a knife to carve a knife and cut the paper.,throws the knife onto the sharpener.,1
227,31824,lsmdc3023_DISTRICT_9-10971,13390,Someone sits back and muffles his mouth with his human arm. His attention,Someone sits back and muffles his mouth with his human arm.,His attention,gold,is caught on the cold.,drifts to the sky.,is still drawn to them.,is drawn back to his enclosure by the tattoo machine.,1
40,28079,anetv_SeVftOMjNMM,3179,A kid is laying down on his back on the floor. Three people,A kid is laying down on his back on the floor.,Three people,gen,stand and talk with each other in front of him.,are standing on the top of the slide.,are in a room having sex.,are standing in front of him playing.,0
294,63670,anetv_R7iFa9OpoTY,15845,A woman is seen speaking to the camera and leads into her riding a bike. The woman,A woman is seen speaking to the camera and leads into her riding a bike.,The woman,gen,continues speaking while the camera watches her riding back and fourth with a bike and kids running forward and holding the object.,moves down and down the ring while looking along.,wipes down the car and picks up decorations in the back of it.,begins to move the bike while the camera continues to walk in and out of frame.,0
66,55726,lsmdc3004_500_DAYS_OF_SUMMER-1555,9887,She links her arms around someone's neck and they kiss. They,She links her arms around someone's neck and they kiss.,They,gold,'re lying in bed in their pajamas.,rip through the apartment.,smile dancers glow to a bandana of grateful sculptures.,"stare at each other, then stare tenderly at each other.",0
25,11620,lsmdc1020_Crazy_Stupid_Love-81443,13661,Someone puts her back down. She,Someone puts her back down.,She,gold,is wearing a pair of tweezers.,joyfully blows a strip of sand over her.,drags him out of the bar.,drops water over her leg as the air catches her.,2
616,50480,anetv_iiY3TE2O1QE,89,It pans to several shots of men playing soccer on a beach and kick the ball around. The camera,It pans to several shots of men playing soccer on a beach and kick the ball around.,The camera,gold,continues to players play hurling across a field of a field.,pans over the ball followed by several more shots of the man playing.,zooms all around a man swimming in the pool.,begins to show more shots of the woman pushing the puck.,1
816,62487,anetv_VvbWwNDHJf4,7799,A woman is seen wearing roller blades and looking back to the camera. She,A woman is seen wearing roller blades and looking back to the camera.,She,gold,then stands on the beach by walking across the beach.,begins pouring water down her cheek and showing off the finished product.,is then seen walking up the street and stopping in front of her.,attempts to ride around while another person beside her tries to help.,3
337,19176,lsmdc1043_Vantage_Point-88891,18854,A bright white light shines in front of a cloudy sky. The light,A bright white light shines in front of a cloudy sky.,The light,gen,shines in someone's face.,stops and he sprays the lights on the back window.,rises in a tube and looks down down the road toward the city.,is standing on a gated gauge and the sharp shades tilts.,0
692,41283,anetv_CJCONq_i1cQ,13015,The man opens the doors on his car and gets in. The man,The man opens the doors on his car and gets in.,The man,gold,climbs out ladder and starts to slide near to people before he goes back to the first man.,wash the car with the hose.,backs out and and gets out of the car.,returns to the raging water and talks to the camera.,2
216,57479,anetv_YqairWJU2Vw,4969,He spins and throws a ball for distance. He then,He spins and throws a ball for distance.,He then,gold,shakes her hair and poses for her.,walks away in frustration.,hits the ball on two times.,pins the pin down.,1
221,54988,lsmdc1029_Pride_And_Prejudice_Disk_One-83666,10610,"Knowing the laughter is at him, he regains his composure before heading down the stairs. A constant stream of carriages","Knowing the laughter is at him, he regains his composure before heading down the stairs.",A constant stream of carriages,gold,"passes, people suspended under large blankets on its roof.",swinging in the center of the room.,"crowded past stylized walkways and insects in helmeted figures appear smartly dressed, standing in formation, one fanning.",drop guests at the doors.,3
346,47052,anetv_K3sJnHGHQHM,3260,The people begin rafting down the river. A person,The people begin rafting down the river.,A person,gen,is floating through the water.,uses a paddle to navigate the rough waters.,pours ice on a lake.,paddles items in the water.,1
298,12627,lsmdc3088_WHATS_YOUR_NUMBER-42363,5172,"Seeing her, he halts. Someone","Seeing her, he halts.",Someone,gold,lags a few inches from someone.,spots him and hesitates.,tickles the young girl.,gives him a small nod and steps out onto the busy street.,1
256,54037,lsmdc3015_CHARLIE_ST_CLOUD-1071,4800,"Now, at night, his cottage door opens and he turns on the lights. Later, in the ransacked room, he","Now, at night, his cottage door opens and he turns on the lights.","Later, in the ransacked room, he",gold,positions a milk crate on the messy floor.,holds up a container of spaghetti.,sits against a windowsill.,lies frozen in the mud.,0
686,10198,lsmdc1047_Defiance-91923,2573,He points across at someone next to his intellectual aspiring partner stroking the old man's grizzled and deathly pale face. Someone,He points across at someone next to his intellectual aspiring partner stroking the old man's grizzled and deathly pale face.,Someone,gold,"kicks his teeth in the open basin, smothers them with water.",is pointed off with a long gash streak his face.,crouches down at someone's side.,flips someone's hips and pushes with the marble casket.,2
340,55623,lsmdc0016_O_Brother_Where_Art_Thou-55459,14176,The big man appears as she leaves. Someone,The big man appears as she leaves.,Someone,gold,leads his sons away.,sticks her finger over the lady.,finds her filled with sparkling confetti.,chuckles as he draws up a chair.,3
715,56287,anetv_dUa0E0ASviM,6975,Two women are holding each rope and the girl tries to pull both ropes at once. She,Two women are holding each rope and the girl tries to pull both ropes at once.,She,gold,join in the middle of the wrestling competition and flips two times backward.,continues pulling the rope and succeeds at pulling the two women closer to her.,moves onto his face for the limbs for balance.,grins back her right head.,1
932,17770,lsmdc3050_MR_POPPERS_PENGUINS-24004,16279,As the penguins move closer. Someone,As the penguins move closer.,Someone,gold,follows and sees someone someone walking like a penguin.,leave the studio to run up a deck to the back door until someone awakes.,turns to look at the dog who sits squarely in the chair.,slips her blouse off and slides over with a pair of blue heels.,0
761,67064,anetv_fgBFlwM466w,15678,A man is seen swimming in a pool holding various objects in his hands and showing how to put them on. He then,A man is seen swimming in a pool holding various objects in his hands and showing how to put them on.,He then,gold,puts water and glass into a shaker and puts something on the ski.,grabs the smoke from his finger and begins juggling his instrument.,swims down the pool with a breast stroke to the end and works his way back.,begins putting plaster all over the leaves as well as objects on the side.,2
275,3209,anetv_f4UdgFrorCo,1204,"After, the woman and the man dance tango on the stage. The woman","After, the woman and the man dance tango on the stage.",The woman,gen,cheer and pose standing on the dance floor.,turns in stage in front of him.,begins to dance on the stage.,plays with the judges as the band plays.,0
925,62421,lsmdc1050_Harry_Potter_and_the_deathly_hallows_Disk_One-94099,15476,"She walks slowly away from someone, whose head is lowered. Someone","She walks slowly away from someone, whose head is lowered.",Someone,gold,sits on guard by a campfire in front of the tent.,turns to look her game.,lifts against a pane of glass and leans heavily toward them.,looks back into the sunshine.,0
194,4921,anetv_lGESoAdgps8,12468,An athlete is seen walking onto a field and spinning in circles. He,An athlete is seen walking onto a field and spinning in circles.,He,gold,throws an object off into the distance when another man walks up and performs a throw.,continues performing tricks along a set of uneven bars and ends with him swinging.,then hits the ball with his hands and steps away from the camera.,is then shown standing on the platform looking off into the distance.,0
186,2231,lsmdc0032_The_Princess_Bride-65994,4625,"Someone reaches up along the Cliff face, grabs a jutting rock, reaches behind it. The rope","Someone reaches up along the Cliff face, grabs a jutting rock, reaches behind it.",The rope,gen,drops to the other side.,rises to the floor and clings to it as they quickly lift it to a partition.,gets thrown into amnesia dust.,glides from the back of the sphere that slithers off her and leads someone trailing closely behind.,0
488,52807,lsmdc0009_Forrest_Gump-50057,9039,"The principal sighs, then stands up. Someone","The principal sighs, then stands up.",Someone,gold,buttons up at the slot.,sits outside the principal's office and waits.,smiling and whose about to be a wounded someone.,kicks her board against the wall.,1
333,3599,anetv__gO4UzCTqhk,15530,The woman then uses a shovel along some dirt. The camera,The woman then uses a shovel along some dirt.,The camera,gold,captures away from the boarding path.,ends cutting several more clips of the snow being blown.,pans around the plant when she is finished.,captures the other man holding a camera.,2
536,18217,lsmdc1012_Unbreakable-7185,13795,"He stands in the doorway of a bathroom, where a boy and girl, not quite teenagers, are sitting on the floor facing each other, their wrists tied above their heads. He","He stands in the doorway of a bathroom, where a boy and girl, not quite teenagers, are sitting on the floor facing each other, their wrists tied above their heads.",He,gen,gazes into someone's horrified eyes.,and his patrolman are now under the door.,come into the room and both leave the black stilettos on the other side of a big spray locker.,looks slowly on his pale skin.,0
818,1381,lsmdc0024_THE_LORD_OF_THE_RINGS_THE_FELLOWSHIP_OF_THE_RING-60374,588,Someone looks at someone intensely. Someone,Someone looks at someone intensely.,Someone,gold,looks up at someone.,looks down at the choir.,takes someone's arm and smiles faintly.,tucks one hand under his knee.,0
145,68373,anetv_S2jbh7QMrKc,16605,"One person surfs on a big wave going to the right, while other surfer gets in a wave to surf and falls but get on the surfboard again. A man","One person surfs on a big wave going to the right, while other surfer gets in a wave to surf and falls but get on the surfboard again.",A man,gen,in a white car brings up some money and a wearing silver trophy is on camera.,walks up to him and grabs a surf board.,"pinches out from a troubled royce - blue water, which slides behind him on the other side.",surfs around the shore that loses to an ocean water.,1
697,68111,lsmdc3089_XMEN_FIRST_CLASS-43481,2534,"As the rocket heads for the cargo ship, someone notices and disappear. The ship","As the rocket heads for the cargo ship, someone notices and disappear.",The ship,gold,nods as he turns and scowls.,"accelerates, landing in another lifeboat.",flies at the flaming crater.,erupts in a fiery blaze.,3
621,73243,anetv_IoJoUIxzdac,2666,The female passes the unsolved rubik's cube to a man. The man,The female passes the unsolved rubik's cube to a man.,The man,gold,"shifts then walks away, shakes his hand.",begins quickly turning the rubik's cubes until the colors are all the same on each side.,finishes drawing and imagines the boy solving the rubix cube while another man watches.,then solves the puzzle and pops up.,1
461,68084,lsmdc0012_Get_Shorty-53340,6882,As a plane touches down on the runway. He,As a plane touches down on the runway.,He,gen,steps up across the balcony with her.,tumbles to the deck.,holds up his hand.,leaps over a pole at chopper.,2
722,8738,lsmdc0030_The_Hustler-64622,7113,He slaps down the chalk and returns to his seat. Someone,He slaps down the chalk and returns to his seat.,Someone,gen,strides toward the helicopters's lobby.,removes it and shrugs it.,gives someone his cellphone.,steps out onto the street.,2
988,9974,anetv_BhAQhPasmhU,15464,A woman in a blue shirt is sitting down watching him. A boy in a blue shirt,A woman in a blue shirt is sitting down watching him.,A boy in a blue shirt,gen,is standing behind them watching.,is playing a drum set.,is brushing a woman's hair.,puts his shoes on and hands him several nazi overalls then steps forward.,0
212,62520,anetv_1ZuUq5rVwPs,11043,A carpenter sprays a ceiling with paint. A second carpenter,A carpenter sprays a ceiling with paint.,A second carpenter,gold,"shows a woman painting the side of the with buckbeak, making sure the sole clean of it is gone on the shows.",is put against the balance the wall goes.,starts the aircraft run into the office and cleared out of the station.,smooths out the paint on the ceiling.,3
855,2289,lsmdc1010_TITANIC-77950,6466,Someone stares across the wheelhouse. He,Someone stares across the wheelhouse.,He,gold,looks up from his wand which is now hazy to him.,looks at richard parker who is also angry.,"gazes through a windows at the rising water, then places on hand on the helm.",smokes his cigar.,2
441,35184,lsmdc3087_WE_BOUGHT_A_ZOO-41380,6475,"Later at a restaurant, someone sits across a table from his brother and reads bank statements. His jaw drops as he examines some pie charts, and he","Later at a restaurant, someone sits across a table from his brother and reads bank statements.","His jaw drops as he examines some pie charts, and he",gen,gives a disappointed nod.,heads upstairs and shares a look with someone.,"takes a sip, then focuses on tv.","fidgets, wondering what he means.",0
872,17423,anetv_q0KrlywYHM8,6242,"A person talks on front a swimming pool, after and advertising displays. Then, two people","A person talks on front a swimming pool, after and advertising displays.","Then, two people",gold,play in the pool holding a ball.,are shown demonstrating water ski while men practice rope videos stand.,run inside a roofed gym showing paper moves with a trophy.,perform a ball of pool as they in the circles.,0
738,58141,lsmdc3042_KARATE_KID-19988,4071,Someone waves the poles up and down. Someone's shadow,Someone waves the poles up and down.,Someone's shadow,gen,appears on his bearded boys head.,grows right to rear the door.,leaps over to see one taken in mid - turn.,ducks behind the wall.,3
11,18546,lsmdc0014_Ist_das_Leben_nicht_schoen-54247,14221,"The other boys lie flat on the ice, forming a human chain. When someone reaches the edge with someone in his arms, they","The other boys lie flat on the ice, forming a human chain.","When someone reaches the edge with someone in his arms, they",gold,open their arms and stop and fall frozen in mid - air.,begin to ride.,crack up on the faces of the men.,pull them both to safety.,3
506,3720,lsmdc3032_HOW_DO_YOU_KNOW-2453,18646,"She turns to eye him and he stares back, then enters the living room with two cocktails. Someone","She turns to eye him and he stares back, then enters the living room with two cocktails.",Someone,gold,downs the last of her guinness.,jumps up from the table.,follows him through two more rundown rooms and outdoors.,"has walked to someone and sits, shaking hands with their hands.",0
708,18443,anetv_Tm7N2HU4noQ,15966,The man demonstrates something and the boy shoots the ball. We,The man demonstrates something and the boy shoots the ball.,We,gold,zoom on the snow graphs side.,see the tips on the screen 1 by one.,see some people lift his arm and the girl struggles to help the man.,see a bookshelf inside the gym.,1
391,44974,lsmdc1037_The_Curious_Case_Of_Benjamin_Button-86198,9413,The priest gives the last rites as someone walks cautiously towards the baby's cot. A maid,The priest gives the last rites as someone walks cautiously towards the baby's cot.,A maid,gen,"trudges over to the bar, listening quietly.",is in a dressing room for someone.,"walks by, hearing them from a balcony.",shows a ring of blood.,2
5,39152,anetv_NLdyQ1oMmAo,8372,There's a man in a white shirt and a beanie hat skateboarding on a busy sidewalk in the city. There,There's a man in a white shirt and a beanie hat skateboarding on a busy sidewalk in the city.,There,gold,is the kids getting away.,begins to weave a little as he turns and walks up on to the bar.,proceeds out of the smoke playing the dimly lit pipe.,'s another young man in a white shirt and black pants skateboarding on an empty sidewalk next to a round building.,3
530,64742,anetv_R4oYA0Zu-m0,3985,A car pulls into a driveway and women get out. They,A car pulls into a driveway and women get out.,They,gold,"drive off and go down a street, happy and los - eyed.",get in the car and begin driving cars bumping into each other.,wash their car behind the truck.,"lie down in front of a pool, then follow a group of men down to the water.",3
827,2138,lsmdc1044_Pride_And_Prejudice_Disk_Two-89886,11919,"Someone is sitting peacefully by the fire in the parlor, reading a book and sipping a glass of wine. She","Someone is sitting peacefully by the fire in the parlor, reading a book and sipping a glass of wine.",She,gold,"goes to sit in front of the mirror, gazing sadly at her reflection, then leans forward and blows out the candle.","goes down the front, and smiles as someone continues to sway.","looks up with the diary, pulling the front of his eyes people watching him ahead.",brings up a coffee glass and standing up.,0
80,3114,anetv_6koP53YFNjg,19254,A plastic cup has a white suspension inside. A man welds and machine,A plastic cup has a white suspension inside.,A man welds and machine,gen,cleans the surface with another machine.,matching even represents.,meticulously have a blue lens with the white information graphic.,components inside and using a hammer tool.,0
890,73467,lsmdc0012_Get_Shorty-53537,17942,Someone stands there with her arms folded across her chest. The two men,Someone stands there with her arms folded across her chest.,The two men,gen,are just getting ready to sit with their bikes.,laugh at each other and cheer as they move toward the end opposite the ladder.,travel down the back of the vest.,walked in her aisle past the other.,3
863,56492,lsmdc1054_Harry_Potter_and_the_prisoner_of_azkaban-9500,15671,Someone gazes down at the busy marketplace below his window. Someone,Someone gazes down at the busy marketplace below his window.,Someone,gen,is slumped on a bench.,pinches someone's nipples with a perplexed smile.,opens his own door for someone.,"stifles tears, then drops it on the edge.",2
249,11012,anetv_JHYMG87h3XI,13757,A man is in a lake of water. He,A man is in a lake of water.,He,gold,holds onto a rope and gets pulled up by a boat on a bar stool.,wears water chi and is putting gear onto.,are standing next to them watching his sequined footprints.,is drinking the water and is driving up the water.,0
553,5622,anetv_on2DKKcvWhE,12718,An introduction comes onto the screen for a video that will show a demo of some janitorial products. A man on the screen,An introduction comes onto the screen for a video that will show a demo of some janitorial products.,A man on the screen,gold,is using something to apply pressure.,explains some helpful options for his celebrity services.,begins to describe a mop and bucket set that are used for cleaning floors.,appears going up and sure he would n't fill the action that it is clear on the screen for his use.,2
652,34216,lsmdc3058_RUBY_SPARKS-28012,10771,"Now, we follow someone through a hallway. As a crowd crosses the other end, he","Now, we follow someone through a hallway.","As a crowd crosses the other end, he",gold,turns back and walks in the opposite direction.,crouches in front of someone.,sees someone and stands outside the enormous apartment entrance.,finds someone sitting in a stool.,0
131,64640,anetv_29UfCoftDkA,743,The man places his hands on the bars. the man,The man places his hands on the bars.,the man,gold,holds up wallpaper bars and talks to the camera.,grabs another chain and puts it back down again.,begins to walk forward will holding on to the bars.,spins around and throws a discus in it.,2
170,26463,lsmdc3055_PROMETHEUS-26819,15481,"A pair of hands reach for her cross. Someone nods gently, and she",A pair of hands reach for her cross.,"Someone nods gently, and she",gen,rolls her eyes at him.,tugs off one of his boots.,blasts him desperately like a thigh.,looks up at him.,0
475,13983,lsmdc3055_PROMETHEUS-26565,12091,The team runs after the giant ghostly figures. It,The team runs after the giant ghostly figures.,It,gen,"starts to kick at someone's bedside, causing gravel to recover in soar, as well.",points precariously at the game.,stops and pauses beside someone.,of the city which are at the end of the store are crowded along the flag's peak and towards the murky ice.,2
144,17805,anetv_JTGS1YulUQw,12012,A close up of booklets are shown with a person flipping them open and reading. The woman,A close up of booklets are shown with a person flipping them open and reading.,The woman,gold,presents a glass container and applies it to her oversized glasses and smiling into a mirror.,is seen crying and speaking to the camera continuously while using her hands and smiling to the camera.,grabs the camera and runs to the street.,marks a name down and peels it off to put on a sock.,3
474,56465,anetv_7yg2zbiTJJ4,5884,Gift wrapping accessories are shown. A woman,Gift wrapping accessories are shown.,A woman,gold,lays out tissue paper and places a stuffed toy in the center.,is holding a comb and a cloth.,wraps a ribbon around the wallpaper.,adds plastic ribbon to the position of a gift wrapping.,0
271,23604,anetv_cp4n_xpbBDs,18385,A black screen appears and the white words on it read Rob Lane is the MillionaireMaintenance man. A man wearing glasses appears outdoors in front of a fence and he,A black screen appears and the white words on it read Rob Lane is the MillionaireMaintenance man.,A man wearing glasses appears outdoors in front of a fence and he,gold,"is shown skating, talking outside.",continuously demonstrates the lawn moves with some sticks and also snaps his legs.,is working what he used to do.,'s holding an air brush machine and talking.,3
987,48501,lsmdc1051_Harry_Potter_and_the_goblet_of_fire-6928,13840,People approach someone and her friends. The boys,People approach someone and her friends.,The boys,gold,look at each beat.,lift their father up to the covers.,"grin inanely, then move on hurriedly.",spot the players to cover them sedately.,2
658,27140,lsmdc3047_LIFE_OF_PI-22646,4660,He closes his eyes and eats. Now someone,He closes his eyes and eats.,Now someone,gen,notices someone sanding by him on a snowy rack and pushes through a door.,brings someone hot outside.,"sleeps in a hospital bed with her mouth open, eyes tacked to her mouth.","stands in the doorway, waiting.",3
880,19163,lsmdc3055_PROMETHEUS-26626,3495,"Above, thick black clouds engulf the dome and the enormous carved skull on its crest. From a long distance, the storm","Above, thick black clouds engulf the dome and the enormous carved skull on its crest.","From a long distance, the storm",gold,"just runs its peak along the coast, then stares into the night sky.","stone faces the white, gray.",forms the star of tiny soaring crags.,appears as a swiftly moving wall of roiling dirt.,3
2,20763,anetv_fsSCNCY0iQY,10459,"The women with no makeup quickly begin to apply makeup before the time runs out. Two women quickly apply makeup to their faces, but when they are done they",The women with no makeup quickly begin to apply makeup before the time runs out.,"Two women quickly apply makeup to their faces, but when they are done they",gold,see off their drying and look on.,have upset looks on their faces.,zoom the other hands of her hands and down their hair.,laugh to the camera as they continue to talk.,1
759,9777,lsmdc0029_The_Graduate-64496,16528,The attendant goes to the door. The attendant,The attendant goes to the door.,The attendant,gen,prepares to take a quick look at him.,speaks to someone and points into a coffee station with a tray of food.,drops a tin and someone scrambles to his feet.,takes the check and puts the clipboard over the refrigerator.,1
345,45347,anetv_wpxozv4Yois,11198,"A sped up view is shown of a road, then a family inside the car. They","A sped up view is shown of a road, then a family inside the car.",They,gold,"arrive at a ski resort together, riding the cars.",are floating through the snow from the mountains.,continue skiing near the bottom of a rope ladder.,walk back and forth to where the earth is working as the place is completed.,0
226,5563,anetv_JKCwcCMAnxg,8042,The man dips the lady. The lady,The man dips the lady.,The lady,gold,shakes his head and talks.,slides to the ground.,holds up a towel.,adds water to her other leg.,1
521,6403,anetv_lAN2pe1lW-o,12339,An athletic man is seen spinning around and throwing an object off into the distance. More shots,An athletic man is seen spinning around and throwing an object off into the distance.,More shots,gold,are shown of the man spinning himself around and throwing an object while others measure his throw.,are shown of men driving as well as others on the side.,of another man are shown followed by a man holding a pose with his arms held up in the air.,are shown of the cena kicking the ball around the field.,0
837,11577,lsmdc3043_KATY_PERRY_PART_OF_ME-20782,4281,She peers at the screen. Someone,She peers at the screen.,Someone,gen,finds a magazine cover.,holds out her hand.,transmitter mounted on stage reads.,picks up his empty book and walks along.,1
916,72053,anetv_tY6UFSLtIoE,2761,A man stops in front of the camera and shows the back of his shirt before turning to talk to the camera. The man,A man stops in front of the camera and shows the back of his shirt before turning to talk to the camera.,The man,gen,finishes the piercing and finishes the eye.,struggles into the car and puts the tire on in his car.,shows off his shoes while speaking to the camera again.,is drying his hair with an electric razor.,2
812,66159,lsmdc1061_Harry_Potter_and_the_deathly_hallows_Disk_Two-99779,13848,People see a painting on a wall. It,People see a painting on a wall.,It,gold,"'s a moving portrait of a thin - faced girl with long, brown hair.",cleans the exterior with a scraper.,press on the piece of paper.,window opens into a dark room.,0
778,49676,lsmdc3066_THE_ADVENTURES_OF_TINTIN-31401,1489,Snowy holds a magnifying glass in his mouth. Snowy,Snowy holds a magnifying glass in his mouth.,Snowy,gold,lifts it into a cup in front of her before dropping it.,stalks away from its mother and zooms in on her neighbor.,approaches a distant end.,lunges at the cat who flees through someone's apartment.,3
330,19051,anetv_n2wq_9TeNYM,11688,The players are racing on the high ramps as the spectators are watching on the side of the race track. A man,The players are racing on the high ramps as the spectators are watching on the side of the race track.,A man,gen,throws the javelin and tries the spectators the hurt.,prepares to throw darts at someone while people are watching.,runs all along the track going up jumps into the air.,walks by on the stilts and runs back to the park line.,2
148,21513,anetv_6gyD-Mte2ZM,6732,A man is seen cleaning off a bowling ball and leads into several clips of him bowling down a lane. More shots,A man is seen cleaning off a bowling ball and leads into several clips of him bowling down a lane.,More shots,gen,of balls are shown and the person mixes ingredients into a bottle.,are shown of him throwing a ball as the audience cheers and people just claps as well as tricks.,are shown of people holding a bow looking and cheering to one another.,are shown of him throwing a ball as well as performing various shots of him throwing the shot put.,1
842,27684,anetv_mTsEJFP3W1A,12276,A bicycle is shown in a room leaning up against a brown table. A person then,A bicycle is shown in a room leaning up against a brown table.,A person then,gold,continues speaking as he picks up the ball.,begins turning on a single piece of wood.,walks into the room and starts to take pieces off of the bicycle.,removes a computer paper on the table and picks up the paper.,2
906,68862,lsmdc1044_Pride_And_Prejudice_Disk_Two-89540,8045,"At the door, someone turns. Someone","At the door, someone turns.",Someone,gen,leaves a short distance away.,leans toward someone's brother.,rushes to the front door and steps inside.,"rushes off, narrowly missing the other player.",2
110,22397,anetv_F1-PnXa9SwQ,9082,She starts mowing the lawn. She,She starts mowing the lawn.,She,gold,dog quickly passes a lawn mower out of a pair of trees and begins to shake.,uses a rake to mow her lawn.,bends down and puts the leg back in the mower.,turns around and goes back the other way.,3
169,63830,lsmdc3056_PUBLIC_ENEMIES-3248,10988,They make their way into a garage where a mechanic works on a police car. He,They make their way into a garage where a mechanic works on a police car.,He,gen,looks at the kidnapper's sleeping bodies.,jogs over to someone.,notices the cloth and uses it.,gets up and reaches for a lamp post.,2
30,29393,anetv_msELZwMnoFo,2716,The people are in the water and a man ride his surfboard. The man,The people are in the water and a man ride his surfboard.,The man,gold,is surfing the water and jump off the surfboard while other people are in the water.,surfs on the other showing surf.,is surfing in the water with his stick.,falls on the woman's arms as the woman climbs over the water.,0
625,60976,anetv_j7hSNqcWIO4,10718,The screen says Anybody else hear that dog? Another kid tries and stops and the screen says yo Jon is right that dog was mad loud. A kid is trying again and the screen,The screen says Anybody else hear that dog? Another kid tries and stops and the screen says yo Jon is right that dog was mad loud.,A kid is trying again and the screen,gen,goes black and the other starts there raise their jacks up.,comes to leave his head.,goes white and gray with color and fades.,petals to glisten at the end of a roof.,2
123,51904,anetv_cCISvaObBxI,170,"The player scores and celebrate with a teammate. Other teams plays soccer, a player with white uniform",The player scores and celebrate with a teammate.,"Other teams plays soccer, a player with white uniform",gen,is throwing one to his opponent.,shoots into a goal.,is watching the teams work outfield.,plays to the other hairpin.,1
442,66235,anetv_qW926_opnTE,10830,A woman walks onto a patio talking to the man behind her. She,A woman walks onto a patio talking to the man behind her.,She,gen,holds three potatoes to her mouth and shoves them.,is talking to people who is seated preparing to work.,is showing the man's hair steps.,talks and practicing shots in very coordinated.,0
869,12965,anetv_jkWqhnD8hyQ,6156,A man is talking to the camera. The man,A man is talking to the camera.,The man,gen,uses hair products to dry his beard.,starts braiding his hair.,points the ball on a dartboard.,begins doing a series of scissors and pulling aside excess pieces.,1
