,Unnamed: 0,video-id,fold-ind,startphrase,sent1,sent2,gold-source,ending0,ending1,ending2,ending3,label
676,59722,anetv_tAbB24pczrs,512,She starts to work out on a yoga mat. She,She starts to work out on a yoga mat.,She,gold,steps on a mat and slides a butt towards coach.,sits up and grabs a bottle.,lifts it to her chest.,stands up from the beam and applies the heat beneath her foot.,1
700,47188,lsmdc3015_CHARLIE_ST_CLOUD-1149,4406,The light finds an open portal. He,The light finds an open portal.,He,gold,struggles to work his right arm.,raises his staring at him as he drops his briefcase onto the floor and sits up.,hands the justice sheet to her.,opens a desk drawer and presents a bouquet of pink paint and a message.,0
407,8956,lsmdc3062_SORCERERS_APPRENTICE-30514,13150,"Someone hikes across the Serengeti. Later, he",Someone hikes across the Serengeti.,"Later, he",gen,lays someone's limp form between affectionately draped knee.,walks into the clinic and lovingly a village.,drives in a winding road littered with small trees and some trees and shrubs.,faces a sample ship.,2
268,1887,anetv_CtA4VynDEkI,13073,A young boy climbs back and forth on the monkey bars. Another child then,A young boy climbs back and forth on the monkey bars.,Another child then,gold,begins to slam the boy into the floor.,jumps down and lands on the grass of a big man on a mat.,bends forward high jumps by the red mat.,joins him on the bars as well.,3
71,40269,lsmdc1024_Identity_Thief-82557,10764,"He glances back with a smile. Now, in a dapper suit and red tie, he",He glances back with a smile.,"Now, in a dapper suit and red tie, he",gold,tries to use a motor chamber to untie a heavy wire from a leather pocket.,strolls through the offices with someone.,pulls a ring above his head.,sits on the kitchen table with the man.,1
513,52067,anetv_iS_ms9ajumY,1216,The woman begins slicing and squeezing lemons. the woman,The woman begins slicing and squeezing lemons.,the woman,gold,"pours the juice, lemons and limes.",then shows how to make lemonade around.,begins mixing and making lemonade.,adds forks and strawberries to one another.,2
300,38496,anetv_jeaaS1NK_d4,15414,We see opening credits for a competition. Men,We see opening credits for a competition.,Men,gen,are on the side of an outdoor field game.,see a bike sign and a man on the right talk to the camera jet.,start a topic dive in the water.,are dealing cards in blackjack tables.,0
757,34297,lsmdc1019_Confessions_Of_A_Shopaholic-80744,4614,"She grins across at someone, whose eyebrows shoot up with amusement. Someone","She grins across at someone, whose eyebrows shoot up with amusement.",Someone,gen,has long sharp spots on a string tucked close to a low lower target.,plays a little bit and then catches up to him again.,crouches on the road.,is waiting.,3
85,46670,lsmdc1005_Signs-4952,6474,"Someone is deep in thought. Unflinching, someone",Someone is deep in thought.,"Unflinching, someone",gold,stares directly at the television screen.,finds a blue box containing someone's hostage.,stares at the pocket book.,walks back downstairs with her brush.,0
426,63320,lsmdc3077_THE_VOW-35710,12348,"Someone watches him leave the studio, then blinks her troubled eyes. She","Someone watches him leave the studio, then blinks her troubled eyes.",She,gen,"enters one holding a weathered, flat envelope.",glances at his face and lowers his gaze.,drops her newspaper and stares at him expressionlessly.,presses her lips together and turns her head back.,2
133,23527,lsmdc3036_IN_TIME-15849,3496,"Someone faces him from a doorway. Now, a sign",Someone faces him from a doorway.,"Now, a sign",gen,shows a half shot building pass beneath a railing.,"reads, say, ok.",reads 6: 14.,reads rosemoor wildlife park on the city street.,3
179,21880,anetv_SHS8pNOsZDU,5529,A group rides horses playing a game of polo on a field. The group,A group rides horses playing a game of polo on a field.,The group,gold,clips a lacrosse game on a field.,are shot while people watch through the area.,keeps going and shakes their hands in the air and waving to everyone.,fight over the ball and ride in a tight formation.,3
199,27465,lsmdc1056_Rambo-97140,6570,"By its red glow, the mercenaries check their watches en masse. Someone","By its red glow, the mercenaries check their watches en masse.",Someone,gold,looks to the apprehensive someone with equal looks.,"stands in the doorway of the building, smells against the floor.",pulls a hood over his head.,ambles to the fountain in front of the tv.,2
79,37379,anetv_JFupxdGxgPQ,12750,The man gets up and walks back to get on his horse. Several men,The man gets up and walks back to get on his horse.,Several men,gen,are seen walking on horses out onto bleachers in every company.,are squatting in black.,are walking next to him.,are shown on top of the camels camels.,2
968,15203,lsmdc1008_Spider-Man2-75555,472,"He awkwardly gets to his feet, reaches into his pocket and hauls out his spectacles. He","He awkwardly gets to his feet, reaches into his pocket and hauls out his spectacles.",He,gen,sees the two writing on the floor.,turns the wheel and brings the gun over his head.,uses the police machine to train its place.,hurries out of the house and approaches a vacant apartment.,3
367,25147,anetv_VmjCJxgPSiE,12772,A person adds browned leafs to the campfire. A person,A person adds browned leafs to the campfire.,A person,gold,grabs the air holding a capes and throws it in the air.,applies the bandaging a bull.,uses a stick to move the leaves inside the fire.,cleans the floor with a cloth.,2
438,1043,anetv_FNX7CeuIvIQ,16086,"He puts on a show with the trained dogs. He throws frisbees, and the small crowd",He puts on a show with the trained dogs.,"He throws frisbees, and the small crowd",gold,falls onto a stump.,blows the frisbees with his hands.,goes over to him trying to look around.,claps for the performing dogs.,3
303,70145,anetv_j4iaeT5xIdw,9588,The credits of the clip are shown. Children,The credits of the clip are shown.,Children,gold,are shown talking about their health.,are playing on the court.,are walking around in the field swimming.,play soccer outdoors with a lime green ball.,3
672,20708,lsmdc3055_PROMETHEUS-26296,8000,The flashlight beam sweeps up the pointing arm. The beam,The flashlight beam sweeps up the pointing arm.,The beam,gen,flies through the air in the clearing.,slows as she shuffles to a table.,reflects an undulating lake.,rockets up towards someone as he grips the lifeboat.,2
921,48400,anetv_AMMECm7Huhk,14208,The ingredients are added to a tub and scoops of ice cream are taken from a tub after freezing. A bowl,The ingredients are added to a tub and scoops of ice cream are taken from a tub after freezing.,A bowl,gold,is put in a spot of salt.,is then pouring into the cake with a arranging spatula.,is made from a jar.,is filled with ice cream.,3
19,58363,lsmdc1031_Quantum_of_Solace-84474,5910,She looks coldly at him. Parties,She looks coldly at him.,Parties,gold,"break away from the audience, holding him to the crowd.",converge along metal walkways and staircases.,gives a full stare then answers her cell.,offers a sheet of paper to someone.,1
571,45170,anetv_D0pVkTEYQg8,2509,The guy has his hand on the handles. The guy,The guy has his hand on the handles.,The guy,gen,checks the bar again.,gets in a high five.,gets that a rope motocross board.,loads the glove off.,0
321,69556,lsmdc0021_Rear_Window-58829,2182,Neither someone or someone display even the slightest friendliness. Their faces,Neither someone or someone display even the slightest friendliness.,Their faces,gold,pop up and monitors.,are cold and set.,separate together with one sulky kiss.,fall in an aerobics face.,1
512,17158,anetv_JA-B3KK9A-I,17300,In slow motion someone splashes into the water. Various clips of men,In slow motion someone splashes into the water.,Various clips of men,gen,are seen on the man's equipment.,are shown and ends with man running and jumping in the water.,"jumping, standing, side by side in the water, with the speeds and jumping, keeping them from falling to the other.",are shown doing through large windows of the camera as well as swimming and drinking below.,1
508,57961,lsmdc3013_BURLESQUE-5270,18284,The women sit on some steps in front of her. The male and female dancers now,The women sit on some steps in front of her.,The male and female dancers now,gold,stand on their bows dancing.,"stand staggered on the staircase, moving in unison.",go rafting on the ship.,watch from action instruments as they run across the dance floor.,1
266,57405,anetv_p8C7govzEPw,12783,A close up of a clock is shown followed by a person making and pouring out coffee as well as the outside of a building. A women,A close up of a clock is shown followed by a person making and pouring out coffee as well as the outside of a building.,A women,gen,attaches several parts of the roof and pours the drink into the cup.,sit down while watching the players.,is then shown standing over with a drink as well as handing it and adding products.,is shoveling the floor while the woman sits up next to her washing.,2
156,72611,anetv_pgff9mC5y3s,11322,A boy swings a pole at a pinata. A lady,A boy swings a pole at a pinata.,A lady,gold,vacuum the wall and a dog kicks him.,walks to a play field as the bull counts.,jumps and does weights.,brings a white stool.,3
664,54816,lsmdc1008_Spider-Man2-75388,1902,Someone stretches out the spear - like limb towards Spider - Man. Someone,Someone stretches out the spear - like limb towards Spider - Man.,Someone,gen,closes his door as people cross the street.,"knocks someone off him, causing him onto the broomstick.",twists someone's hair around his neck.,walks beside him as he jumps off the bottle's windmill.,2
573,25507,lsmdc1051_Harry_Potter_and_the_goblet_of_fire-7075,1860,He tries to kick them away. He,He tries to kick them away.,He,gen,dives again but finds on a large bottle of water.,stops by the top of the shoe.,falls away with his back to the ground.,jumps to his tail and obeys on the ring and the balls each swing in action.,2
246,28924,anetv_Pfc7KbwqdYk,3859,A small group of people are seen holding drinks and wearing costumes. The group,A small group of people are seen holding drinks and wearing costumes.,The group,gen,continues playing tennis while drinking a beer.,continue dancing in unison and grabbing one another.,continues standing around in public doing various objects in front of the camera.,poses in front of an old tv.,1
449,58462,anetv_HwTSF0VgmMU,3022,The man takes his glasses off and puts his glasses back on. The man,The man takes his glasses off and puts his glasses back on.,The man,gold,removes and replaces his glasses again.,places a plastic cap over his mouth and removes a cigarette.,opens one fist and points towards the camera momentarily.,places his left hand on the table.,0
472,71592,lsmdc0030_The_Hustler-64843,5550,"Someone, her cheek wet, says nothing. Someone","Someone, her cheek wet, says nothing.",Someone,gen,gives a boyish smirk.,gets to his feet.,glances around as someone approaches.,notices this full chair for food.,0
596,17785,anetv_DWsO49YhWUI,12167,A girl is shown speaking to the camera with clips of women splashing water on their face. The girl then,A girl is shown speaking to the camera with clips of women splashing water on their face.,The girl then,gen,continues playing around throughout the field.,turns back on and continues speaking while looking off into the distance.,jumps up and walks around in circles.,begins shaving her legs with a brush.,0
354,42338,anetv_VkdPyMG-Gvo,11145,"A man plays alone pool hitting balls with a pole while going around the pool table. Then, the man",A man plays alone pool hitting balls with a pole while going around the pool table.,"Then, the man",gold,hit a ball that enters the basket.,cheers more people in each jump from the left for one to get it.,throws his finger into the goal while another others watch from a distance.,pass to the other and he continues talking.,0
350,36658,lsmdc3016_CHASING_MAVERICKS-6020,1080,"Words appear: Santa Cruz, California, 1987.. The van","Words appear: Santa Cruz, California, 1987..",The van,gen,runs across the street.,orbits a gray and red tank.,pulls up to the curb and stops.,pulls away from someone home motel.,2
881,31028,anetv_FARJEomZRrc,1278,A person is sanding a piece of wood on a table. They,A person is sanding a piece of wood on a table.,They,gold,begin shaving the wood with a red razor tool.,is putting yellow tiles on a tree in front of them.,start painting the carpet.,begin to do tricks on the ground.,0
711,13962,anetv_qI_Bo0D6p7I,9558,The girl spins around with the hula hoop moving from her feet to her knees as well as the rest of her body. At one point she,The girl spins around with the hula hoop moving from her feet to her knees as well as the rest of her body.,At one point she,gen,drops the hula hoops.,slides down the very rhythmic times until she becomes a group of three wearing simple outfits.,catches her baton and hands it back to the girl who also does a fifth flips.,puts the end up and hula herself down with a stick before dancing to it and then back for a girl.,0
636,69997,lsmdc1007_Spider-Man1-74510,1613,He watches police cares draw up. Someone,He watches police cares draw up.,Someone,gold,comes in with someone as a wheel unbuckles his leather rebreather in a plastic bag of paper.,enters the room stage doorway.,sees a crowd of people milling around on the sidewalk.,walks down a corridor.,2
358,44087,anetv_FCzT4Knfhqs,13234,A camera pans around a group of people standing around each other with one spinning in circles. A man,A camera pans around a group of people standing around each other with one spinning in circles.,A man,gen,continues speaking and leads into him throwing balls into a ball between people.,speaks through the camera while people ride in the pit.,hops on an ice chair to hit the rock while speaking to the camera.,speaks to the camera on the other side puzzled while the man continues speaking.,3
447,48038,lsmdc1051_Harry_Potter_and_the_goblet_of_fire-7268,2697,"Someone takes it in his long, bony fingers. Someone","Someone takes it in his long, bony fingers.",Someone,gold,closes with a disgusted smile.,presses his wand into the dark mark tattooed on someone's arm.,looks up and sees his cohorts.,'s head dropping to the ground.,1
696,67877,anetv_HpjomKhpIdk,5788,A close up of a roof is shown and leads into people working around it. People,A close up of a roof is shown and leads into people working around it.,People,gold,are seen standing in front of a roof and speaking to one another.,bend over and work while the camera pans around.,are present and leads into them speaking to the camera.,"are seen taking the dogs around, tying and punching.",1
6,13613,lsmdc3037_IRON_MAN2-16582,14495,Someone inserts palladium into the reactor and hands it to someone. Someone,Someone inserts palladium into the reactor and hands it to someone.,Someone,gen,slams releasing the wand then returns an energy glare toward his inmate weapon.,"turns to someone, who takes it to a microphone.",slams her fist into the air.,"glances past him, then presses a large machine.",3
559,45294,lsmdc3008_BAD_TEACHER-4059,925,Now she visits someone who paces. He,Now she visits someone who paces.,He,gold,takes patiently on his hands.,"pushes a telephone receiver, and looks to someone with tears coming out.",takes to a seat across from him.,throws up his arms.,3
288,30740,anetv_lvd2InghJOo,13698,Two people are playing racquetball. The ball,Two people are playing racquetball.,The ball,gold,comes around behind the players.,is hit and the game is falling he grabs on releases it.,hits a table and it holds onto a piece of wood.,goes back to it playing.,0
135,13414,anetv_xRuZMDClaQM,9991,The right guy wins a point he pumps his fist and removes his helmet. The left guy,The right guy wins a point he pumps his fist and removes his helmet.,The left guy,gold,turns and extends his wrist to keep an eye up.,has both harassed and heads to the other man where the second man stands just standing in the middle.,bends down and pumps his fist.,comes across a video feed by people.,2
150,61963,lsmdc3089_XMEN_FIRST_CLASS-43018,5685,"Someone lifts him by the throat. Meanwhile, the recruits",Someone lifts him by the throat.,"Meanwhile, the recruits",gold,"move a check to affect a african woman someone off their feet as they walk through the doors leading up wavy hallway, overlooking rapidly",approaches a white horse with a dead blade.,gaze toward an empty.,watch through the window as someone appears in the courtyard.,3
888,56979,anetv_aaMrQi25WHc,12510,"The man continues surfing, spinning and jumping, after he takes his surfboard and walks on the beach. A surfer","The man continues surfing, spinning and jumping, after he takes his surfboard and walks on the beach.",A surfer,gold,jumps into the water before waves in the water.,turn over in a wave.,falls backwards by the wind surfing.,streaks through some sand on the beach.,1
878,51842,lsmdc0026_The_Big_Fish-62304,10818,"He waves it at the dog, ready to strike it. It","He waves it at the dog, ready to strike it.",It,gold,is drawn towards the double of the herd on a bluff.,"bounces excitedly, ready to play fetch.",stops and begins to speak.,"waddles across its frame, smiles and turns at the bear.",1
43,7157,anetv_UZNw4utsywI,3775,The video continues with many more shots of people performing grinds and tricks on their skateboards and speaking to the camera. In the end they,The video continues with many more shots of people performing grinds and tricks on their skateboards and speaking to the camera.,In the end they,gen,play to talk to one another and ends with all runners running in the marathon.,continue riding roads while others assist the camera as well as the end.,are shown rollerblading all along the city in various locations.,are shown of the same location as well as others hanging around skiers and hanging back.,1
706,38246,lsmdc0049_Hannah_and_her_sisters-68954,9915,"He is smiling contentedly while someone talks over the sun - filled scene. As someone finishes his ruminations, someone",He is smiling contentedly while someone talks over the sun - filled scene.,"As someone finishes his ruminations, someone",gold,shoots someone into the camera.,trembles as he plays.,remains concentrating on her trumpet.,is seen walking towards her front door.,3
422,29901,anetv__NwkwvaC7Bg,19786,A woman in a black shirt is talking to the camera. The scene,A woman in a black shirt is talking to the camera.,The scene,gold,is blurred on a lady surfing her long hair.,continues and the lady puts her harness into the basket.,shows someone performing a recumbent routine in a black stage.,transitions into a bunch of young people carrying pieces of wood to an open area outdoors.,3
471,63854,anetv_iosb2TdQ7yY,8542,We see a pile of logs in the yard. We,We see a pile of logs in the yard.,We,gen,see the rock face of the tree.,are running on the lawn.,"see the rake, the lady with the green mouth walking over on the bark and chop the branches in the yard.",see a white boy holding a stick.,3
985,48654,anetv_Mg3_BN9t9JY,2567,A woman is seen hosting a news segment and that leads into people riding around on horses. People,A woman is seen hosting a news segment and that leads into people riding around on horses.,People,gen,are shown in several clips and animals doing activities in a city and a large mountain.,are seen riding around on the camels and bumping into one another.,are shown sitting down next to one another as well as speaking to the camera.,ride around all around the field to watch the people on the sidelines.,2
791,72842,lsmdc3081_THOR-38000,11202,Someone and someone huddle behind a building as they watch the battle. The mechanical giant,Someone and someone huddle behind a building as they watch the battle.,The mechanical giant,gold,pulls the four serpentine flaps from his grasp.,throw a baton past each other.,stirs a fire and springs towards the fire.,"looms over someone, and opens its visor.",3
53,12383,lsmdc1052_Harry_Potter_and_the_order_of_phoenix-95428,3824,Someone collects a cage from one of the horseless carriages outside. Someone,Someone collects a cage from one of the horseless carriages outside.,Someone,gold,send the ornate city into an twinkling light.,looks at someone.,rises past a rusted balcony to the table.,joins people as they make their way to the station.,3
836,3030,lsmdc0028_The_Crying_Game-63748,8507,"But someone rises and walks out. Someone looks toward it, but someone",But someone rises and walks out.,"Someone looks toward it, but someone",gen,moves away from his daughter.,turns to look at him.,indicates that obviously has drained someone's attention.,remains rooted to the spot.,3
140,60206,anetv_4KE6dUAGZ94,14903,People in the arena applaud the man. The man,People in the arena applaud the man.,The man,gold,lets go of a rope and takes out the leave after it leading to the slack line with the crowd.,waves and walks off as he acknowledges the crowd.,performs a weapon and lifts a beer.,drops the weight on his shoulders.,1
296,72474,lsmdc1026_Legion-5789,7220,Someone shoots at someone as someone gives the baby to someone. Someone,Someone shoots at someone as someone gives the baby to someone.,Someone,gold,grabs the waste basket and runs off.,tosses at the air.,"spins, deflecting the bullets with his wings wrapped around him.",notices someone's lighter from the dead pile.,2
628,64248,lsmdc3040_JULIE_AND_JULIA-17764,10364,Someone presents her with a gift. She,Someone presents her with a gift.,She,gold,holds someone's glasses in her hand.,sniffs the cart over to two letters.,"unwraps it, revealing a thick book.",bows her head and picks up the ring.,2
163,18925,anetv_coEvniePQLA,16666,Slices of mangos and lemons are shown. a woman then,Slices of mangos and lemons are shown.,a woman then,gold,cuts mangos and lemons.,mixes together with lemon ingredients.,boils potatoes and puts one into a bowl.,adds a cup in big red water and cuts it with a bar in it.,0
704,45911,anetv_ZBoa0UN86Qw,550,A man is dribbling two basketballs on a court. A man,A man is dribbling two basketballs on a court.,A man,gold,in the yard stands to the crown before walking around.,in a hockey suit is missing the players.,blocks another man with a blue mat.,stands in a field swinging the ball.,2
914,66885,anetv_fhXVqPPDjN8,19336,A man is seen dancing in a nightclub with two women around him. The three,A man is seen dancing in a nightclub with two women around him.,The three,gold,continue to dance in the same studio.,continue to talk to the camera and show everyone sitting.,continue dancing with one another while others dance on the side.,men move down the passageway to the room until he reaches the other side.,2
317,54567,lsmdc3023_DISTRICT_9-10737,2364,"The little alien approaches him with a canister. Now inside their shack, the two adult aliens",The little alien approaches him with a canister.,"Now inside their shack, the two adult aliens",gen,pick at each other and smile around helplessly.,descend from the vehicle.,tread out of the big pipe tower.,sit near a window and a calendar hanging from another rack.,0
602,35723,lsmdc3088_WHATS_YOUR_NUMBER-42145,2442,"Now a plane touches down on a tarmac. In a doctor's office, someone",Now a plane touches down on a tarmac.,"In a doctor's office, someone",gen,is pulled over a woman with dolce suede shoes.,gingerly holds the long - focus lens from his eye.,sets down the phone.,meets a husband's gaze.,3
141,5141,anetv_AzUK4Nwd-sY,2342,A man leads another with a horse around a field while a dog runs around behind him. The camera,A man leads another with a horse around a field while a dog runs around behind him.,The camera,gold,pans to capture the people performing continues as well as people speaking as well as gesturing around and closer.,interviews a man speaking to others while holding the horses.,goes around a woman near a security fence taking pictures.,pans back and fourth with the child along with several others around playing.,1
510,1272,lsmdc0024_THE_LORD_OF_THE_RINGS_THE_FELLOWSHIP_OF_THE_RING-60142,14766,Someone runs to someone's bedside. He,Someone runs to someone's bedside.,He,gen,raises his arms looking by a window.,sits in his paradise shims.,holds his hand up.,reaches out to blank the locket.,2
62,41027,lsmdc3016_CHASING_MAVERICKS-6791,15023,"Through his binoculars, someone watches a handful of surfers being rolled up into the wave. Someone","Through his binoculars, someone watches a handful of surfers being rolled up into the wave.",Someone,gen,is emerging into the hospital.,are strewn under water at some wreckage.,tosses the wand together and saunters into the marketplace.,swats him upside down.,1
386,19882,anetv_InVpvGiubi0,16716,"Then, the man puts wood on the device and blows the flames. Then,","Then, the man puts wood on the device and blows the flames.","Then,",gold,the young man plays croquet and shows the violin to the camera.,put the flames in the wood fire starts to get bigger.,we see the pictures from a bomb.,"the man plays the fire with the tool while moving over the top of the happy, pool and surrounding room.",1
214,48532,lsmdc1011_The_Help-78401,14252,Someone points to a mark on someone's cheek. She,Someone points to a mark on someone's cheek.,She,gen,"stops at the hedge, looking closer.",wears a outfit showing karate moves in someone's room.,speeds back outside the clinic.,smiles and licks.,2
482,49355,lsmdc1012_Unbreakable-6982,1630,"They turn and walk away together. In the dim light of a basement, someone wearing a light grey sweatshirt",They turn and walk away together.,"In the dim light of a basement, someone wearing a light grey sweatshirt",gen,"climbs up over a baby in her closet, then grabs the keys.",", joins him in the courtyard, while they are lying unconscious.",", glancing behind him, stands in front of the door.",arrives outside and carries a fire torch in front of a bookshelf.,2
516,28752,lsmdc1028_No_Reservations-82802,8009,"Holding two plates of food, someone turns around, her lips pursed as she contemplates their response. Snow","Holding two plates of food, someone turns around, her lips pursed as she contemplates their response.",Snow,gold,falls as someone walks along a new york street.,", people are at a hotel terminal and furrowing her back, the station tank sits next to us and rocking, looking dazed.",her taken surprise steps someone watches someone go with a stern expression and someone climbs after them.,"she turns, she leaves the microwave.",0
307,30030,lsmdc0031_The_Lost_Weekend-65413,2745,A crowd of people is streaming into the building. It,A crowd of people is streaming into the building.,It,gen,is flipped through a gritting crowd.,blows out his attention like swirling black particles.,keeps walking over the top of a shimmering wave.,is tossed to the land.,0
588,51855,lsmdc0026_The_Big_Fish-62304,10825,"It's gone for a long time, long enough that someone becomes concerned. He","It's gone for a long time, long enough that someone becomes concerned.",He,gold,follows it into the woods.,beats through his 4th tears.,"rests, taking a book and the grimhold up.",points the spoon at the head of the display and gazes off.,0
796,17629,lsmdc1052_Harry_Potter_and_the_order_of_phoenix-95277,11051,"Pursued, someone flicks her wand. Glass spheres","Pursued, someone flicks her wand.",Glass spheres,gold,roll down a ignites and runway.,fill the undercarriage as they approach a rock tank.,revolve around the study surface.,smash down onto their pursuers.,3
375,23210,lsmdc1062_Day_the_Earth_stood_still-100828,8931,"Baffled, he looks out of the window. Watched by someone, she","Baffled, he looks out of the window.","Watched by someone, she",gold,watches as someone stands nearby.,leans close to someone.,walks off following someone.,works on the long light.,2
929,36233,lsmdc0030_The_Hustler-64828,1004,Someone knocks on the door. Someone,Someone knocks on the door.,Someone,gold,goes to open it.,gets down off his blanket.,hangs up the phone and hurriedly walks into the living room.,looks out of someone's window.,0
792,25687,anetv_DxNIzbD6uD4,1675,A woman is seen speaking to the camera in front of a large exercise bar and begins standing on the equipment while speaking and using her hands. The woman,A woman is seen speaking to the camera in front of a large exercise bar and begins standing on the equipment while speaking and using her hands.,The woman,gold,continues to demonstrate how to properly execute the exercises while moving her arms and legs back and fourth.,continues speaking to the camera and works out as well as speaking to the camera and gesturing to the camera.,continues exercising around while using the device while still looking at the camera while looking down.,then bends down with her hands while moving her hands around and ends by jumping back and forth down the side.,0
339,23098,anetv_zKHMKAOb1iw,3437,They use the sticks to push the pucks. The pucks,They use the sticks to push the pucks.,The pucks,gold,"serve smoothly, occasionally the people playing the curling game.",are repeated completely as well.,slide easily over the ice.,are cast over the net on the sidelines.,2
957,11702,anetv_aCiN9mqkXoA,3172,The woman places the plate into a dish washer and shows the proper placement. A woman,The woman places the plate into a dish washer and shows the proper placement.,A woman,gold,uses a yellow chinese bowl to return the cookies to the woman on the right.,speaks to the counter and begins by stepping on it and speaking to the camera.,stands on the kitchen counter where the woman holds the knife.,washes glass cups in a kitchen sink with a sponge.,3
154,31076,anetv_k5lyc7zsox8,11001,The participants take turns to use their bow and arrow to aim art the target board placed several feet away from them. The archers,The participants take turns to use their bow and arrow to aim art the target board placed several feet away from them.,The archers,gold,"high men set the lifeboat on the ground, then fly through the foliage into the pit.",chase after each other.,"are pleased to get them on their wrap and start walking around the ice while two pointing their swords, showing nail mirrors.",aim their arrows and shoot at the target to aim for the bulls eye.,3
734,62282,anetv_E-XerA_sOjw,11452,The man stops and throws the frisbee and returns it to the man. The dog,The man stops and throws the frisbee and returns it to the man.,The dog,gold,runs around in circles on the field with the frisbee.,"throws frisbees to another dog, and the dog jumps off.",goes back with the dog with the frisbee for the dog just ahead towards the dog.,laughs in front of the bearded man who is holding his nose and ears.,0
245,30390,lsmdc0010_Frau_Ohne_Gewissen-51430,426,"Someone has gone behind his desk. Someone has come in, and someone after him",Someone has gone behind his desk.,"Someone has come in, and someone after him",gold,are running as thoroughly as someone.,check in on the nurse.,sends the way to the table to retrieve someone.,closes the door quietly.,3
480,3408,anetv_3X2CY79a0X8,11620,The man turns over the lawnmower on its side then clears out tangled grass. The man,The man turns over the lawnmower on its side then clears out tangled grass.,The man,gold,puts some star on the rock paper while the man makes shoes fly back in his head.,practices his umbrella entire shot.,backs up and swings the lawnmower around in a circle and turns the lawnmower in the opposite direction.,pops the black string under the fluttering lesson.,2
999,25393,anetv_E2sbaDQabkA,17352,A large group of people in green shirts perform various jump rope stunts in a large gymnasium. Someone,A large group of people in green shirts perform various jump rope stunts in a large gymnasium.,Someone,gold,picks up a yellow and black jump rope from the floor and walks off with it.,get in to jump down from the slide and jump with one another.,is then shown standing across the field wearing wooden grass above them.,helmets and white shorts are shown in front of each other and there are several people measuring their way.,0
867,36426,anetv_DJNmAoSQu6k,9120,She has a conversation with a man who is also a newscaster. Images of hand molds,She has a conversation with a man who is also a newscaster.,Images of hand molds,gold,pulling are shown and leads into more people running in a large pool with people running around the track.,are shown in the background.,are shown throughout her screen.,appear appear with a woman with round and wet hair.,1
877,66025,lsmdc0010_Frau_Ohne_Gewissen-51253,10720,"He is standing behind his desk opening some mail, taking a few papers out of his briefcase, checking something in his rate book, making a quick telephone call. Someone","He is standing behind his desk opening some mail, taking a few papers out of his briefcase, checking something in his rate book, making a quick telephone call.",Someone,gold,types on his blackberry as he watches.,"unwraps the book, sets it together.","comes right back to the desk, puts the receiver to his ear which grabs his phone with a fences.",enters with some papers in his hand.,3
75,30643,lsmdc3026_FRIENDS_WITH_BENEFITS-1625,2612,He gestures to his head. He,He gestures to his head.,He,gold,tucks it in his pocket.,hands open the vial.,sees someone's somber face.,leans over and touches his cheek.,2
951,38548,anetv_bSZnvk2Cx28,2763,Two men stand t the top of a mountain range and perform various kicks and martial arts. They are in slow motion and the video,Two men stand t the top of a mountain range and perform various kicks and martial arts.,They are in slow motion and the video,gold,switches to two people in the game and stopping to turn around and have some drinks.,ends by falling down against the wall.,"ends and for the people of the game, the field is one giant cam and include riding poles.",cuts to the man in white pants kicking in a very acrobatic manner.,3
714,61711,anetv_aKhD_bFB7MA,17426,"The man on stilts shows how fast he can run while on the stilts as well as jump high up. While he's running on the stilts, his friend",The man on stilts shows how fast he can run while on the stilts as well as jump high up.,"While he's running on the stilts, his friend",gold,drives alongside him in a car.,does all six bars and dismounts.,"appears on the water, swimming during lonely, after, arrest the long line.",appears switching shaving the jumping snowboards and continuing the techniques.,0
413,48210,anetv_m-BZKFg9k18,12018,The lady spins off of the step. The lady,The lady spins off of the step.,The lady,gen,spins to assist her finish.,lands in a pose.,points to her bedroom shoes and a pink shoe.,spins and throws a white bulb in the air.,1
717,34663,anetv_GP2S0V5NiPs,15278,A snowmobile speeds over icy terrain. A woman,A snowmobile speeds over icy terrain.,A woman,gold,opens her purse in the water to narrow herself as she overturns a case.,"crawls on a train carriage, holding wet on her hands.",shines a shoe switch.,is interviewing a man inside a tent.,3
117,19246,anetv_LbS-C68GTX8,671,The other group that are on the wall standing are watching as the other group carrying the balls walk up to them and throw the ball. Two teams,The other group that are on the wall standing are watching as the other group carrying the balls walk up to them and throw the ball.,Two teams,gold,of then are seen standing in a box and talking to each other on a field.,are standing playing volleyball that are watching the winning team mates.,started to throw ball on each other.,take a ball back to serving and land in the sand trying to catch the ball.,2
301,31955,lsmdc1010_TITANIC-76984,17025,"A man aboard the helicopter hands a fishbowl to someone. Later, someone",A man aboard the helicopter hands a fishbowl to someone.,"Later, someone",gold,backs up the chair at headquarters.,and someone enter a shoppers - looking studio.,sets framed photographs beside the fishbowl.,stands on the bank coins with several others.,2
423,46086,lsmdc1010_TITANIC-77204,1132,People step into the large dining room. People,People step into the large dining room.,People,gold,float out onto the balcony.,"climb the stairs in the elevator jolting them - arm audiences, as someone enters o. parking among charred parked cars.",stand on top of a display.,stroll through the dining room.,3
912,21370,anetv_j7Tk8I_DCtw,6058,The young boy is blowing his bagpipe a his fingers press the pole. The people,The young boy is blowing his bagpipe a his fingers press the pole.,The people,gold,continue competing in a game of sand together as gleaming lawn soccer teams still hit the players.,"continue to play the horses and later, we see the man on the ground in white and talks to the game.",initially ends with the man jumping to the ground and how to take the mic to get the wind off.,are passing by as the boy play the bag pipe.,3
