,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,sent1,sent2,ending0,ending1,ending2,label
901,249,249,249,249,Jordan told their parents that Addison had been very rude to him and what she had said.,What will happen to Addison?,avoid Addison in the future,stop being around Addison,get punished,2
902,3079,3079,3079,3079,Austin wanted to learn how to swim.  Tracy gave Austin swimming lessons.,What will Austin want to do next?,thank Tracy for the lessons,be generous,hang out at the pool,0
903,3428,3428,3428,3428,Casey bought cookies from a friend to give out to others.,What will Others want to do next?,a good person,hand them out,get cookies,2
904,397,397,397,397,Ash went to the lake in the woods and fished for trout and bass.,What did Ash have to do before this?,needed to buy some books,get gis fishing rod,had to buy bait,2
905,88,88,88,88,Skylar made amends with his friend after the argument.,How would Skylar feel afterwards?,quite stubborn,very forgiving,willing to admit they're wrong,1
906,1361,1361,1361,1361,Casey told Jordan yes to going out with him for dinner on a date next week.,What will Casey do next?,casey will get dressed,casey will cancel,he will get excited,2
907,3371,3371,3371,3371,"Since he was a child, Kendall wanted to ride a horse. He finally got the chance at the beach but he found that it was uncomfortable and not enjoyable.",How would Kendall feel after riding a horse?,sore from hiding the horse,very simple,very agile,0
908,4645,4645,4645,4645,Taylor unlocked their car and found food all over the floor because of the friends they had loaned the car to for the weekend.,How would Taylor feel afterwards?,hurt by their friends,full from eating the food,friends they had loaned the car to for the weekend,0
909,2954,2954,2954,2954,"As manager of the team, Sasha determined who played and who did not.",What did others feel about Sasha?,Others accepted their lack of playing time,Others were romantically attracted to Sasha,Others thought Sasha was unfair,2
910,2261,2261,2261,2261,Skylar gave their son a video game for their birthday with the understanding that they'll have their playtime limited.,What will Skylar do after giving them the game?,let their son play games all day,monitor their son's daily and weekly playtime,purchase a video game,1
911,2943,2943,2943,2943,Aubrey worked even harder than everyone and she was still fired.,What will Aubrey want to do next?,look for a new job,kill her boss,go on strike,0
912,4918,4918,4918,4918,Addison visited the pet store as it was about to close in half an hour.,What will Addison want to do next?,hurry up browsing,get dressed to go out,leave their house,0
913,2502,2502,2502,2502,Jan played basketball with their friend.  They had such a great time.,What will Others want to do next?,consider inviting Jan again,have fun,kill time,0
914,4872,4872,4872,4872,"The food at the wedding was spectacular, with many complicated and delicious dishes, and all the guest agreed that Bailey was a good cook.",How would Others feel as a result?,like cooking,appreciated for her cooking skills,satisfied,2
915,3822,3822,3822,3822,Kai walked up to thomas in the bar and punched him in the face.,Why did Kai do this?,show thomas how much he cared about him,hurt thomas for not paying him his money,greet thomas in his own special way,1
916,89,89,89,89,Quinn had too much to drink the other night. They were starting to have a problem.,What will Quinn want to do next?,stop drinking,have fun,go out and party,0
917,4277,4277,4277,4277,Bailey stood in Remy's way when Remy tried to get to the outside.,What does Bailey need to do before this?,see Remy trying to escape,ignore Remy,tell Remy to stay inside,0
918,3845,3845,3845,3845,Bailey went to a concert and saw a band they liked live.,What will Bailey want to do next?,get tickets,drive to the arena,enjoy the concert,2
919,3077,3077,3077,3077,Sydney effected their escape by helping them hide.,What will Sydney want to do next?,make camoflage,go to work next,hide next,2
920,1586,1586,1586,1586,Jan bought eggs last week and painted pretty pictures on them.,Why did Jan do this?,purchase paint and supplies,amuse her children,waste some eggs,1
921,891,891,891,891,Austin was leaving for a week so Ash kissed Austin goodbye on the forehead.,How would Ash feel afterwards?,a person who loves Austin,happy that Austin left,hurt that Austin left,0
922,4839,4839,4839,4839,Taylor got all the ingredients together and layered the pasta together in the pan.,Why did Taylor do this?,bake the pasta,cook the pasta,eat dinner,0
923,1280,1280,1280,1280,Cameron gave the class their instructions despite their lack of focus.,What will Cameron want to do next?,remind them to study,don't remind them to study,skip the test,0
924,963,963,963,963,Bailey was the center of attention because he was the funniest person in the room.,What will Others want to do next?,avoid informing Bailey for future parties,humor others,continue talking to Bailey,2
925,861,861,861,861,Skylar kept tabs on her cousin after getting out of special rehab.,What will Skylar want to do next?,rehabilitate their cousin themselves,talk to acquaintances,guide their cousin,2
926,4725,4725,4725,4725,Riley finished digging a hole which was for the plants she wanted in her garden.,What will Riley want to do next?,take a break,get the plants ready,get the shovel ready for digging,1
927,1796,1796,1796,1796,"Addision, an eighth grader, wanted to stay the night at her best friend's house on Saturday who lives across the street from her own home.",What does Addison need to do before this?,check with her parents to get permission,pack an overnight bag,check to see if it will snow that night,0
928,3070,3070,3070,3070,Kai lost Austin's phone while they were on a hike together.,What will Kai want to do next?,avoid Austin,yell at Kai for losing Austin's phone,get Austin a new phone,2
929,790,790,790,790,Tracy wanted to hear the guilty verdict on the criminal who assaulted her.,How would Tracy feel afterwards?,someone who believes in the law,vindicated,mournful,1
930,1324,1324,1324,1324,Jesse went to get married and had a ceremony to celebrate this event.,What will Jesse want to do next?,great,have a ceremony to celebrate her wedding event,invite guests to attend the wedding ceremony and event,2
931,240,240,240,240,Taylor floated down the river with a group of friends on inter-tubes.,Why did Taylor do this?,Go down the rapids,have fun,Go back to shore,1
932,3386,3386,3386,3386,Austin swim at the beach for hours because he had nothing better to do.,How would Austin feel afterwards?,enjoys the beach and swimming,playful,a good swimmer who can swim for hours,0
933,2211,2211,2211,2211,Lee gave Kendall an opportunity for a job at the business they managed.,How would Lee feel afterwards?,Like they need an opportunity,Good for giving them an opportunity,Like they want more employees,1
934,997,997,997,997,Jan cooked for dinner and made a giant pot of soup with a cherry pie for dessert.,Why did Jan do this?,bored,serve a meal,full,1
935,2862,2862,2862,2862,Casey was applying to a job and she ended up nailing her interview.,What will Casey want to do next?,start going to work,go home and cry,decline the job,0
936,3272,3272,3272,3272,Taylor drove Tracy nuts with their constant bickering all the time.,How would Tracy feel as a result?,they were welcome,they were annoying,they were quiet,1
937,2978,2978,2978,2978,Bailey was invited to join the police force after passing the exam with flying colors.,How would Others feel as a result?,resentful,proud,Athletic,1
938,1289,1289,1289,1289,Lee was trying to win a race. Lee watched to make sure they did not run into anyone.,Why did Lee do this?,wanted to win,run faster than anyone,was afraid of the runners,0
939,2819,2819,2819,2819,"After promising to stay up late and help with the decorations, Sasha slept all night instead.",How would you describe Sasha?,Sad,Embarrassed,someone who can't be relied upon,2
940,1791,1791,1791,1791,Bailey joined forces with the team to solidify her position.,Why did Bailey do this?,sabotage herself,practice,be stronger,2
941,1271,1271,1271,1271,Aubrey had the floor and everyone's attention with it.,How would you describe Aubrey?,nervous about the attention,afraid of messing up,an effective speaker,2
942,4124,4124,4124,4124,Jesse stayed in Jan's room while their room was repainted and carpeted.,What will happen to Jan?,welcome Jesse,room was repainted and carpeted,stayed in Jan's room,1
943,456,456,456,456,Taylor put his hand in front of his face while digging for his glasses because the sun was very bright.,What will Taylor want to do next?,go buy sunglasses,put on his sunglasses,put a hat on,1
944,1650,1650,1650,1650,Kai asked his friend to help him out with the mowing of the lawn.,What does Kai need to do before this?,buy some gravy,mow the lawn,buy some eggs,1
945,3130,3130,3130,3130,Jordan also told their parents about the altercation with the men.,How would you describe Jordan?,Dishonest,A liar,telling,2
946,1572,1572,1572,1572,Kendall rode horses all the time and is very good at it.,What does Kendall need to do before this?,taught others how to ride horses,be trained,competed in horse riding competitions,1
947,1313,1313,1313,1313,Ash played the game with Skylar well because they had been practicing their tennis skills for a long time.,How would Ash feel afterwards?,that it was fun,a persistent person,that it was tiring,1
948,4950,4950,4950,4950,Casey called security after she was continued to be followed.,How would Casey feel afterwards?,relieved,being threatened,annoyed,0
949,4705,4705,4705,4705,taylor was a powerful wizard so she sucked up all the good in favor of evil.,What will Taylor want to do next?,find all the good wizards,know where to suck up all the good,use the evil to increase her power,2
950,1833,1833,1833,1833,"The town doubted that Kendall would win the race, but she proved every person wrong.",Why did Kendall do this?,achieve a goal,make others angry,keep going,0
951,1579,1579,1579,1579,Jordan was sitting on a pew at church. Jordan made room for Tracy.,What will Tracy want to do next?,stand up,clear a space,take a seat,2
952,3362,3362,3362,3362,Quinn sent gifts away for Christmas to family that year.,What will Quinn want to do next?,message family about the gifts,buy more gifts,ask if they got the gifts,2
953,3947,3947,3947,3947,"Cameron had believed Ash's eyes were hazel, but realized they are actually blue.",What does Cameron need to do before this?,correct themselves to Ash,look at Ash's eyes,apologize to Ash,1
954,4942,4942,4942,4942,Kendall prevented Sydney attempting to jump from the bridge after Sydney found out that her son died.,What will happen to Kendall?,abandon Sydney,find more help for Sydney,prevented Sydney attempting to jump,1
955,983,983,983,983,Tracy would not let Casey leave because he owed her rent.,What will Tracy do now?,Take Casey to court to recover the rent,kidnapped,Give Casey an extra six moths to pay,0
956,1309,1309,1309,1309,"Casey was always a hard person to please, she never gave Cameron credit for the good things he did.",What will happen to Cameron?,appreciated,be good friends with Casey,dislike Casey,2
957,3935,3935,3935,3935,Cameron broke my leg by accident when he crashed his motorcycle with me on it.,What will Cameron want to do next?,apologize next,get revenge next,need to not pay attention,0
958,100,100,100,100,Jordan's dog peed on the couch they were selling and Jordan removed the odor as soon as possible.,How would Jordan feel afterwards?,selling a couch,Disgusted,Relieved,1
959,4436,4436,4436,4436,Lee recently lost his job. He was trying to find another job in oil and gas.,What does Lee need to do before this?,quit his job,continue to use his degree in chemical engineering,have a job,2
960,1630,1630,1630,1630,It was their anniversary and Sydney surprised their husband.,What does Sydney need to do before this?,SHe wanted to make him happy,plan the surprise,she wanted her husband to smile,1
961,4085,4085,4085,4085,Aubrey looked at her hero and sung their praises.,What will happen to Others?,be happy she has seen her hero,be grateful,be great,1
962,3525,3525,3525,3525,Aubrey finished Lee's paper instead of waiting for them to.,What does Aubrey need to do before this?,forget the subject,learn the subject,forget their pen,1
963,4405,4405,4405,4405,Ash played a casual game of pickup baseball with all of his neighborhood friends.,What will Others want to do next?,invite Ash back,go to a restaurant with his neighborhood friends,go home and take a shower,2
964,911,911,911,911,The class was loud and obnoxious all day. Bailey gave detention to the entire class.,What will the class want to do next?,be quiet and listen to Bailey,find a way out of detention,wanted to teach the class manners,1
965,1841,1841,1841,1841,Jordan continued to walk home and then arrived at home to play on the computer.,Why did Jordan do this?,play their computer,skilled,go home,0
966,2431,2431,2431,2431,Sasha left ages ago when the boyfriend did not treat her right.,Why did Sasha do this?,make the decision to leave,was frustrated of the relationship,just bought a new car,1
967,419,419,419,419,"Jan thought it looked pretty dumb from the previews, but Jan actually enjoyed the movie.",What will Jan want to do next?,write a positive review,Purchase a ticket,recommend it to their dogs,0
968,2942,2942,2942,2942,tracy was annoyed by jan and told her she wanted her to stop.,How would you describe Tracy?,as ordinary,as weird,like she stood up for herself,2
969,714,714,714,714,"Remy wanted to have a nice garden, so they decided to grow flowers.",What does Remy need to do before this?,see a nice garden,have flower seeds,get water for the plants,1
970,557,557,557,557,Tracy was dying after being shot so Addison held Tracy in her arms until the police arrived.,Why did Addison do this?,help Tracy stay alive,help Tracy die,finish Tracy off,0
971,2268,2268,2268,2268,Riley kept in touch with Bailey by using the messaging app on their phones.,What does Riley need to do before this?,buy a phone,delete the app,keep connected,0
972,3755,3755,3755,3755,Riley walked to school one day when Riley's mom had the car send for maintenance.,What does Riley need to do before this?,walk back home,go to school,needed to wear shoes,2
973,2207,2207,2207,2207,Tracy knew Jan was thirsty and told her to take the lemonade.,How would Jan feel as a result?,thirsty for lemonade,very  hateful,very thankful,2
974,4278,4278,4278,4278,Taylor drove to Las Vegas to get married to his lover.,How would you describe Taylor?,not good,in love,finally married,1
975,4680,4680,4680,4680,Addison felt a hand on her shoulder. It made her jump a little bit.,How would Addison feel afterwards?,guilty about scaring Addison,happy,startled,2
976,1758,1758,1758,1758,Aubrey left the classroom and went to her car to get something.,What will Aubrey want to do next?,get some food,go into her car,steal some shampoo,1
977,1394,1394,1394,1394,Sasha bought the supplies and threw them in the garage.,What will Sasha want to do next?,go away,leave,check everything,2
978,4733,4733,4733,4733,Casey was taking risks and was driving their car unsafely when they got in an accident.,How would Casey feel afterwards?,happy to end things,overjoyed to die,upset about it,2
979,553,553,553,553,Sasha felt a lot of pressure at work and at home so they purchased a gun from the store.,How would you describe Sasha?,Depressed,'s feeling desperate,lost,1
980,4764,4764,4764,4764,Jordan inherited their father's height and had to watch himself while walking into doors.,How would you describe Jordan?,stronger then everyone,feeling pain,taller then everyone else,2
981,2624,2624,2624,2624,Taylor brushed Aubrey's hand gently with their fingertips ever so gently.,What will Aubrey want to do next?,ask Aubrey how they feel,hold their hand,push their hand away,1
982,1257,1257,1257,1257,Addison met Sasha's emergency text and left work immediately to the hospital.,Why did Addison do this?,loved,close to Sasha,happy,1
983,490,490,490,490,Skylar met their requirements and ended up getting hired for the job.,How would you describe Skylar?,excited to start,As someone that got the job,proud of herslef,1
984,3552,3552,3552,3552,Casey turned Addison's crank for the old car while Addison pushed on the gas.,What will Casey want to do next?,take a ride,send Addison away,be with Addison,0
985,4427,4427,4427,4427,kai was a reasonable person who was listened to so he put her life in perspective.,What will Kai want to do next?,know the other person,understand the other person's issues,keep being comforting,1
986,766,766,766,766,Remy was playing soccer against several smaller players. Remy knocked them to the ground.,How would Others feel as a result?,too rough,good at the game,a fair player,0
987,3042,3042,3042,3042,Jan rested a hand on Kendall's forehead after she threw up in the bathroom.,Why did Jan do this?,wanted to make sure Kendall was okay,want to know Jan's temperature,want to care for Jan's health,0
988,4869,4869,4869,4869,Ash put camping gear in the car so she could spend the weekend in the woods by herself.,How would you describe Ash?,brave,pleased by her camping trip,scared,0
989,1067,1067,1067,1067,Carson hadn't seen his sister in years and so they met up for lunch.,What will happen to the sister?,give Jason a hug,catch up,eat her lunch,1
990,3333,3333,3333,3333,Tracy paid Sydney's portion of the bill because she didnt have her wallet.,What will Sydney want to do next?,steal the money,hug tracy,needed to get the bill,1
991,3111,3111,3111,3111,Cameron told Remy to call and make an appointment with the doctor when she had a cold for two weeks.,What will happen to Remy?,be supportive,call the doctor,avoid the doctor,1
992,866,866,866,866,Tracy watched as a bird landed on Bailey's hand and let them pet it.,How would Bailey feel as a result?,disgusted,curious,angry,1
993,4104,4104,4104,4104,Jesse wanted to go see his grandmother overseas.,How would you describe Jesse?,satisfied,a person who loves his dog,an adventurous type,2
994,4139,4139,4139,4139,Addison left the place that she grew up.,What will Addison want to do next?,do nothing,find another place to live,move out,1
995,1443,1443,1443,1443,Taylor kept annoying Carson while they were studying. Taylor affected Carson's ability to think.,How would you describe Taylor?,a bothersome person,a sweet person,a kind person,0
996,937,937,937,937,"Jan was a college professor and had many students over the years. Jan taught Casey's children in college, one of her favorite past students.",What will Casey want to do next?,earn a degree to become a professor,check up on his kids,continue being a professor for many years,1
997,3060,3060,3060,3060,Austin spilled tomato juice all over the new white sofa.,How would you describe Austin?,thinking about the couch,hating the color white,not being careful with juice,2
998,1317,1317,1317,1317,"Ash asked his parents for one more cookie after he finished the one he had, but they said no.",What will Ash want to do next?,eat more cookies,take a cookie anyway,start begging his parents,2
999,1816,1816,1816,1816,Aubrey came home early from school one day after skipping class.,How would you describe Aubrey?,sneaky,sick from the flu,relaxed because she skipped school,0
1000,4143,4143,4143,4143,Taylor said Bailey would leave after dinner yesterday yet Bailey is still here.,What will happen to Bailey?,say he was wrong,get laid,admit his mistake,2
1001,408,408,408,408,Quinn asked Austin to describe the weather to him over the phone since it has been a long time since he had seen snow.,What will Quinn want to do next?,visit,be happy,go crazy,0
1002,2425,2425,2425,2425,Riley gave the boy two tickets to the rock show so that he could have a good time.,Why did Riley do this?,be friendly,go to the show,avoid others,0
1003,1545,1545,1545,1545,Taylor stirred men's desire into giving her all of their possessions.,Why did Taylor do this?,Others will regret being tempted by Taylor,was manipulative,Others will be jealous of Taylor,1
1004,4198,4198,4198,4198,Tracy brought Austin to god at the big church in downtown that day.,How would Tracy feel afterwards?,bored,religous,inspired,1
1005,2421,2421,2421,2421,"Jared said Austin's hair looked ugly, so Austin changed his hair color.",How would Jared feel as a result?,pleased at Austin's new look,angry Austin listened to him,sad at Austin's new look,0
1006,1285,1285,1285,1285,Casey and Tracy work for a bank. A man comes in with a mask on his face. Casey puts her hands up and yells at Tracy to do the same.,Why did Casey do this?,Because Casey and Tracy are going to dance,a bank robber,was showing she's harmless,2
1007,893,893,893,893,Jordan helped Kendall get up after she had fallen to the ground in the snow.,What will happen to Jordan?,go to school,after she had fallen to the ground in the snow,be relieved,2
1008,259,259,259,259,Quinn and Alex are co-workers. Quinn repeatedly asks Alex's help to complete the project. Alex doesn't seem to want to help but Quinn pushes Alex to cooperate.,Why does Quinn need Alex's help?,doesn't like his co-worker Quinn,are teammates working on the same project,angry,1
1009,354,354,354,354,Taylor drove home from work one afternoon in his new car.,What does Taylor need to do before this?,have a job before this,play video games,take a nap,0
1010,2074,2074,2074,2074,Sydney knew Kai well enough that he made a decision.,Why did Sydney do this?,get to know Kai,talk with Kai,wanted to get things done,2
1011,658,658,658,658,Taylor saw Kai skipping school and she told Kai's parents about it.,What will happen to Kai?,be in trouble,get ignored by Kai,be happy,0
1012,3427,3427,3427,3427,Skylar used his money as the foundation of Bailey's business which gave her a really good head start.,What will happen to Bailey?,appreciative,be happy for Skylar's success,ignore Skylar,0
1013,656,656,656,656,Kendall felt their pulse in their throat and had to go to the doctor to check this out.,How would you describe Kendall?,feeling terrible,full of panic,heavy hearted,1
1014,3976,3976,3976,3976,Bailey developed Quinn's interest in reading when she was a very young girl.,What will happen to Bailey?,she won't be loved,enjoy books a lot,helping,2
1015,437,437,437,437,Remy put cream on Lee's face with SPF 15 so they would not sunburn so easy.,Why did Remy do this?,would not sunburn so easy,help Lee to not get sunburned,have fun with Lee,1
1016,4479,4479,4479,4479,Jan's foolish behavior meant that people said Jan fell off the turnip truck.,How would you describe Jan?,a jaded person,like a redneck,a naive person,2
1017,3195,3195,3195,3195,Lee held fast the the ledge when climbing the mountain.,Why did Lee do this?,prevent a fall,stay safe,climb up,0
1018,2972,2972,2972,2972,Addison opened a lemonade stand outside and sold lemonade.,How would you describe Addison?,proud,excited,someone selling lemonade,2
1019,3415,3415,3415,3415,"Sydney broke open the lid to the jar because it was impossible to open by force, it was stuck.",Why did Sydney break the jar?,"didn't do it on purpose, she dropped it","The lid was tightly shut, really hard to open",eat the contents,1
1020,4561,4561,4561,4561,Bailey put the money up and then Bailey and Ash were able to start their own business making cake and buns.,How would Ash feel as a result?,bored,grateful,proud of themselves,1
1021,3589,3589,3589,3589,"Robin made their selection, and was soon enjoy the custom made sandwich.",What does Robin need to do before this?,decide they wanted some soup,go into the sandwich store,go into the electronics store,1
1022,1246,1246,1246,1246,"Jesse spared Robin's life, and just gave Robin life in prison instead.",Why did Jesse do this?,think about the case,show that they were cruel,give Jesse time to repent,2
1023,757,757,757,757,Quinn nodded her head in agreement just so that the argument would come to an end.,How would you describe Quinn?,confrontational,aggressive,docile,2
1024,684,684,684,684,Taylor watched basketball and really enjoyed having a relaxing day off.,What does Taylor need to do before this?,grab a snack,need to have the day off,text  friends about the game,1
1025,3777,3777,3777,3777,Riley wanted to go to the movies to check out this new movie they heard about.,What does Riley need to do before this?,need to purchase popcorn,need to purchase a seat,wanted to see the movie,1
1026,3350,3350,3350,3350,Carson went hunting with Skylar but did not enjoy hurting animals.,How would Carson feel afterwards?,nice,regretful afterwards,compassionate,1
1027,2575,2575,2575,2575,Lee couldn't bend down because of his injury so Riley tied Lee's shoes for him.,How would Lee feel as a result?,like they won't trip now,bad that they made Riley do this,embarrassed that someone else has to do this,2
1028,4478,4478,4478,4478,Addison prevented the man from gaining any more weight on his body.,What will Addison want to do next?,be healthy,eat bad food,hurt the man,0
1029,1711,1711,1711,1711,Cameron closed the stable door after the horse had been found and put back in it's stable.,What does Cameron need to do before this?,talk about the horse,find the horse,clean out the stable,1
1030,2787,2787,2787,2787,Jesse pressed his lips against his girlfriends Alex's lips.,What will Alex want to do next?,French kiss with Alex,hug Jesse,be intimate with Alex,1
1031,843,843,843,843,Taylor told Alex he was going on a trip even though he was going on a date with another woman.,How would you describe Taylor?,secretive,honest,angry when she finds out,0
1032,150,150,150,150,Tracy wanted to drive less to help reduce their impact on the environment.,How would Tracy feel afterwards?,wasteful,silly,environmentally conscious,2
1033,1623,1623,1623,1623,Robin was getting married to the man of her dreams whom she loved.,What will Robin want to do next?,walk down the aisle,go out on dates with the man,run away,0
1034,1609,1609,1609,1609,Skylar helped the people to understand what was happening in the politics at home.,How would Others feel as a result?,happy with Skylar,mean to Skylar,hurtful to Skylar,0
1035,4003,4003,4003,4003,Aubrey prayed without ceasing for their family to get better after the accident.,How would you describe Aubrey?,proud,upset,happy,1
1036,4105,4105,4105,4105,Kendall was a computer software developer at their company. Kendall provided Jordan the interface.,How would you describe Kendall?,ing to share their ideas,making things proprietary,helpful,2
1037,1176,1176,1176,1176,Addison finished dinner and wanted to retire for the night. Addison put the dishes on the counter.,What will Addison want to do next?,sleep,watch tv,keep sitting there,0
1038,127,127,127,127,Aubrey got up early to make some breakfast. Aubrey finished preparing their breakfast and sat down.,Why did Aubrey do this?,wanted to get something for lunch,cook,wanted to be full,2
1039,4510,4510,4510,4510,Kendall made the ice cream all by them self.,Why did Kendall do this?,share the ice cream with her family,eat the ice cream with her friends,have a snack,2
1040,2961,2961,2961,2961,Kendall arrived late for school after her car wouldn't start in the morning.,What does Kendall need to do before this?,stay home in bed,find a ride,go to the front office for a meeting,1
1041,2332,2332,2332,2332,Bailey used trickery to control them.,Why did Bailey do this?,so she cuoldbe a follower,get people to do her work,so she didn't have to make a choice,1
1042,3369,3369,3369,3369,"Robin was moving into a new house and asked Quinn to help, but there was too much stuff, so Quinn brought friends.",How would Robin feel as a result?,very tired,very grateful,very exhausted,1
1043,4075,4075,4075,4075,Quinn was not understanding the algebra homework. Quinn required Alex's effort to complete their work.,How would you describe Quinn?,angry,a responsible person,annoyed,1
1044,746,746,746,746,Kendall brought the war to an end with Tracy when he realized Tracy was his best friend.,What does Kendall need to do before this?,become friends again,think about it,realize he loves Tracy,1
1045,4790,4790,4790,4790,Kendall brought Jesse's hands together and taught him how to do the school cheer.,What will Kendall want to do next?,tryout for the team,teach others how to cheer,continue to help him perfect it,2
1046,3499,3499,3499,3499,Carson was trying to tell a joke but he realized from the look on Taylor's face that the joke was offensive.,What does Carson need to do after this?,self reflect to see where he went wrong,continue to tell the same jokes,make apology,2
1047,4834,4834,4834,4834,jan was stubborn and wanted the cactus out the way so she kicked it.,How would you describe Jan?,bad,as stupid,as stubborn,2
1048,2702,2702,2702,2702,Tracy held their hat to their chest when they greeted Skylar.,What will happen to Skylar?,leave with Skylar,notice their manors,put the hat back on,1
1049,2595,2595,2595,2595,Sydney is going on a world wide trip and needs to put their furniture in to storage because they are getting rid of their apartment.,What does Sydney need to do before this?,Leave all their things in their old apartment,Find a storage unit to rent,Buy more things,1
1050,1698,1698,1698,1698,Cameron bought a brand new coat and wore it to a party in the evening.,What does Cameron need to do before this?,buy a jet ski,rent a tuxedo,go to a store,2
1051,4882,4882,4882,4882,"Jan was literally dying of thirst, so Addison filled Jan's mouth with water.",What will happen to Addison?,survive severe dehydration,win Jan's gratitude,slowly drink more water,1
1052,0,0,0,0,Cameron decided to have a barbecue and gathered her friends together.,How would Others feel as a result?,like attending,like staying home,a good friend to have,0
1053,1339,1339,1339,1339,Riley pushed Kai onto the ground after seeing her bully a girl from school.,How would Riley feel afterwards?,happy for Kai,bad for the girl,proud of Kai,1
1054,2316,2316,2316,2316,Quin needed to make dinner for the family but didn't have all the ingredients. Quinn substituted salt for another ingredient.,Why did Quinn do this?,did this because they weren't prepared for the dinner,did this because they wanted to disappoint everyone,did this because they wanted to make more money,0
1055,1683,1683,1683,1683,Remy had to do with the price of fish as they were necessary for the dinner party.,How would Remy feel afterwards?,disappointed at not getting any fish,relieved to have the fish,a generous host,1
1056,2991,2991,2991,2991,"Jesse liked spending time with their friends; this past weekend, Jesse saw a movie with their friends.",How would you describe Jesse?,very happy,social,needy,1
1057,4908,4908,4908,4908,Candle made Casey's application for Target after she asked her for help.,How would you describe Kendall?,appreciative,grateful,A young unemployed girl,0
1058,4428,4428,4428,4428,Sydney was homeless so they went into the cafe but never ordered anything so eventually the owner asked Sydney to leave.,Why did Sydney do this?,get heat for a while,lose their home,find the cafe,0
1059,81,81,81,81,Quinn was thirsty and drank a lot of milk with his cookies.,How would Quinn feel milk and cookies?,like doing jumping jacks,queasy and sick,like going swimming,1
1060,1992,1992,1992,1992,Ash loved Jordan well enough to marry her in the ceremony.,What will happen to Ash?,she will be accompanied,she will be lonely,become Ash's spouse,2
1061,4020,4020,4020,4020,Aubrey added water to Bailey's tree and got the tree to grow.,How will Aubrey feel after?,proud of herself,angry that the tree grew too much,sad that the tree grew,0
1062,3038,3038,3038,3038,Quinn came down to us and confess about the murder of the brother.,What will happen to Quinn?,be starved,become more powerful,be jailed,2
1063,3724,3724,3724,3724,"Jordan has always being in love with Jesse. when they finished the high school, Jordan invited Jesse  to go out of town along with his friends.",What does Jordan need to do before this?,Stay home with his friends,take Jesse to the beach,see if Jesse will be free,2
1064,712,712,712,712,Jan was selling unusual kitchen products and could tell Robin wa interested.,What will happen to Jan?,buy new utensils,make a nice salad,make a nice sale,2
1065,2891,2891,2891,2891,Ash raked leaves in the backyard during the first week of Autumn.,How would Ash feel afterwards?,excited for her birthday in a few weeks,over,excited that the season has changed,2
1066,3492,3492,3492,3492,Remy was disabled so their sister Sasha made decisions for Remy.,Why did Sasha do this?,look after Remy,find a caretaker for Remy,make decisions for Remy carefully,0
1067,895,895,895,895,jordan gave them something as a gift even though they didn't earn it.,What will Others want to do next?,thank jordan,throw the gift away,hate jordan,0
1068,1195,1195,1195,1195,Alex bought Carson's phone from him but as soon as he got it home it stopped working.,Carson and Alex would feel how because of this?,unhappy,happy,content,0
1069,2732,2732,2732,2732,Robin supported Riley's weight to help hold them steady on the ladder.,What does Robin need to do before this?,make sure Riley doesn't fall off the ladder,be prepared for them to fall,safe,0
1070,641,641,641,641,Riley started drinking it immediately and it took a minute to drink the full cup.,How would you describe Riley?,feeling lazy,feeling proud,feeling bored,1
1071,1270,1270,1270,1270,Tracy played games with Kai's friend in order to get to know them better.,How would Kai feel as a result?,anxious,like he had a good time,happy to have met a new friend,1
1072,3605,3605,3605,3605,"Addison was finding one of his university courses incredibly difficult. Addison felt like giving up, but continued on his course and passed it with good grades.",How would Addison feel afterwards?,regretful,proud,annoyed,1
1073,1337,1337,1337,1337,Austin left in a huff of anger because everybody was making fun of them.,How would Austin feel afterwards?,happy,self-conscious about themselves,offended,2
1074,2515,2515,2515,2515,Robin expressed interest in taking Jordan out on a date.,How would Jordan feel as a result of this?,Like they want to go out with Jordan,embarrassed and shy,Like they want to take Jordan on a date,1
1075,1190,1190,1190,1190,"After being treated unfairly by their employer, Jan decided to quit their job.",What will be Jan's next course of action?,file a complaint against their former employer,become tired with the treatment,go back to work for the employer,0
1076,4185,4185,4185,4185,Remy bought a new record player. He put on his favorite record and moved the needle to his favorite track.,What did Remy do?,have a copy of their favorite album,got new batteries for his walkman,put on his favorite record,2
1077,3471,3471,3471,3471,Skylar skipped jubilantly down the sidewalk. They couldn't believe they finally succeeded in getting Bailey's number.,How did Skylar feel afterwards?,happy to skip down the sidewalk,friendly and compliant,incredulous to have succeeded in getting Bailey's number,2
1078,2009,2009,2009,2009,Cameron told Jan's stories to everybody and they all loved hearing about her.,How would you describe Cameron?,a person that talks a lot,like a good friend,a secretive person,1
1079,4342,4342,4342,4342,Bailey started their business from scratch and made a lot of money.,Why did Bailey do this?,skilled,have a business plan,get a loan,1
1080,2519,2519,2519,2519,"After meticulously preparing the details for several months, it was finally time for Sasha. Sasha presentend Tracy's case before a jury.",How would you describe Sasha?,serious,Someone that doesnt worry over big decisions,Someone that does everything in her power to succeed,2
1081,3194,3194,3194,3194,Jesse wanted to play the game and Sydney told Jesse she could do it.,What will Sydney want to do next?,try harder,play the game,ask about the game,1
